,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 10-2,Kei Nishikori,0.0,5.0,8372039.0,3534746.0,,5.0,Kei Nishikori,44.0,2.0,2.0,43.0,12.0,61.0,34.0,18.0,27.0,14.0,9.0,,,,,2.0,109.0,,,5.00,1.14,F,6-3 6-3,Hard,Novak Djokovic,0.0,2.0,8372039.0,3534745.0,,1.142,Novak Djokovic,65.0,9.0,5.0,66.0,34.0,41.0,28.0,22.0,13.0,9.0,9.0,,,,,1.0,109.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
1,H2H 5-0,David Goffin,8.0,2.0,8371498.0,3534318.0,,8.25,David Goffin,75.0,5.0,1.0,76.0,25.0,79.0,48.0,33.0,31.0,17.0,11.0,,,,,2.0,157.0,,,8.25,1.07,SF,7-6(5) 6-4,Hard,Novak Djokovic,7.0,2.0,8371498.0,3534317.0,,1.07,Novak Djokovic,82.0,4.0,2.0,81.0,31.0,74.0,45.0,32.0,29.0,19.0,11.0,,,,,1.0,157.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
2,H2H 3-0,Nick Kyrgios,8.0,4.0,8371597.0,3534529.0,,2.23,Nick Kyrgios,52.0,2.0,1.0,55.0,14.0,60.0,42.0,29.0,18.0,9.0,11.0,,,,,1.0,119.0,,,2.23,1.65,SF,6-3 7-5,Hard,Kei Nishikori,2.0,3.0,8371597.0,3534530.0,,1.65,Kei Nishikori,67.0,9.0,4.0,64.0,26.0,52.0,31.0,24.0,21.0,17.0,10.0,,,,,2.0,119.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
3,H2H 25-2,Tomas Berdych,0.0,5.0,8371383.0,3534028.0,,8.0,Tomas Berdych,53.0,3.0,1.0,61.0,20.0,60.0,42.0,27.0,18.0,6.0,9.0,,,,,2.0,126.0,,,8.00,1.08,QF,6-3 6-3,Hard,Novak Djokovic,2.0,1.0,8371383.0,3534027.0,,1.08,Novak Djokovic,73.0,10.0,4.0,65.0,32.0,60.0,39.0,27.0,21.0,14.0,9.0,,,,,1.0,126.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
4,H2H 1-1,Gilles Simon,3.0,1.0,8371384.0,3533952.0,,2.0,Gilles Simon,74.0,3.0,2.0,68.0,22.0,97.0,51.0,31.0,46.0,21.0,12.0,,,,,2.0,166.0,,,2.00,1.87,QF,3-6 6-2 6-1,Hard,David Goffin,9.0,3.0,8371384.0,3533951.0,,1.87,David Goffin,92.0,12.0,5.0,98.0,46.0,65.0,43.0,30.0,22.0,16.0,12.0,,,,,1.0,166.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
5,H2H 3-3,Milos Raonic,4.0,3.0,8371385.0,3534025.0,,1.6,Milos Raonic,74.0,5.0,0.0,81.0,23.0,71.0,41.0,32.0,30.0,19.0,11.0,,,,,1.0,155.0,,,1.60,2.32,QF,6-4 7-6(4),Hard,Nick Kyrgios,8.0,6.0,8371385.0,3534026.0,,2.32,Nick Kyrgios,81.0,6.0,1.0,74.0,23.0,75.0,46.0,36.0,29.0,22.0,11.0,,,,,2.0,155.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
6,H2H 3-0,Gael Monfils,14.0,4.0,8371392.0,3534038.0,,2.75,Gael Monfils,100.0,9.0,3.0,116.0,45.0,87.0,51.0,41.0,36.0,14.0,15.0,,,,,2.0,207.0,,,2.75,1.45,QF,4-6 6-3 7-6(3),Hard,Kei Nishikori,3.0,6.0,8371392.0,3534037.0,,1.45,Kei Nishikori,107.0,4.0,3.0,91.0,36.0,110.0,64.0,42.0,46.0,29.0,16.0,,,,,1.0,207.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
7,H2H 4-0,Dominic Thiem,2.0,5.0,8370764.0,3533346.0,,10.0,Dominic Thiem,77.0,15.0,1.0,102.0,43.0,54.0,38.0,28.0,16.0,6.0,9.0,,,,,2.0,161.0,,,10.00,1.07,R16,6-3 6-4,Hard,Novak Djokovic,2.0,9.0,8370764.0,3533345.0,,1.07,Novak Djokovic,84.0,6.0,3.0,59.0,25.0,93.0,70.0,43.0,23.0,16.0,10.0,,,,,1.0,161.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
8,H2H 8-7,Richard Gasquet,6.0,6.0,8370877.0,3533363.0,,2.2,Richard Gasquet,96.0,8.0,3.0,96.0,34.0,90.0,56.0,42.0,34.0,20.0,15.0,,,,,1.0,192.0,,,2.20,1.69,R16,6-4 3-6 7-5,Hard,Tomas Berdych,12.0,1.0,8370877.0,3533364.0,,1.69,Tomas Berdych,96.0,13.0,3.0,96.0,34.0,95.0,61.0,49.0,34.0,13.0,16.0,,,,,2.0,192.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
9,H2H 4-1,Horacio Zeballos,5.0,3.0,8370878.0,3533237.0,,5.5,Horacio Zeballos,53.0,0.0,0.0,48.0,8.0,74.0,44.0,30.0,30.0,15.0,11.0,,,,,1.0,125.0,,,5.50,1.14,R16,7-5 6-3,Hard,David Goffin,5.0,0.0,8370878.0,3533238.0,,1.14,David Goffin,72.0,9.0,3.0,77.0,32.0,48.0,37.0,30.0,11.0,10.0,10.0,,,,,2.0,125.0,,,2016-03-21,https://matchstat.com/tennis/tournaments/m/Miami%20Masters/2016,Miami Masters
