,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
0,H2H 1-0,Michel Leclercq,SF,6-1 6-1 6-3,clay,H. Elschenbroich,1969-07-14,https://matchstat.com/tennis/tournaments/m/Aix-en-Provence/1969,Aix-en-Provence
1,H2H 1-0,Patricio Rodriguez,SF,6-3 6-2 7-5,clay,R. Emerson,1969-07-14,https://matchstat.com/tennis/tournaments/m/Aix-en-Provence/1969,Aix-en-Provence
2,H2H 1-0,Cliff Drysdale,QF,1-6 6-4 6-3,clay,H. Elschenbroich,1969-07-14,https://matchstat.com/tennis/tournaments/m/Aix-en-Provence/1969,Aix-en-Provence
3,H2H 1-1,F. Jauffret,QF,6-4 6-4,clay,Michel Leclercq,1969-07-14,https://matchstat.com/tennis/tournaments/m/Aix-en-Provence/1969,Aix-en-Provence
4,H2H 1-0,Patrick Proisy,QF,6-8 6-1 6-4,clay,R. Emerson,1969-07-14,https://matchstat.com/tennis/tournaments/m/Aix-en-Provence/1969,Aix-en-Provence
5,H2H 1-0,Niki Pilic,QF,6-4 4-6 9-7,clay,Patricio Rodriguez,1969-07-14,https://matchstat.com/tennis/tournaments/m/Aix-en-Provence/1969,Aix-en-Provence
