,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 2-1,Dominic Thiem,8.0,3.0,8381913.0,3544925.0,,1.8,Dominic Thiem,114.0,7.0,5.0,109.0,41.0,123.0,87.0,55.0,36.0,18.0,17.0,,,,,1.0,235.0,,,1.80,1.95,F,7-6(7) 4-6 7-6(4),Clay,Philipp Kohlschreiber,4.0,0.0,8381913.0,3544926.0,,1.95,Philipp Kohlschreiber,121.0,10.0,4.0,126.0,53.0,109.0,76.0,50.0,33.0,18.0,17.0,,,,,2.0,235.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
1,H2H 3-1,Alexander Zverev,4.0,5.0,8381148.0,3544397.0,,2.7,Alexander Zverev,81.0,11.0,3.0,93.0,35.0,78.0,46.0,30.0,32.0,16.0,13.0,,,,,1.0,176.0,,,2.70,1.42,SF,4-6 6-2 6-3,Clay,Dominic Thiem,6.0,9.0,8381148.0,3544398.0,,1.42,Dominic Thiem,95.0,11.0,5.0,83.0,37.0,84.0,54.0,41.0,30.0,17.0,14.0,,,,,2.0,176.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
2,H2H 4-2,Fabio Fognini,2.0,3.0,8381149.0,3544476.0,,2.9,Fabio Fognini,42.0,3.0,0.0,49.0,10.0,52.0,35.0,25.0,17.0,7.0,8.0,,,,,2.0,104.0,,,2.90,1.38,SF,6-1 6-4,Clay,Philipp Kohlschreiber,6.0,1.0,8381149.0,3544475.0,,1.38,Philipp Kohlschreiber,62.0,9.0,3.0,55.0,23.0,48.0,27.0,24.0,21.0,15.0,9.0,,,,,1.0,104.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
3,H2H 1-1,David Goffin,4.0,6.0,8380561.0,3544025.0,,1.53,David Goffin,96.0,11.0,4.0,101.0,41.0,97.0,60.0,36.0,37.0,19.0,14.0,,,,,1.0,204.0,,,1.53,2.50,QF,6-3 4-6 6-3,Clay,Alexander Zverev,10.0,6.0,8380561.0,3544026.0,,2.5,Alexander Zverev,108.0,18.0,6.0,103.0,48.0,95.0,67.0,45.0,28.0,15.0,14.0,,,,,2.0,204.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
4,H2H 1-1,Ivan Dodig,5.0,5.0,8380483.0,3543762.0,,5.0,Ivan Dodig,77.0,4.0,2.0,79.0,23.0,83.0,55.0,39.0,28.0,15.0,14.0,,,,,2.0,167.0,,,5.00,1.14,QF,6-4 4-6 6-3,Clay,Dominic Thiem,8.0,2.0,8380483.0,3543761.0,,1.142,Dominic Thiem,90.0,5.0,3.0,88.0,34.0,77.0,52.0,40.0,25.0,16.0,15.0,,,,,1.0,167.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
5,H2H 2-6,Juan Martin Del Potro,2.0,0.0,8380625.0,3544049.0,,2.25,Juan Martin Del Potro,49.0,2.0,0.0,56.0,18.0,58.0,41.0,24.0,17.0,7.0,9.0,,,,,1.0,114.0,,,2.25,1.57,QF,6-4 6-1,Clay,Philipp Kohlschreiber,3.0,0.0,8380625.0,3544050.0,,1.57,Philipp Kohlschreiber,65.0,6.0,4.0,58.0,27.0,56.0,36.0,23.0,20.0,15.0,8.0,,,,,2.0,114.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
6,H2H 1-0,Jozef Kovalik,2.0,0.0,8380562.0,3544028.0,,5.0,Jozef Kovalik,90.0,9.0,3.0,97.0,38.0,93.0,56.0,29.0,37.0,23.0,15.0,,,,,2.0,190.0,,,5.00,1.16,QF,6-2 3-6 7-5,Clay,Fabio Fognini,2.0,4.0,8380562.0,3544027.0,,1.16,Fabio Fognini,100.0,12.0,5.0,93.0,41.0,93.0,63.0,43.0,30.0,16.0,14.0,,,,,1.0,190.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
7,H2H 1-1,Victor Estrella Burgos,5.0,1.0,8378897.0,3543644.0,,7.5,Victor Estrella Burgos,89.0,14.0,4.0,101.0,40.0,88.0,69.0,41.0,19.0,8.0,14.0,,,,,2.0,190.0,,,7.50,1.08,R16,5-7 6-3 6-2,Clay,David Goffin,10.0,4.0,8378897.0,3543643.0,,1.083,David Goffin,101.0,12.0,6.0,89.0,40.0,97.0,66.0,43.0,31.0,18.0,15.0,,,,,1.0,190.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
8,H2H 1-3,Lukas Rosol,2.0,4.0,8379857.0,3543633.0,,3.0,Lukas Rosol,45.0,0.0,0.0,45.0,5.0,61.0,41.0,30.0,20.0,10.0,9.0,,,,,1.0,110.0,,,3.00,1.36,R16,6-3 6-4,Clay,Alexander Zverev,5.0,0.0,8379857.0,3543634.0,,1.36,Alexander Zverev,65.0,10.0,2.0,65.0,25.0,45.0,32.0,31.0,13.0,9.0,10.0,,,,,2.0,110.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
9,H2H 1-1,Santiago Giraldo,1.0,0.0,8378898.0,3542790.0,,5.5,Santiago Giraldo,59.0,4.0,1.0,65.0,19.0,69.0,48.0,30.0,21.0,10.0,11.0,,,,,2.0,134.0,,,5.50,1.14,R16,7-5 6-4,Clay,Dominic Thiem,6.0,1.0,8378898.0,3542789.0,,1.14,Dominic Thiem,75.0,6.0,3.0,69.0,29.0,64.0,46.0,33.0,18.0,13.0,11.0,,,,,1.0,134.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
10,H2H 1-2,Thomaz Bellucci,1.0,4.0,8379858.0,3542798.0,,1.56,Thomaz Bellucci,65.0,5.0,2.0,74.0,26.0,66.0,45.0,29.0,21.0,10.0,10.0,,,,,2.0,144.0,,,1.56,2.40,R16,7-6(5) 6-3,Clay,Ivan Dodig,2.0,0.0,8379858.0,3542797.0,,2.4,Ivan Dodig,79.0,8.0,3.0,70.0,31.0,74.0,44.0,28.0,30.0,20.0,11.0,,,,,1.0,144.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
11,H2H 1-0,Jan-Lennard Struff,3.0,4.0,8380417.0,3543695.0,,3.25,Jan-Lennard Struff,85.0,9.0,5.0,86.0,40.0,87.0,57.0,32.0,30.0,13.0,13.0,,,,,1.0,177.0,,,3.25,1.33,R16,6-2 3-6 6-3,Clay,Juan Martin Del Potro,3.0,3.0,8380417.0,3543696.0,,1.33,Juan Martin Del Potro,92.0,14.0,7.0,91.0,46.0,83.0,48.0,30.0,35.0,16.0,13.0,,,,,2.0,177.0,,,2016-04-25,https://matchstat.com/tennis/tournaments/m/Munich/2016,Munich
