,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
0,H2H 2-0,G. Battrick,SF,6-3 6-0 6-4,clay,M. Cox,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas
1,H2H 1-1,J. Kodes,SF,1-6 6-4 11-9 6-3,clay,T. Koch,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas
2,H2H 1-0,N. Spear,QF,6-2 9-7,clay,G. Battrick,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas
3,H2H 1-0,L. Ayala,QF,6-4 4-6 6-4,clay,M. Cox,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas
4,H2H 2-0,T. Edlefsen,QF,6-2 6-1,clay,J. Kodes,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas
5,H2H 2-1,J. Fillol,QF,6-0 6-2,clay,T. Koch,1969-03-03,https://matchstat.com/tennis/tournaments/m/Caracas/1969,Caracas
