,loser,round,score,winner,start_date,tournament_link,tournament_name
0,W Fibak / T Okker,F,6-4 6-2 6-4,P Fleming / J McEnroe,1979-01-08,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1979,ATP Finals Doubles
1,B Lutz / S Smith,SF,6-4 6-3,W Fibak / T Okker,1979-01-08,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1979,ATP Finals Doubles
2,B Hewitt / F McMillan,SF,6-1 6-4,P Fleming / J McEnroe,1979-01-08,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1979,ATP Finals Doubles
