,loser,round,score,winner,start_date,tournament_link,tournament_name
0,B Lutz / S Smith,F,7-5 7-6 6-3,B Hewitt / F McMillan,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1978,ATP Finals Doubles
1,B Gottfried / R Ramirez,SF,4-6 6-3 7-6,B Lutz / S Smith,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1978,ATP Finals Doubles
2,J Alexander / P Dent,SF,7-6 7-6,B Hewitt / F McMillan,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1978,ATP Finals Doubles
