,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 2-1,Adrian Ungur,3.0,6.0,6326517.0,401309.0,,3.95,Adrian Ungur,65.0,7.0,0.0,81.0,24.0,83.0,48.0,29.0,35.0,12.0,,,,,,1.0,164.0,32.0,27.0,3.95,1.29,,6-3 6-2 6-0,Radek Stepanek,5.0,1.0,6326517.0,401310.0,,1.286,Radek Stepanek,99.0,7.0,6.0,83.0,42.0,81.0,62.0,46.0,19.0,11.0,,,,,,2.0,164.0,26.0,43.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO
1,H2H 1-0,Victor Crivoi,4.0,3.0,6326518.0,401311.0,,6.7,Victor Crivoi,87.0,4.0,2.0,91.0,27.0,112.0,75.0,41.0,37.0,19.0,,,,,,1.0,203.0,51.0,27.0,6.70,1.13,,6-3 6-3 7-6(4),Tomas Berdych,8.0,2.0,6326518.0,401312.0,,1.133,Tomas Berdych,116.0,12.0,5.0,112.0,52.0,91.0,54.0,39.0,37.0,25.0,,,,,,2.0,203.0,43.0,46.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO
2,H2H 3-1,Marius Copil,7.0,0.0,6326520.0,401349.0,,,Marius Copil,65.0,0.0,0.0,69.0,19.0,72.0,45.0,32.0,27.0,14.0,,,,,,1.0,141.0,32.0,39.0,,,,6-4 7-6(2),Lukas Rosol,7.0,0.0,6326520.0,401350.0,,,Lukas Rosol,76.0,2.0,1.0,72.0,26.0,69.0,42.0,31.0,27.0,19.0,,,,,,2.0,141.0,16.0,38.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO
3,H2H 5-0,Victor Crivoi,2.0,3.0,6326521.0,401351.0,,,Victor Crivoi,42.0,2.0,0.0,57.0,17.0,47.0,23.0,15.0,24.0,10.0,,,,,,1.0,104.0,34.0,18.0,,,,6-1 6-4,Jan Hajek,4.0,0.0,6326521.0,401352.0,,,Jan Hajek,62.0,5.0,3.0,47.0,22.0,57.0,35.0,30.0,22.0,10.0,,,,,,2.0,104.0,20.0,22.0,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO
4,,M Copil / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6 6-3 6-0 6-2,T Berdych / R Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-09-12,https://matchstat.com/tennis/tournaments/m/Romania%20v%20Czech%20Republic%20-%20DC%20WG%20-%20PO/2011,Romania v Czech Republic - DC WG - PO
