,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 8-3,Milos Raonic,14.0,3.0,8402357.0,3563642.0,,3.35,Milos Raonic,86.0,1.0,1.0,84.0,22.0,90.0,68.0,53.0,22.0,11.0,16.0,,,,,2.0,177.0,,,3.35,1.34,F,6-7(5) 6-4 6-3,Grass,Andy Murray,6.0,1.0,8402357.0,3563641.0,,1.34,Andy Murray,91.0,7.0,4.0,93.0,29.0,83.0,62.0,52.0,21.0,10.0,15.0,,,,,1.0,177.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
1,H2H 12-3,Marin Cilic,8.0,1.0,8401259.0,3563288.0,,4.7,Marin Cilic,79.0,6.0,1.0,83.0,24.0,87.0,51.0,32.0,36.0,23.0,14.0,,,,,2.0,171.0,,,4.70,1.20,SF,6-3 4-6 6-3,Grass,Andy Murray,14.0,1.0,8401259.0,3563287.0,,1.2,Andy Murray,92.0,10.0,3.0,88.0,33.0,82.0,60.0,48.0,22.0,11.0,14.0,,,,,1.0,171.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
2,H2H 4-0,Bernard Tomic,2.0,3.0,8401260.0,3563308.0,,3.5,Bernard Tomic,50.0,1.0,0.0,51.0,10.0,56.0,41.0,33.0,15.0,7.0,10.0,,,,,2.0,110.0,,,3.50,1.29,SF,6-4 6-4,Grass,Milos Raonic,12.0,1.0,8401260.0,3563307.0,,1.285,Milos Raonic,60.0,6.0,2.0,59.0,19.0,50.0,35.0,30.0,15.0,11.0,10.0,,,,,1.0,110.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
3,H2H 2-0,Kyle Edmund,6.0,1.0,8400974.0,3562926.0,,15.0,Kyle Edmund,81.0,6.0,3.0,86.0,34.0,83.0,51.0,32.0,32.0,15.0,13.0,,,,,2.0,170.0,,,15.00,1.03,QF,6-4 3-6 6-1,Grass,Andy Murray,11.0,2.0,8400974.0,3562925.0,,1.03,Andy Murray,89.0,13.0,5.0,84.0,37.0,84.0,52.0,35.0,32.0,17.0,13.0,,,,,1.0,170.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
4,H2H 2-0,Steve Johnson,10.0,1.0,8400800.0,3562545.0,,3.0,Steve Johnson,82.0,3.0,0.0,90.0,21.0,79.0,57.0,48.0,22.0,13.0,15.0,,,,,1.0,170.0,,,3.00,1.36,QF,6-7(3) 6-3 6-4,Grass,Marin Cilic,9.0,1.0,8400800.0,3562546.0,,1.36,Marin Cilic,88.0,4.0,2.0,80.0,19.0,89.0,52.0,45.0,37.0,24.0,16.0,,,,,2.0,170.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
5,H2H 4-0,Roberto Bautista Agut,0.0,1.0,8400975.0,3563239.0,,,Roberto Bautista Agut,38.0,1.0,0.0,49.0,12.0,44.0,26.0,17.0,18.0,9.0,8.0,,,,,1.0,94.0,,,,,QF,6-1 6-4,Grass,Milos Raonic,19.0,2.0,8400975.0,3563240.0,,,Milos Raonic,56.0,6.0,3.0,45.0,19.0,47.0,33.0,30.0,14.0,7.0,9.0,,,,,2.0,94.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
6,H2H 1-4,Gilles Muller,26.0,3.0,8400976.0,3562923.0,,2.02,Gilles Muller,82.0,4.0,1.0,84.0,18.0,89.0,63.0,52.0,26.0,12.0,15.0,,,,,1.0,176.0,,,2.02,1.79,QF,7-6(5) 4-6 6-2,Grass,Bernard Tomic,16.0,0.0,8400976.0,3562924.0,,1.79,Bernard Tomic,94.0,8.0,2.0,92.0,28.0,84.0,63.0,53.0,21.0,13.0,15.0,,,,,2.0,176.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
7,H2H 1-0,Aljaz Bedene,11.0,0.0,8400655.0,3561910.0,,15.0,Aljaz Bedene,54.0,2.0,1.0,57.0,16.0,69.0,45.0,28.0,24.0,10.0,9.0,,,,,2.0,126.0,,,15.00,1.03,R16,6-3 6-4,Grass,Andy Murray,6.0,2.0,8400655.0,3561909.0,,1.03,Andy Murray,72.0,9.0,3.0,69.0,31.0,55.0,36.0,32.0,19.0,9.0,10.0,,,,,1.0,126.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
8,H2H 0-0,Paul-Henri Mathieu,0.0,0.0,8400799.0,3562499.0,,1.8,Paul-Henri Mathieu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,,,1.80,2.00,R16,WO,Grass,Kyle Edmund,0.0,0.0,8400799.0,3562500.0,,2.0,Kyle Edmund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,0.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
9,H2H 2-1,Adrian Mannarino,10.0,6.0,8400291.0,3561922.0,,1.61,Adrian Mannarino,90.0,4.0,2.0,92.0,33.0,86.0,59.0,44.0,27.0,13.0,14.0,,,,,2.0,184.0,,,1.61,2.35,R16,4-6 6-3 6-4,Grass,Steve Johnson,14.0,1.0,8400291.0,3561921.0,,2.35,Steve Johnson,94.0,6.0,3.0,92.0,35.0,91.0,55.0,40.0,36.0,19.0,15.0,,,,,1.0,184.0,,,2016-06-13,https://matchstat.com/tennis/tournaments/m/Queen%27s/2016,Queen's
