,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 3-2,Jack Sock,0.0,3.0,8348428.0,3511027.0,,,Jack Sock,15.0,0.0,0.0,21.0,5.0,22.0,10.0,5.0,12.0,5.0,4.0,,,,,1.0,46.0,,,,,F,6-1 1-0 Ret.,Hard,Roberto Bautista Agut,2.0,2.0,8348428.0,3511028.0,,,Roberto Bautista Agut,31.0,4.0,3.0,25.0,15.0,19.0,15.0,14.0,4.0,2.0,4.0,,,,,2.0,46.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
1,H2H 1-1,David Ferrer,3.0,2.0,8348061.0,3510441.0,,1.45,David Ferrer,59.0,3.0,1.0,67.0,20.0,58.0,40.0,28.0,18.0,11.0,12.0,,,,,1.0,127.0,,,1.45,2.65,SF,3-6 6-1 6-2,Hard,Jack Sock,13.0,1.0,8348061.0,3510442.0,,2.65,Jack Sock,68.0,6.0,4.0,60.0,21.0,66.0,34.0,28.0,32.0,19.0,12.0,,,,,2.0,127.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
2,H2H 3-2,Jo-Wilfried Tsonga,16.0,1.0,8348062.0,3510758.0,,,Jo-Wilfried Tsonga,105.0,7.0,3.0,109.0,37.0,102.0,59.0,47.0,43.0,21.0,15.0,,,,,2.0,212.0,,,,,SF,3-6 7-6(3) 6-4,Hard,Roberto Bautista Agut,3.0,5.0,8348062.0,3510757.0,,,Roberto Bautista Agut,107.0,8.0,2.0,103.0,35.0,104.0,65.0,49.0,39.0,23.0,16.0,,,,,1.0,212.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
3,H2H 6-0,Lukas Rosol,2.0,1.0,8347796.0,3509980.0,,4.85,Lukas Rosol,49.0,4.0,0.0,58.0,16.0,53.0,31.0,24.0,22.0,9.0,10.0,,,,,2.0,112.0,,,4.85,1.17,QF,6-3 6-4,Hard,David Ferrer,5.0,1.0,8347796.0,3509979.0,,1.17,David Ferrer,63.0,4.0,3.0,54.0,21.0,57.0,37.0,26.0,20.0,16.0,9.0,,,,,1.0,112.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
4,H2H 2-1,Kevin Anderson,14.0,5.0,8347797.0,3509977.0,,1.74,Kevin Anderson,78.0,8.0,2.0,76.0,22.0,75.0,47.0,39.0,28.0,17.0,14.0,,,,,1.0,156.0,,,1.74,2.05,QF,1-6 6-4 6-4,Hard,Jack Sock,7.0,4.0,8347797.0,3509978.0,,2.05,Jack Sock,78.0,4.0,2.0,80.0,24.0,72.0,44.0,36.0,28.0,18.0,13.0,,,,,2.0,156.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
5,H2H 1-2,John Isner,17.0,1.0,8347798.0,3510436.0,,,John Isner,85.0,6.0,3.0,92.0,34.0,75.0,53.0,39.0,22.0,12.0,14.0,,,,,2.0,168.0,,,,,QF,7-5 2-6 6-3,Hard,Roberto Bautista Agut,4.0,5.0,8347798.0,3510435.0,,,Roberto Bautista Agut,83.0,6.0,3.0,76.0,25.0,87.0,56.0,44.0,31.0,14.0,15.0,,,,,1.0,168.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
6,H2H 4-0,Fabio Fognini,3.0,1.0,8347799.0,3510021.0,,2.95,Fabio Fognini,72.0,1.0,0.0,75.0,20.0,79.0,52.0,36.0,27.0,16.0,12.0,,,,,1.0,155.0,,,2.95,1.38,QF,7-5 7-6(4),Hard,Jo-Wilfried Tsonga,12.0,3.0,8347799.0,3510022.0,,1.38,Jo-Wilfried Tsonga,83.0,6.0,1.0,80.0,28.0,72.0,45.0,38.0,27.0,17.0,12.0,,,,,2.0,155.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
7,H2H 1-0,Matthew Barton,6.0,2.0,8346768.0,3509366.0,,11.0,Matthew Barton,45.0,0.0,0.0,47.0,11.0,57.0,35.0,22.0,22.0,12.0,9.0,,,,,2.0,106.0,,,11.00,1.03,R16,6-2 6-4,Hard,David Ferrer,1.0,0.0,8346768.0,3509365.0,,1.03,David Ferrer,61.0,7.0,3.0,59.0,25.0,47.0,26.0,23.0,21.0,13.0,9.0,,,,,1.0,106.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
8,H2H 2-3,Benoit Paire,13.0,5.0,8347705.0,3509710.0,,1.69,Benoit Paire,74.0,3.0,1.0,72.0,23.0,80.0,59.0,44.0,21.0,7.0,11.0,,,,,2.0,157.0,,,1.69,2.10,R16,6-4 7-6(5),Hard,Lukas Rosol,2.0,2.0,8347705.0,3509709.0,,2.1,Lukas Rosol,83.0,6.0,2.0,85.0,34.0,70.0,39.0,29.0,31.0,20.0,11.0,,,,,1.0,157.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
9,H2H 1-1,Robin Haase,2.0,4.0,8346769.0,3509364.0,,3.45,Robin Haase,83.0,3.0,1.0,85.0,28.0,77.0,41.0,36.0,36.0,19.0,12.0,,,,,2.0,166.0,,,3.45,1.29,R16,7-6(8) 7-6(5),Hard,Kevin Anderson,8.0,3.0,8346769.0,3509363.0,,1.29,Kevin Anderson,83.0,2.0,1.0,81.0,26.0,82.0,45.0,35.0,37.0,22.0,12.0,,,,,1.0,166.0,,,2016-01-11,https://matchstat.com/tennis/tournaments/m/Auckland/2016,Auckland
