,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
43,H2H 3-0,Fabrice Santoro,3.0,0.0,5495233.0,106412.0,,,Fabrice Santoro,62.0,6.0,2.0,76.0,24.0,79.0,45.0,22.0,34.0,16.0,,,162.0,121.0,186.0,2.0,155.0,49.0,10.0,R64,6-1 6-3 6-4,Sjeng Schalken,0.0,1.0,5495233.0,106411.0,,,Sjeng Schalken,93.0,8.0,6.0,79.0,41.0,76.0,52.0,38.0,24.0,14.0,,,159.0,135.0,176.0,1.0,155.0,40.0,21.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
44,H2H 2-0,Albert Portas,2.0,5.0,5495234.0,106423.0,,,Albert Portas,103.0,3.0,3.0,103.0,37.0,114.0,75.0,47.0,39.0,19.0,,,,,,1.0,217.0,50.0,21.0,R64,6-3 4-6 6-4 6-2,Fernando Gonzalez,12.0,3.0,5495234.0,106424.0,,,Fernando Gonzalez,114.0,15.0,7.0,114.0,48.0,103.0,63.0,45.0,40.0,21.0,,,,,,2.0,217.0,66.0,53.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
45,H2H 3-0,Julien Varlet,2.0,5.0,5495235.0,106420.0,,,Julien Varlet,145.0,20.0,9.0,137.0,61.0,140.0,93.0,57.0,47.0,27.0,,,152.0,133.0,199.0,2.0,277.0,97.0,34.0,R64,1-6 1-6 7-6(4) 6-2 6-4,Jarkko Nieminen,4.0,2.0,5495235.0,106419.0,,,Jarkko Nieminen,132.0,12.0,6.0,140.0,56.0,137.0,97.0,60.0,40.0,16.0,,,151.0,117.0,188.0,1.0,277.0,93.0,17.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
46,H2H 1-0,Sargis Sargsian,2.0,4.0,5495236.0,106428.0,,,Sargis Sargsian,109.0,8.0,3.0,114.0,40.0,117.0,79.0,53.0,38.0,16.0,,,,,,2.0,231.0,82.0,27.0,R64,6-3 7-5 3-6 6-2,Victor Hanescu,3.0,2.0,5495236.0,106427.0,,,Victor Hanescu,122.0,17.0,6.0,117.0,48.0,114.0,77.0,53.0,37.0,21.0,,,,,,1.0,231.0,72.0,29.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
47,H2H 1-1,Luis Horna,2.0,3.0,5495237.0,106387.0,,,Luis Horna,129.0,10.0,4.0,133.0,46.0,134.0,97.0,64.0,37.0,19.0,,,,,,1.0,267.0,80.0,40.0,R64,4-6 6-4 4-6 7-5 6-2,Martin Verkerk,22.0,9.0,5495237.0,106388.0,,,Martin Verkerk,138.0,12.0,8.0,134.0,51.0,133.0,77.0,63.0,56.0,24.0,,,,,,2.0,267.0,83.0,46.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
48,H2H 1-1,John van Lottum,7.0,9.0,5495238.0,106389.0,,,John van Lottum,81.0,2.0,2.0,86.0,21.0,102.0,58.0,40.0,44.0,20.0,,,,,,1.0,188.0,73.0,30.0,R64,7-5 6-1 2-6 6-1,Vince Spadea,5.0,4.0,5495238.0,106390.0,,,Vince Spadea,107.0,12.0,5.0,102.0,42.0,86.0,54.0,45.0,32.0,20.0,,,,,,2.0,188.0,32.0,30.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
49,H2H 1-0,David Ferrer,1.0,6.0,5495239.0,780227.0,,,David Ferrer,117.0,11.0,4.0,123.0,51.0,129.0,71.0,39.0,58.0,27.0,,,157.0,130.0,181.0,2.0,252.0,79.0,25.0,R64,4-6 6-4 6-1 6-3,Wayne Ferreira,6.0,5.0,5495239.0,780226.0,,,Wayne Ferreira,135.0,14.0,8.0,129.0,63.0,123.0,58.0,44.0,65.0,28.0,,,173.0,129.0,196.0,1.0,252.0,83.0,40.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
50,H2H 3-2,Jean-Rene Lisnard,4.0,5.0,5495240.0,106377.0,,,Jean-Rene Lisnard,108.0,13.0,4.0,127.0,53.0,109.0,48.0,32.0,61.0,23.0,,,172.0,131.0,191.0,1.0,236.0,79.0,28.0,R64,4-6 6-2 6-4 6-0,Rainer Schuettler,2.0,11.0,5495240.0,106378.0,,,Rainer Schuettler,128.0,14.0,8.0,109.0,54.0,127.0,81.0,52.0,46.0,22.0,,,157.0,134.0,194.0,2.0,236.0,74.0,29.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
51,H2H 1-0,Marc Lopez,0.0,5.0,5495241.0,106384.0,,,Marc Lopez,122.0,8.0,6.0,119.0,48.0,126.0,68.0,44.0,58.0,30.0,,,168.0,133.0,185.0,2.0,245.0,61.0,36.0,R64,6-4 3-6 0-6 6-1 6-3,Jiri Novak,6.0,4.0,5495241.0,106383.0,,,Jiri Novak,123.0,16.0,6.0,126.0,52.0,119.0,81.0,53.0,38.0,18.0,,,170.0,141.0,188.0,1.0,245.0,83.0,41.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
52,H2H 3-2,James Blake,3.0,1.0,5495242.0,106432.0,,,James Blake,108.0,4.0,3.0,111.0,29.0,122.0,78.0,56.0,44.0,23.0,,,,,,2.0,233.0,70.0,30.0,R64,6-3 4-6 7-6(2) 6-4,Ivan Ljubicic,15.0,1.0,5495242.0,106431.0,,,Ivan Ljubicic,125.0,6.0,3.0,122.0,43.0,111.0,58.0,49.0,53.0,33.0,,,,,,1.0,233.0,71.0,45.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
53,H2H 1-0,Giorgio Galimberti,3.0,8.0,5495243.0,106400.0,,,Giorgio Galimberti,93.0,9.0,4.0,104.0,36.0,117.0,67.0,35.0,50.0,22.0,,,,,,2.0,221.0,80.0,30.0,R64,6-2 5-7 6-2 6-1,Juan Ignacio Chela,7.0,5.0,5495243.0,106399.0,,,Juan Ignacio Chela,128.0,18.0,9.0,117.0,60.0,104.0,61.0,44.0,43.0,24.0,,,,,,1.0,221.0,49.0,40.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
54,H2H 3-3,Mark Philippoussis,6.0,5.0,5495244.0,106373.0,,,Mark Philippoussis,88.0,9.0,2.0,97.0,30.0,100.0,63.0,40.0,37.0,18.0,,,196.0,151.0,213.0,1.0,197.0,58.0,17.0,R64,6-2 6-4 7-6(7),Carlos Moya,15.0,7.0,5495244.0,106374.0,,,Carlos Moya,109.0,6.0,5.0,100.0,42.0,97.0,48.0,42.0,49.0,25.0,,,188.0,150.0,215.0,2.0,197.0,63.0,45.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
55,H2H 6-2,Nicolas Kiefer,7.0,7.0,5495245.0,106382.0,,,Nicolas Kiefer,96.0,11.0,4.0,104.0,35.0,121.0,48.0,31.0,73.0,30.0,,,181.0,136.0,205.0,2.0,225.0,100.0,21.0,R64,6-3 5-7 6-3 6-1,Guillermo Coria,1.0,6.0,5495245.0,106381.0,,,Guillermo Coria,129.0,19.0,9.0,121.0,60.0,104.0,67.0,48.0,37.0,21.0,,,149.0,132.0,189.0,1.0,225.0,47.0,18.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
56,H2H 4-1,Mikhail Youzhny,8.0,6.0,5495246.0,106392.0,,,Mikhail Youzhny,167.0,16.0,7.0,167.0,72.0,162.0,76.0,48.0,86.0,47.0,,,,,,2.0,329.0,92.0,41.0,R64,3-6 6-4 5-7 6-2 6-4,Attila Savolt,0.0,12.0,5495246.0,106391.0,,,Attila Savolt,162.0,22.0,8.0,162.0,67.0,167.0,71.0,52.0,96.0,43.0,,,,,,1.0,329.0,112.0,45.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
57,H2H 2-1,Christophe Rochus,0.0,2.0,5495247.0,106386.0,,,Christophe Rochus,76.0,1.0,0.0,71.0,15.0,100.0,74.0,45.0,26.0,16.0,,,146.0,129.0,173.0,2.0,171.0,47.0,13.0,R64,6-4 6-4 6-3,Younes El Aynaoui,14.0,5.0,5495247.0,106385.0,,,Younes El Aynaoui,95.0,12.0,3.0,100.0,39.0,71.0,41.0,38.0,30.0,18.0,,,183.0,157.0,205.0,1.0,171.0,54.0,41.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
58,H2H 1-6,Dominik Hrbaty,2.0,6.0,5495248.0,106394.0,,,Dominik Hrbaty,81.0,8.0,5.0,86.0,39.0,99.0,52.0,27.0,47.0,15.0,,,163.0,133.0,199.0,2.0,185.0,71.0,15.0,R64,6-2 6-4 6-2,Mariano Zabaleta,7.0,3.0,5495248.0,106393.0,,,Mariano Zabaleta,104.0,23.0,10.0,99.0,57.0,86.0,46.0,27.0,40.0,20.0,,,177.0,136.0,201.0,1.0,185.0,56.0,28.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
59,H2H 1-3,Mariano Puerta,4.0,4.0,5495249.0,106398.0,,,Mariano Puerta,56.0,2.0,0.0,70.0,16.0,68.0,34.0,25.0,34.0,15.0,,,,,,2.0,138.0,50.0,24.0,R64,6-2 6-2 6-4,Galo Blanco,9.0,1.0,5495249.0,106397.0,,,Galo Blanco,82.0,10.0,5.0,68.0,28.0,70.0,40.0,34.0,30.0,20.0,,,,,,1.0,138.0,30.0,25.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
60,H2H 1-0,Yevgeny Kafelnikov,1.0,9.0,5495250.0,106376.0,,,Yevgeny Kafelnikov,149.0,11.0,4.0,147.0,55.0,168.0,96.0,64.0,72.0,30.0,,,164.0,134.0,194.0,2.0,315.0,109.0,22.0,R64,6-4 3-6 6-0 6-7(0) 6-4,Flavio Saretta,8.0,2.0,5495250.0,106375.0,,,Flavio Saretta,166.0,21.0,8.0,168.0,74.0,147.0,93.0,56.0,54.0,36.0,,,158.0,135.0,193.0,1.0,315.0,108.0,41.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
61,H2H 6-1,Stefan Koubek,7.0,4.0,5495251.0,106396.0,,,Stefan Koubek,175.0,25.0,10.0,177.0,77.0,173.0,86.0,51.0,87.0,47.0,,,157.0,136.0,196.0,2.0,350.0,92.0,35.0,R64,3-6 4-6 6-4 7-5 8-6,Xavier Malisse,7.0,5.0,5495251.0,106395.0,,,Xavier Malisse,175.0,26.0,11.0,173.0,75.0,177.0,92.0,62.0,85.0,38.0,,,172.0,133.0,201.0,1.0,350.0,126.0,54.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
62,H2H 1-0,Mario Ancic,11.0,10.0,5495252.0,106379.0,,,Mario Ancic,145.0,13.0,9.0,145.0,63.0,144.0,77.0,49.0,67.0,33.0,,,189.0,150.0,202.0,1.0,289.0,96.0,49.0,R64,5-7 1-6 6-4 6-2 7-5,Andre Agassi,8.0,4.0,5495252.0,106380.0,,,Andre Agassi,144.0,17.0,9.0,144.0,62.0,145.0,83.0,53.0,62.0,29.0,,,158.0,141.0,191.0,2.0,289.0,77.0,36.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
63,H2H 1-0,Brian Vahaly,1.0,6.0,5495157.0,106314.0,,,Brian Vahaly,124.0,7.0,4.0,115.0,42.0,163.0,104.0,53.0,59.0,29.0,,,162.0,138.0,191.0,2.0,278.0,102.0,17.0,R128,6-4 6-1 6-7(6) 6-3,Lleyton Hewitt,2.0,12.0,5495157.0,106313.0,,,Lleyton Hewitt,154.0,19.0,9.0,163.0,81.0,115.0,54.0,43.0,61.0,30.0,,,164.0,140.0,185.0,1.0,278.0,99.0,40.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
64,H2H 4-0,Greg Rusedski,5.0,3.0,5495158.0,106346.0,,,Greg Rusedski,79.0,5.0,1.0,94.0,31.0,86.0,48.0,31.0,38.0,17.0,,,,,,2.0,180.0,72.0,18.0,R128,6-3 7-5 6-2,Nikolay Davydenko,1.0,1.0,5495158.0,106345.0,,,Nikolay Davydenko,101.0,12.0,5.0,86.0,38.0,94.0,60.0,43.0,34.0,20.0,,,,,,1.0,180.0,48.0,27.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
65,H2H 10-1,Max Mirnyi,15.0,4.0,5495159.0,106354.0,,,Max Mirnyi,65.0,1.0,0.0,80.0,22.0,81.0,44.0,34.0,37.0,9.0,,,,,,2.0,161.0,43.0,38.0,R128,6-1 6-2 6-4,Jonas Bjorkman,2.0,1.0,5495159.0,106353.0,,,Jonas Bjorkman,96.0,9.0,5.0,81.0,38.0,80.0,41.0,30.0,39.0,28.0,,,,,,1.0,161.0,16.0,37.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
66,H2H 1-0,Giovanni Lapentti,3.0,8.0,5495160.0,106365.0,,,Giovanni Lapentti,124.0,16.0,6.0,109.0,49.0,128.0,74.0,48.0,54.0,27.0,,,,,,1.0,237.0,52.0,23.0,R128,3-6 7-6(3) 3-6 3-1 Retired,Tommy Robredo,5.0,4.0,5495160.0,106366.0,,,Tommy Robredo,113.0,14.0,5.0,128.0,53.0,109.0,77.0,50.0,32.0,10.0,,,,,,2.0,237.0,61.0,42.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
67,H2H 2-0,Paul-Henri Mathieu,1.0,2.0,5495161.0,106342.0,,,Paul-Henri Mathieu,83.0,5.0,1.0,90.0,28.0,92.0,43.0,34.0,49.0,21.0,,,169.0,132.0,191.0,2.0,182.0,62.0,31.0,R128,7-5 6-3 6-3,Gaston Gaudio,6.0,4.0,5495161.0,106341.0,,,Gaston Gaudio,99.0,9.0,5.0,92.0,37.0,90.0,50.0,40.0,40.0,22.0,,,160.0,128.0,189.0,1.0,182.0,45.0,34.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
68,H2H 1-0,Jerome Golmard,6.0,15.0,5495162.0,106370.0,,,Jerome Golmard,100.0,4.0,3.0,106.0,31.0,130.0,64.0,41.0,66.0,28.0,,,,,,2.0,236.0,84.0,41.0,R128,6-2 6-7(5) 6-2 6-3,Olivier Mutis,12.0,4.0,5495162.0,106369.0,,,Olivier Mutis,136.0,19.0,8.0,130.0,61.0,106.0,52.0,43.0,54.0,32.0,,,,,,1.0,236.0,47.0,43.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
69,H2H 1-0,Raemon Sluiter,10.0,5.0,5495163.0,106330.0,,,Raemon Sluiter,109.0,10.0,3.0,117.0,41.0,122.0,61.0,38.0,61.0,30.0,,,,,,2.0,239.0,83.0,38.0,R128,6-2 7-6(3) 2-6 6-0,Hicham Arazi,5.0,4.0,5495163.0,106329.0,,,Hicham Arazi,130.0,11.0,5.0,122.0,54.0,117.0,68.0,52.0,49.0,24.0,,,,,,1.0,239.0,60.0,38.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
70,H2H 2-0,Marc Rosset,15.0,15.0,5495164.0,106317.0,,,Marc Rosset,132.0,9.0,2.0,144.0,47.0,139.0,72.0,59.0,67.0,26.0,,,186.0,158.0,205.0,1.0,283.0,91.0,32.0,R128,6-2 6-7(3) 6-3 7-6(3),Gustavo Kuerten,12.0,8.0,5495164.0,106318.0,,,Gustavo Kuerten,151.0,13.0,5.0,139.0,54.0,144.0,74.0,59.0,70.0,38.0,,,162.0,131.0,193.0,2.0,283.0,78.0,51.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
71,H2H 1-0,Sergio Roitman,7.0,6.0,5495165.0,106320.0,,,Sergio Roitman,148.0,15.0,5.0,158.0,58.0,162.0,91.0,60.0,71.0,30.0,,,147.0,125.0,193.0,2.0,320.0,112.0,53.0,R128,6-7(3) 2-6 7-5 6-2 6-2,Albert Costa,8.0,5.0,5495165.0,106319.0,,,Albert Costa,172.0,19.0,8.0,162.0,72.0,158.0,112.0,80.0,46.0,20.0,,,149.0,137.0,189.0,1.0,320.0,82.0,45.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
72,H2H 3-0,Wayne Arthurs,19.0,10.0,5495166.0,106349.0,,,Wayne Arthurs,105.0,3.0,1.0,114.0,32.0,130.0,70.0,49.0,60.0,24.0,,,,,,1.0,244.0,70.0,37.0,R128,6-1 4-6 6-1 7-6(2),Radek Stepanek,9.0,1.0,5495166.0,106350.0,,,Radek Stepanek,139.0,15.0,5.0,130.0,57.0,114.0,83.0,61.0,31.0,21.0,,,,,,2.0,244.0,46.0,58.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
73,H2H 1-0,Richard Gasquet,2.0,5.0,5495167.0,106321.0,,,Richard Gasquet,71.0,4.0,1.0,78.0,27.0,77.0,37.0,26.0,40.0,18.0,,,165.0,139.0,201.0,1.0,155.0,42.0,29.0,R128,6-3 7-6(4) 3-0 Retired,Nicolas Lapentti,5.0,0.0,5495167.0,106322.0,,,Nicolas Lapentti,84.0,8.0,4.0,77.0,33.0,78.0,40.0,32.0,38.0,19.0,,,169.0,126.0,202.0,2.0,155.0,31.0,23.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
74,H2H 4-1,Agustin Calleri,4.0,3.0,5495168.0,106368.0,,,Agustin Calleri,100.0,10.0,2.0,107.0,35.0,107.0,60.0,43.0,47.0,22.0,,,,,,2.0,214.0,61.0,29.0,R128,7-5 7-6(2) 6-3,Franco Squillari,10.0,3.0,5495168.0,106367.0,,,Franco Squillari,114.0,8.0,5.0,107.0,42.0,107.0,64.0,47.0,43.0,25.0,,,,,,1.0,214.0,55.0,47.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
75,H2H 2-4,Thomas Enqvist,3.0,10.0,5495169.0,106310.0,,,Thomas Enqvist,84.0,5.0,3.0,88.0,34.0,100.0,49.0,31.0,51.0,19.0,,,184.0,152.0,201.0,2.0,188.0,63.0,18.0,R128,6-3 6-4 6-2,Arnaud Clement,11.0,2.0,5495169.0,106309.0,,,Arnaud Clement,104.0,13.0,7.0,100.0,50.0,88.0,43.0,31.0,45.0,23.0,,,172.0,131.0,194.0,1.0,188.0,59.0,30.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
76,H2H 1-0,Mardy Fish,16.0,8.0,5495170.0,106358.0,,,Mardy Fish,109.0,6.0,2.0,115.0,33.0,128.0,62.0,48.0,66.0,28.0,,,,,,2.0,243.0,88.0,46.0,R128,7-6(3) 6-2 4-6 6-1,Lars Burgsmuller,7.0,3.0,5495170.0,106357.0,,,Lars Burgsmuller,134.0,8.0,5.0,128.0,52.0,115.0,72.0,56.0,43.0,26.0,,,,,,1.0,243.0,49.0,36.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
77,H2H 1-0,Davide Sanguinetti,5.0,4.0,5495171.0,106332.0,,,Davide Sanguinetti,75.0,2.0,1.0,76.0,21.0,92.0,54.0,36.0,38.0,18.0,,,,,,2.0,168.0,53.0,15.0,R128,6-3 6-3 6-4,Nicolas Coutelot,3.0,8.0,5495171.0,106331.0,,,Nicolas Coutelot,93.0,9.0,3.0,92.0,38.0,76.0,48.0,43.0,28.0,12.0,,,,,,1.0,168.0,54.0,39.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
78,H2H 5-0,Albert Montanes,4.0,9.0,5495172.0,106337.0,,,Albert Montanes,122.0,17.0,5.0,127.0,52.0,131.0,76.0,54.0,55.0,16.0,,,,,,1.0,258.0,82.0,34.0,R128,6-4 6-3 3-6 7-5,David Nalbandian,9.0,7.0,5495172.0,106338.0,,,David Nalbandian,136.0,16.0,7.0,131.0,61.0,127.0,72.0,52.0,55.0,23.0,,,,,,2.0,258.0,80.0,46.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
79,H2H 3-0,Michel Kratochvil,3.0,2.0,5495173.0,106324.0,,,Michel Kratochvil,100.0,4.0,3.0,95.0,34.0,114.0,66.0,41.0,48.0,25.0,,,165.0,134.0,189.0,2.0,209.0,81.0,29.0,R128,7-5 7-5 6-4,Juan Carlos Ferrero,6.0,5.0,5495173.0,106323.0,,,Juan Carlos Ferrero,109.0,13.0,6.0,114.0,48.0,95.0,48.0,35.0,47.0,26.0,,,166.0,140.0,186.0,1.0,209.0,64.0,25.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
80,H2H 2-2,Magnus Norman,7.0,2.0,5495174.0,106347.0,,,Magnus Norman,84.0,6.0,2.0,73.0,23.0,123.0,60.0,37.0,63.0,24.0,,,,,,1.0,196.0,86.0,24.0,R128,6-4 6-1 6-3,Nicolas Massu,4.0,5.0,5495174.0,106348.0,,,Nicolas Massu,112.0,20.0,6.0,123.0,62.0,73.0,44.0,33.0,29.0,17.0,,,,,,2.0,196.0,52.0,23.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
81,H2H 2-0,Jose Acasuso,9.0,11.0,5495175.0,106362.0,,,Jose Acasuso,97.0,5.0,4.0,91.0,29.0,129.0,73.0,49.0,56.0,19.0,,,,,,2.0,220.0,75.0,35.0,R128,4-6 6-3 6-4 6-2,Todd Martin,7.0,7.0,5495175.0,106361.0,,,Todd Martin,123.0,16.0,7.0,129.0,61.0,91.0,49.0,40.0,42.0,22.0,,,,,,1.0,220.0,50.0,29.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
82,H2H 2-0,Vladimir Voltchkov,1.0,4.0,5495176.0,106325.0,,,Vladimir Voltchkov,62.0,6.0,1.0,82.0,28.0,73.0,47.0,24.0,26.0,10.0,,,159.0,131.0,193.0,1.0,155.0,71.0,19.0,R128,6-2 6-3 6-1,Tim Henman,7.0,3.0,5495176.0,106326.0,,,Tim Henman,93.0,10.0,6.0,73.0,39.0,82.0,49.0,39.0,33.0,15.0,,,156.0,127.0,191.0,2.0,155.0,38.0,16.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
83,H2H 1-0,Hyung-Taik Lee,4.0,2.0,5495177.0,106356.0,,,Hyung-Taik Lee,116.0,20.0,6.0,129.0,53.0,115.0,81.0,46.0,34.0,17.0,,,,,,2.0,244.0,63.0,48.0,R128,7-6(3) 6-4 7-6(4),Felix Mantilla,2.0,1.0,5495177.0,106355.0,,,Felix Mantilla,128.0,13.0,7.0,115.0,52.0,129.0,98.0,63.0,31.0,13.0,,,,,,1.0,244.0,51.0,51.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
84,H2H 2-0,Olivier Rochus,0.0,3.0,5495178.0,106351.0,,,Olivier Rochus,109.0,11.0,3.0,120.0,37.0,127.0,79.0,44.0,48.0,28.0,,,,,,1.0,247.0,80.0,37.0,R128,4-6 2-6 6-1 6-1 6-3,Federico Browne,11.0,3.0,5495178.0,106352.0,,,Federico Browne,138.0,14.0,5.0,127.0,55.0,120.0,87.0,66.0,33.0,17.0,,,,,,2.0,247.0,64.0,46.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
85,H2H 2-1,Alexander Waske,13.0,9.0,5495179.0,106359.0,,,Alexander Waske,148.0,14.0,6.0,156.0,67.0,133.0,71.0,50.0,62.0,31.0,,,,,,1.0,289.0,73.0,57.0,R128,3-6 6-2 7-5 1-6 6-3,Fernando Vicente,8.0,10.0,5495179.0,106360.0,,,Fernando Vicente,141.0,13.0,6.0,133.0,52.0,156.0,81.0,60.0,75.0,29.0,,,,,,2.0,289.0,53.0,51.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
86,H2H 3-0,Adrian Voinea,5.0,8.0,5495180.0,106315.0,,,Adrian Voinea,136.0,15.0,7.0,139.0,59.0,141.0,71.0,37.0,70.0,40.0,,,170.0,146.0,186.0,1.0,280.0,87.0,27.0,R128,6-4 7-6(3) 3-6 6-3,Sebastien Grosjean,1.0,1.0,5495180.0,106316.0,,,Sebastien Grosjean,144.0,24.0,8.0,141.0,64.0,139.0,66.0,45.0,73.0,35.0,,,176.0,127.0,201.0,2.0,280.0,91.0,38.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
87,H2H 1-1,Scott Draper,4.0,2.0,5495181.0,106340.0,,,Scott Draper,107.0,11.0,4.0,117.0,45.0,111.0,66.0,40.0,45.0,22.0,,,,,,2.0,228.0,77.0,31.0,R128,6-2 6-4 3-6 6-4,Sjeng Schalken,7.0,6.0,5495181.0,106339.0,,,Sjeng Schalken,121.0,15.0,6.0,111.0,49.0,117.0,75.0,48.0,42.0,24.0,,,,,,1.0,228.0,65.0,34.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
88,H2H 2-2,Michael Chang,1.0,2.0,5495182.0,106311.0,,,Michael Chang,72.0,4.0,1.0,83.0,28.0,89.0,46.0,27.0,43.0,17.0,,,165.0,130.0,188.0,1.0,172.0,56.0,12.0,R128,7-5 6-1 6-1,Fabrice Santoro,4.0,0.0,5495182.0,106312.0,,,Fabrice Santoro,100.0,10.0,5.0,89.0,45.0,83.0,51.0,37.0,32.0,18.0,,,169.0,120.0,186.0,2.0,172.0,38.0,20.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
89,H2H 1-0,Thierry Ascione,1.0,4.0,5495183.0,106333.0,,,Thierry Ascione,113.0,11.0,8.0,113.0,50.0,136.0,108.0,53.0,28.0,10.0,,,,,,1.0,249.0,90.0,34.0,R128,3-6 6-2 6-4 6-4,Albert Portas,5.0,5.0,5495183.0,106334.0,,,Albert Portas,136.0,26.0,9.0,136.0,73.0,113.0,84.0,52.0,29.0,11.0,,,,,,2.0,249.0,71.0,36.0,2003-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2003,FO - RG
