,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 6-2,Rajeev Ram,6.0,3.0,8358483.0,3521034.0,,3.0,Rajeev Ram,71.0,5.0,2.0,73.0,25.0,68.0,46.0,32.0,22.0,14.0,11.0,,,,,2.0,144.0,,,3.00,1.39,F,6-4 7-6(6),Hard,Sam Querrey,10.0,3.0,8358483.0,3521033.0,,1.39,Sam Querrey,73.0,4.0,3.0,71.0,25.0,70.0,43.0,30.0,27.0,18.0,11.0,,,,,1.0,144.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
1,H2H 1-2,Juan Martin Del Potro,5.0,1.0,8358096.0,3520718.0,,1.37,Juan Martin Del Potro,53.0,0.0,0.0,57.0,9.0,60.0,43.0,34.0,17.0,10.0,12.0,,,,,2.0,118.0,,,1.37,3.10,SF,7-5 7-5,Hard,Sam Querrey,10.0,1.0,8358096.0,3520717.0,,3.1,Sam Querrey,65.0,3.0,2.0,61.0,17.0,56.0,34.0,30.0,22.0,18.0,12.0,,,,,1.0,118.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
2,H2H 4-0,Grigor Dimitrov,6.0,0.0,8358097.0,3520713.0,,1.2,Grigor Dimitrov,52.0,0.0,0.0,53.0,15.0,61.0,45.0,30.0,16.0,7.0,10.0,,,,,1.0,114.0,,,1.20,4.60,SF,6-4 6-3,Hard,Rajeev Ram,6.0,0.0,8358097.0,3520714.0,,4.6,Rajeev Ram,62.0,8.0,3.0,61.0,24.0,53.0,37.0,26.0,16.0,12.0,9.0,,,,,2.0,114.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
3,H2H 4-1,Tim Smyczek,6.0,1.0,8357376.0,3520414.0,,3.7,Tim Smyczek,127.0,14.0,2.0,130.0,46.0,125.0,78.0,52.0,47.0,29.0,17.0,,,,,2.0,256.0,,,3.70,1.28,QF,6-7(1) 7-6(4) 6-4,Hard,Sam Querrey,13.0,5.0,8357376.0,3520413.0,,1.28,Sam Querrey,129.0,7.0,3.0,126.0,45.0,125.0,72.0,56.0,53.0,28.0,17.0,,,,,1.0,256.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
4,H2H 2-1,Jeremy Chardy,3.0,4.0,8357377.0,3520416.0,,2.15,Jeremy Chardy,49.0,4.0,1.0,58.0,22.0,49.0,31.0,19.0,18.0,8.0,8.0,,,,,2.0,111.0,,,2.15,1.69,QF,6-2 6-3,Hard,Juan Martin Del Potro,5.0,2.0,8357377.0,3520415.0,,1.69,Juan Martin Del Potro,62.0,14.0,4.0,53.0,26.0,56.0,33.0,24.0,23.0,12.0,9.0,,,,,1.0,111.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
5,H2H 1-0,Adrian Mannarino,2.0,1.0,8357219.0,3520119.0,,4.45,Adrian Mannarino,51.0,1.0,1.0,56.0,15.0,57.0,32.0,21.0,25.0,15.0,11.0,,,,,1.0,114.0,,,4.45,1.21,QF,6-4 7-5,Hard,Grigor Dimitrov,7.0,4.0,8357219.0,3520120.0,,1.21,Grigor Dimitrov,63.0,5.0,3.0,58.0,22.0,52.0,32.0,27.0,20.0,14.0,11.0,,,,,2.0,114.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
6,H2H 1-1,Benjamin Becker,1.0,2.0,8357220.0,3520159.0,,1.87,Benjamin Becker,94.0,11.0,3.0,94.0,36.0,96.0,55.0,34.0,41.0,24.0,14.0,,,,,1.0,192.0,,,1.87,1.95,QF,3-6 6-4 6-3,Hard,Rajeev Ram,8.0,3.0,8357220.0,3520160.0,,1.95,Rajeev Ram,98.0,14.0,4.0,98.0,40.0,91.0,63.0,43.0,28.0,15.0,14.0,,,,,2.0,192.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
7,H2H 1-0,Austin Krajicek,4.0,2.0,8357075.0,3519779.0,,3.15,Austin Krajicek,53.0,8.0,2.0,61.0,24.0,52.0,38.0,22.0,14.0,7.0,9.0,,,,,1.0,115.0,,,3.15,1.36,R16,6-4 6-3,Hard,Sam Querrey,10.0,4.0,8357075.0,3519780.0,,1.36,Sam Querrey,62.0,9.0,4.0,54.0,25.0,57.0,33.0,24.0,24.0,13.0,10.0,,,,,2.0,115.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
8,H2H 7-9,Donald Young,4.0,4.0,8357103.0,3519756.0,,1.65,Donald Young,85.0,11.0,3.0,86.0,30.0,84.0,48.0,35.0,36.0,20.0,14.0,,,,,2.0,174.0,,,1.65,2.25,R16,1-6 7-6(2) 6-2,Hard,Tim Smyczek,1.0,3.0,8357103.0,3519755.0,,2.25,Tim Smyczek,89.0,5.0,3.0,88.0,33.0,83.0,53.0,41.0,30.0,15.0,13.0,,,,,1.0,174.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
9,H2H 1-0,John-Patrick Smith,1.0,0.0,8356936.0,3519805.0,,3.25,John-Patrick Smith,47.0,3.0,3.0,56.0,22.0,49.0,37.0,19.0,12.0,6.0,10.0,,,,,1.0,105.0,,,3.25,1.34,R16,6-4 6-4,Hard,Juan Martin Del Potro,1.0,2.0,8356936.0,3519806.0,,1.34,Juan Martin Del Potro,58.0,7.0,5.0,49.0,24.0,54.0,33.0,23.0,21.0,11.0,10.0,,,,,2.0,105.0,,,2016-02-15,https://matchstat.com/tennis/tournaments/m/Delray%20Beach/2016,Delray Beach
