,loser,round,score,winner,start_date,tournament_link,tournament_name
0,B Gottfried / R Ramirez,F,6-3 5-7 5-7 6-4 6-4,F McNair / S Stewart,1976-12-06,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1976,ATP Finals Doubles
1,I El Shafei / B Fairlie,SF,6-3 6-3 6-4,B Gottfried / R Ramirez,1976-12-06,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1976,ATP Finals Doubles
2,J Gisbert / O Orantes,SF,6-3 6-4 6-4,F McNair / S Stewart,1976-12-06,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1976,ATP Finals Doubles
