,loser,round,score,winner,start_date,tournament_link,tournament_name
0,B Lutz / S Smith,F,6-3 2-6 3-6 6-3 6-4,W Fibak / K Meiler,1976-04-26,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1976,WCT World Doubles
1,B Gottfried / R Ramirez,SF,6-4 6-4 4-6 4-6 6-4,W Fibak / K Meiler,1976-04-26,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1976,WCT World Doubles
2,A Ashe / T Okker,SF,6-2 7-6 2-6 7-6,B Lutz / S Smith,1976-04-26,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1976,WCT World Doubles
3,A Amritraj / V Amritraj,QF,6-2 7-6 4-6 6-4,B Gottfried / R Ramirez,1976-04-26,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1976,WCT World Doubles
4,R Case / G Masters,QF,7-6 7-6 7-5,W Fibak / K Meiler,1976-04-26,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1976,WCT World Doubles
5,J Alexander / P Dent,QF,4-6 6-3 6-4 7-6,A Ashe / T Okker,1976-04-26,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1976,WCT World Doubles
6,E Dibbs / H Solomon,QF,6-1 6-3 6-4,B Lutz / S Smith,1976-04-26,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1976,WCT World Doubles
