,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
44,H2H 2-1,Gustavo Kuerten,9.0,3.0,5500319.0,106742.0,,,Gustavo Kuerten,94.0,3.0,0.0,94.0,23.0,109.0,63.0,46.0,46.0,25.0,,,173.0,144.0,189.0,2.0,203.0,8.0,26.0,R64,7-6(4) 6-4 6-4,Todd Martin,20.0,6.0,5500319.0,106741.0,,,Todd Martin,109.0,6.0,2.0,109.0,38.0,94.0,66.0,57.0,28.0,14.0,,,180.0,157.0,193.0,1.0,203.0,16.0,49.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
45,H2H 4-0,Juan Ignacio Chela,3.0,3.0,5500320.0,106757.0,,,Juan Ignacio Chela,69.0,6.0,0.0,81.0,24.0,82.0,43.0,28.0,39.0,17.0,,,,,,1.0,163.0,15.0,23.0,R64,6-2 6-1 6-4,Victor Hanescu,5.0,1.0,5500320.0,106758.0,,,Victor Hanescu,94.0,11.0,5.0,82.0,37.0,81.0,56.0,42.0,25.0,15.0,,,,,,2.0,163.0,12.0,43.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
46,H2H 6-2,Nicolas Lapentti,14.0,2.0,5500321.0,106743.0,,,Nicolas Lapentti,158.0,8.0,5.0,162.0,63.0,155.0,100.0,68.0,55.0,27.0,,,176.0,141.0,201.0,1.0,317.0,29.0,57.0,R64,6-2 3-6 6-7(3) 7-6(4) 6-3,Sjeng Schalken,4.0,5.0,5500321.0,106744.0,,,Sjeng Schalken,159.0,9.0,7.0,155.0,60.0,162.0,116.0,73.0,46.0,26.0,,,162.0,141.0,178.0,2.0,317.0,30.0,50.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
47,H2H 2-1,Andre Sa,2.0,4.0,5500322.0,106778.0,,,Andre Sa,78.0,6.0,4.0,84.0,32.0,96.0,61.0,34.0,35.0,12.0,,,164.0,138.0,180.0,2.0,180.0,27.0,13.0,R64,6-2 7-5 6-2,David Nalbandian,4.0,8.0,5500322.0,106777.0,,,David Nalbandian,102.0,14.0,9.0,96.0,50.0,84.0,41.0,33.0,43.0,19.0,,,175.0,148.0,189.0,1.0,180.0,26.0,34.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
48,H2H 2-0,Takao Suzuki,3.0,1.0,5500323.0,106795.0,,,Takao Suzuki,76.0,6.0,1.0,95.0,29.0,81.0,44.0,28.0,37.0,19.0,,,173.0,154.0,194.0,1.0,176.0,15.0,21.0,R64,6-3 7-5 6-2,Karol Kucera,4.0,6.0,5500323.0,106796.0,,,Karol Kucera,100.0,9.0,5.0,81.0,34.0,95.0,53.0,41.0,42.0,25.0,,,175.0,144.0,189.0,2.0,176.0,17.0,43.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
49,H2H 2-0,Gilles Elseneer,14.0,5.0,5500324.0,106798.0,,,Gilles Elseneer,112.0,6.0,3.0,109.0,32.0,114.0,79.0,63.0,35.0,17.0,,,,,,2.0,223.0,27.0,32.0,R64,2-6 7-6(8) 6-4 6-3,Robin Soderling,12.0,7.0,5500324.0,106797.0,,,Robin Soderling,111.0,5.0,4.0,114.0,34.0,109.0,62.0,47.0,47.0,30.0,,,,,,1.0,223.0,28.0,46.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
50,H2H 3-0,Michael Llodra,4.0,4.0,5500325.0,106773.0,,,Michael Llodra,77.0,11.0,2.0,98.0,33.0,82.0,51.0,27.0,31.0,17.0,,,181.0,152.0,205.0,1.0,180.0,9.0,34.0,R64,6-4 6-4 6-3,Tim Henman,3.0,6.0,5500325.0,106774.0,,,Tim Henman,103.0,8.0,5.0,82.0,38.0,98.0,64.0,49.0,34.0,16.0,,,176.0,149.0,193.0,2.0,180.0,14.0,44.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
51,H2H 3-0,Wayne Arthurs,13.0,4.0,5500326.0,106786.0,,,Wayne Arthurs,106.0,0.0,0.0,119.0,27.0,107.0,60.0,49.0,47.0,30.0,,,,,,2.0,226.0,22.0,53.0,R64,6-3 6-4 6-7(12) 6-3,Sebastien Grosjean,14.0,0.0,5500326.0,106785.0,,,Sebastien Grosjean,120.0,4.0,3.0,107.0,28.0,119.0,68.0,54.0,51.0,38.0,,,,,,1.0,226.0,8.0,53.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
52,H2H 2-0,Frederic Niemeyer,17.0,12.0,5500327.0,106790.0,,,Frederic Niemeyer,165.0,11.0,3.0,176.0,59.0,157.0,90.0,67.0,67.0,39.0,,,,,,2.0,333.0,20.0,64.0,R64,7-6(8) 4-6 2-6 6-1 7-5,Wesley Moodie,26.0,10.0,5500327.0,106789.0,,,Wesley Moodie,168.0,13.0,3.0,157.0,51.0,176.0,117.0,91.0,59.0,26.0,,,,,,1.0,333.0,24.0,68.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
53,H2H 2-1,James Blake,1.0,10.0,5500328.0,106781.0,,,James Blake,84.0,9.0,3.0,84.0,29.0,110.0,56.0,36.0,54.0,19.0,,,175.0,146.0,201.0,1.0,194.0,32.0,18.0,R64,6-2 7-6(3) 6-2,Sargis Sargsian,3.0,4.0,5500328.0,106782.0,,,Sargis Sargsian,110.0,16.0,7.0,110.0,55.0,84.0,43.0,33.0,41.0,22.0,,,178.0,135.0,193.0,2.0,194.0,21.0,29.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
54,H2H 2-1,Nicolas Escude,11.0,10.0,5500329.0,106775.0,,,Nicolas Escude,108.0,9.0,3.0,112.0,43.0,118.0,70.0,47.0,48.0,18.0,,,180.0,160.0,197.0,1.0,230.0,29.0,42.0,R64,6-7(5) 6-3 6-3 Retired,Juan Carlos Ferrero,7.0,8.0,5500329.0,106776.0,,,Juan Carlos Ferrero,122.0,16.0,6.0,118.0,53.0,112.0,69.0,50.0,43.0,19.0,,,173.0,154.0,196.0,2.0,230.0,17.0,41.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
55,H2H 2-1,Antony Dupuis,26.0,7.0,5500330.0,106792.0,,,Antony Dupuis,168.0,14.0,4.0,166.0,61.0,166.0,100.0,75.0,66.0,32.0,,,,,,2.0,332.0,64.0,81.0,R64,2-6 6-3 4-6 7-6(5) 6-4,Olivier Rochus,5.0,5.0,5500330.0,106791.0,,,Olivier Rochus,164.0,16.0,4.0,166.0,59.0,166.0,102.0,71.0,64.0,34.0,,,,,,1.0,332.0,28.0,40.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
56,H2H 2-0,Stefano Galvani,12.0,4.0,5500331.0,106801.0,,,Stefano Galvani,149.0,14.0,3.0,160.0,59.0,143.0,76.0,53.0,67.0,37.0,,,165.0,141.0,186.0,1.0,303.0,46.0,56.0,R64,6-4 5-7 6-4 7-6(3),Jarkko Nieminen,6.0,2.0,5500331.0,106802.0,,,Jarkko Nieminen,154.0,10.0,4.0,143.0,53.0,160.0,108.0,72.0,52.0,29.0,,,157.0,125.0,191.0,2.0,303.0,26.0,46.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
57,H2H 2-1,Raemon Sluiter,11.0,4.0,5500332.0,106799.0,,,Raemon Sluiter,156.0,10.0,4.0,175.0,62.0,140.0,84.0,66.0,56.0,28.0,,,,,,1.0,315.0,25.0,42.0,R64,7-6(4) 4-6 6-3 6-7(5) 6-2,Alexander Popp,17.0,7.0,5500332.0,106800.0,,,Alexander Popp,159.0,11.0,6.0,140.0,46.0,175.0,119.0,92.0,56.0,21.0,,,,,,2.0,315.0,39.0,53.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
58,H2H 3-2,David Ferrer,1.0,7.0,5500333.0,780230.0,,,David Ferrer,78.0,6.0,3.0,84.0,31.0,95.0,59.0,31.0,36.0,16.0,,,,,,1.0,179.0,38.0,25.0,R64,6-2 7-5 6-3,Jiri Novak,2.0,2.0,5500333.0,780231.0,,,Jiri Novak,101.0,11.0,7.0,95.0,48.0,84.0,59.0,43.0,25.0,10.0,,,,,,2.0,179.0,22.0,18.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
59,H2H 2-1,Cyril Saulnier,9.0,2.0,5500334.0,106783.0,,,Cyril Saulnier,78.0,4.0,1.0,86.0,22.0,99.0,68.0,42.0,31.0,14.0,,,181.0,151.0,194.0,1.0,185.0,16.0,28.0,R64,6-3 6-2 7-6(2),Mark Philippoussis,19.0,5.0,5500334.0,106784.0,,,Mark Philippoussis,107.0,8.0,4.0,99.0,43.0,86.0,55.0,48.0,31.0,16.0,,,196.0,172.0,213.0,2.0,185.0,13.0,53.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
60,H2H 1-0,Scott Draper,6.0,4.0,5500335.0,106793.0,,,Scott Draper,76.0,2.0,1.0,79.0,18.0,96.0,52.0,32.0,44.0,26.0,,,,,,1.0,175.0,22.0,30.0,R64,7-6(6) 6-3 6-1,Radek Stepanek,10.0,2.0,5500335.0,106794.0,,,Radek Stepanek,99.0,10.0,5.0,96.0,38.0,79.0,54.0,42.0,25.0,19.0,,,,,,2.0,175.0,21.0,46.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
61,H2H 4-1,Nicolas Massu,14.0,6.0,5500336.0,106788.0,,,Nicolas Massu,150.0,12.0,3.0,144.0,51.0,152.0,89.0,67.0,63.0,32.0,,,,,,2.0,296.0,40.0,57.0,R64,7-6(5) 3-6 7-6(4) 6-4,Younes El Aynaoui,16.0,5.0,5500336.0,106787.0,,,Younes El Aynaoui,146.0,9.0,3.0,152.0,53.0,144.0,103.0,77.0,41.0,16.0,,,,,,1.0,296.0,51.0,54.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
62,H2H 1-0,Lars Burgsmuller,8.0,2.0,5500337.0,106779.0,,,Lars Burgsmuller,81.0,3.0,1.0,83.0,22.0,100.0,60.0,39.0,40.0,20.0,,,172.0,139.0,193.0,1.0,183.0,19.0,29.0,R64,6-3 7-6(4) 6-3,Andre Agassi,4.0,2.0,5500337.0,106780.0,,,Andre Agassi,102.0,9.0,5.0,100.0,41.0,83.0,59.0,48.0,24.0,13.0,,,175.0,143.0,196.0,2.0,183.0,14.0,31.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
63,H2H 4-2,Lleyton Hewitt,9.0,8.0,5500242.0,106497.0,,,Lleyton Hewitt,117.0,13.0,3.0,129.0,40.0,113.0,60.0,47.0,53.0,30.0,,,175.0,151.0,193.0,1.0,242.0,22.0,31.0,R128,1-6 7-6(5) 6-3 6-4,Ivo Karlovic,18.0,8.0,5500242.0,106498.0,,,Ivo Karlovic,125.0,3.0,2.0,113.0,36.0,129.0,82.0,65.0,47.0,24.0,,,197.0,178.0,217.0,2.0,242.0,27.0,21.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
64,H2H 2-1,Ivo Heuberger,17.0,5.0,5500243.0,106551.0,,,Ivo Heuberger,123.0,1.0,1.0,119.0,24.0,141.0,83.0,60.0,58.0,39.0,,,,,,1.0,260.0,20.0,28.0,R128,7-6(8) 6-3 3-6 7-6(2),Paul Baccanello,18.0,5.0,5500243.0,106552.0,,,Paul Baccanello,137.0,6.0,1.0,141.0,42.0,119.0,81.0,68.0,38.0,27.0,,,,,,2.0,260.0,20.0,26.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
65,H2H 2-3,Taylor Dent,16.0,9.0,5500244.0,106553.0,,,Taylor Dent,124.0,8.0,2.0,127.0,41.0,131.0,81.0,60.0,50.0,23.0,,,183.0,172.0,217.0,1.0,258.0,20.0,27.0,R128,7-5 3-6 6-3 7-5,Ivan Ljubicic,16.0,6.0,5500244.0,106554.0,,,Ivan Ljubicic,134.0,14.0,4.0,131.0,48.0,127.0,72.0,57.0,55.0,29.0,,,191.0,164.0,217.0,2.0,258.0,20.0,43.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
66,H2H 2-1,Vince Spadea,3.0,5.0,5500245.0,106516.0,,,Vince Spadea,78.0,1.0,1.0,72.0,19.0,106.0,68.0,40.0,38.0,19.0,,,,,,2.0,178.0,28.0,21.0,R128,6-2 6-4 6-4,Max Mirnyi,11.0,5.0,5500245.0,106515.0,,,Max Mirnyi,100.0,15.0,5.0,106.0,47.0,72.0,47.0,39.0,25.0,14.0,,,,,,1.0,178.0,21.0,20.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
67,H2H 2-2,Fernando Gonzalez,9.0,5.0,5500246.0,106557.0,,,Fernando Gonzalez,94.0,8.0,0.0,106.0,29.0,97.0,53.0,38.0,44.0,27.0,,,,,,1.0,203.0,17.0,28.0,R128,6-3 6-4 7-6(6),Jurgen Melzer,17.0,6.0,5500246.0,106558.0,,,Jurgen Melzer,109.0,10.0,2.0,97.0,32.0,106.0,59.0,52.0,47.0,25.0,,,,,,2.0,203.0,24.0,31.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
68,H2H 1-1,Petr Luxa,3.0,3.0,5500247.0,106525.0,,,Petr Luxa,99.0,10.0,1.0,105.0,34.0,110.0,76.0,52.0,34.0,13.0,,,,,,1.0,215.0,22.0,31.0,R128,6-3 7-6(6) 6-2,Jonas Bjorkman,4.0,3.0,5500247.0,106526.0,,,Jonas Bjorkman,116.0,12.0,4.0,110.0,45.0,105.0,59.0,46.0,46.0,25.0,,,,,,2.0,215.0,19.0,26.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
69,H2H 1-1,Irakli Labadze,0.0,2.0,5500248.0,106531.0,,,Irakli Labadze,61.0,4.0,2.0,70.0,21.0,84.0,70.0,33.0,14.0,7.0,,,,,,1.0,154.0,32.0,16.0,R128,6-2 6-2 6-4,Justin Gimelstob,13.0,2.0,5500248.0,106532.0,,,Justin Gimelstob,93.0,13.0,7.0,84.0,44.0,70.0,38.0,35.0,32.0,14.0,,,,,,2.0,154.0,29.0,25.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
70,H2H 2-1,Robby Ginepri,16.0,13.0,5500249.0,106735.0,,,Robby Ginepri,197.0,12.0,4.0,187.0,63.0,224.0,109.0,74.0,115.0,60.0,,,175.0,157.0,197.0,1.0,411.0,51.0,84.0,R128,6-3 4-6 7-6(2) 6-7(3) 10-8,Arnaud Clement,6.0,9.0,5500249.0,106736.0,,,Arnaud Clement,214.0,25.0,6.0,224.0,90.0,187.0,98.0,73.0,89.0,51.0,,,172.0,141.0,197.0,2.0,411.0,28.0,58.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
71,H2H 3-3,Dominik Hrbaty,8.0,5.0,5500250.0,106506.0,,,Dominik Hrbaty,132.0,7.0,3.0,137.0,41.0,139.0,86.0,64.0,53.0,27.0,,,175.0,141.0,201.0,2.0,276.0,30.0,33.0,R128,6-3 6-4 4-6 3-6 6-3,Paradorn Srichaphan,9.0,7.0,5500250.0,106505.0,,,Paradorn Srichaphan,144.0,9.0,4.0,139.0,48.0,137.0,79.0,65.0,58.0,31.0,,,186.0,151.0,202.0,1.0,276.0,26.0,34.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
72,H2H 1-0,Franco Squillari,5.0,8.0,5500251.0,106536.0,,,Franco Squillari,146.0,12.0,7.0,154.0,60.0,131.0,78.0,59.0,53.0,27.0,,,,,,2.0,285.0,40.0,38.0,R128,4-6 0-6 6-4 7-6(1) 6-3,Olivier Mutis,12.0,6.0,5500251.0,106535.0,,,Olivier Mutis,139.0,7.0,5.0,131.0,45.0,154.0,90.0,63.0,64.0,31.0,,,,,,1.0,285.0,35.0,34.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
73,H2H 4-2,Mario Ancic,15.0,6.0,5500252.0,106522.0,,,Mario Ancic,123.0,14.0,3.0,131.0,45.0,134.0,74.0,58.0,60.0,20.0,,,,,,2.0,265.0,33.0,21.0,R128,6-3 6-4 4-6 6-4,Rafael Nadal,2.0,0.0,5500252.0,106521.0,,,Rafael Nadal,142.0,16.0,5.0,134.0,56.0,131.0,98.0,65.0,33.0,21.0,,,,,,1.0,265.0,6.0,28.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
74,H2H 1-0,Nikolay Davydenko,10.0,7.0,5500253.0,106538.0,,,Nikolay Davydenko,166.0,17.0,5.0,167.0,63.0,165.0,105.0,72.0,60.0,31.0,,,165.0,136.0,193.0,2.0,332.0,37.0,28.0,R128,2-6 7-6(2) 1-6 7-6(5) 6-2,Lee Childs,13.0,7.0,5500253.0,106537.0,,,Lee Childs,166.0,9.0,3.0,165.0,62.0,167.0,97.0,68.0,70.0,36.0,,,178.0,143.0,197.0,1.0,332.0,56.0,28.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
75,H2H 5-5,Jose Acasuso,12.0,8.0,5500254.0,106514.0,,,Jose Acasuso,122.0,8.0,2.0,122.0,35.0,135.0,75.0,63.0,60.0,24.0,,,,,,2.0,257.0,39.0,35.0,R128,3-6 6-3 7-6(6) 6-4,Tommy Robredo,6.0,2.0,5500254.0,106513.0,,,Tommy Robredo,135.0,12.0,3.0,135.0,48.0,122.0,79.0,63.0,43.0,24.0,,,,,,1.0,257.0,23.0,26.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
76,H2H 1-0,Filippo Volandri,0.0,10.0,5500255.0,106556.0,,,Filippo Volandri,127.0,13.0,4.0,128.0,51.0,137.0,85.0,55.0,52.0,21.0,,,,,,2.0,265.0,46.0,37.0,R128,2-6 6-1 6-4 6-4,Brian Vahaly,2.0,5.0,5500255.0,106555.0,,,Brian Vahaly,138.0,24.0,6.0,137.0,61.0,128.0,83.0,58.0,45.0,19.0,,,,,,1.0,265.0,30.0,31.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
77,H2H 1-0,Alexander Waske,19.0,4.0,5500256.0,106501.0,,,Alexander Waske,110.0,4.0,0.0,114.0,25.0,121.0,85.0,65.0,36.0,20.0,,,189.0,168.0,209.0,1.0,235.0,13.0,30.0,R128,7-6(6) 7-5 7-6(7),Greg Rusedski,31.0,5.0,5500256.0,106502.0,,,Greg Rusedski,125.0,3.0,1.0,121.0,36.0,114.0,77.0,65.0,37.0,24.0,,,188.0,167.0,215.0,2.0,235.0,14.0,34.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
78,H2H 2-1,Davide Sanguinetti,5.0,0.0,5500257.0,106503.0,,,Davide Sanguinetti,62.0,3.0,0.0,75.0,20.0,75.0,47.0,29.0,28.0,13.0,,,172.0,139.0,186.0,1.0,150.0,16.0,9.0,R128,6-2 6-3 6-3,Andy Roddick,14.0,2.0,5500257.0,106504.0,,,Andy Roddick,88.0,9.0,5.0,75.0,33.0,75.0,50.0,40.0,25.0,15.0,,,197.0,167.0,226.0,2.0,150.0,16.0,17.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
79,H2H 2-0,Hyung-Taik Lee,2.0,4.0,5500258.0,106508.0,,,Hyung-Taik Lee,86.0,9.0,2.0,99.0,32.0,97.0,65.0,41.0,32.0,13.0,,,170.0,148.0,189.0,2.0,196.0,20.0,23.0,R128,6-3 6-3 7-6(2),Roger Federer,15.0,3.0,5500258.0,106507.0,,,Roger Federer,110.0,11.0,5.0,97.0,43.0,99.0,63.0,47.0,36.0,20.0,,,180.0,157.0,204.0,1.0,196.0,14.0,34.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
80,H2H 5-2,Christophe Rochus,3.0,5.0,5500259.0,106544.0,,,Christophe Rochus,90.0,7.0,3.0,98.0,36.0,108.0,68.0,42.0,40.0,12.0,,,,,,2.0,206.0,42.0,25.0,R128,4-6 6-3 6-1 6-1,Stefan Koubek,6.0,7.0,5500259.0,106543.0,,,Stefan Koubek,116.0,15.0,9.0,108.0,54.0,98.0,68.0,47.0,30.0,15.0,,,,,,1.0,206.0,26.0,25.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
81,H2H 1-0,Igor Kunitsyn,6.0,2.0,5500260.0,106518.0,,,Igor Kunitsyn,68.0,5.0,0.0,86.0,25.0,68.0,43.0,30.0,25.0,13.0,,,,,,2.0,154.0,22.0,22.0,R128,6-3 6-2 6-4,Jan-Michael Gambill,15.0,0.0,5500260.0,106517.0,,,Jan-Michael Gambill,86.0,5.0,4.0,68.0,25.0,86.0,49.0,40.0,37.0,21.0,,,,,,1.0,154.0,16.0,18.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
82,H2H 1-2,Gaston Gaudio,3.0,6.0,5500261.0,106530.0,,,Gaston Gaudio,104.0,11.0,3.0,119.0,43.0,114.0,73.0,41.0,41.0,20.0,,,,,,2.0,233.0,33.0,20.0,R128,6-2 4-6 6-3 6-3,Mardy Fish,16.0,8.0,5500261.0,106529.0,,,Mardy Fish,129.0,16.0,7.0,114.0,53.0,119.0,61.0,47.0,58.0,29.0,,,,,,1.0,233.0,31.0,27.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
83,H2H 1-0,Adrian Voinea,1.0,6.0,5500262.0,106548.0,,,Adrian Voinea,63.0,6.0,0.0,73.0,24.0,71.0,40.0,29.0,31.0,10.0,,,,,,2.0,144.0,26.0,9.0,R128,6-2 7-5 1-0 Retired,Agustin Calleri,7.0,6.0,5500262.0,106547.0,,,Agustin Calleri,81.0,11.0,4.0,71.0,32.0,73.0,34.0,27.0,39.0,22.0,,,,,,1.0,144.0,31.0,26.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
84,H2H 1-0,Alan Mackin,1.0,4.0,5500263.0,106540.0,,,Alan Mackin,72.0,10.0,3.0,91.0,34.0,85.0,49.0,25.0,36.0,13.0,,,,,,2.0,176.0,30.0,17.0,R128,6-2 6-4 6-2,Flavio Saretta,4.0,1.0,5500263.0,106539.0,,,Flavio Saretta,104.0,13.0,8.0,85.0,47.0,91.0,51.0,31.0,40.0,26.0,,,,,,1.0,176.0,25.0,27.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
85,H2H 3-1,Robert Kendrick,7.0,4.0,5500264.0,106534.0,,,Robert Kendrick,105.0,8.0,0.0,115.0,34.0,115.0,70.0,46.0,45.0,25.0,,,,,,2.0,230.0,29.0,27.0,R128,6-3 6-4 7-6(4),Feliciano Lopez,7.0,4.0,5500264.0,106533.0,,,Feliciano Lopez,125.0,12.0,2.0,115.0,44.0,115.0,69.0,55.0,46.0,26.0,,,,,,1.0,230.0,25.0,27.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
86,H2H 5-0,Karol Beck,10.0,9.0,5500265.0,106545.0,,,Karol Beck,81.0,6.0,1.0,82.0,26.0,104.0,49.0,32.0,55.0,23.0,,,,,,1.0,186.0,46.0,20.0,R128,6-4 6-2 6-3,Mikhail Youzhny,1.0,0.0,5500265.0,106546.0,,,Mikhail Youzhny,105.0,22.0,6.0,104.0,49.0,82.0,49.0,35.0,33.0,21.0,,,,,,2.0,186.0,12.0,13.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
87,H2H 3-0,Michel Kratochvil,11.0,12.0,5500266.0,106510.0,,,Michel Kratochvil,151.0,20.0,6.0,168.0,74.0,141.0,80.0,51.0,61.0,26.0,,,162.0,136.0,193.0,2.0,309.0,53.0,42.0,R128,6-3 6-4 6-7(4) 7-5,Rainer Schuettler,4.0,6.0,5500266.0,106509.0,,,Rainer Schuettler,158.0,17.0,9.0,141.0,64.0,168.0,123.0,76.0,45.0,18.0,,,156.0,131.0,186.0,1.0,309.0,29.0,32.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
88,H2H 1-0,Andreas Vinciguerra,3.0,11.0,5500267.0,106527.0,,,Andreas Vinciguerra,130.0,10.0,5.0,133.0,49.0,147.0,95.0,60.0,52.0,21.0,,,,,,1.0,280.0,41.0,42.0,R128,4-6 6-3 2-6 6-2 6-2,Fabrice Santoro,1.0,2.0,5500267.0,106528.0,,,Fabrice Santoro,150.0,20.0,7.0,147.0,66.0,133.0,93.0,63.0,40.0,21.0,,,,,,2.0,280.0,13.0,38.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
89,H2H 4-1,Fernando Vicente,8.0,4.0,5500268.0,106511.0,,,Fernando Vicente,171.0,15.0,5.0,164.0,54.0,179.0,124.0,92.0,55.0,25.0,,,157.0,133.0,189.0,1.0,343.0,17.0,42.0,R128,6-7(4) 6-4 2-6 7-6(6) 6-4,Todd Martin,19.0,6.0,5500268.0,106512.0,,,Todd Martin,172.0,15.0,5.0,179.0,62.0,164.0,109.0,84.0,55.0,26.0,,,172.0,152.0,197.0,2.0,343.0,54.0,60.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
90,H2H 2-1,John van Lottum,6.0,2.0,5500269.0,106499.0,,,John van Lottum,51.0,7.0,2.0,52.0,22.0,41.0,22.0,18.0,19.0,11.0,,,175.0,143.0,185.0,1.0,93.0,14.0,13.0,R128,2-6 3-2 Retired,Gustavo Kuerten,1.0,0.0,5500269.0,106500.0,,,Gustavo Kuerten,42.0,5.0,0.0,41.0,12.0,52.0,23.0,14.0,29.0,16.0,,,173.0,141.0,188.0,2.0,93.0,12.0,7.0,2003-06-23,https://matchstat.com/tennis/tournaments/m/Wimbledon/2003,Wimbledon
