,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 1-0,Andrej Martin,0.0,0.0,8418193.0,3579154.0,,3.75,Andrej Martin,34.0,0.0,0.0,46.0,10.0,45.0,32.0,18.0,13.0,6.0,8.0,,,,,2.0,91.0,,,3.75,1.25,F,6-4 6-1,Clay,Fabio Fognini,2.0,0.0,8418193.0,3579153.0,,1.25,Fabio Fognini,57.0,6.0,3.0,45.0,21.0,46.0,31.0,25.0,15.0,11.0,9.0,,,,,1.0,91.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
1,H2H 1-0,Gastao Elias,4.0,1.0,8417066.0,3578755.0,,2.8,Gastao Elias,42.0,0.0,0.0,47.0,10.0,51.0,31.0,22.0,20.0,10.0,9.0,,,,,1.0,99.0,,,2.80,1.43,SF,6-3 6-3,Clay,Fabio Fognini,2.0,0.0,8417066.0,3578756.0,,1.43,Fabio Fognini,57.0,5.0,3.0,52.0,20.0,47.0,26.0,23.0,21.0,14.0,9.0,,,,,2.0,99.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
2,H2H 1-1,Carlos Berlocq,3.0,2.0,8417067.0,3578753.0,,1.32,Carlos Berlocq,70.0,7.0,5.0,62.0,27.0,84.0,64.0,37.0,20.0,6.0,11.0,,,,,1.0,148.0,,,1.32,3.40,SF,7-6(4) 6-4,Clay,Andrej Martin,1.0,2.0,8417067.0,3578754.0,,3.4,Andrej Martin,78.0,17.0,6.0,86.0,43.0,60.0,43.0,25.0,17.0,10.0,11.0,,,,,2.0,148.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
3,H2H 1-0,Pablo Carreno Busta,5.0,3.0,8416822.0,3578358.0,,1.39,Pablo Carreno Busta,48.0,8.0,4.0,57.0,25.0,46.0,30.0,16.0,16.0,7.0,10.0,,,,,2.0,106.0,,,1.39,3.00,QF,6-4 6-4,Clay,Gastao Elias,0.0,4.0,8416822.0,3578357.0,,3.0,Gastao Elias,58.0,10.0,6.0,49.0,26.0,53.0,27.0,19.0,26.0,13.0,10.0,,,,,1.0,106.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
4,H2H 2-0,Damir Dzumhur,1.0,1.0,8416683.0,3577954.0,,2.75,Damir Dzumhur,66.0,12.0,4.0,80.0,36.0,67.0,43.0,23.0,24.0,7.0,12.0,,,,,2.0,148.0,,,2.75,1.40,QF,4-6 6-1 6-1,Clay,Fabio Fognini,3.0,8.0,8416683.0,3577953.0,,1.4,Fabio Fognini,82.0,12.0,8.0,68.0,38.0,72.0,41.0,24.0,31.0,20.0,12.0,,,,,1.0,148.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
5,H2H 1-1,Jeremy Chardy,1.0,5.0,8416638.0,3577904.0,,1.69,Jeremy Chardy,52.0,3.0,2.0,57.0,23.0,52.0,35.0,22.0,17.0,7.0,9.0,,,,,2.0,114.0,,,1.69,2.10,QF,6-4 6-2,Clay,Carlos Berlocq,1.0,3.0,8416638.0,3577903.0,,2.1,Carlos Berlocq,62.0,9.0,5.0,57.0,28.0,54.0,48.0,32.0,6.0,2.0,9.0,,,,,1.0,114.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
6,H2H 2-1,Joao Sousa,1.0,4.0,8416823.0,3578346.0,,1.3,Joao Sousa,88.0,13.0,2.0,108.0,40.0,76.0,55.0,37.0,21.0,11.0,13.0,,,,,2.0,188.0,,,1.30,3.40,QF,6-3 4-6 6-2,Clay,Andrej Martin,8.0,0.0,8416823.0,3578345.0,,3.4,Andrej Martin,100.0,6.0,4.0,80.0,32.0,108.0,77.0,51.0,31.0,17.0,14.0,,,,,1.0,188.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
7,H2H 1-1,Pablo Cuevas,3.0,11.0,8415113.0,3577481.0,,1.166,Pablo Cuevas,96.0,5.0,2.0,99.0,35.0,84.0,49.0,36.0,35.0,25.0,15.0,,,,,1.0,194.0,,,1.17,4.50,R16,3-6 6-3 7-6(7),Clay,Gastao Elias,3.0,0.0,8415113.0,3577482.0,,4.5,Gastao Elias,98.0,6.0,2.0,95.0,34.0,99.0,57.0,41.0,42.0,23.0,15.0,,,,,2.0,194.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
8,H2H 1-1,Teymuraz Gabashvili,2.0,6.0,8416429.0,3577771.0,,3.1,Teymuraz Gabashvili,42.0,1.0,1.0,43.0,11.0,51.0,30.0,21.0,21.0,10.0,9.0,,,,,1.0,100.0,,,3.10,1.33,R16,6-4 6-2,Clay,Pablo Carreno Busta,7.0,0.0,8416429.0,3577772.0,,1.333,Pablo Carreno Busta,58.0,4.0,4.0,57.0,26.0,43.0,30.0,26.0,13.0,6.0,9.0,,,,,2.0,100.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
9,H2H 1-0,Renzo Olivo,2.0,1.0,8415114.0,3577484.0,,3.4,Renzo Olivo,47.0,6.0,1.0,59.0,20.0,51.0,24.0,12.0,27.0,15.0,8.0,,,,,2.0,111.0,,,3.40,1.29,R16,6-4 6-1,Clay,Fabio Fognini,0.0,5.0,8415114.0,3577483.0,,1.285,Fabio Fognini,64.0,11.0,4.0,52.0,25.0,54.0,25.0,18.0,29.0,21.0,9.0,,,,,1.0,111.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Umag/2016,Umag
