,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 6-3,James Blake,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-7(5) 0-6 7-6(2) 6-4 10-8,Fernando Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-03,https://matchstat.com/tennis/tournaments/m/USA%20v%20Chile%20-%20DC%20WG%20-%20QF/2006,USA v Chile - DC WG - QF
1,H2H 2-2,Nicolas Massu,1.0,0.0,6325728.0,400612.0,,,Nicolas Massu,20.0,3.0,1.0,20.0,8.0,16.0,12.0,10.0,4.0,2.0,,,,,,2.0,36.0,,,,6-3 7-6(5) 7-6(5),Andy Roddick,1.0,0.0,6325728.0,400611.0,,,Andy Roddick,16.0,,,16.0,4.0,20.0,9.0,5.0,11.0,7.0,,,,,,1.0,36.0,,,2006-04-03,https://matchstat.com/tennis/tournaments/m/USA%20v%20Chile%20-%20DC%20WG%20-%20QF/2006,USA v Chile - DC WG - QF
2,H2H 9-3,Fernando Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-6 7-5 6-3 6-2,Andy Roddick,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-03,https://matchstat.com/tennis/tournaments/m/USA%20v%20Chile%20-%20DC%20WG%20-%20QF/2006,USA v Chile - DC WG - QF
3,H2H 1-2,James Blake,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3 6-4,Paul Capdeville,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-03,https://matchstat.com/tennis/tournaments/m/USA%20v%20Chile%20-%20DC%20WG%20-%20QF/2006,USA v Chile - DC WG - QF
4,,P Capdeville / A Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-1 6-2 6-4,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-04-03,https://matchstat.com/tennis/tournaments/m/USA%20v%20Chile%20-%20DC%20WG%20-%20QF/2006,USA v Chile - DC WG - QF
