,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
0,H2H 1-0,J. Kodes,SF,6-4 1-6 7-5 4-6 6-2,clay,M. Santana,1969-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/1969,Bastad
1,H2H 1-0,M. Mulligan,SF,6-8 6-2 6-3 6-4,clay,Ion Tiriac,1969-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/1969,Bastad
2,H2H 1-0,J. Lundqvist,QF,6-3 2-6 7-5 3-6 6-2,clay,M. Santana,1969-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/1969,Bastad
3,H2H 2-0,Patricio Rodriguez,QF,6-4 6-2 6-4,clay,J. Kodes,1969-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/1969,Bastad
4,H2H 1-4,F. Pala,QF,6-3 6-4 6-3,clay,Ion Tiriac,1969-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/1969,Bastad
5,H2H 1-2,I. Nastase,QF,8-6 6-0 6-4,clay,M. Mulligan,1969-07-07,https://matchstat.com/tennis/tournaments/m/Bastad/1969,Bastad
