,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 2-0,Nicolas Almagro,8.0,0.0,8355808.0,3518482.0,,2.25,Nicolas Almagro,110.0,11.0,3.0,113.0,37.0,112.0,67.0,53.0,45.0,20.0,16.0,,,,,2.0,225.0,,,2.25,1.61,F,7-6(2) 3-6 7-6(4),Clay,Dominic Thiem,9.0,5.0,8355808.0,3518481.0,,1.61,Dominic Thiem,115.0,3.0,1.0,112.0,39.0,108.0,84.0,64.0,24.0,12.0,17.0,,,,,1.0,225.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
1,H2H 1-2,Rafael Nadal,2.0,3.0,8355607.0,3518173.0,,1.2,Rafael Nadal,107.0,7.0,3.0,112.0,39.0,104.0,75.0,53.0,29.0,15.0,16.0,,,,,1.0,219.0,,,1.20,4.60,SF,6-4 4-6 7-6(4),Clay,Dominic Thiem,9.0,1.0,8355607.0,3518174.0,,4.6,Dominic Thiem,112.0,8.0,3.0,107.0,39.0,111.0,74.0,50.0,37.0,23.0,16.0,,,,,2.0,219.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
2,H2H 1-15,David Ferrer,1.0,2.0,8355642.0,3518428.0,,,David Ferrer,72.0,5.0,0.0,76.0,25.0,72.0,45.0,28.0,27.0,19.0,11.0,,,,,2.0,150.0,,,,,SF,6-4 7-5,Clay,Nicolas Almagro,5.0,2.0,8355642.0,3518427.0,,,Nicolas Almagro,78.0,7.0,2.0,74.0,27.0,74.0,49.0,37.0,25.0,14.0,11.0,,,,,1.0,150.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
3,H2H 3-0,Paolo Lorenzi,5.0,1.0,8355014.0,3517976.0,,12.25,Paolo Lorenzi,55.0,4.0,1.0,65.0,20.0,62.0,33.0,25.0,29.0,10.0,10.0,,,,,2.0,128.0,,,12.25,1.03,QF,7-6(3) 6-2,Clay,Rafael Nadal,2.0,1.0,8355014.0,3517975.0,,1.03,Rafael Nadal,73.0,5.0,3.0,63.0,28.0,64.0,45.0,33.0,19.0,12.0,10.0,,,,,1.0,128.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
4,H2H 2-0,Dusan Lajovic,3.0,0.0,8354922.0,3517799.0,,3.5,Dusan Lajovic,52.0,5.0,0.0,55.0,14.0,67.0,36.0,21.0,31.0,17.0,9.0,,,,,1.0,122.0,,,3.50,1.30,QF,6-4 6-2,Clay,Dominic Thiem,3.0,3.0,8354922.0,3517800.0,,1.3,Dominic Thiem,70.0,8.0,3.0,67.0,29.0,52.0,38.0,34.0,14.0,7.0,9.0,,,,,2.0,122.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
5,H2H 1-6,Jo-Wilfried Tsonga,2.0,4.0,8354911.0,3517802.0,,1.38,Jo-Wilfried Tsonga,43.0,0.0,0.0,47.0,7.0,56.0,36.0,25.0,20.0,11.0,10.0,,,,,2.0,107.0,,,1.38,3.05,QF,6-2 7-5,Clay,Nicolas Almagro,3.0,1.0,8354911.0,3517801.0,,3.05,Nicolas Almagro,64.0,4.0,3.0,60.0,24.0,46.0,28.0,26.0,18.0,14.0,10.0,,,,,1.0,107.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
6,H2H 4-0,Pablo Cuevas,5.0,1.0,8355002.0,3517971.0,,4.85,Pablo Cuevas,98.0,13.0,3.0,101.0,43.0,87.0,51.0,35.0,36.0,20.0,13.0,,,,,1.0,189.0,,,4.85,1.18,QF,6-4 1-6 6-3,Clay,David Ferrer,1.0,1.0,8355002.0,3517972.0,,1.18,David Ferrer,91.0,12.0,3.0,88.0,33.0,100.0,70.0,42.0,30.0,16.0,13.0,,,,,2.0,189.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
7,H2H 7-1,Juan Monaco,1.0,0.0,8353973.0,3517456.0,,8.0,Juan Monaco,54.0,6.0,3.0,61.0,25.0,57.0,47.0,21.0,10.0,8.0,10.0,,,,,2.0,118.0,,,8.00,1.08,R16,6-4 6-4,Clay,Rafael Nadal,2.0,2.0,8353973.0,3517455.0,,1.08,Rafael Nadal,64.0,8.0,5.0,57.0,28.0,59.0,51.0,32.0,8.0,4.0,10.0,,,,,1.0,118.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
8,H2H 3-2,Diego Sebastian Schwartzman,0.0,4.0,8354667.0,3517478.0,,1.77,Diego Sebastian Schwartzman,78.0,9.0,4.0,78.0,32.0,88.0,57.0,33.0,31.0,13.0,13.0,,,,,2.0,170.0,,,1.77,2.05,R16,4-6 6-3 6-1,Clay,Paolo Lorenzi,3.0,1.0,8354667.0,3517477.0,,2.05,Paolo Lorenzi,92.0,17.0,7.0,92.0,46.0,77.0,55.0,34.0,22.0,12.0,13.0,,,,,1.0,170.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
9,H2H 1-1,John Isner,15.0,2.0,8353974.0,3517453.0,,1.45,John Isner,114.0,6.0,1.0,119.0,33.0,100.0,72.0,64.0,28.0,17.0,17.0,,,,,1.0,221.0,,,1.45,2.70,R16,7-6(10) 4-6 7-6(6),Clay,Dusan Lajovic,8.0,3.0,8353974.0,3517454.0,,2.7,Dusan Lajovic,107.0,0.0,0.0,102.0,21.0,116.0,69.0,55.0,47.0,31.0,17.0,,,,,2.0,221.0,,,2016-02-08,https://matchstat.com/tennis/tournaments/m/Buenos%20Aires/2016,Buenos Aires
