,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 1-0,Nikoloz Basilashvili,2.0,0.0,8417142.0,3578712.0,,2.0,Nikoloz Basilashvili,53.0,2.0,2.0,50.0,19.0,66.0,50.0,26.0,16.0,8.0,10.0,,,,,2.0,116.0,,,2.00,1.80,F,6-3 6-4,clay,Paolo Lorenzi,4.0,3.0,8417142.0,3578711.0,,1.8,Paolo Lorenzi,63.0,6.0,5.0,66.0,32.0,47.0,19.0,15.0,28.0,16.0,9.0,,,,,1.0,116.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
1,H2H 3-2,Gerald Melzer,2.0,3.0,8416818.0,3578301.0,,2.0,Gerald Melzer,98.0,5.0,1.0,92.0,26.0,110.0,71.0,49.0,39.0,23.0,12.0,,,,,1.0,205.0,,,2.00,1.80,SF,7-6(4) 7-6(13),clay,Paolo Lorenzi,4.0,2.0,8416818.0,3578302.0,,1.8,Paolo Lorenzi,107.0,14.0,1.0,113.0,41.0,90.0,45.0,37.0,45.0,29.0,12.0,,,,,2.0,205.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
2,H2H 1-0,Dusan Lajovic,3.0,2.0,8416819.0,3578300.0,,1.56,Dusan Lajovic,45.0,2.0,0.0,64.0,23.0,39.0,34.0,20.0,5.0,2.0,8.0,,,,,2.0,105.0,,,1.56,2.45,SF,6-3 6-1,clay,Nikoloz Basilashvili,2.0,3.0,8416819.0,3578299.0,,2.45,Nikoloz Basilashvili,60.0,6.0,4.0,41.0,19.0,61.0,41.0,30.0,20.0,11.0,8.0,,,,,1.0,105.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
3,H2H 1-1,Jurgen Melzer,0.0,1.0,8416646.0,3577855.0,,1.727,Jurgen Melzer,72.0,7.0,3.0,82.0,34.0,69.0,45.0,28.0,24.0,10.0,12.0,,,,,1.0,152.0,,,1.73,2.10,QF,3-6 6-3 6-1,clay,Gerald Melzer,5.0,3.0,8416646.0,3577856.0,,2.1,Gerald Melzer,80.0,8.0,5.0,70.0,32.0,79.0,61.0,38.0,18.0,10.0,13.0,,,,,2.0,152.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
4,H2H 1-0,Jan-Lennard Struff,6.0,14.0,8416647.0,3577842.0,,1.727,Jan-Lennard Struff,126.0,15.0,5.0,133.0,57.0,118.0,55.0,40.0,63.0,29.0,16.0,,,,,2.0,265.0,,,1.73,2.10,QF,6-2 6-7(5) 7-5,clay,Paolo Lorenzi,10.0,4.0,8416647.0,3577841.0,,2.1,Paolo Lorenzi,139.0,17.0,8.0,132.0,63.0,129.0,66.0,44.0,63.0,32.0,16.0,,,,,1.0,265.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
5,H2H 1-0,Adam Pavlasek,9.0,5.0,8416648.0,3577846.0,,1.667,Adam Pavlasek,98.0,2.0,2.0,99.0,30.0,109.0,66.0,45.0,43.0,23.0,17.0,,,,,2.0,213.0,,,1.67,2.20,QF,5-7 7-6(2) 6-3,clay,Nikoloz Basilashvili,4.0,3.0,8416648.0,3577845.0,,2.2,Nikoloz Basilashvili,115.0,7.0,3.0,114.0,46.0,96.0,72.0,53.0,24.0,16.0,16.0,,,,,1.0,213.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
6,H2H 1-0,Karen Khachanov,3.0,2.0,8416649.0,3577848.0,,1.909,Karen Khachanov,46.0,1.0,0.0,58.0,19.0,47.0,27.0,18.0,20.0,9.0,8.0,,,,,2.0,107.0,,,1.91,1.83,QF,6-3 6-2,clay,Dusan Lajovic,1.0,1.0,8416649.0,3577847.0,,1.833,Dusan Lajovic,61.0,4.0,3.0,49.0,22.0,57.0,38.0,23.0,19.0,16.0,9.0,,,,,1.0,107.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
7,H2H 1-1,Dominic Thiem,3.0,4.0,8414731.0,3577253.0,,1.062,Dominic Thiem,59.0,3.0,0.0,74.0,24.0,47.0,28.0,20.0,19.0,15.0,10.0,,,,,1.0,125.0,,,1.06,8.00,R16,6-3 7-5,clay,Jurgen Melzer,4.0,2.0,8414731.0,3577254.0,,8.0,Jurgen Melzer,66.0,3.0,2.0,51.0,16.0,72.0,57.0,40.0,15.0,10.0,11.0,,,,,2.0,125.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
8,H2H 1-1,Daniel Gimeno-Traver,3.0,3.0,8416110.0,3577206.0,,1.666,Daniel Gimeno-Traver,44.0,5.0,0.0,55.0,15.0,55.0,33.0,21.0,22.0,8.0,8.0,,,,,2.0,113.0,,,1.67,2.15,R16,6-3 6-1,clay,Gerald Melzer,3.0,2.0,8416110.0,3577205.0,,2.15,Gerald Melzer,69.0,9.0,4.0,58.0,29.0,53.0,42.0,32.0,11.0,8.0,8.0,,,,,1.0,113.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
9,H2H 1-0,Roberto Carballes Baena,0.0,3.0,8414732.0,3577236.0,,2.25,Roberto Carballes Baena,43.0,1.0,0.0,52.0,17.0,47.0,26.0,17.0,21.0,9.0,8.0,,,,,2.0,102.0,,,2.25,1.57,R16,6-2 6-2,clay,Paolo Lorenzi,3.0,1.0,8414732.0,3577235.0,,1.57,Paolo Lorenzi,59.0,9.0,4.0,50.0,24.0,51.0,26.0,20.0,25.0,15.0,8.0,,,,,1.0,102.0,,,2016-07-18,https://matchstat.com/tennis/tournaments/m/Kitzbuhel/2016,Kitzbuhel
