,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
113,H2H 2-0,Albert Portas,9.0,6.0,5513543.0,106972.0,,,Albert Portas,58.0,2.0,0.0,67.0,18.0,78.0,42.0,28.0,36.0,12.0,,,,,,2.0,145.0,,,R128,6-2 6-3 6-1,Thomas Enqvist,9.0,6.0,5513543.0,106971.0,,,Thomas Enqvist,87.0,9.0,6.0,78.0,38.0,67.0,27.0,26.0,40.0,23.0,,,,,,1.0,145.0,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
114,H2H 5-7,Gaston Gaudio,6.0,5.0,5513544.0,106978.0,,,Gaston Gaudio,83.0,6.0,1.0,101.0,37.0,87.0,48.0,29.0,39.0,17.0,,,172.0,139.0,199.0,2.0,188.0,52.0,37.0,R128,6-3 6-3 6-2,Nicolas Massu,6.0,5.0,5513544.0,106977.0,,,Nicolas Massu,105.0,9.0,6.0,87.0,41.0,101.0,66.0,42.0,35.0,22.0,,,167.0,138.0,205.0,1.0,188.0,27.0,27.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
115,H2H 1-0,Alex Kim,2.0,4.0,5513545.0,106966.0,,,Alex Kim,117.0,11.0,2.0,119.0,39.0,131.0,89.0,61.0,42.0,17.0,,,160.0,144.0,191.0,2.0,250.0,41.0,37.0,R128,7-5 7-6(5) 6-3,Younes El Aynaoui,22.0,4.0,5513545.0,106965.0,,,Younes El Aynaoui,133.0,15.0,4.0,131.0,53.0,119.0,92.0,70.0,27.0,10.0,,,175.0,154.0,210.0,1.0,250.0,27.0,55.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
116,H2H 1-0,Fernando Vicente,9.0,8.0,5513546.0,106974.0,,,Fernando Vicente,85.0,3.0,0.0,82.0,22.0,111.0,65.0,44.0,46.0,19.0,,,,,,2.0,193.0,,,R128,6-4 6-3 6-3,Rafael Nadal,2.0,4.0,5513546.0,106973.0,,,Rafael Nadal,108.0,18.0,4.0,111.0,48.0,82.0,46.0,37.0,36.0,23.0,,,,,,1.0,193.0,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
117,H2H 2-2,David Sanchez-Munoz,5.0,4.0,5513547.0,106959.0,,,David Sanchez-Munoz,85.0,6.0,1.0,99.0,32.0,97.0,50.0,37.0,47.0,16.0,,,162.0,123.0,199.0,1.0,196.0,28.0,28.0,R128,7-6(3) 6-2 6-2,Jan-Michael Gambill,13.0,4.0,5513547.0,106960.0,,,Jan-Michael Gambill,111.0,10.0,5.0,97.0,44.0,99.0,50.0,41.0,49.0,26.0,,,180.0,144.0,201.0,2.0,196.0,33.0,48.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
118,H2H 2-0,Mario Ancic,26.0,7.0,5513548.0,106981.0,,,Mario Ancic,134.0,11.0,3.0,134.0,42.0,155.0,86.0,66.0,69.0,26.0,,,193.0,152.0,205.0,1.0,289.0,65.0,57.0,R128,3-6 6-3 5-7 6-2 6-2,Jiri Novak,6.0,6.0,5513548.0,106982.0,,,Jiri Novak,155.0,13.0,6.0,155.0,63.0,134.0,76.0,59.0,58.0,33.0,,,175.0,146.0,193.0,2.0,289.0,40.0,40.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
119,H2H 2-1,Philipp Kohlschreiber,10.0,4.0,5513549.0,106980.0,,,Philipp Kohlschreiber,99.0,4.0,3.0,96.0,31.0,120.0,56.0,38.0,64.0,30.0,,,170.0,151.0,205.0,2.0,216.0,50.0,37.0,R128,6-4 7-6(4) 6-3,David Nalbandian,6.0,1.0,5513549.0,106979.0,,,David Nalbandian,117.0,18.0,5.0,120.0,52.0,96.0,56.0,40.0,40.0,25.0,,,176.0,141.0,193.0,1.0,216.0,35.0,32.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
120,H2H 2-2,Nicolas Mahut,17.0,11.0,5513550.0,106970.0,,,Nicolas Mahut,93.0,10.0,3.0,94.0,36.0,108.0,58.0,38.0,50.0,19.0,,,,,,2.0,202.0,,,R128,6-2 6-4 7-5,Jarkko Nieminen,8.0,4.0,5513550.0,106969.0,,,Jarkko Nieminen,109.0,15.0,7.0,108.0,51.0,94.0,54.0,42.0,40.0,16.0,,,,,,1.0,202.0,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
121,H2H 3-3,Mikhail Youzhny,9.0,6.0,5513551.0,106985.0,,,Mikhail Youzhny,159.0,13.0,4.0,168.0,58.0,155.0,109.0,74.0,46.0,27.0,,,,,,1.0,323.0,,,R128,5-7 6-4 3-6 6-3 7-5,Antony Dupuis,9.0,2.0,5513551.0,106986.0,,,Antony Dupuis,164.0,14.0,5.0,155.0,54.0,168.0,99.0,70.0,69.0,40.0,,,,,,2.0,323.0,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
122,H2H 1-0,Janko Tipsarevic,7.0,2.0,5513552.0,106961.0,,,Janko Tipsarevic,81.0,7.0,2.0,94.0,30.0,86.0,50.0,30.0,36.0,21.0,,,176.0,136.0,202.0,1.0,180.0,28.0,18.0,R128,6-2 7-6(4) 6-4,Mark Philippoussis,20.0,7.0,5513552.0,106962.0,,,Mark Philippoussis,99.0,8.0,5.0,86.0,35.0,94.0,55.0,41.0,39.0,23.0,,,199.0,154.0,225.0,2.0,180.0,39.0,43.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
123,H2H 2-2,Mariano Zabaleta,3.0,6.0,5513553.0,106955.0,,,Mariano Zabaleta,90.0,6.0,2.0,100.0,30.0,107.0,67.0,41.0,40.0,19.0,,,180.0,151.0,209.0,1.0,207.0,43.0,27.0,R128,7-6(4) 6-3 6-2,James Blake,8.0,3.0,5513553.0,106956.0,,,James Blake,117.0,16.0,5.0,107.0,47.0,100.0,67.0,51.0,33.0,19.0,,,181.0,141.0,202.0,2.0,207.0,26.0,39.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
124,H2H 1-0,Amer Delic,18.0,3.0,5513554.0,106967.0,,,Amer Delic,153.0,13.0,5.0,148.0,50.0,176.0,110.0,72.0,66.0,31.0,,,183.0,152.0,212.0,1.0,324.0,82.0,54.0,R128,4-6 6-3 6-7(3) 6-2 7-5,Sargis Sargsian,2.0,11.0,5513554.0,106968.0,,,Sargis Sargsian,171.0,21.0,8.0,176.0,73.0,148.0,102.0,73.0,46.0,25.0,,,157.0,138.0,196.0,2.0,324.0,44.0,36.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
125,H2H 1-0,Magnus Norman,8.0,15.0,5513555.0,106976.0,,,Magnus Norman,163.0,16.0,8.0,166.0,72.0,161.0,90.0,63.0,71.0,28.0,,,,,,2.0,327.0,,,R128,6-2 6-2 6-7(4) 0-6 7-6(4),Jean-Rene Lisnard,4.0,16.0,5513555.0,106975.0,,,Jean-Rene Lisnard,164.0,20.0,9.0,161.0,70.0,166.0,60.0,44.0,106.0,50.0,,,,,,1.0,327.0,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
126,H2H 5-0,Jose Acasuso,8.0,3.0,5513556.0,106957.0,,,Jose Acasuso,88.0,4.0,2.0,76.0,15.0,129.0,70.0,46.0,59.0,27.0,,,188.0,143.0,207.0,1.0,205.0,35.0,23.0,R128,5-7 6-3 6-3 2-0 Retired,Roger Federer,15.0,3.0,5513556.0,106958.0,,,Roger Federer,117.0,17.0,5.0,129.0,56.0,76.0,51.0,44.0,25.0,17.0,,,180.0,149.0,205.0,2.0,205.0,33.0,42.0,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
127,,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,F,5-7 6-0 7-5,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
128,,M Llodra / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,7-6(2) 6-1,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
129,,M Knowles / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-3 6-0,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
130,,M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-2,M Llodra / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
131,,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 7-6(4),J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
132,,W Arthurs / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 7-5,M Knowles / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
133,,M Ancic / I Ljubicic,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 2-6 7-6(4),B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
134,,L Arnold Ker / M Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(8) 6-2,M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
135,,W Black / K Ullyett,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-3,M Llodra / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
136,,N Lapentti / F Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-4,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
137,,S Prieto / J Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-4,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
138,,J Eagle / J Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(4) 6-7(2) 7-5,W Arthurs / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
139,,F Cermak / L Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-4,M Knowles / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
140,,P Luxa / D Skoch,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,5-7 6-1 6-2,M Ancic / I Ljubicic,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
141,,C Haggard / D Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 7-5,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
142,,A Dupuis / H Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-7(7) 7-6(4) 6-3,M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
143,,T Perry / O Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-1 6-1,L Arnold Ker / M Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
144,,R Ginepri / B Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 7-5,W Black / K Ullyett,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
145,,X Malisse / T Vanhoudt,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 6-4,M Llodra / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
146,,Y Allegro / R Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-4,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
147,,J Novak / R Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,WO,N Lapentti / F Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
148,,R Koenig / P Pala,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-5 4-6 6-4,S Prieto / J Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
149,,R Sluiter / M Verkerk,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 6-4,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
150,,R Leach / B MacPhie,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 1-6 6-3,W Arthurs / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
151,,K Kucera / B Ulihrach,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,WO,J Eagle / J Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
152,,M Garcia / G Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,3-6 6-3 6-4,F Cermak / L Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
153,,J Knowle / M Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 7-5,M Knowles / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
154,,J Melzer / F Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,4-6 6-3 7-5,M Ancic / I Ljubicic,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
155,,T Cibulec / P Vizner,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(5) 3-6 7-5,P Luxa / D Skoch,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
156,,N Healey / J Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-7(3) 6-4 7-6(7),C Haggard / D Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
157,,A Lopez-moron / F Mantilla,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-5 6-4,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
158,,D Hrbaty / A Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 7-6(3),M Bhupathi / M Mirnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
159,,A Olhovskiy / S Sargsian,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-4,A Dupuis / H Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
160,,D Bowen / A Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,3-6 6-4 7-6(2),T Perry / O Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
161,,J Acasuso / G Gaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-0,L Arnold Ker / M Hood,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
162,,D Ferrer / F Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 4-6 7-5,W Black / K Ullyett,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
163,,R Ram / B Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-4,R Ginepri / B Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
164,,N Davydenko / S Koubek,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 6-3,X Malisse / T Vanhoudt,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
165,,H Arazi / Y El Aynaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-4,M Llodra / F Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
166,,A Portas / T Robredo,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-3,J Bjorkman / T Woodbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
167,,M Fish / B Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(2) 6-7(4) 7-5,Y Allegro / R Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
168,,B Coupe / V Spadea,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 6-4,N Lapentti / F Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
169,,J Chela / L Horna,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 6-3,J Novak / R Stepanek,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
170,,G Etlis / M Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-4,R Koenig / P Pala,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
171,,J Erlich / A Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 1-6 6-1,S Prieto / J Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
172,,A Martin / N Massu,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-4,R Sluiter / M Verkerk,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
173,,J Landsberg / J Tarango,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 3-6 6-1,M Damm / C Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
174,,F Gonzalez / M Puerta,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-5 6-7(3) 6-4,W Arthurs / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
175,,A Calleri / A Schneiter,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-5 1-0 Retired,R Leach / B MacPhie,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
176,,T Dent / J Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-4,K Kucera / B Ulihrach,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
177,,T Behrend / M Youzhny,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-0,J Eagle / J Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
178,,J Carrasco / A Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-7(4) 6-0 7-6(2),F Cermak / L Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
179,,D Adams / A Kratzmann,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 6-4,M Garcia / G Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
180,,G Kuerten / J van Lottum,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(8) 6-7(5) 7-6(7),J Knowle / M Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
181,,R Nadal / D Sanchez-munoz,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-0,M Knowles / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
182,,Y Kafelnikov / D Rikl,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 4-6 6-3,M Ancic / I Ljubicic,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
183,,S Aspelin / M Bertolini,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,1-6 7-6(4) 6-3,J Melzer / F Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
184,,A Kim / J Salzenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-4,P Luxa / D Skoch,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
185,,J Gimelstob / N Zimonjic,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(3) 2-6 7-5,T Cibulec / P Vizner,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
186,,S Humphries / M Merklein,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 5-7 7-6(3),C Haggard / D Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
187,,J Coetzee / J de Jager,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-1 6-2,N Healey / J Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
188,,P Dabir / J Isner,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(6) 6-2,A Lopez-moron / F Mantilla,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
189,,J Gambill / T Parrott,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-2,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
190,H2H 2-1,Zack Fleishman,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-3 7-5,Wesley Moodie,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
191,H2H 2-1,Stefano Galvani,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-1 6-3,Robin Soderling,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
192,H2H 1-0,Michael Llodra,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,7-6(4) 7-6(5),Maximilian Abel,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
193,H2H 1-1,Stefano Pescosolido,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-4 7-6(6),Julien Benneteau,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
194,H2H 7-0,Dudi Sela,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-0 6-2,Ivo Karlovic,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
195,H2H 1-0,Arvind Parmar,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,7-5 5-7 6-1,Janko Tipsarevic,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
196,H2H 2-1,Potito Starace,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-2 6-7(6) 7-6(5),Nicolas Mahut,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
197,H2H 1-1,Vincenzo Santopadre,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-3 1-6 6-4,Jan Vacek,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-08-25,https://matchstat.com/tennis/tournaments/m/US%20Open/2003,US Open
