,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
0,H2H 5-1,J. Alexander,SF,7-5 6-4 2-6 6-3,grass,M. Riessen,1969-12-29,https://matchstat.com/tennis/tournaments/m/Perth/1969,Perth
1,H2H 4-2,P. Dent,SF,6-0 6-4 6-3,grass,K. Rosewall,1969-12-29,https://matchstat.com/tennis/tournaments/m/Perth/1969,Perth
2,H2H 1-0,A. Hammond,QF,6-4 6-4 6-0,grass,M. Riessen,1969-12-29,https://matchstat.com/tennis/tournaments/m/Perth/1969,Perth
3,H2H 1-0,P. Rigg,QF,6-4 6-4 6-1,grass,J. Alexander,1969-12-29,https://matchstat.com/tennis/tournaments/m/Perth/1969,Perth
4,H2H 1-0,R. Kilderry,QF,6-2 6-3 6-2,grass,P. Dent,1969-12-29,https://matchstat.com/tennis/tournaments/m/Perth/1969,Perth
5,H2H 1-0,P. Holton,QF,6-0 6-1 6-3,grass,K. Rosewall,1969-12-29,https://matchstat.com/tennis/tournaments/m/Perth/1969,Perth
