,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 11-2,Marin Cilic,4.0,2.0,8389837.0,3552482.0,,3.0,Marin Cilic,80.0,3.0,1.0,79.0,26.0,88.0,46.0,36.0,42.0,18.0,11.0,,,,,2.0,169.0,,,3.00,1.40,F,6-4 7-6(11),Clay,Stan Wawrinka,5.0,2.0,8389837.0,3552481.0,,1.4,Stan Wawrinka,89.0,7.0,2.0,90.0,36.0,77.0,47.0,34.0,30.0,19.0,11.0,,,,,1.0,169.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
1,H2H 6-0,Lukas Rosol,5.0,0.0,8389434.0,3552064.0,,6.5,Lukas Rosol,65.0,1.0,1.0,71.0,17.0,72.0,50.0,36.0,22.0,12.0,13.0,,,,,2.0,143.0,,,6.50,1.11,SF,6-2 4-6 6-3,Clay,Stan Wawrinka,5.0,1.0,8389434.0,3552063.0,,1.11,Stan Wawrinka,78.0,5.0,3.0,72.0,24.0,70.0,42.0,35.0,28.0,19.0,14.0,,,,,1.0,143.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
2,H2H 3-4,David Ferrer,3.0,6.0,8389418.0,3552030.0,,1.571,David Ferrer,80.0,6.0,3.0,74.0,29.0,90.0,64.0,38.0,26.0,13.0,12.0,,,,,2.0,170.0,,,1.57,2.38,SF,7-5 7-5,Clay,Marin Cilic,4.0,2.0,8389418.0,3552029.0,,2.375,Marin Cilic,90.0,11.0,5.0,96.0,45.0,72.0,43.0,32.0,29.0,13.0,12.0,,,,,1.0,170.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
3,H2H 2-0,Pablo Carreno Busta,1.0,1.0,8389142.0,3551576.0,,3.75,Pablo Carreno Busta,30.0,0.0,0.0,39.0,7.0,45.0,35.0,22.0,10.0,1.0,8.0,,,,,2.0,85.0,,,3.75,1.25,QF,6-3 6-1,Clay,Stan Wawrinka,2.0,0.0,8389142.0,3551575.0,,1.25,Stan Wawrinka,55.0,6.0,4.0,46.0,23.0,39.0,22.0,19.0,17.0,13.0,8.0,,,,,1.0,85.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
4,H2H 1-1,Andrey Kuznetsov,1.0,2.0,8389263.0,3551612.0,,1.44,Andrey Kuznetsov,65.0,9.0,2.0,76.0,29.0,69.0,37.0,22.0,32.0,14.0,10.0,,,,,2.0,147.0,,,1.44,2.80,QF,2-6 6-1 6-0,Clay,Lukas Rosol,8.0,1.0,8389263.0,3551611.0,,2.8,Lukas Rosol,82.0,10.0,5.0,71.0,35.0,75.0,41.0,27.0,34.0,20.0,11.0,,,,,1.0,147.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
5,H2H 2-0,Federico Delbonis,5.0,1.0,8389264.0,3551621.0,,2.0,Federico Delbonis,49.0,2.0,2.0,56.0,19.0,54.0,32.0,17.0,22.0,13.0,9.0,,,,,1.0,111.0,,,2.00,1.80,QF,6-4 6-3,Clay,Marin Cilic,6.0,2.0,8389264.0,3551622.0,,1.8,Marin Cilic,62.0,7.0,4.0,55.0,25.0,54.0,37.0,28.0,17.0,9.0,10.0,,,,,2.0,111.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
6,H2H 11-1,Guillermo Garcia-Lopez,0.0,1.0,8389265.0,3551643.0,,3.0,Guillermo Garcia-Lopez,40.0,7.0,1.0,51.0,17.0,47.0,22.0,16.0,25.0,7.0,8.0,,,,,1.0,99.0,,,3.00,1.33,QF,6-2 6-2,Clay,David Ferrer,2.0,1.0,8389265.0,3551644.0,,1.333,David Ferrer,59.0,8.0,5.0,48.0,25.0,50.0,31.0,21.0,19.0,13.0,8.0,,,,,2.0,99.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
7,H2H 7-0,Albert Ramos-Vinolas,0.0,5.0,8386767.0,3550142.0,,4.5,Albert Ramos-Vinolas,25.0,1.0,0.0,45.0,12.0,32.0,20.0,9.0,12.0,4.0,7.0,,,,,2.0,82.0,,,4.50,1.18,R16,6-1 6-1,Clay,Stan Wawrinka,5.0,1.0,8386767.0,3550141.0,,1.18,Stan Wawrinka,57.0,6.0,5.0,37.0,24.0,44.0,30.0,24.0,14.0,9.0,7.0,,,,,1.0,82.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
8,H2H 5-0,Inigo Cervantes,4.0,2.0,8388429.0,3550514.0,,3.65,Inigo Cervantes,47.0,1.0,1.0,50.0,15.0,59.0,30.0,17.0,29.0,15.0,9.0,,,,,2.0,111.0,,,3.65,1.29,R16,6-2 6-4,Clay,Pablo Carreno Busta,3.0,2.0,8388429.0,3550513.0,,1.29,Pablo Carreno Busta,64.0,11.0,4.0,61.0,29.0,48.0,28.0,23.0,20.0,12.0,9.0,,,,,1.0,111.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
9,H2H 1-0,John Isner,29.0,3.0,8386768.0,3550443.0,,1.43,John Isner,110.0,3.0,1.0,109.0,27.0,110.0,78.0,66.0,32.0,17.0,18.0,,,,,1.0,222.0,,,1.43,2.75,R16,5-7 7-6(5) 7-6(5),Clay,Lukas Rosol,6.0,3.0,8386768.0,3550444.0,,2.75,Lukas Rosol,112.0,0.0,0.0,113.0,30.0,106.0,67.0,53.0,39.0,29.0,18.0,,,,,2.0,222.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
10,H2H 1-0,Steve Johnson,10.0,0.0,8388125.0,3550524.0,,2.75,Steve Johnson,61.0,3.0,1.0,69.0,22.0,65.0,37.0,28.0,28.0,11.0,11.0,,,,,2.0,134.0,,,2.75,1.40,R16,7-5 6-4,Clay,Andrey Kuznetsov,5.0,3.0,8388125.0,3550523.0,,1.4,Andrey Kuznetsov,73.0,4.0,3.0,65.0,26.0,66.0,40.0,29.0,26.0,18.0,11.0,,,,,1.0,134.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
11,H2H 5-3,Thomaz Bellucci,1.0,5.0,8388757.0,3551118.0,,1.75,Thomaz Bellucci,32.0,2.0,1.0,44.0,14.0,38.0,27.0,15.0,11.0,3.0,7.0,,,,,2.0,87.0,,,1.75,2.00,R16,6-3 6-0,Clay,Federico Delbonis,2.0,3.0,8388757.0,3551117.0,,2.0,Federico Delbonis,55.0,6.0,5.0,43.0,25.0,41.0,30.0,23.0,11.0,7.0,8.0,,,,,1.0,87.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
12,H2H 3-2,Ernests Gulbis,9.0,3.0,8386769.0,3550535.0,,2.25,Ernests Gulbis,72.0,5.0,3.0,76.0,29.0,70.0,35.0,26.0,35.0,17.0,11.0,,,,,1.0,149.0,,,2.25,1.57,R16,6-4 7-6(5),Clay,Marin Cilic,7.0,5.0,8386769.0,3550536.0,,1.57,Marin Cilic,77.0,8.0,4.0,73.0,30.0,71.0,42.0,31.0,29.0,16.0,11.0,,,,,2.0,149.0,,,2016-05-16,https://matchstat.com/tennis/tournaments/m/Geneva/2016,Geneva
