,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,surface,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name
0,H2H 8-0,Milos Raonic,4.0,2.0,8368200.0,3530384.0,,5.25,Milos Raonic,37.0,0.0,0.0,41.0,11.0,58.0,30.0,23.0,28.0,3.0,7.0,,,,,2.0,101.0,,,5.25,1.17,F,6-2 6-0,Hard,Novak Djokovic,2.0,1.0,8368200.0,3530383.0,,1.17,Novak Djokovic,64.0,11.0,5.0,60.0,34.0,40.0,28.0,22.0,12.0,8.0,7.0,,,,,1.0,101.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
1,H2H 26-23,Rafael Nadal,2.0,0.0,8367787.0,3530118.0,,5.45,Rafael Nadal,70.0,2.0,1.0,60.0,19.0,93.0,74.0,40.0,19.0,11.0,10.0,,,,,2.0,153.0,,,5.45,1.14,SF,7-6(5) 6-2,Hard,Novak Djokovic,2.0,3.0,8367787.0,3530117.0,,1.14,Novak Djokovic,83.0,12.0,3.0,93.0,42.0,57.0,42.0,30.0,15.0,11.0,10.0,,,,,1.0,153.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
2,H2H 3-1,David Goffin,3.0,5.0,8367105.0,3529941.0,,3.4,David Goffin,75.0,3.0,2.0,84.0,29.0,74.0,47.0,33.0,27.0,13.0,13.0,,,,,1.0,163.0,,,3.40,1.30,SF,6-3 3-6 6-3,Hard,Milos Raonic,11.0,5.0,8367105.0,3529942.0,,1.3,Milos Raonic,88.0,3.0,3.0,79.0,33.0,79.0,56.0,46.0,23.0,9.0,14.0,,,,,2.0,163.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
3,H2H 16-6,Jo-Wilfried Tsonga,4.0,7.0,8367005.0,3529696.0,,6.0,Jo-Wilfried Tsonga,77.0,2.0,2.0,79.0,25.0,84.0,43.0,33.0,41.0,19.0,12.0,,,,,2.0,170.0,,,6.00,1.12,QF,7-6(2) 7-6(2),Hard,Novak Djokovic,3.0,4.0,8367005.0,3529695.0,,1.12,Novak Djokovic,93.0,8.0,2.0,91.0,39.0,75.0,48.0,38.0,27.0,16.0,12.0,,,,,1.0,170.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
4,H2H 9-2,Kei Nishikori,3.0,1.0,8367006.0,3529698.0,,1.72,Kei Nishikori,56.0,8.0,2.0,70.0,27.0,53.0,27.0,19.0,26.0,10.0,9.0,,,,,2.0,124.0,,,1.72,2.10,QF,6-4 6-3,Hard,Rafael Nadal,2.0,1.0,8367006.0,3529697.0,,2.1,Rafael Nadal,68.0,7.0,4.0,54.0,25.0,69.0,62.0,39.0,7.0,4.0,10.0,,,,,1.0,124.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
5,H2H 3-1,Marin Cilic,10.0,1.0,8366979.0,3529523.0,,1.666,Marin Cilic,70.0,12.0,1.0,83.0,30.0,69.0,39.0,24.0,30.0,16.0,10.0,,,,,1.0,153.0,,,1.67,2.15,QF,7-6(4) 6-2,Hard,David Goffin,7.0,5.0,8366979.0,3529524.0,,2.15,David Goffin,83.0,6.0,3.0,70.0,30.0,78.0,52.0,39.0,26.0,14.0,10.0,,,,,2.0,153.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
6,H2H 3-3,Gael Monfils,1.0,5.0,8366980.0,3529692.0,,3.4,Gael Monfils,63.0,2.0,1.0,58.0,16.0,77.0,50.0,33.0,27.0,14.0,10.0,,,,,2.0,140.0,,,3.40,1.33,QF,7-5 6-3,Hard,Milos Raonic,7.0,0.0,8366980.0,3529691.0,,1.33,Milos Raonic,77.0,13.0,3.0,82.0,35.0,58.0,40.0,31.0,18.0,11.0,11.0,,,,,1.0,140.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
7,H2H 8-1,Feliciano Lopez,5.0,0.0,8366850.0,3529232.0,,8.0,Feliciano Lopez,46.0,0.0,0.0,48.0,12.0,55.0,28.0,22.0,27.0,12.0,9.0,,,,,2.0,103.0,,,8.00,1.06,R16,6-3 6-3,Hard,Novak Djokovic,3.0,1.0,8366850.0,3529231.0,,1.062,Novak Djokovic,57.0,6.0,3.0,55.0,21.0,47.0,29.0,23.0,18.0,13.0,9.0,,,,,1.0,103.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
8,H2H 2-0,Dominic Thiem,1.0,4.0,8366851.0,3529165.0,,1.95,Dominic Thiem,40.0,0.0,0.0,52.0,13.0,46.0,31.0,19.0,15.0,8.0,8.0,,,,,1.0,102.0,,,1.95,1.87,R16,6-3 6-2,Hard,Jo-Wilfried Tsonga,12.0,4.0,8366851.0,3529166.0,,1.87,Jo-Wilfried Tsonga,62.0,7.0,3.0,50.0,23.0,48.0,26.0,23.0,22.0,16.0,9.0,,,,,2.0,102.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
9,H2H 1-0,Alexander Zverev,9.0,11.0,8366852.0,3529116.0,,3.4,Alexander Zverev,86.0,7.0,3.0,96.0,34.0,86.0,54.0,37.0,32.0,15.0,15.0,,,,,2.0,193.0,,,3.40,1.32,R16,6-7(8) 6-0 7-5,Hard,Rafael Nadal,2.0,2.0,8366852.0,3529115.0,,1.32,Rafael Nadal,107.0,10.0,7.0,97.0,45.0,94.0,69.0,48.0,25.0,14.0,15.0,,,,,1.0,193.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
10,H2H 2-1,John Isner,23.0,2.0,8366853.0,3529113.0,,2.15,John Isner,99.0,4.0,2.0,95.0,27.0,93.0,60.0,51.0,33.0,21.0,16.0,,,,,1.0,190.0,,,2.15,1.70,R16,1-6 7-6(2) 7-6(5),Hard,Kei Nishikori,1.0,1.0,8366853.0,3529114.0,,1.7,Kei Nishikori,91.0,0.0,0.0,95.0,23.0,94.0,62.0,50.0,32.0,18.0,15.0,,,,,2.0,190.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
11,H2H 2-2,Richard Gasquet,6.0,0.0,8366624.0,3528783.0,,1.65,Richard Gasquet,89.0,9.0,3.0,94.0,34.0,89.0,58.0,41.0,31.0,14.0,16.0,,,,,1.0,183.0,,,1.65,2.25,R16,7-5 5-7 6-2,Hard,Marin Cilic,15.0,5.0,8366624.0,3528784.0,,2.25,Marin Cilic,94.0,9.0,5.0,89.0,34.0,89.0,43.0,33.0,46.0,27.0,16.0,,,,,2.0,183.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
12,H2H 1-3,Stan Wawrinka,6.0,5.0,8366625.0,3528786.0,,1.3,Stan Wawrinka,107.0,15.0,6.0,109.0,47.0,102.0,60.0,40.0,42.0,20.0,17.0,,,,,2.0,216.0,,,1.30,3.50,R16,6-3 5-7 7-6(5),Hard,David Goffin,2.0,5.0,8366625.0,3528785.0,,3.5,David Goffin,109.0,11.0,7.0,107.0,47.0,104.0,71.0,43.0,33.0,19.0,16.0,,,,,1.0,216.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
13,H2H 4-2,Tomas Berdych,2.0,4.0,8366626.0,3528779.0,,2.0,Tomas Berdych,72.0,2.0,0.0,76.0,23.0,69.0,42.0,33.0,27.0,16.0,11.0,,,,,1.0,149.0,,,2.00,1.80,R16,6-4 7-6(7),Hard,Milos Raonic,8.0,5.0,8366626.0,3528780.0,,1.8,Milos Raonic,77.0,3.0,1.0,73.0,24.0,71.0,47.0,37.0,24.0,16.0,11.0,,,,,2.0,149.0,,,2016-03-07,https://matchstat.com/tennis/tournaments/m/Indian%20Wells%20Masters/2016,Indian Wells Masters
