,loser,round,score,winner,start_date,tournament_link,tournament_name
0,P Slozil / T Smid,F,6-2 6-2,P Fleming / J McEnroe,1984-01-09,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1984,ATP Finals Doubles
1,M Edmondson / S Stewart,SF,6-3 6-4,P Fleming / J McEnroe,1984-01-09,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1984,ATP Finals Doubles
2,A Jarryd / H Simonsson,SF,1-6 7-6 7-5,P Slozil / T Smid,1984-01-09,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1984,ATP Finals Doubles
3,C Kirmayr / C Motta,QF,5-7 6-1 6-4,M Edmondson / S Stewart,1984-01-09,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1984,ATP Finals Doubles
4,T Gullikson / T Gullikson,QF,7-6 7-6,P Slozil / T Smid,1984-01-09,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1984,ATP Finals Doubles
