,loser,round,score,winner,start_date,tournament_link,tournament_name
0,P McNamara / P McNamee,F,6-4 6-3,P Fleming / J McEnroe,1981-01-12,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1981,ATP Finals Doubles
1,K Curren / S Denton,SF,6-2 6-2,P Fleming / J McEnroe,1981-01-12,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1981,ATP Finals Doubles
2,B Lutz / S Smith,SF,0-6 6-3 6-4,P McNamara / P McNamee,1981-01-12,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1981,ATP Finals Doubles
