,loser,round,score,winner,start_date,tournament_link,tournament_name
0,J Nystrom / M Wilander,F,6-1 7-6,S Edberg / A Jarryd,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2
1,K Flach / R Seguso,SF,6-2 6-1,J Nystrom / M Wilander,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2
2,P Annacone / C Van Rensburg,SF,6-4 6-3,S Edberg / A Jarryd,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2
3,S Casal / E Sanchez,QF,6-0 7-6,K Flach / R Seguso,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2
4,M Edmondson / K Warwick,QF,7-6 4-6 7-6,J Nystrom / M Wilander,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2
5,H Gunthardt / B Taroczy,QF,5-7 6-3 7-6,P Annacone / C Van Rensburg,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2
6,P Slozil / T Smid,QF,7-5 6-2,S Edberg / A Jarryd,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2
