,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 1-6,Lleyton Hewitt,F,4-6 6-1 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Thomas Enqvist,hard
1,H2H 4-1,Jason Stoltenberg,SF,6-1 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Lleyton Hewitt,hard
2,H2H 3-0,Scott Draper,SF,6-3 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Thomas Enqvist,hard
3,H2H 1-0,Slava Dosedel,QF,4-6 6-4 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Lleyton Hewitt,hard
4,H2H 4-2,Byron Black,QF,6-3 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Jason Stoltenberg,hard
5,H2H 2-1,Michael Tebbutt,QF,6-7 6-4 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Scott Draper,hard
6,H2H 6-2,Dominik Hrbaty,QF,6-2 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Thomas Enqvist,hard
7,H2H 1-2,Patrick Rafter,R16,7-5 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Slava Dosedel,hard
8,H2H 5-1,Jiri Novak,R16,7-6 2-6 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Lleyton Hewitt,hard
9,H2H 2-1,Gianluca Pozzi,R16,6-3 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Jason Stoltenberg,hard
10,H2H 2-2,Andrei Pavel,R16,6-3 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Byron Black,hard
11,H2H 2-2,Michael Chang,R16,6-3 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Scott Draper,hard
12,H2H 1-1,Gustavo Kuerten,R16,6-7 7-6 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Michael Tebbutt,hard
13,H2H 1-0,Oliver Gross,R16,WO,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Dominik Hrbaty,hard
14,H2H 5-1,David Prinosil,R16,6-2 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Thomas Enqvist,hard
15,H2H 1-0,Takao Suzuki,R32,6-3 6-0,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Patrick Rafter,hard
16,H2H 3-1,Jim Courier,R32,7-5 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Slava Dosedel,hard
17,H2H 1-2,Andrew Ilie,R32,6-2 6-1,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Jiri Novak,hard
18,H2H 3-0,Nicolas Kiefer,R32,7-5 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Lleyton Hewitt,hard
19,H2H 1-0,Arnaud Di Pasquale,R32,6-1 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Jason Stoltenberg,hard
20,H2H 3-1,Todd Woodbridge,R32,6-4 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Gianluca Pozzi,hard
21,H2H 1-1,Mikael Tillstrom,R32,6-3 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Andrei Pavel,hard
22,H2H 3-1,Vince Spadea,R32,1-6 7-6 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Byron Black,hard
23,H2H 3-1,Sebastien Grosjean,R32,6-3 3-6 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Michael Chang,hard
24,H2H 4-1,Justin Gimelstob,R32,3-6 7-6 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Scott Draper,hard
25,H2H 2-2,Sebastien Lareau,R32,6-3 3-6 6-1,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Michael Tebbutt,hard
26,H2H 5-2,Jerome Golmard,R32,7-5 6-1,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Gustavo Kuerten,hard
27,H2H 3-2,Mariano Puerta,R32,4-6 6-1 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Dominik Hrbaty,hard
28,H2H 1-0,Mark Draper,R32,6-2 6-0,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Oliver Gross,hard
29,H2H 1-2,Adrian Voinea,R32,7-6 4-6 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,David Prinosil,hard
30,H2H 4-4,Mark Woodforde,R32,0-6 6-4 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Thomas Enqvist,hard
31,,J Courier / P Galbraith,F,6-4 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,G Kuerten / N Lapentti,hard
32,,N Kiefer / D Prinosil,SF,6-4 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,G Kuerten / N Lapentti,hard
33,,B Black / S Stolle,SF,6-4 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,J Courier / P Galbraith,hard
34,,J Greenhalgh / B Steven,QF,6-4 3-6 6-1,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,G Kuerten / N Lapentti,hard
35,,J Gimelstob / S Lareau,QF,WO,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,N Kiefer / D Prinosil,hard
36,,L Hewitt / P Kilderry,QF,6-2 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,J Courier / P Galbraith,hard
37,,J Eagle / P Rafter,QF,3-6 6-2 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,B Black / S Stolle,hard
38,,M Woodforde / T Woodbridge,R16,6-4 1-2 Retired,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,G Kuerten / N Lapentti,hard
39,,D Del Rio / M Puerta,R16,6-4 4-6 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,J Greenhalgh / B Steven,hard
40,,N Djordjevic / J Novak,R16,6-2 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,J Gimelstob / S Lareau,hard
41,,W Arthurs / P Tramacchi,R16,6-4 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,N Kiefer / D Prinosil,hard
42,,A Florent / A Kratzmann,R16,6-4 4-6 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,J Courier / P Galbraith,hard
43,,D Adams / J de Jager,R16,6-4 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,L Hewitt / P Kilderry,hard
44,,S Draper / J Stoltenberg,R16,6-4 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,B Black / S Stolle,hard
45,,N Kulti / M Tillstrom,R16,4-6 7-6 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,J Eagle / P Rafter,hard
46,H2H 1-0,Wayne Arthurs,FQ,7-6 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Mikael Tillstrom,hard
47,H2H 6-5,Arnaud Clement,FQ,6-4 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Sebastien Grosjean,hard
48,H2H 3-1,Nicklas Kulti,FQ,6-7 6-4 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Takao Suzuki,hard
49,H2H 1-0,Brett Steven,FQ,6-2 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Oliver Gross,hard
50,H2H 1-0,Peter Tramacchi,SFQ,7-5 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Mikael Tillstrom,hard
51,H2H 2-2,Michael Kohlmann,SFQ,7-5 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Wayne Arthurs,hard
52,H2H 1-0,Luis Morejon,SFQ,6-1 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Sebastien Grosjean,hard
53,H2H 1-0,Andrew Florent,SFQ,6-0 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Arnaud Clement,hard
54,H2H 1-1,Juan-Manuel Balcells,SFQ,7-6 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Takao Suzuki,hard
55,H2H 1-0,Jordan Kerr,SFQ,6-3 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Nicklas Kulti,hard
56,H2H 4-1,Sandon Stolle,SFQ,6-3 3-6 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Brett Steven,hard
57,H2H 1-0,Paul Goldstein,SFQ,6-1 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Oliver Gross,hard
58,H2H 2-0,Tim Crichton,QFQ,6-2 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Mikael Tillstrom,hard
59,H2H 2-0,Christian Vinck,QFQ,6-3 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Peter Tramacchi,hard
60,H2H 1-0,David Adams,QFQ,6-3 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Wayne Arthurs,hard
61,H2H 2-0,Dejan Petrovic,QFQ,7-6 3-6 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Michael Kohlmann,hard
62,H2H 1-0,Francisco Costa,QFQ,6-3 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Sebastien Grosjean,hard
63,H2H 1-0,Domenic Marafiote,QFQ,7-6 6-1,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Luis Morejon,hard
64,H2H 1-0,Matthew Fitzgerald,QFQ,6-4 4-6 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Andrew Florent,hard
65,H2H 1-0,Sebastien Swierk,QFQ,6-4 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Arnaud Clement,hard
66,H2H 2-0,Nicolas Lapentti,QFQ,6-4 1-6 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Juan-Manuel Balcells,hard
67,H2H 1-0,Ricardo Schlachter,QFQ,6-1 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Takao Suzuki,hard
68,H2H 1-0,Todd Perry,QFQ,6-3 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Jordan Kerr,hard
69,H2H 1-0,Stefan Koubek,QFQ,6-2 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Nicklas Kulti,hard
70,H2H 2-0,Dirk Dier,QFQ,6-4 6-0,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Brett Steven,hard
71,H2H 1-0,Wolfgang Schranz,QFQ,6-1 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Sandon Stolle,hard
72,H2H 1-0,Josh Tuckfield,QFQ,6-2 6-0,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Paul Goldstein,hard
73,H2H 1-0,Joshua Eagle,QFQ,6-2 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,Oliver Gross,hard
74,,M Kohlmann / V Spadea,FQ,6-4 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,N Kiefer / D Prinosil,hard
75,,M Draper / D Petrovic,SFQ,6-4 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,N Kiefer / D Prinosil,hard
76,,J Balcells / M Keil,SFQ,3-6 7-5 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Adelaide/1999,Adelaide,M Kohlmann / V Spadea,hard
77,H2H 3-3,Tim Henman,F,6-4 5-7 6-1,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Rainer Schuettler,hard
78,H2H 4-0,Karim Alami,SF,6-4 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Tim Henman,hard
79,H2H 1-1,Cedric Pioline,SF,3-6 6-2 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Rainer Schuettler,hard
80,H2H 3-1,Jeff Tarango,QF,6-4 6-7 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Tim Henman,hard
81,H2H 4-4,Hicham Arazi,QF,6-1 6-7 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Karim Alami,hard
82,H2H 1-2,Goran Ivanisevic,QF,6-2 6-7 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Rainer Schuettler,hard
83,H2H 2-1,Mariano Zabaleta,QF,7-6 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Cedric Pioline,hard
84,H2H 4-0,Younes El Aynaoui,R16,4-6 6-3 6-0,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Tim Henman,hard
85,H2H 1-2,Fernando Vicente,R16,6-3 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Jeff Tarango,hard
86,H2H 3-1,Yevgeny Kafelnikov,R16,3-6 6-1 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Hicham Arazi,hard
87,H2H 2-1,Franco Squillari,R16,6-2 6-7 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Karim Alami,hard
88,H2H 4-1,Daniel Vacek,R16,7-6 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Rainer Schuettler,hard
89,H2H 1-0,Christophe Van Garsse,R16,6-3 6-0,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Goran Ivanisevic,hard
90,H2H 3-1,Javier Sanchez,R16,7-6 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Cedric Pioline,hard
91,H2H 1-0,Bernd Karbacher,R16,6-0 3-6 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Mariano Zabaleta,hard
92,H2H 4-1,Sjeng Schalken,R32,6-2 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Tim Henman,hard
93,H2H 4-3,Fabrice Santoro,R32,6-4 6-1,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Younes El Aynaoui,hard
94,H2H 5-1,Davide Sanguinetti,R32,6-1 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Fernando Vicente,hard
95,H2H 2-1,Jan Siemerink,R32,6-3 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Jeff Tarango,hard
96,H2H 1-0,Stephane Huet,R32,2-6 6-3 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Yevgeny Kafelnikov,hard
97,H2H 2-2,Marat Safin,R32,1-6 6-3 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Hicham Arazi,hard
98,H2H 1-3,Bohdan Ulihrach,R32,2-6 6-1 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Franco Squillari,hard
99,H2H 1-1,Petr Korda,R32,7-6 2-6 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Karim Alami,hard
100,H2H 4-1,Thomas Johansson,R32,6-1 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Daniel Vacek,hard
101,H2H 1-1,Andrei Medvedev,R32,4-6 6-3 6-2,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Rainer Schuettler,hard
102,H2H 1-0,Filip De Wulf,R32,6-1 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Christophe Van Garsse,hard
103,H2H 6-2,Francisco Clavet,R32,6-3 6-7 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Goran Ivanisevic,hard
104,H2H 1-0,Juan-Antonio Marin,R32,6-3 6-1,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Cedric Pioline,hard
105,H2H 2-1,Kenneth Carlsen,R32,6-3 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Javier Sanchez,hard
106,H2H 1-0,Carlos Costa,R32,6-4 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Mariano Zabaleta,hard
107,H2H 3-0,Greg Rusedski,R32,4-6 7-6 6-3,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,Bernd Karbacher,hard
108,,P Norval / K Ullyett,F,6-3 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,A O'Brien / J Palmer,hard
109,,C Haggard / R Koenig,SF,7-6 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,A O'Brien / J Palmer,hard
110,,O Delaitre / F Santoro,SF,WO,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,P Norval / K Ullyett,hard
111,,B Coupe / M Merklein,QF,7-6 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,C Haggard / R Koenig,hard
112,,M Damm / C Suk,QF,6-2 7-5,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,A O'Brien / J Palmer,hard
113,,Y Kafelnikov / D Vacek,QF,6-7 7-5 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,P Norval / K Ullyett,hard
114,,K Alami / H Arazi,QF,6-2 7-6,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,O Delaitre / F Santoro,hard
115,,M Bhupathi / L Paes,R16,6-3 6-4,1999-01-04,https://matchstat.com/tennis/tournaments/m/Doha/1999,Doha,B Coupe / M Merklein,hard
