,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 5-0,Jeff Borowiak,F,6-2 6-4,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,I. Nastase,carpet
1,H2H 1-0,Alex Metreveli,SF,6-2 4-6 6-1,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,Jeff Borowiak,carpet
2,H2H 6-3,J. Alexander,SF,7-5 6-2,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,I. Nastase,carpet
3,H2H 2-2,Bjorn Borg,QF,3-6 6-3 6-4,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,Jeff Borowiak,carpet
4,H2H 2-1,J. Kodes,QF,4-6 6-4 6-1,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,Alex Metreveli,carpet
5,H2H 2-1,Andrew Pattison,QF,6-4 7-6,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,J. Alexander,carpet
6,H2H 3-2,Wojtek Fibak,QF,6-3 6-1,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,I. Nastase,carpet
7,H2H 1-1,P. Dent,R16,6-4 6-1,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,Bjorn Borg,carpet
8,H2H 3-2,Billy Martin,R16,6-3 5-7 6-2,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,Jeff Borowiak,carpet
9,H2H 1-0,Kim Warwick,R16,6-2 4-6 6-2,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,Alex Metreveli,carpet
10,H2H 5-2,Karl Meiler,R16,7-5 6-1,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,J. Kodes,carpet
11,H2H 2-0,Bob Giltinan,R16,7-6 2-6 6-4,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,J. Alexander,carpet
12,H2H 2-0,Crealy,R16,7-5 3-6 7-6,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,Andrew Pattison,carpet
13,H2H 3-0,Jiri Hrebec,R16,6-4 5-7 6-3,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,Wojtek Fibak,carpet
14,H2H 7-2,Z. Franulovic,R16,6-3 6-2,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,I. Nastase,carpet
15,,W Fibak / K Meiler,F,6-3 6-4,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,J Alexander / P Dent,carpet
16,,B Borg / B Giltinan,SF,6-4 6-7 6-4,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,J Alexander / P Dent,carpet
17,,A Pattison / K Warwick,SF,2-6 7-5 7-6,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,W Fibak / K Meiler,carpet
18,,Z Franulovic / B Martin,QF,WO,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,J Alexander / P Dent,carpet
19,,J Hrebec / J Kodes,QF,6-4 6-4,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,B Borg / B Giltinan,carpet
20,,J Borowiak / C Crealy,QF,6-7 6-4 6-3,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,A Pattison / K Warwick,carpet
21,,A Metreveli / I Nastase,QF,6-3 2-6 6-0,1976-01-12,https://matchstat.com/tennis/tournaments/m/WCT%20Atlanta/1976,WCT Atlanta,W Fibak / K Meiler,carpet
22,H2H 16-0,Vitas Gerulaitis,F,2-6 6-3 6-1,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,Bjorn Borg,carpet
23,H2H 7-0,I. Nastase,SF,6-3 6-3,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,Vitas Gerulaitis,carpet
24,H2H 6-0,M. Riessen,SF,6-3 6-1,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,Bjorn Borg,carpet
25,H2H 5-0,Jiri Hrebec,QF,6-4 6-2,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,I. Nastase,carpet
26,H2H 3-1,J. Kodes,QF,1-6 6-2 6-4,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,Vitas Gerulaitis,carpet
27,H2H 2-1,T. Roche,QF,6-1 6-4,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,M. Riessen,carpet
28,H2H 4-1,Vijay Amritraj,QF,6-3 6-4,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,Bjorn Borg,carpet
29,H2H 2-2,J. Fillol,R16,6-4 6-4,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,I. Nastase,carpet
30,H2H 1-2,Alex Metreveli,R16,6-1 6-2,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,Jiri Hrebec,carpet
31,H2H 1-0,David Lloyd,R16,6-1 6-4,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,J. Kodes,carpet
32,H2H 2-0,Anand Amritraj,R16,7-5 6-2,1976-02-09,https://matchstat.com/tennis/tournaments/m/WCT%20Toronto/1976,WCT Toronto,Vitas Gerulaitis,carpet
