,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,start_date,tournament_link,tournament_name,surface
2812,,I Dodig / I Karlovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 6-2,D Bracciali / P Starace,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2813,,M Granollers / F Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,WO,S Aspelin / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2814,,C Fleming / P Marx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(4) 6-3,J Cabal / E Schwank,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2815,,R Schuettler / A Waske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(5) 6-3,S Lipsky / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2816,,A Dolgopolov / X Malisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,3-6 6-3 7-6(5),D Brown / M Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2817,,J Tipsarevic / V Troicki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,2-1 Retired,F Cermak / F Polasek,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2818,,P Andujar / D Gimeno-Traver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-4,M Llodra / N Zimonjic,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2819,,C Berlocq / R Ramirez Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-7(2) 7-6(8),J Benneteau / N Mahut,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2820,,K De Schepper / A Olivetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-7(5) 6-4 6-3,R Lindstedt / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2821,,M Lopez / D Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-4 7-6(2),C Kas / A Peya,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2822,,F Fognini / F Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-3 6-3,M Mirnyi / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2823,,S Giraldo / P Riba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 5-7 6-1,B Bryan / M Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2824,,J Chardy / A Clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,4-6 6-3 6-2,C Guccione / J Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2825,,A Mannarino / B Paire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-5 4-6 7-6(3),T Gabashvili / M Kukushkin,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2826,,R Haase / O Rochus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-5 6-3,S Stakhovsky / M Youzhny,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2827,,M Russell / R Sweeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 5-7 6-2,M Melo / B Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2828,,F Gil / R Wassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-4,A Golubev / D Istomin,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2829,,P Cuevas / L Dlouhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 1-6 6-2,M Gonzalez / K Nishikori,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2830,,A Seppi / S Vagnozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-2,R Bopanna / A Qureshi,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2831,,T Haas / P Petzschner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,2-6 6-3 6-2,M Bhupathi / L Paes,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2832,,J Brunstrom / J Nieminen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-3,A Fisher / S Huss,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2833,,P Herbert / N Renavand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 5-7 6-4,I Dodig / I Karlovic,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2834,,J Isner / S Querrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,2-6 7-6(5) 7-6(6),D Bracciali / P Starace,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2835,,E Butorac / J Rojer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,3-6 6-3 6-3,S Aspelin / P Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2836,,S Devvarman / Y Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 6-4,M Granollers / F Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2837,,K Skupski / I Zelenay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-4,C Fleming / P Marx,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2838,,W Moodie / D Norman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(4) 6-3,J Cabal / E Schwank,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2839,,L Kubot / O Marach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 7-6(5),S Lipsky / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2840,,S Gonzalez / T Rettenmaier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,4-6 6-1 7-6(4),R Schuettler / A Waske,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2841,,G Garcia-Lopez / A Montanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-1,D Brown / M Kohlmann,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2842,,M Knowles / M Mertinak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 7-6(3),A Dolgopolov / X Malisse,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2843,,F Ferreiro / A Sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-2 6-3,F Cermak / F Polasek,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2844,,M Gicquel / E Roger-Vasselin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(2) 6-2,J Tipsarevic / V Troicki,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2845,,O Patience / E Prodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-2,P Andujar / D Gimeno-Traver,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2846,,I Kunitsyn / I Ljubicic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-5 6-4,M Llodra / N Zimonjic,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2847,,M Fyrstenberg / M Matkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 3-6 7-6(3),J Benneteau / N Mahut,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2848,,G Rufin / A Sidorenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-3,C Berlocq / R Ramirez Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2849,,M Berrer / F Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 5-7 7-6(5),K De Schepper / A Olivetti,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2850,,J Cerretani / A Shamasdin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-4 6-3,R Lindstedt / H Tecau,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2851,,M Damm / V Hanescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,6-3 1-1 Retired,M Lopez / D Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2852,,L Arnold Ker / J Chela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,4-6 6-2 6-4,C Kas / A Peya,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2853,,J Erlich / A Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(5) 6-3,F Fognini / F Volandri,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2854,,G Monfils / J Ouanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R64,7-6(6) 6-3,M Mirnyi / D Nestor,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2855,H2H 1-0,Alex Bogomolov Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-1 6-3,Steve Darcis,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2856,H2H 1-2,Simone Bolelli,4.0,3.0,6003518.0,157896.0,,1.47,Simone Bolelli,78.0,10.0,3.0,86.0,30.0,84.0,47.0,30.0,37.0,18.0,,,,,,2.0,170.0,,,1.47,2.86,FQ,6-1 3-6 7-5,Antonio Veic,2.0,4.0,6003518.0,157895.0,,2.86,Antonio Veic,92.0,9.0,5.0,84.0,36.0,86.0,50.0,38.0,36.0,18.0,,,,,,1.0,170.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2857,H2H 1-0,Jan Hernych,2.0,2.0,6003519.0,157897.0,,2.96,Jan Hernych,79.0,7.0,3.0,86.0,32.0,88.0,58.0,34.0,30.0,13.0,,,,,,1.0,174.0,,,2.96,1.45,FQ,5-7 6-2 6-3,Leonardo Mayer,0.0,3.0,6003519.0,157898.0,,1.45,Leonardo Mayer,95.0,10.0,6.0,88.0,41.0,86.0,51.0,38.0,35.0,16.0,,,,,,2.0,174.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2858,H2H 1-0,Andrey Kuznetsov,2.0,4.0,6003520.0,157899.0,,2.68,Andrey Kuznetsov,110.0,11.0,5.0,108.0,43.0,127.0,67.0,43.0,60.0,24.0,,,178.0,148.0,195.0,1.0,235.0,23.0,35.0,2.68,1.53,FQ,7-5 6-7(8) 6-2,Stephane Robert,11.0,3.0,6003520.0,157900.0,,1.53,Stephane Robert,125.0,21.0,8.0,127.0,60.0,108.0,57.0,41.0,51.0,24.0,,,182.0,139.0,204.0,2.0,235.0,21.0,46.0,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2859,H2H 2-0,Romain Jouan,7.0,2.0,6003521.0,157902.0,,2.98,Romain Jouan,89.0,6.0,2.0,84.0,25.0,98.0,51.0,37.0,47.0,27.0,,,,,,2.0,182.0,,,2.98,1.42,FQ,3-6 6-3 7-5,Denis Gremelmayr,6.0,2.0,6003521.0,157901.0,,1.422,Denis Gremelmayr,93.0,7.0,3.0,98.0,34.0,84.0,57.0,42.0,27.0,17.0,,,,,,1.0,182.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2860,H2H 1-0,Ryan Harrison,1.0,1.0,6003522.0,157904.0,,1.606,Ryan Harrison,67.0,9.0,2.0,77.0,32.0,62.0,40.0,26.0,22.0,9.0,,,,,,2.0,139.0,,,1.61,2.4,FQ,6-2 7-6(5),Javier Marti,0.0,3.0,6003522.0,157903.0,,2.4,Javier Marti,72.0,5.0,4.0,62.0,27.0,77.0,50.0,28.0,27.0,17.0,,,,,,1.0,139.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2861,H2H 1-0,Alessio Di Mauro,4.0,1.0,6003523.0,157905.0,,2.05,Alessio Di Mauro,80.0,19.0,5.0,100.0,42.0,72.0,34.0,25.0,38.0,13.0,,,,,,1.0,172.0,,,2.05,1.81,FQ,7-5 4-6 6-1,Alejandro Falla,3.0,5.0,6003523.0,157906.0,,1.813,Alejandro Falla,92.0,9.0,7.0,72.0,34.0,100.0,62.0,36.0,38.0,22.0,,,,,,2.0,172.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2862,H2H 2-0,Jorge Aguilar,3.0,2.0,6003524.0,157908.0,,3.15,Jorge Aguilar,76.0,8.0,1.0,77.0,25.0,87.0,51.0,33.0,36.0,18.0,,,,,,2.0,164.0,,,3.15,1.39,FQ,6-4 7-6(1),Thomas Schoorel,3.0,1.0,6003524.0,157907.0,,1.386,Thomas Schoorel,88.0,13.0,2.0,87.0,36.0,77.0,45.0,35.0,32.0,17.0,,,,,,1.0,164.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2863,H2H 1-2,Ivo Minar,9.0,3.0,6003525.0,157910.0,,1.49,Ivo Minar,95.0,11.0,3.0,93.0,37.0,89.0,59.0,41.0,30.0,17.0,,,,,,2.0,182.0,,,1.49,2.66,FQ,1-6 6-4 6-4,Bjorn Phau,2.0,2.0,6003525.0,157909.0,,2.66,Bjorn Phau,87.0,11.0,2.0,89.0,31.0,93.0,54.0,35.0,39.0,21.0,,,,,,1.0,182.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2864,H2H 1-2,Marsel Khamdamov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-4 4-0 Retired,Augustin Gensse,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2865,H2H 2-1,Simon Greul,5.0,0.0,6003527.0,157912.0,,2.6,Simon Greul,85.0,6.0,3.0,94.0,38.0,81.0,54.0,34.0,27.0,13.0,,,,,,2.0,175.0,,,2.6,1.51,FQ,2-6 7-5 6-1,Lukasz Kubot,3.0,7.0,6003527.0,157911.0,,1.51,Lukasz Kubot,90.0,8.0,4.0,81.0,34.0,94.0,48.0,34.0,46.0,22.0,,,,,,1.0,175.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2866,H2H 1-2,Marc Gicquel,4.0,4.0,6003528.0,157914.0,,1.85,Marc Gicquel,52.0,2.0,0.0,64.0,18.0,59.0,30.0,25.0,29.0,9.0,,,195.0,155.0,209.0,2.0,123.0,25.0,20.0,1.85,1.97,FQ,7-5 6-1,Lukas Rosol,8.0,4.0,6003528.0,157913.0,,1.97,Lukas Rosol,71.0,10.0,3.0,59.0,25.0,64.0,38.0,31.0,26.0,15.0,,,200.0,153.0,216.0,1.0,123.0,20.0,28.0,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2867,H2H 2-1,Andreas Beck,3.0,3.0,6003529.0,157916.0,,1.88,Andreas Beck,66.0,1.0,1.0,68.0,20.0,67.0,43.0,34.0,24.0,12.0,,,184.0,162.0,202.0,2.0,135.0,25.0,22.0,1.88,2.0,FQ,6-4 7-6(5),Eric Prodon,9.0,2.0,6003529.0,157915.0,,2.0,Eric Prodon,69.0,2.0,2.0,67.0,21.0,68.0,42.0,33.0,26.0,15.0,,,168.0,146.0,198.0,1.0,135.0,14.0,25.0,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2868,H2H 2-0,Nikola Ciric,7.0,1.0,6003530.0,157917.0,,2.74,Nikola Ciric,76.0,3.0,1.0,81.0,22.0,92.0,57.0,38.0,35.0,16.0,,,185.0,143.0,207.0,1.0,173.0,43.0,25.0,2.74,1.5,FQ,6-7(6) 6-2 6-2,David Guez,1.0,1.0,6003530.0,157918.0,,1.5,David Guez,97.0,8.0,5.0,92.0,38.0,81.0,51.0,38.0,30.0,21.0,,,164.0,124.0,181.0,2.0,173.0,17.0,25.0,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2869,H2H 2-0,Victor Crivoi,1.0,1.0,6003531.0,157920.0,,1.65,Victor Crivoi,39.0,2.0,0.0,48.0,12.0,50.0,30.0,19.0,20.0,8.0,,,,,,2.0,98.0,,,1.65,2.36,FQ,6-1 6-3,Frank Dancevic,12.0,0.0,6003531.0,157919.0,,2.36,Frank Dancevic,59.0,5.0,4.0,50.0,23.0,48.0,28.0,24.0,20.0,12.0,,,,,,1.0,98.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2870,H2H 1-0,Bastian Knittel,0.0,10.0,6003532.0,157922.0,,2.94,Bastian Knittel,58.0,2.0,1.0,58.0,20.0,71.0,36.0,23.0,35.0,15.0,,,,,,2.0,129.0,,,2.94,1.45,FQ,6-4 6-3,Albert Ramos-Vinolas,3.0,1.0,6003532.0,157921.0,,1.45,Albert Ramos-Vinolas,71.0,11.0,4.0,71.0,33.0,58.0,44.0,31.0,14.0,7.0,,,,,,1.0,129.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2871,H2H 4-2,Rik De Voest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,6-0 1-6 6-4,Alex Bogomolov Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2872,H2H 1-0,Rogerio Dutra Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,4-6 6-2 6-1,Steve Darcis,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2873,H2H 2-1,Facundo Bagnis,1.0,6.0,6003487.0,157826.0,,1.735,Facundo Bagnis,74.0,8.0,4.0,75.0,28.0,83.0,49.0,30.0,34.0,16.0,,,,,,2.0,158.0,,,1.74,2.16,SFQ,6-3 2-6 6-2,Antonio Veic,4.0,1.0,6003487.0,157825.0,,2.16,Antonio Veic,84.0,9.0,5.0,83.0,37.0,75.0,46.0,30.0,29.0,17.0,,,,,,1.0,158.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2874,H2H 2-0,Evgeny Donskoy,5.0,3.0,6003488.0,157827.0,,3.39,Evgeny Donskoy,60.0,6.0,2.0,62.0,20.0,73.0,49.0,30.0,24.0,10.0,,,,,,1.0,135.0,,,3.39,1.35,SFQ,6-3 7-5,Simone Bolelli,1.0,0.0,6003488.0,157828.0,,1.345,Simone Bolelli,75.0,9.0,4.0,73.0,33.0,62.0,40.0,29.0,22.0,13.0,,,,,,2.0,135.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2875,H2H 1-0,Laurent Rochette,3.0,5.0,6003489.0,157829.0,,2.57,Laurent Rochette,91.0,9.0,2.0,92.0,29.0,111.0,66.0,39.0,45.0,23.0,,,,,,1.0,203.0,,,2.57,1.54,SFQ,6-7(4) 6-3 6-3,Jan Hernych,8.0,0.0,6003489.0,157830.0,,1.541,Jan Hernych,112.0,18.0,5.0,111.0,49.0,92.0,63.0,45.0,29.0,18.0,,,,,,2.0,203.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2876,H2H 3-0,Juan-Sebastian Cabal,3.0,1.0,6003490.0,157831.0,,3.28,Juan-Sebastian Cabal,30.0,1.0,1.0,43.0,12.0,42.0,29.0,15.0,13.0,3.0,,,,,,1.0,85.0,,,3.28,1.36,SFQ,6-1 6-2,Leonardo Mayer,1.0,2.0,6003490.0,157832.0,,1.364,Leonardo Mayer,55.0,7.0,5.0,42.0,24.0,43.0,26.0,22.0,17.0,9.0,,,,,,2.0,85.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2877,H2H 2-0,Illya Marchenko,4.0,6.0,6003491.0,157833.0,,2.24,Illya Marchenko,94.0,6.0,3.0,95.0,35.0,101.0,55.0,37.0,46.0,22.0,,,,,,1.0,196.0,,,2.24,1.69,SFQ,5-7 6-3 6-3,Andrey Kuznetsov,3.0,5.0,6003491.0,157834.0,,1.69,Andrey Kuznetsov,102.0,11.0,5.0,101.0,42.0,95.0,53.0,39.0,42.0,21.0,,,,,,2.0,196.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2878,H2H 1-1,Robert Farah,2.0,3.0,6003492.0,157835.0,,3.08,Robert Farah,40.0,3.0,0.0,47.0,14.0,49.0,32.0,20.0,17.0,6.0,,,,,,1.0,96.0,,,3.08,1.4,SFQ,6-1 6-3,Stephane Robert,2.0,0.0,6003492.0,157836.0,,1.4,Stephane Robert,56.0,7.0,4.0,49.0,23.0,47.0,20.0,17.0,27.0,16.0,,,,,,2.0,96.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2879,H2H 1-0,Charles-Antoine Brezac,4.0,2.0,6003493.0,157838.0,,2.67,Charles-Antoine Brezac,71.0,8.0,2.0,71.0,30.0,74.0,44.0,25.0,30.0,16.0,,,,,,2.0,145.0,,,2.67,1.51,SFQ,6-4 6-4,Denis Gremelmayr,1.0,5.0,6003493.0,157837.0,,1.505,Denis Gremelmayr,74.0,7.0,4.0,74.0,33.0,71.0,48.0,33.0,23.0,8.0,,,,,,1.0,145.0,,,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
2880,H2H 2-0,Paolo Lorenzi,6.0,4.0,6003494.0,157840.0,,1.333,Paolo Lorenzi,93.0,7.0,3.0,97.0,33.0,96.0,61.0,42.0,35.0,18.0,,,181.0,142.0,194.0,2.0,193.0,22.0,29.0,1.33,3.47,SFQ,7-5 4-6 6-4,Romain Jouan,12.0,1.0,6003494.0,157839.0,,3.47,Romain Jouan,100.0,8.0,4.0,96.0,36.0,97.0,49.0,40.0,48.0,24.0,,,190.0,139.0,210.0,1.0,193.0,42.0,44.0,2011-05-23,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/2011,FO - RG,clay
