,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
0,H2H 1-2,Irina Spirlea,F,2-6 7-6 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Sabine Hack
1,H2H 2-0,Maria Strandlund,SF,6-0 6-1,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Sabine Hack
2,H2H 1-2,Yayuk Basuki,SF,3-6 6-4 Retired,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Irina Spirlea
3,H2H 2-0,Jana Nejedly,QF,6-2 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Sabine Hack
4,H2H 1-0,Shi-Ting Wang,QF,6-2 4-6 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Maria Strandlund
5,H2H 1-0,Tina Krizan,QF,6-2 6-1,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Irina Spirlea
6,H2H 2-0,Nana Smith,QF,7-5 1-6 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Yayuk Basuki
7,H2H 2-0,Julie Steven,R16,6-3 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Sabine Hack
8,H2H 1-1,Karin Kschwendt,R16,6-1 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Jana Nejedly
9,H2H 1-0,Florencia Labat,R16,6-4 4-6 7-5,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Maria Strandlund
10,H2H 2-0,Stephanie Rottier,R16,2-6 6-3 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Shi-Ting Wang
11,H2H 6-3,Dominique Van Roost,R16,4-6 6-2 6-2,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Irina Spirlea
12,H2H 2-1,Mercedes Paz,R16,7-5 7-5,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Tina Krizan
13,H2H 1-0,Claudia Porwik,R16,6-1 0-6 6-1,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Nana Smith
14,H2H 1-0,Ei Iida,R16,6-3 6-1,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Yayuk Basuki
15,H2H 2-0,Maja Zivec-Skulj,R32,6-4 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Sabine Hack
16,H2H 1-0,Alexandra Fusai,R32,6-3 6-2,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Julie Steven
17,H2H 1-0,Ludmila Varmuzova,R32,7-6 6-2,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Karin Kschwendt
18,H2H 1-2,Elena Pampoulova,R32,6-3 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Jana Nejedly
19,H2H 3-3,Nicole Bradtke,R32,2-6 6-2 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Florencia Labat
20,H2H 1-0,Marzia Grossi,R32,6-2 6-7 6-1,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Maria Strandlund
21,H2H 1-0,Kristina Brandi,R32,6-4 6-2,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Stephanie Rottier
22,H2H 2-0,Tamarine Tanasugarn,R32,6-1 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Shi-Ting Wang
23,H2H 1-0,Rika Hiraki,R32,6-1 6-2,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Irina Spirlea
24,H2H 1-0,Sung-Hee Park,R32,5-7 6-1 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Dominique Van Roost
25,H2H 1-2,Anne Miller,R32,6-3 6-1,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Mercedes Paz
26,H2H 1-0,Ann Wunderlich,R32,4-6 6-0 6-0,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Tina Krizan
27,H2H 2-0,Petra Kamstra,R32,7-6 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Nana Smith
28,H2H 1-0,Noelle Van Lottum,R32,7-5 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Claudia Porwik
29,H2H 1-0,Romana Tedjakusuma,R32,7-6 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Ei Iida
30,H2H 1-1,Catalina Cristea,R32,6-4 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Yayuk Basuki
31,H2H 1-0,Maria Vento-Kabchi,R64,6-4 4-6 6-4,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Maja Zivec-Skulj
32,H2H 1-0,Eny Sulistyowati,R64,6-2 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Julie Steven
33,H2H 1-0,Olga Lugina,R64,3-6 6-3 6-3,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Alexandra Fusai
34,H2H 1-0,Il-Soon Kim,R64,6-1 2-0 Retired,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Karin Kschwendt
35,H2H 1-0,Hiromi Nagano,R64,6-4 6-2,1995-01-02,hard,https://matchstat.com/tennis/tournaments/w/Jakarta/1995,Jakarta,Ludmila Varmuzova
