,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
14,H2H 2-1,Gretchen Magers,R16,6-3 6-0,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Pam Shriver
15,H2H 4-0,Elna Reinach,R32,6-1 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Hana Mandlikova
16,H2H 1-0,Nicole Bradtke,R32,6-1 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Wendy Turnbull
17,H2H 0-1,Dianne Balestrat,R32,WO,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Elise Burgin
18,H2H 1-0,Eva Pfaff,R32,6-3 4-6 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Lori McNeil
19,H2H 5-0,Ann Henricksson,R32,6-1 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Helena Sukova
20,H2H 1-0,Elizabeth Minter,R32,7-6 6-7 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Anna-Maria Fernandez
21,H2H 1-2,Jo Durie,R32,7-5 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Camille Benjamin
22,H2H 3-0,Molly Van Nostrand,R32,6-3 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Zina Garrison-Jackson
23,H2H 2-0,Julie Richardson,R32,6-1 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Manuela Maleeva-Fragniere
24,H2H 1-0,Patricia Hy-Boulais,R32,6-1 6-1,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Anne Smith
25,H2H 1-0,Anne Hobbs,R32,2-6 6-3 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Anne Minter
26,H2H 1-5,Claudia Kohde-Kilsch,R32,6-4 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Etsuko Inoue
27,H2H 1-1,Robin White,R32,6-3 2-6 6-1,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Dianne  Van Rensburg
28,H2H 2-2,Janine Tremelling,R32,6-1 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Catarina Lindqvist
29,H2H 1-0,Tina Mochizuki,R32,6-4 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Gretchen Magers
30,H2H 5-0,Sara Gomer,R32,6-1 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Pam Shriver
31,H2H 4-1,Elizabeth Smylie,R64,6-2 3-6 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Elna Reinach
32,H2H 3-0,Jenny Byrne,R64,6-2 3-6 6-0,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Nicole Bradtke
33,H2H 5-1,Terry Holladay,R64,6-1 6-1,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Wendy Turnbull
34,H2H 3-0,Gigi Fernandez,R64,6-1 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Dianne Balestrat
35,H2H 4-0,Sylvia Hanika,R64,6-3 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Elise Burgin
36,H2H 3-2,Hu Na,R64,6-0 5-7 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Eva Pfaff
37,H2H 3-0,Claudia Porwik,R64,6-4 5-7 6-1,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Ann Henricksson
38,H2H 1-0,Andrea Betzner,R64,7-5 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Anna-Maria Fernandez
39,H2H 1-0,Sandy Collins,R64,6-3 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Elizabeth Minter
40,H2H 3-0,Michelle Jaggard-Lai,R64,6-3 3-6 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Jo Durie
41,H2H 2-0,Csilla Bartos-Cserepy,R64,6-4 4-6 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Camille Benjamin
42,H2H 1-0,Beverly Bowes-Hackney,R64,6-1 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Molly Van Nostrand
43,H2H 1-0,Regina Marsikova,R64,4-6 6-3 6-0,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Julie Richardson
44,H2H 1-0,Alycia Moulton,R64,6-3 3-6 6-1,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Patricia Hy-Boulais
45,H2H 1-0,Carling Bassett-Seguso,R64,6-4 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Anne Smith
46,H2H 1-0,Helen Kelesi,R64,7-6 6-7 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Anne Hobbs
47,H2H 2-0,Cammy Macgregor,R64,7-6 4-6 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Anne Minter
48,H2H 1-0,Ann Devries,R64,7-6 4-6 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Etsuko Inoue
49,H2H 2-1,Betsy Nagelsen,R64,7-6 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Dianne  Van Rensburg
50,H2H 1-0,Sharon Walsh-Pete,R64,6-4 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Janine Tremelling
51,H2H 1-0,Eva Krapl,R64,6-1 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Catarina Lindqvist
52,H2H 1-1,Marianne Werdel-Witmeyer,R64,6-0 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Gretchen Magers
53,H2H 2-0,Marie-Christine Calleja,R64,6-2 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Tina Mochizuki
54,H2H 1-0,Amanda Tobin,R64,6-4 3-6 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Sara Gomer
55,,J Byrne / J Tremelling,F,6-7 7-5 6-1,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,B Nagelsen / E Smylie
56,,G Fernandez / R White,SF,3-6 6-4 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,J Byrne / J Tremelling
57,,Z Garrison-jackson / L McNeil,SF,6-3 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,B Nagelsen / E Smylie
58,,C Kohde-Kilsch / H Sukova,QF,7-5 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,J Byrne / J Tremelling
59,,E Burgin / R Nideffer,QF,6-2 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,G Fernandez / R White
60,,A Betzner / C Singer,QF,6-1 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,B Nagelsen / E Smylie
61,,H Mandlikova / W Turnbull,QF,6-2 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Z Garrison-jackson / L McNeil
62,,R Bryant / A Tobin,R16,6-2 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,C Kohde-Kilsch / H Sukova
63,,C Bakkum / M Van Der Torre,R16,5-7 6-2 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,J Byrne / J Tremelling
64,,L Antonoplis / C Monteiro,R16,6-1 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,E Burgin / R Nideffer
65,,C Jolissaint / H Ludloff,R16,7-6 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,G Fernandez / R White
66,,C Bassett-Seguso / A Smith,R16,6-4 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,A Betzner / C Singer
67,,B Cordwell / L Field,R16,6-4 6-7 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,B Nagelsen / E Smylie
68,,G Magers / J Reinbold,R16,7-6 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Z Garrison-jackson / L McNeil
69,,M Bollegraf / H Kelesi,R16,6-1 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,H Mandlikova / W Turnbull
70,,A Henricksson / C Karlsson,R32,6-3 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,C Kohde-Kilsch / H Sukova
71,,C Macgregor / C Macgregor,R32,6-4 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,R Bryant / A Tobin
72,,A Holikova / M Schropp,R32,7-6 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,C Bakkum / M Van Der Torre
73,,A Moulton / M Van Nostrand,R32,7-6 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,J Byrne / J Tremelling
74,,J Durie / A Hobbs,R32,7-6 3-6 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,E Burgin / R Nideffer
75,,M Jaggard-Lai / L O'Neill,R32,6-4 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,L Antonoplis / C Monteiro
76,,H Na / M Yanagi,R32,4-6 7-5 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,C Jolissaint / H Ludloff
77,,C Bartos-cserepy / S Gomer,R32,6-0 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,G Fernandez / R White
78,,C Lindqvist / E Pfaff,R32,7-6 6-0,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,C Bassett-Seguso / A Smith
79,,A Minter / E Minter,R32,7-6 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,A Betzner / C Singer
80,,C Benjamin / D Van Rensburg,R32,6-4 7-6 6-3,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,B Cordwell / L Field
81,,L Allen / E Reinach,R32,6-2 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,B Nagelsen / E Smylie
82,,A Fernandez / J Richardson,R32,6-1 6-4,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,Z Garrison-jackson / L McNeil
83,,T Holladay / P Smith,R32,7-5 4-6 6-2,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,G Magers / J Reinbold
84,,C Carney / A Kijimuta,R32,7-5 7-5,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,M Bollegraf / H Kelesi
85,,S Collins / S Walsh-pete,R32,7-5 7-6,1987-01-05,grass,https://matchstat.com/tennis/tournaments/w/Sydney/1987,Sydney,H Mandlikova / W Turnbull
86,H2H 8-29,Martina Navratilova,F,7-5 7-6(1),1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Hana Mandlikova
87,H2H 14-0,Catarina Lindqvist,SF,6-3 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Martina Navratilova
88,H2H 6-4,Claudia Kohde-Kilsch,SF,6-1 0-6 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Hana Mandlikova
89,H2H 33-1,Zina Garrison-Jackson,QF,6-0 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Martina Navratilova
90,H2H 3-3,Pam Shriver,QF,6-3 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Catarina Lindqvist
91,H2H 5-1,Elizabeth Smylie,QF,7-6(3) 4-6 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Claudia Kohde-Kilsch
92,H2H 6-0,Lori McNeil,QF,6-0 6-0,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Hana Mandlikova
93,H2H 1-0,Janine Tremelling,R16,6-4 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Martina Navratilova
94,H2H 6-2,Wendy Turnbull,R16,6-1 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Zina Garrison-Jackson
95,H2H 9-2,Jo Durie,R16,6-1 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Pam Shriver
96,H2H 2-7,Manuela Maleeva-Fragniere,R16,6-3 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Catarina Lindqvist
97,H2H 5-1,Sylvia Hanika,R16,6-3 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Claudia Kohde-Kilsch
98,H2H 1-3,Helena Sukova,R16,7-5 3-6 7-5,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Elizabeth Smylie
99,H2H 2-0,Anne Hobbs,R16,7-6(4) 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Lori McNeil
100,H2H 5-3,Carling Bassett-Seguso,R16,6-2 4-6 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Hana Mandlikova
101,H2H 4-0,Camille Benjamin,R32,6-2 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Martina Navratilova
102,H2H 1-0,Beverly Bowes-Hackney,R32,6-3 7-5,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Janine Tremelling
103,H2H 2-1,Jennifer Reinbold,R32,4-6 6-1 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Wendy Turnbull
104,H2H 6-2,Eva Pfaff,R32,6-2 3-6 7-5,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Zina Garrison-Jackson
105,H2H 4-0,Elna Reinach,R32,6-2 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Pam Shriver
106,H2H 1-0,Judith Wiesner,R32,6-1 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Jo Durie
107,H2H 2-1,Marie-Christine Calleja,R32,4-6 6-1 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Catarina Lindqvist
108,H2H 1-0,Csilla Bartos-Cserepy,R32,6-3 6-7(5) 7-5,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Manuela Maleeva-Fragniere
109,H2H 1-0,Tina Mochizuki,R32,6-2 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Claudia Kohde-Kilsch
110,H2H 1-0,Akiko Kijimuta,R32,6-3 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Sylvia Hanika
111,H2H 3-1,Robin White,R32,6-1 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Elizabeth Smylie
112,H2H 3-1,Christiane Jolissaint,R32,6-2 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Helena Sukova
113,H2H 1-1,Marianne Werdel-Witmeyer,R32,6-2 7-5,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Lori McNeil
114,H2H 1-1,Dianne Balestrat,R32,6-4 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Anne Hobbs
115,H2H 1-0,Andrea Holikova,R32,6-1 7-6(2),1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Carling Bassett-Seguso
116,H2H 3-0,Anne Smith,R32,6-3 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Hana Mandlikova
117,H2H 1-0,Jamie Golder,R64,6-0 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Martina Navratilova
118,H2H 1-3,Helen Kelesi,R64,4-6 6-4 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Camille Benjamin
119,H2H 1-0,Rebecca Bryant,R64,6-2 6-7(1) 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Beverly Bowes-Hackney
120,H2H 1-1,Rosalyn Nideffer,R64,3-6 6-4 8-6,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Janine Tremelling
121,H2H 1-1,Jenny Byrne,R64,2-6 6-4 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Wendy Turnbull
122,H2H 1-0,Cammy Macgregor,R64,7-5 4-6 6-0,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Jennifer Reinbold
123,H2H 1-0,Susan Rimes,R64,7-5 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Eva Pfaff
124,H2H 3-0,Heather Ludloff,R64,6-1 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Zina Garrison-Jackson
125,H2H 11-1,Alycia Moulton,R64,6-2 4-6 11-9,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Pam Shriver
126,H2H 1-0,Louise Field,R64,6-1 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Elna Reinach
127,H2H 2-1,Ann Henricksson,R64,7-6(1) 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Judith Wiesner
128,H2H 2-1,Vicki Nelson-Dunbar,R64,7-5 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Jo Durie
129,H2H 3-0,Ann Devries,R64,6-2 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Catarina Lindqvist
130,H2H 1-0,Manon Bollegraf,R64,4-6 6-4 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Marie-Christine Calleja
131,H2H 1-0,Alison Scott,R64,6-3 6-0,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Csilla Bartos-Cserepy
132,H2H 1-0,Yukie Koizumi,R64,6-4 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Manuela Maleeva-Fragniere
133,H2H 2-2,Nicole Bradtke,R64,6-2 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Claudia Kohde-Kilsch
134,H2H 1-0,Christina Singer,R64,6-3 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Tina Mochizuki
135,H2H 2-1,Etsuko Inoue,R64,6-4 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Sylvia Hanika
136,H2H 1-1,Terry Phelps,R64,6-3 4-6 6-0,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Akiko Kijimuta
137,H2H 2-1,Belinda Cordwell,R64,6-1 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Robin White
138,H2H 1-1,Patricia Hy-Boulais,R64,6-2 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Elizabeth Smylie
139,H2H 1-0,Betsy Nagelsen,R64,6-4 1-6 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Christiane Jolissaint
140,H2H 2-0,Hu Na,R64,6-4 7-6(6),1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Helena Sukova
141,H2H 5-2,Elise Burgin,R64,6-3 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Lori McNeil
142,H2H 3-1,Gigi Fernandez,R64,6-2 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Marianne Werdel-Witmeyer
143,H2H 2-0,Sara Gomer,R64,6-2 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Anne Hobbs
144,H2H 1-1,Gretchen Magers,R64,6-3 4-6 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Dianne Balestrat
145,H2H 1-0,Julie Salmon,R64,6-1 6-1,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Carling Bassett-Seguso
146,H2H 1-0,Wiltrud Probst,R64,5-7 6-4 8-6,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Andrea Holikova
147,H2H 1-0,Kathrin Keil,R64,6-2 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Anne Smith
148,H2H 1-0,Julie Richardson,R64,4-6 6-2 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Hana Mandlikova
149,H2H 2-0,Claudia Monteiro,R128,6-4 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Helen Kelesi
150,H2H 1-2,Elizabeth Minter,R128,0-6 6-4 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Camille Benjamin
151,H2H 1-0,Louise Allen,R128,6-1 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Rebecca Bryant
152,H2H 1-0,Amanda Tobin,R128,7-5 6-7(5) 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Janine Tremelling
153,H2H 2-0,Lisa O'Neill,R128,6-4 2-6 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Jenny Byrne
154,H2H 1-0,Carina Karlsson,R128,7-5 3-6 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Cammy Macgregor
155,H2H 1-0,Caryn Copeland,R128,6-2 6-2,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Susan Rimes
156,H2H 1-0,Emiko Okagawa,R128,7-5 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Heather Ludloff
157,H2H 1-0,Claudia Porwik,R128,4-6 6-4 6-3,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Alycia Moulton
158,H2H 1-0,Barbara Gerken,R128,7-6(2) 1-6 6-4,1987-01-12,grass,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1987,Australian Open,Louise Field
