,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
13,H2H 1-0,Judy Dalton,R16,6-2 6-2,clay,Corinne Molesworth,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
14,H2H 7-1,Kerry Reid,R16,6-2 6-3,clay,Evonne Cawley,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
15,H2H 0-2,Nancy Richey,R32,WO,clay,Gail Lovera Benedetti,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
16,H2H 1-0,Marijke Schaar,R32,7-5 7-5,clay,Katja Ebbinghaus,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
17,H2H 1-0,Brenda Kirk,R32,6-2 6-1,clay,Helga Masthoff,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
18,H2H 1-0,Fiorella Bonicelli,R32,6-4 6-4,clay,Helen Gourlay,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
19,H2H 2-0,Winnie Shaw,R32,6-3 6-0,clay,Billie Jean King,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
20,H2H 1-0,Heide Orth,R32,9-7 3-6 6-3,clay,Valerie Ziegenfuss,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
21,H2H 7-0,Betty Stove,R32,6-0 6-1,clay,Virginia Wade,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
22,H2H 1-0,Marie Pinterova,R32,6-4 6-4,clay,Mona Guerrant,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
23,H2H 1-0,Lesley Hunt,R32,2-6 6-2 6-2,clay,Wendy Overton,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
24,H2H 1-0,Gertruida Walhof,R32,6-3 6-2,clay,Francoise Durr,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
25,H2H 2-0,Karen Krantzcke,R32,6-2 7-5,clay,Olga Morozova,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
26,H2H 1-0,Rosie Casals,R32,8-6 8-6,clay,Laura Rossouw,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
27,H2H 2-0,Nell Truman,R32,6-3 6-1,clay,Judy Dalton,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
28,H2H 1-0,Linda Tuero,R32,6-3 6-1,clay,Corinne Molesworth,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
29,H2H 9-0,Pam Teeguarden,R32,9-7 4-6 16-14,clay,Kerry Reid,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
30,H2H 1-0,Patricia Pretorius,R32,6-2 7-5,clay,Evonne Cawley,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
31,H2H 1-0,Vlasta Vopickova,R64,6-4 3-6 6-4,clay,Katja Ebbinghaus,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
32,H2H 1-0,Isabel Fernandez-De Soto,R64,6-4 6-4,clay,Fiorella Bonicelli,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
33,H2H 1-0,Nancy Ornstein,R64,6-2 6-4,clay,Heide Orth,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
34,H2H 1-0,Patricia Gregg,R64,6-4 6-3,clay,Mona Guerrant,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
35,H2H 1-0,Erzsebet Szell,R64,6-4 6-2,clay,Gertruida Walhof,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
36,H2H 2-0,Wendy Gilchrist,R64,2-6 6-3 6-3,clay,Laura Rossouw,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
37,H2H 1-0,Sonja Pachta,R64,7-9 6-0 6-4,clay,Corinne Molesworth,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
38,H2H 2-0,Kazuko Sawamatsu,R64,7-5 8-6,clay,Pam Teeguarden,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
39,H2H 1-0,Michele Gurdal,R128,6-0 6-0,clay,Vlasta Vopickova,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
40,H2H 1-0,Jill Cooper,R128,6-4 6-4,clay,Katja Ebbinghaus,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
41,H2H 1-0,Ingrid Bentzer,R128,6-2 6-3,clay,Isabel Fernandez-De Soto,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
42,H2H 1-0,Odile De Roubin,R128,6-2 0-6 6-2,clay,Fiorella Bonicelli,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
43,H2H 1-0,Alena Palmeova,R128,6-3 5-7 6-2,clay,Nancy Ornstein,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
44,H2H 1-1,Lita Sugiarto,R128,6-3 6-1,clay,Heide Orth,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
45,H2H 1-0,Ana-Maria Pinto-Bravo,R128,4-6 6-2 9-7,clay,Mona Guerrant,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
46,H2H 1-0,Christina Sandberg,R128,6-3 2-6 6-3,clay,Patricia Gregg,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
47,H2H 1-0,Kora Schediwy,R128,6-1 6-3,clay,Erzsebet Szell,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
48,H2H 1-0,Marina Chuvirina,R128,7-5 6-2,clay,Gertruida Walhof,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
49,H2H 1-0,Barbara Downs,R128,6-2 6-0,clay,Laura Rossouw,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
50,H2H 1-0,Miroslava Holubova,R128,6-3 6-3,clay,Wendy Gilchrist,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
51,H2H 1-0,Sharon Walsh-Pete,R128,6-2 2-6 6-3,clay,Sonja Pachta,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
52,H2H 1-0,Nathalie Fuchs,R128,7-5 6-4,clay,Corinne Molesworth,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
53,H2H 1-0,Laura Du Pont,R128,6-3 6-2,clay,Kazuko Sawamatsu,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
54,H2H 2-0,Kerry Harris,R128,6-2 6-0,clay,Pam Teeguarden,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
55,,W Shaw / N Truman,F,6-1 6-2,clay,B King / B Stove,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
56,,H Gourlay / K Krantzcke,SF,6-3 6-4,clay,W Shaw / N Truman,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
57,,J Dalton / F Durr,SF,4-6 6-3 6-1,clay,B King / B Stove,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
58,,H Masthoff / H Orth,QF,8-6 3-6 6-4,clay,W Shaw / N Truman,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
59,,F Bonicelli / I Fernandez-de Soto,QF,6-4 6-1,clay,H Gourlay / K Krantzcke,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
60,,K Harris / K Reid,QF,6-2 6-3,clay,B King / B Stove,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
61,,L Hunt / O Morozova,QF,5-7 6-2 6-2,clay,J Dalton / F Durr,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
62,,R Casals / V Wade,R16,6-4 1-6 6-2,clay,W Shaw / N Truman,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
63,,W Gilchrist / L Rossouw,R16,6-4 6-2,clay,H Masthoff / H Orth,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
64,,B Kirk / P Pretorius,R16,6-4 6-3,clay,F Bonicelli / I Fernandez-de Soto,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
65,,W Overton / V Ziegenfuss,R16,6-3 10-12 6-4,clay,H Gourlay / K Krantzcke,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
66,,P Teeguarden / L Tuero,R16,6-4 6-3,clay,K Harris / K Reid,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
67,,G Lovera Benedetti / R Darmon,R16,6-2 6-2,clay,B King / B Stove,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
68,,K Shaw / K Sawamatsu,R16,6-3 6-3,clay,L Hunt / O Morozova,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
69,,M Pinterova / V Vopickova,R16,WO,clay,J Dalton / F Durr,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
70,,M Chuvirina / K Schediwy,R32,6-2 6-2,clay,R Casals / V Wade,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
71,,N Fuchs / F Guedy,R32,6-2 6-3,clay,W Shaw / N Truman,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
72,,C Molesworth / M Guerrant,R32,6-2 6-3,clay,H Masthoff / H Orth,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
73,,F De La Courtie-billat / A Rouchon,R32,WO,clay,W Gilchrist / L Rossouw,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
74,,L Crosby / L Sarno,R32,6-1 6-1,clay,B Kirk / P Pretorius,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
75,,I Bentzer / C Sandberg,R32,6-4 10-8,clay,F Bonicelli / I Fernandez-de Soto,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
76,,M Holubova / E Szell,R32,6-2 8-6,clay,H Gourlay / K Krantzcke,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
77,,L Kaligis / L Sugiarto,R32,6-2 7-5,clay,W Overton / V Ziegenfuss,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
78,,M Brochard / S Rual,R32,6-4 6-3,clay,P Teeguarden / L Tuero,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
79,,R Giscafre / A Pinto-bravo,R32,7-5 6-2,clay,K Harris / K Reid,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
80,,R Bailey / S Barman,R32,WO,clay,G Lovera Benedetti / R Darmon,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
81,,J Heldman / C Mandarino,R32,WO,clay,B King / B Stove,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
82,,K Ebbinghaus / G Walhof,R32,0-6 6-3 6-3,clay,K Shaw / K Sawamatsu,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
83,,D Beillan / Y Tanaka,R32,6-3 6-4,clay,L Hunt / O Morozova,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
84,,O De Roubin / M Boulle,R32,6-4 5-7 7-5,clay,M Pinterova / V Vopickova,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
85,,E Dumitrescu / E Rosianu,R32,WO,clay,J Dalton / F Durr,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
86,H2H 1-0,Madeleine Pegel,FQ,6-4 6-0,clay,Michele Gurdal,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
87,H2H 1-0,Florence Guedy,FQ,6-1 6-0,clay,Isabel Fernandez-De Soto,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
88,H2H 1-0,Ana-Maria Pinto-Bravo,FQ,6-2 4-6 6-2,clay,Nancy Ornstein,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
89,H2H 1-0,Pamela Austin,FQ,6-2 6-4,clay,Mona Guerrant,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
90,H2H 1-0,Faye Moore,FQ,6-1 6-3,clay,Erzsebet Szell,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
91,H2H 1-0,Michelle Boulle,FQ,1-6 6-3 6-3,clay,Barbara Downs,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
92,H2H 1-0,Marina Chuvirina,FQ,6-4 4-6 6-1,clay,Sonja Pachta,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
93,H2H 1-0,Johanne Venturino,FQ,6-1 6-3,clay,Laura Du Pont,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
94,H2H 1-0,Janine Mauroy-Toffier,SFQ,6-3 6-3,clay,Michele Gurdal,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
95,H2H 0-0,Daniele Bouteleux,SFQ,WO,clay,Madeleine Pegel,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
96,H2H 1-0,Jacqueline Le Boubennec,SFQ,6-1 6-3,clay,Isabel Fernandez-De Soto,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
97,H2H 1-1,Daniela Porzio,SFQ,0-6 6-3 6-4,clay,Florence Guedy,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
98,H2H 1-0,Dominique Beillan,SFQ,6-4 2-6 6-1,clay,Ana-Maria Pinto-Bravo,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
99,H2H 1-0,Christiane Sarrazin,SFQ,6-0 6-1,clay,Nancy Ornstein,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
100,H2H 1-0,Wendy Turnbull,SFQ,4-6 8-6 6-3,clay,Mona Guerrant,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
101,H2H 1-0,Sylvie Rual,SFQ,6-2 6-0,clay,Pamela Austin,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
102,H2H 1-0,Rosalba Vido,SFQ,12-10 6-3,clay,Erzsebet Szell,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
103,H2H 1-0,J. Turner,SFQ,6-0 6-3,clay,Faye Moore,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
104,H2H 1-0,Anne-Marie Rouchon,SFQ,6-4 2-6 6-3,clay,Michelle Boulle,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
105,H2H 1-0,Monique Van Haver,SFQ,7-5 6-3,clay,Barbara Downs,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
106,H2H 1-0,Kristien Shaw,SFQ,6-3 3-6 6-3,clay,Sonja Pachta,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
107,H2H 1-0,Maria Hollingsworth,SFQ,6-0 6-1,clay,Marina Chuvirina,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
108,H2H 1-0,Monica Giorgi,SFQ,3-6 6-2 6-4,clay,Johanne Venturino,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
109,H2H 1-0,Marilyn Pryde,SFQ,2-6 10-8 6-0,clay,Laura Du Pont,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
110,H2H 1-0,Barbara Hawcroft,QFQ,6-2 1-6 8-6,clay,Michele Gurdal,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
111,H2H 1-0,Shari Barman,QFQ,6-0 6-3,clay,Jacqueline Le Boubennec,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
112,H2H 1-0,Maria-Eugenia Guzman,QFQ,6-2 3-6 6-1,clay,Florence Guedy,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
113,H2H 1-0,Lucinda Crosby,QFQ,6-0 6-1,clay,Ana-Maria Pinto-Bravo,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
114,H2H 1-0,Claudine Rouire,QFQ,6-3 6-1,clay,Nancy Ornstein,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
115,H2H 1-0,Rosy Darmon,QFQ,4-6 7-5 6-1,clay,Wendy Turnbull,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
116,H2H 1-0,Raquel Giscafre,QFQ,7-5 6-3,clay,Rosalba Vido,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
117,H2H 1-0,Marie-Christine Brochard,QFQ,6-4 6-2,clay,Faye Moore,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
118,H2H 1-0,Yoshiro Tanaka,QFQ,7-5 6-1,clay,Michelle Boulle,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
119,H2H 1-0,Maria-Teresa Nasuelli,QFQ,8-6 6-3,clay,Barbara Downs,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
120,H2H 1-0,Lany Kaligis,QFQ,10-8 6-2,clay,Monique Van Haver,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
121,H2H 1-0,Carmen Mandarino,QFQ,6-3 7-5,clay,Kristien Shaw,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
122,H2H 1-0,Kathy Blake,QFQ,6-2 4-6 6-2,clay,Monica Giorgi,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
123,H2H 1-0,Lucia Sarno,QFQ,6-3 6-0,clay,Marilyn Pryde,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
124,H2H 1-0,Ingrid Sadlon,QFQ,6-4 6-1,clay,Laura Du Pont,1972-05-22,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1972,FO - RG
125,H2H 9-2,Evonne Cawley,F,6-3 6-3,grass,Billie Jean King,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
126,H2H 5-9,Chris Evert,SF,4-6 6-3 6-4,grass,Evonne Cawley,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
127,H2H 8-0,Rosie Casals,SF,6-2 6-4,grass,Billie Jean King,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
128,H2H 4-0,Francoise Durr,QF,8-6 7-5,grass,Evonne Cawley,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
129,H2H 2-0,Patti Hogan,QF,6-2 4-6 6-1,grass,Chris Evert,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
130,H2H 2-1,Nancy Richey,QF,3-6 6-4 6-0,grass,Rosie Casals,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
131,H2H 7-0,Virginia Wade,QF,6-1 3-6 6-3,grass,Billie Jean King,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
132,H2H 2-0,Olga Morozova,R16,3-6 6-0 9-7,grass,Evonne Cawley,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
133,H2H 2-1,Laura Du Pont,R16,6-1 6-2,grass,Francoise Durr,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
134,H2H 5-0,Julie Anthony,R16,6-3 6-2,grass,Chris Evert,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
135,H2H 1-0,Pam Teeguarden,R16,6-3 6-4,grass,Patti Hogan,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
136,H2H 2-0,Betty Stove,R16,6-3 6-2,grass,Rosie Casals,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
137,H2H 1-0,Kerry Harris,R16,6-3 7-5,grass,Nancy Richey,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
138,H2H 1-0,Helen Gourlay,R16,6-3 6-2,grass,Virginia Wade,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
139,H2H 2-0,Winnie Shaw,R16,6-4 6-2,grass,Billie Jean King,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
140,H2H 1-0,Sandy Stap,R32,6-2 6-0,grass,Evonne Cawley,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
141,H2H 1-0,Wendy Overton,R32,6-4 6-1,grass,Olga Morozova,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
142,H2H 2-0,Nell Truman,R32,6-0 6-1,grass,Francoise Durr,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
143,H2H 1-0,Marina Kroschina,R32,9-8 6-4,grass,Laura Du Pont,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
144,H2H 2-0,Mary-Ann Beattie,R32,8-6 8-6,grass,Chris Evert,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
145,H2H 1-0,Jill Cooper,R32,6-1 6-2,grass,Julie Anthony,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
146,H2H 1-0,Kerry Reid,R32,6-4 6-4,grass,Patti Hogan,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
147,H2H 1-0,Laura Rossouw,R32,6-2 6-2,grass,Pam Teeguarden,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
148,H2H 1-0,Gertruida Walhof,R32,6-2 9-8,grass,Betty Stove,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
149,H2H 1-0,Barbara Hawcroft,R32,6-0 6-1,grass,Rosie Casals,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
150,H2H 1-0,Lita Sugiarto,R32,3-6 6-2 6-2,grass,Kerry Harris,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
151,H2H 1-0,Patricia Walkden,R32,6-2 4-6 6-2,grass,Nancy Richey,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
152,H2H 3-0,Judy Dalton,R32,7-5 6-3,grass,Helen Gourlay,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
153,H2H 1-0,Ingrid Bentzer,R32,6-1 6-1,grass,Virginia Wade,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
154,H2H 1-0,Marcie Harper,R32,6-2 6-2,grass,Winnie Shaw,1972-06-26,https://matchstat.com/tennis/tournaments/w/Wimbledon/1972,Wimbledon
