,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 2-0,Bud Schultz,F,6-4 6-3 3-6 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Mark Woodforde,hard
1,H2H 1-0,Wally Masur,SF,7-6 6-7 9-7,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Bud Schultz,hard
2,H2H 2-0,Bill Scanlon,SF,6-1 2-6 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Mark Woodforde,hard
3,H2H 2-0,Craig A. Miller,QF,7-5 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Bud Schultz,hard
4,H2H 1-0,Brett Dickinson,QF,6-4 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Wally Masur,hard
5,H2H 1-0,David Lewis,QF,6-2 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Mark Woodforde,hard
6,H2H 6-0,Brad Drewett,QF,6-4 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Bill Scanlon,hard
7,H2H 2-0,Steve Guy,R16,6-3 5-7 6-3,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Bud Schultz,hard
8,H2H 1-0,Russell Simpson,R16,6-2 1-6 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Craig A. Miller,hard
9,H2H 1-0,Kelly Evernden,R16,7-6 7-5,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Brett Dickinson,hard
10,H2H 2-0,David Mustard,R16,6-1 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Wally Masur,hard
11,H2H 1-0,Tomm Warneke,R16,7-6 7-5,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,David Lewis,hard
12,H2H 3-1,Michiel Schapers,R16,6-4 4-2 Retired,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Mark Woodforde,hard
13,H2H 2-1,Bruce Derlin,R16,6-2 3-6 6-3,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Bill Scanlon,hard
14,H2H 3-0,Ben Testerman,R16,6-4 4-6 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Brad Drewett,hard
15,H2H 1-0,Simon Robinson,R32,6-0 6-0,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Bud Schultz,hard
16,H2H 1-0,Peter Johnston,R32,4-6 6-4 7-5,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Steve Guy,hard
17,H2H 1-0,Roberto Saad,R32,6-3 6-1,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Craig A. Miller,hard
18,H2H 1-0,Jason Goodall,R32,7-5 3-6 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Russell Simpson,hard
19,H2H 1-0,Danny Saltz,R32,6-2 7-5,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Kelly Evernden,hard
20,H2H 1-0,Karl Richter,R32,4-6 6-0 6-3,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Brett Dickinson,hard
21,H2H 1-0,Malcolm Elley,R32,6-4 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,David Mustard,hard
22,H2H 2-0,Peter Carlsson,R32,6-1 6-0,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Wally Masur,hard
23,H2H 1-0,Peter Doohan,R32,7-5 6-3,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Tomm Warneke,hard
24,H2H 1-0,Rick Rudeen,R32,6-3 2-6 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,David Lewis,hard
25,H2H 1-0,Harald Rittersbacher,R32,6-4 6-3,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Mark Woodforde,hard
26,H2H 1-0,Cary Stansbury,R32,4-6 6-4 7-5,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Michiel Schapers,hard
27,H2H 2-0,Broderick Dyke,R32,6-2 6-1,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Bill Scanlon,hard
28,H2H 1-0,Alex Antonitsch,R32,6-3 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Bruce Derlin,hard
29,H2H 1-0,Brett Steven,R32,6-3 7-6,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Brad Drewett,hard
30,H2H 1-0,Neil Borwick,R32,6-3 6-7 14-12,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,Ben Testerman,hard
31,,K Richter / R Rudeen,F,6-3 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,B Dyke / W Masur,hard
32,,D Saltz / T Warneke,SF,6-1 2-6 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,B Dyke / W Masur,hard
33,,P Doohan / K Evernden,SF,6-4 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,K Richter / R Rudeen,hard
34,,B Schultz / B Testerman,QF,7-6 2-6 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,B Dyke / W Masur,hard
35,,B Drewett / R Simpson,QF,6-2 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,D Saltz / T Warneke,hard
36,,C A. Miller / L Warder,QF,6-3 3-6 6-3,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,K Richter / R Rudeen,hard
37,,A Antonitsch / M Schapers,QF,WO,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,P Doohan / K Evernden,hard
38,,R Barlow / H Rittersbacher,R16,6-1 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,B Dyke / W Masur,hard
39,,P Johnston / M Lewis,R16,7-6 4-6 11-9,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,B Schultz / B Testerman,hard
40,,S Robinson / B Steven,R16,6-3 6-4,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,B Drewett / R Simpson,hard
41,,P Carlsson / M Woodforde,R16,6-1 6-7 6-3,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,D Saltz / T Warneke,hard
42,,S Guy / C Stansbury,R16,6-7 7-6 8-6,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,K Richter / R Rudeen,hard
43,,B Derlin / D Mustard,R16,6-3 6-2,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,C A. Miller / L Warder,hard
44,,D Lewis / D Utzinger,R16,4-6 6-3 10-8,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,A Antonitsch / M Schapers,hard
45,,B Dickinson / R Saad,R16,6-4 7-6,1986-01-06,https://matchstat.com/tennis/tournaments/m/Auckland/1986,Auckland,P Doohan / K Evernden,hard
46,,J Nystrom / M Wilander,F,6-1 7-6,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2,S Edberg / A Jarryd,
47,,K Flach / R Seguso,SF,6-2 6-1,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2,J Nystrom / M Wilander,
48,,P Annacone / C Van Rensburg,SF,6-4 6-3,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2,S Edberg / A Jarryd,
49,,S Casal / E Sanchez,QF,6-0 7-6,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2,K Flach / R Seguso,
50,,M Edmondson / K Warwick,QF,7-6 4-6 7-6,1986-01-13,https://matchstat.com/tennis/tournaments/m/Masters%20Doubles%202/1986,Masters Doubles 2,J Nystrom / M Wilander,
