,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
0,H2H 6-0,Olga Morozova,F,6-1 6-2,clay,Chris Evert,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
1,H2H 2-0,Raquel Giscafre,SF,6-3 6-2,clay,Olga Morozova,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
2,H2H 3-0,Helga Masthoff,SF,7-5 6-4,clay,Chris Evert,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
3,H2H 1-0,Katja Ebbinghaus,QF,7-5 6-7 6-3,clay,Raquel Giscafre,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
4,H2H 1-0,Marie Pinterova,QF,6-3 6-2,clay,Olga Morozova,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
5,H2H 1-0,Martina Navratilova,QF,7-6 6-3,clay,Helga Masthoff,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
6,H2H 4-0,Julie Heldman,QF,6-0 7-5,clay,Chris Evert,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
7,H2H 1-0,Nathalie Fuchs,R16,6-4 6-3,clay,Raquel Giscafre,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
8,H2H 1-0,Lita Sugiarto,R16,6-3 7-6,clay,Katja Ebbinghaus,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
9,H2H 1-0,Judith Gohn,R16,6-4 6-2,clay,Olga Morozova,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
10,H2H 1-0,Maria-Teresa Nasuelli,R16,6-3 6-0,clay,Marie Pinterova,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
11,H2H 13-1,Dianne Balestrat,R16,6-2 3-6 6-3,clay,Martina Navratilova,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
12,H2H 1-0,Elvira Weisenberger,R16,6-4 6-1,clay,Helga Masthoff,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
13,H2H 2-0,Laurie Tenney,R16,6-2 6-2,clay,Julie Heldman,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
14,H2H 1-0,Maria Victoria Baldovinos Cibeira,R16,6-2 6-2,clay,Chris Evert,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
15,H2H 1-0,Virginia Wade,R32,7-5 6-4,clay,Nathalie Fuchs,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
16,H2H 1-0,Glynis Coles,R32,6-1 7-6,clay,Raquel Giscafre,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
17,H2H 1-0,Mima Jausovec,R32,6-3 7-6,clay,Katja Ebbinghaus,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
18,H2H 1-1,Heide Orth,R32,6-1 7-5,clay,Lita Sugiarto,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
19,H2H 1-0,Florence Guedy,R32,6-1 6-0,clay,Olga Morozova,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
20,H2H 1-0,Corinne Molesworth,R32,6-0 6-3,clay,Judith Gohn,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
21,H2H 1-0,Daryl Gralka,R32,6-2 6-1,clay,Maria-Teresa Nasuelli,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
22,H2H 1-0,Jackie Fayter,R32,6-3 6-4,clay,Marie Pinterova,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
23,H2H 1-0,Christina Sandberg,R32,6-3 7-5,clay,Dianne Balestrat,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
24,H2H 1-1,Veronica Burton,R32,7-6 6-2,clay,Martina Navratilova,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
25,H2H 1-0,Mariana Simionescu,R32,7-5 5-7 7-5,clay,Elvira Weisenberger,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
26,H2H 1-0,Daniele Bouteleux,R32,6-1 3-6 6-1,clay,Helga Masthoff,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
27,H2H 1-0,Patricia Reese,R32,6-7 6-4 6-1,clay,Laurie Tenney,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
28,H2H 1-0,Miroslava Bendlova,R32,7-6 6-1,clay,Julie Heldman,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
29,H2H 1-0,Wendy Gilchrist,R32,6-2 6-1,clay,Maria Victoria Baldovinos Cibeira,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
30,H2H 23-0,Virginia Ruzici,R32,6-2 6-3,clay,Chris Evert,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
31,H2H 1-0,Monique Van Haver,R64,6-2 6-2,clay,Virginia Wade,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
32,H2H 1-0,Sally Greer,R64,6-4 6-3,clay,Nathalie Fuchs,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
33,H2H 1-0,Evelyne Terras,R64,7-6 6-0,clay,Raquel Giscafre,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
34,H2H 1-0,Lany Kaligis,R64,6-7 6-1 6-3,clay,Glynis Coles,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
35,H2H 1-0,Kazuko Sawamatsu,R64,7-6 6-3,clay,Mima Jausovec,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
36,H2H 1-0,Nancy Ornstein,R64,6-4 7-5,clay,Katja Ebbinghaus,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
37,H2H 1-0,Janet Haas,R64,7-5 6-0,clay,Lita Sugiarto,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
38,H2H 1-0,Linky Boshoff,R64,3-6 7-5 7-5,clay,Heide Orth,1974-06-03,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1974,FO - RG
