,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
0,H2H 3-1,Tamarine Tanasugarn,F,7-5 7-6(2),hard,Anna Smashnova,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
1,H2H 3-0,Lilia Osterloh,SF,6-4 6-4,hard,Tamarine Tanasugarn,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
2,H2H 1-0,Amanda Grahame,SF,7-5 6-2,hard,Anna Smashnova,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
3,H2H 2-2,Patty Schnyder,QF,6-2 6-4,hard,Tamarine Tanasugarn,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
4,H2H 2-2,Nathalie Dechy,QF,4-6 7-5 6-3,hard,Lilia Osterloh,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
5,H2H 2-2,Emilie Loit,QF,6-3 6-0,hard,Anna Smashnova,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
6,H2H 1-1,Petra Mandula,QF,5-7 6-1 6-1,hard,Amanda Grahame,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
7,H2H 3-1,Denisa Chladkova,R16,6-4 6-3,hard,Tamarine Tanasugarn,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
8,H2H 4-1,Eleni Daniilidou,R16,6-4 6-3,hard,Patty Schnyder,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
9,H2H 3-5,Samantha Reeves,R16,3-6 6-4 6-2,hard,Lilia Osterloh,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
10,H2H 1-1,Jill Craybas,R16,0-6 7-6(8) 7-5,hard,Nathalie Dechy,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
11,H2H 2-3,Elena Likhovtseva,R16,6-4 6-3,hard,Emilie Loit,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
12,H2H 1-0,Bryanne Stewart,R16,7-6(3) 6-0,hard,Anna Smashnova,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
13,H2H 2-4,Rachel McQuillan,R16,6-4 6-4,hard,Amanda Grahame,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
14,H2H 1-0,Evie Dominikovic,R16,6-7(3) 7-6(5) 6-3,hard,Petra Mandula,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
15,H2H 1-0,Irina Selyutina,R32,6-2 6-7(3) 6-3,hard,Tamarine Tanasugarn,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
16,H2H 4-2,Ludmila Cervanova,R32,6-3 6-2,hard,Denisa Chladkova,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
17,H2H 2-0,Maja Matevzic,R32,6-4 4-6 6-2,hard,Eleni Daniilidou,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
18,H2H 3-1,Rosana De Los Rios,R32,6-4 6-4,hard,Patty Schnyder,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
19,H2H 1-1,Anne Kremer,R32,7-6(7) 6-3,hard,Samantha Reeves,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
20,H2H 2-0,Jana Kandarr,R32,6-3 6-3,hard,Lilia Osterloh,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
21,H2H 2-1,Jana Nejedly,R32,2-6 6-3 7-5,hard,Jill Craybas,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
22,H2H 1-0,Adriana Serra Zanetti,R32,6-1 7-6(5),hard,Nathalie Dechy,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
23,H2H 2-0,Selima Sfar,R32,6-3 6-2,hard,Elena Likhovtseva,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
24,H2H 1-0,Patricia Wartusch,R32,5-7 6-4 6-2,hard,Emilie Loit,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
25,H2H 3-0,Saori Obata,R32,6-1 6-3,hard,Anna Smashnova,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
26,H2H 1-0,Cristina Torrens Valero,R32,7-5 4-6 6-1,hard,Bryanne Stewart,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
27,H2H 1-1,Iva Majoli,R32,6-4 6-2,hard,Rachel McQuillan,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
28,H2H 1-0,Barbara Rittner,R32,7-5 2-0 Retired,hard,Amanda Grahame,2002-01-07,https://matchstat.com/tennis/tournaments/w/Canberra/2002,Canberra
