,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
0,H2H 1-0,Terry Holladay,F,6-3 6-1,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Catarina Lindqvist
1,H2H 3-1,Debbie Spence-Nasim,SF,6-2 2-6 6-2,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Catarina Lindqvist
2,H2H 1-1,Pascale Paradis-Mangon,SF,3-6 6-2 6-3,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Terry Holladay
3,H2H 2-1,Yvonne Vermaak,QF,5-7 6-4 6-2,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Catarina Lindqvist
4,H2H 1-0,Andrea Leand,QF,6-2 6-1,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Debbie Spence-Nasim
5,H2H 2-0,Kim Sands,QF,6-2 6-2,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Pascale Paradis-Mangon
6,H2H 2-1,Joanne Russell,QF,6-1 6-3,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Terry Holladay
7,H2H 1-0,Beth Herr,R16,6-4 6-3,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Yvonne Vermaak
8,H2H 2-0,Pam Teeguarden,R16,6-1 6-3,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Andrea Leand
9,H2H 1-0,Mary-Lou Daniels,R16,6-7 6-4 6-3,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Debbie Spence-Nasim
10,H2H 1-0,Jenny Klitch,R16,6-2 6-4,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Kim Sands
11,H2H 1-3,Betsy Nagelsen,R16,6-4 6-7 7-6,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Pascale Paradis-Mangon
12,H2H 1-0,Michaela Washington,R16,6-4 6-3 6-2,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,Terry Holladay
13,,C Jolissaint / M Mesker,F,6-3 6-4,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,B Nagelsen / P Smith
14,,K Bohmova / M Skuherska,SF,6-3 4-6 6-3,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,B Nagelsen / P Smith
15,,A Minter / E Minter,SF,6-3 1-6 6-2,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,C Jolissaint / M Mesker
16,,C Monteiro / Y Vermaak,QF,0-6 6-2 6-4,1984-12-31,hard,https://matchstat.com/tennis/tournaments/w/Ginny%20Championships/1985,Ginny Championships,A Minter / E Minter
17,H2H 11-3,Manuela Maleeva-Fragniere,F,6-3 6-2,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Martina Navratilova
18,H2H 33-1,Zina Garrison-Jackson,SF,6-1 6-2,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Martina Navratilova
19,H2H 6-1,Kathy Rinaldi,SF,7-6 6-1,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Manuela Maleeva-Fragniere
20,H2H 26-6,Helena Sukova,QF,6-0 6-4,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Martina Navratilova
21,H2H 6-2,Wendy Turnbull,QF,6-2 7-6,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Zina Garrison-Jackson
22,H2H 6-0,Kathy Jordan,QF,6-1 6-4,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Manuela Maleeva-Fragniere
23,H2H 1-2,Hana Mandlikova,QF,6-4 6-2,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Kathy Rinaldi
24,H2H 6-0,Carling Bassett-Seguso,R16,6-1 6-1,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Martina Navratilova
25,H2H 2-4,Bonnie Gadusek,R16,7-5 6-4,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Helena Sukova
26,H2H 1-0,Sabrina Goles,R16,6-4 7-5,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Wendy Turnbull
27,H2H 4-0,Debbie Spence-Nasim,R16,6-2 6-2,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Zina Garrison-Jackson
28,H2H 4-1,Yvonne Vermaak,R16,6-1 6-1,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Kathy Jordan
29,H2H 4-0,Camille Benjamin,R16,6-1 5-7 6-1,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Manuela Maleeva-Fragniere
30,H2H 6-3,Pam Casale-Telford,R16,7-5 6-4,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Kathy Rinaldi
31,H2H 7-2,Elizabeth Smylie,R16,7-5 6-1,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Hana Mandlikova
32,H2H 1-0,Eleni Rossides,R32,6-3 6-2,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Martina Navratilova
33,H2H 3-1,Mima Jausovec,R32,7-5 6-3,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Carling Bassett-Seguso
34,H2H 4-0,Anne Minter,R32,6-2 6-4,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Bonnie Gadusek
35,H2H 5-0,Melissa Gurney,R32,6-1 4-6 6-4,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Helena Sukova
36,H2H 2-1,Gigi Fernandez,R32,6-4 6-1,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Wendy Turnbull
37,H2H 2-0,Lisa Bonder-Kreiss,R32,4-6 6-1 7-6,1985-01-07,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1985,Washington,Sabrina Goles
