,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
0,H2H 14-2,Sylvia Hanika,F,6-1 6-1,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Martina Navratilova
1,H2H 8-0,Mary-Lou Daniels,SF,6-1 6-3,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Martina Navratilova
2,H2H 2-9,Andrea Jaeger,SF,6-7 6-3 7-5,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Sylvia Hanika
3,H2H 26-6,Helena Sukova,QF,6-2 6-1,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Martina Navratilova
4,H2H 2-2,Barbara Potter,QF,6-3 6-4,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Mary-Lou Daniels
5,H2H 5-10,Hana Mandlikova,QF,6-7 7-5 6-2,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Sylvia Hanika
6,H2H 7-1,Joanne Russell,QF,6-7 6-2 6-2,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Andrea Jaeger
7,H2H 2-0,Vicki Nelson-Dunbar,R16,6-0 6-0,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Martina Navratilova
8,H2H 2-0,Anne Smith,R16,6-1 6-3,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Helena Sukova
9,H2H 2-1,Ann Kiyomura,R16,6-1 6-2,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Barbara Potter
10,H2H 3-1,Andrea Leand,R16,4-6 6-1 6-3,1983-01-03,carpet,https://matchstat.com/tennis/tournaments/w/Washington/1983,Washington,Mary-Lou Daniels
