,h2h,loser,round,score,winner,start_date,tournament_link,tournament_name,surface
303,H2H 1-0,Butch Buchholz,R64,6-1 6-0 6-4,Wieslaw Gasiorek,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
304,H2H 1-0,P. Dent,R64,1-6 6-0 8-6 6-0,Stefan Koudelka,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
305,H2H 1-0,Tadeusz Nowicki,R64,6-3 6-2 6-2,R. Emerson,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
306,H2H 1-0,John Bartlett,R64,5-7 6-4 6-4 6-4,Massimo Di Domenico,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
307,H2H 2-0,Hans Nerell,R64,6-0 6-2 6-0,Z. Franulovic,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
308,H2H 1-0,Patricio Rodriguez,R64,6-2 6-4 0-6 0-6 6-4,Dennis Ralston,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
309,H2H 1-0,Milan Holecek,R64,6-0 6-3 6-1,K. Rosewall,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
310,H2H 2-0,F. Jauffret,R64,6-0 9-7 4-6 6-2,M. Mulligan,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
311,H2H 2-0,J. Barclay,R64,6-4 6-4 6-2,Bob Hewitt,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
312,H2H 1-0,Piero Toci,R64,6-4 8-6 6-3,Istvan Gulyas,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
313,H2H 1-0,Jean-Pierre Courcol,R64,6-2 2-6 4-6 6-3 6-2,A. Ashe,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
314,H2H 2-0,Jean-Loup Rouyer,R64,3-6 6-4 6-4 6-4,B. Phillips-Moore,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
315,H2H 1-1,M. Riessen,R64,6-2 4-6 6-8 6-2 6-3,F. Stolle,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
316,H2H 1-0,Sergio Palmieri,R64,6-2 6-2 6-1,Kukal,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
317,H2H 1-0,L. Ayala,R64,6-4 6-3 8-10 9-7,Cliff Richey,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
318,H2H 2-0,Vladimir Zednik,R64,6-0 6-1 6-2,Ismail El Shafei,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
319,H2H 1-0,Stanley Matthews,R64,8-6 6-8 6-3 6-1,Georges Goven,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
320,H2H 1-0,Pierre Barthes,R64,6-3 6-0 6-4,Tom Okker,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
321,H2H 1-0,Patrice Beust,R64,6-3 6-4 6-1,Bob Maud,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
322,H2H 2-0,Bob Howe,R64,6-0 6-2 8-6,J. Kodes,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
323,H2H 1-0,Zan Guerry,R64,6-1 6-3 6-3,Orantes,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
324,H2H 1-0,B. Bowrey,R64,6-3 6-2 6-2,J. Newcombe,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
325,H2H 1-1,Frew McMillan,R64,6-3 6-1 6-2,Bob Carmichael,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
326,H2H 1-0,Ion Tiriac,R64,6-3 7-5 6-3,M. Santana,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
327,H2H 1-0,William Alvarez,R64,3-6 6-3 7-5 8-6,Petre Marmureanu,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
328,H2H 1-0,Inge Buding,R64,6-1 6-3 8-6,A. Gimeno,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
329,H2H 1-0,Terry Ryan,R64,6-1 6-2 6-3,Premjit Lall,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
330,H2H 1-0,Patrick Hombergen,R64,6-3 6-1 6-2,S. Smith,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
331,H2H 1-0,J. Velasco,R64,6-3 6-4 6-4,Pietro Marzano,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
332,H2H 1-0,Crealy,R64,3-6 7-9 6-2 6-2 6-4,R. Laver,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
333,H2H 0-0,Jaidip Mukerjea,R128,WO,T. Roche,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
334,H2H 2-1,Adriano Panatta,R128,6-2 6-2 6-3,Hans-Jurgen Pohmann,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
335,H2H 1-0,Keith Wooldridge,R128,6-3 6-4 6-2,Niki Pilic,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
336,H2H 1-0,Hussain Akbari,R128,6-4 6-0 6-0,Stone,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
337,H2H 1-0,Gaetano Di Maso,R128,6-1 6-0 6-2,Butch Buchholz,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
338,H2H 1-0,Daniel Contet,R128,4-6 6-4 1-6 6-2 6-2,Wieslaw Gasiorek,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
339,H2H 1-0,Taghi Akbari,R128,0-6 7-5 3-6 6-3 7-5,P. Dent,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
340,H2H 1-0,Jurgen Fassbender,R128,6-4 7-5 7-5,Stefan Koudelka,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
341,H2H 2-1,Ray Moore,R128,3-6 6-2 5-7 6-0 6-3,R. Emerson,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
342,H2H 0-0,Pancho Guzman,R128,WO,Tadeusz Nowicki,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
343,H2H 1-0,Eugenio Castigliano,R128,6-1 6-4 6-3,Massimo Di Domenico,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
344,H2H 1-0,Ivan Molina,R128,6-4 1-6 6-3 5-7 6-4,John Bartlett,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
345,H2H 1-0,Bernard Detroye,R128,6-1 6-3 6-2,Z. Franulovic,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
346,H2H 1-0,R. Ruffels,R128,6-0 6-1 3-6 6-4,Hans Nerell,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
347,H2H 1-0,Patrick Proisy,R128,1-6 6-1 5-7 7-5 6-2,Dennis Ralston,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
348,H2H 1-0,T. Lejus,R128,7-5 6-2 5-7 7-5,Patricio Rodriguez,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
349,H2H 1-0,Michel Leclercq,R128,7-5 6-4 6-2,K. Rosewall,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
350,H2H 0-0,R. Taylor,R128,WO,Milan Holecek,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
351,H2H 1-0,T. Edlefsen,R128,2-6 8-6 6-4 6-2,F. Jauffret,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
352,H2H 1-0,Viktor Palman,R128,6-3 6-4 6-4,M. Mulligan,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
353,H2H 1-0,Ron Holmberg,R128,8-6 6-2 6-4,Bob Hewitt,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
354,H2H 1-0,Geoff Masters,R128,6-4 6-3 6-2,J. Barclay,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
355,H2H 1-0,Giuseppe Merlo,R128,3-6 6-4 6-4 6-8 6-4,Piero Toci,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
356,H2H 2-0,Tom Gorman,R128,6-3 5-7 6-1 8-6,Istvan Gulyas,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
357,H2H 1-0,Henry Fauquier,R128,6-2 6-0 6-3,A. Ashe,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
358,H2H 1-0,Ezio Di Matteo,R128,5-7 7-5 6-1 6-0,Jean-Pierre Courcol,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
359,H2H 1-0,Abe Segal,R128,6-2 6-2 6-2,Jean-Loup Rouyer,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
360,H2H 1-0,Francois Pierson,R128,6-1 6-2 6-2,B. Phillips-Moore,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
361,H2H 1-0,Bernard Montrenaud,R128,6-4 6-0 6-0,M. Riessen,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
362,H2H 1-0,Claude De Gronckel,R128,6-4 6-0 6-3,F. Stolle,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
363,H2H 1-0,Peter Pokorny,R128,3-6 10-8 6-3 7-5,Sergio Palmieri,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
364,H2H 1-0,Robert Haillet,R128,6-1 8-6 Retired,Kukal,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
365,H2H 1-0,David Lloyd,R128,6-2 6-2 6-1,Cliff Richey,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
366,H2H 1-0,Mike Estep,R128,6-2 6-3 6-1,L. Ayala,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
367,H2H 1-0,Aleksandr Ivanov,R128,6-0 6-3 6-4,Vladimir Zednik,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
368,H2H 1-0,John Barrett,R128,6-4 6-4 7-5,Ismail El Shafei,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
369,H2H 1-0,I. Nastase,R128,6-3 0-6 0-6 6-4 8-6,Stanley Matthews,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
370,H2H 1-0,Michael Belkin,R128,4-6 5-7 3-0 Retired,Georges Goven,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
371,H2H 1-0,Jose-Luis Arilla,R128,6-4 6-4 8-6,Pierre Barthes,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
372,H2H 1-0,Bernard Paul,R128,6-3 6-2 6-0,Tom Okker,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
373,H2H 1-0,Mieczyslaw Rybarczyk,R128,6-2 6-0 6-8 6-1,Patrice Beust,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
374,H2H 1-0,Zlatko Ivancic,R128,6-2 6-0 6-0,Bob Maud,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
375,H2H 1-0,Andrzej Licis,R128,9-7 6-3 6-3,Bob Howe,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
376,H2H 1-0,Eric Drossart,R128,6-1 6-3 6-3,J. Kodes,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
377,H2H 1-0,Torben Ulrich,R128,4-6 6-2 6-3 6-3,Orantes,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
378,H2H 1-0,Hans-Joachim Ploetz,R128,6-0 2-6 1-6 6-2 8-6,Zan Guerry,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
379,H2H 2-0,Vittorio Crotta,R128,6-4 8-6 6-1,B. Bowrey,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
380,H2H 4-0,C. Pasarell,R128,6-1 6-2 7-5,J. Newcombe,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
381,H2H 1-0,Alex Olmedo,R128,9-7 6-4 6-0,Bob Carmichael,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
382,H2H 1-1,Onny Parun,R128,6-3 6-4 6-4,Frew McMillan,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
383,H2H 1-0,Nicky Kalogeropoulos,R128,6-2 7-5 6-0,Ion Tiriac,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
384,H2H 1-0,Cliff Drysdale,R128,5-7 6-4 6-2 6-0,M. Santana,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
385,H2H 0-0,Lancelot Lumsden,R128,WO,William Alvarez,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
386,H2H 1-0,N. Pietrangeli,R128,6-3 6-3 6-2,Petre Marmureanu,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
387,H2H 1-0,Alvin Gardiner,R128,6-3 6-0 6-4,Inge Buding,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
388,H2H 2-0,N. Spear,R128,WO,A. Gimeno,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
389,H2H 1-0,Sever Dron,R128,4-6 6-4 6-4 6-4,Premjit Lall,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
390,H2H 1-0,Alex Metreveli,R128,4-6 6-4 5-7 6-4 6-4,Terry Ryan,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
391,H2H 1-0,J. Alexander,R128,6-2 8-6 4-6 4-6 8-6,Patrick Hombergen,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
392,H2H 1-0,Boro Jovanovic,R128,3-6 3-6 6-4 7-5 6-4,S. Smith,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
393,H2H 1-0,Michael Hickey,R128,6-1 6-3 6-2,Pietro Marzano,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
394,H2H 1-0,Davor Stolcer,R128,8-6 6-2 6-1,J. Velasco,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
395,H2H 1-0,Dimitri Sturdza,R128,6-4 4-6 7-5 6-2,Crealy,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
396,H2H 1-0,Koji Watanabe,R128,6-1 6-1 6-1,R. Laver,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
397,,R Emerson / R Laver,F,4-6 6-1 3-6 6-4 6-4,J Newcombe / T Roche,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
398,,I Nastase / I Tiriac,SF,6-1 6-2 6-2,R Emerson / R Laver,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
399,,T Okker / M Riessen,SF,6-4 7-5 7-5,J Newcombe / T Roche,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
400,,K Rosewall / F Stolle,QF,6-4 6-1 7-5,I Nastase / I Tiriac,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
401,,B Bowrey / R Ruffels,QF,1-6 6-3 6-3 6-2,R Emerson / R Laver,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
402,,B Hewitt / F McMillan,QF,7-5 6-3 7-5,T Okker / M Riessen,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
403,,A Ashe / C Pasarell,QF,6-4 4-6 6-4 6-3,J Newcombe / T Roche,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
404,,J Arilla / O Orantes,R16,6-4 6-1 6-3,K Rosewall / F Stolle,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
405,,H Ploetz / H Pohmann,R16,6-3 9-7 10-8,I Nastase / I Tiriac,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
406,,T Lejus / A Metreveli,R16,6-1 6-2 6-2,R Emerson / R Laver,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
407,,A Olmedo / S Smith,R16,8-6 6-4 3-6 11-9,B Bowrey / R Ruffels,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
408,,B Maud / C Richey,R16,3-6 10-8 6-3 6-4,T Okker / M Riessen,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
409,,P Barthes / N Pilic,R16,6-0 6-0 6-4,B Hewitt / F McMillan,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
410,,A Gimeno / M Santana,R16,WO,A Ashe / C Pasarell,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
411,,M Holecek / V Zednik,R16,6-2 6-0 6-4,J Newcombe / T Roche,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
412,,A Bouteleux / M Leclercq,R32,6-1 6-1 6-2,K Rosewall / F Stolle,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
413,,F Bartoni / E Castigliano,R32,6-2 6-4 6-2,J Arilla / O Orantes,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
414,,J Courcol / B Paul,R32,6-4 6-2 6-2,I Nastase / I Tiriac,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
415,,M Mulligan / N Pietrangeli,R32,6-4 9-7 6-0,H Ploetz / H Pohmann,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
416,,Z Franulovic / B Jovanovic,R32,WO,R Emerson / R Laver,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
417,,J Barclay / T Ryan,R32,6-2 9-7 2-6 3-6 6-3,T Lejus / A Metreveli,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
418,,B Carmichael / I El Shafei,R32,0-6 6-1 12-10 9-7,A Olmedo / S Smith,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
419,,J Kodes / K Kukal,R32,3-6 6-3 9-7 6-4,B Bowrey / R Ruffels,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
420,,W Alvarez / J Velasco,R32,6-2 6-2 8-6,B Maud / C Richey,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
421,,D Contet / F Jauffret,R32,6-3 6-1 6-0,T Okker / M Riessen,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
422,,G Merlo / P Rodriguez,R32,6-1 6-1 6-2,P Barthes / N Pilic,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
423,,I Gulyas / N Kalogeropoulos,R32,9-7 6-1 6-1,B Hewitt / F McMillan,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
424,,C Crealy / S Stone,R32,8-6 6-4 6-4,A Ashe / C Pasarell,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
425,,D Dell / P Lall,R32,6-2 6-0 6-3,A Gimeno / M Santana,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
426,,A Gardiner / A Hammond,R32,6-4 6-2 11-13 6-4,M Holecek / V Zednik,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
427,,P Beust / J Rouyer,R32,6-4 6-3 2-6 6-3,J Newcombe / T Roche,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
428,,H Akbari / T Akbari,R64,6-2 6-1 6-0,K Rosewall / F Stolle,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
429,,T Edlefsen / T Gorman,R64,WO,A Bouteleux / M Leclercq,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
430,,B Buchholz / R Moore,R64,7-5 0-6 4-6 6-4 7-5,F Bartoni / E Castigliano,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
431,,O Parun / B Phillips-moore,R64,6-2 10-8 6-1,J Arilla / O Orantes,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
432,,P Joly / F Pierson,R64,6-3 6-2 6-1,I Nastase / I Tiriac,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
433,,J Kawamori / K Watanabe,R64,6-3 4-6 6-2 4-6 6-2,J Courcol / B Paul,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
434,,R Holmberg / D Ralston,R64,7-9 6-3 6-4 6-4,H Ploetz / H Pohmann,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
435,,J Barrett / D Lloyd,R64,7-5 6-2 6-4,M Mulligan / N Pietrangeli,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
436,,P Fremoit / C Janssens,R64,6-2 6-3 6-4,R Emerson / R Laver,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
437,,P Doerner / J Gardner,R64,8-6 6-4 6-3,Z Franulovic / B Jovanovic,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
438,,J Mcdonald / J Moore,R64,6-2 9-7 6-2,T Lejus / A Metreveli,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
439,,M Estep / Z Guerry,R64,7-5 6-2 6-2,J Barclay / T Ryan,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
440,,B Howe / A Segal,R64,6-1 6-3 6-1,A Olmedo / S Smith,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
441,,P Dominguez / P Proisy,R64,6-4 6-3 2-6 6-3,B Carmichael / I El Shafei,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
442,,C Duxin / J Olivier,R64,6-1 6-3 6-1,B Bowrey / R Ruffels,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
443,,J Meyer / J Thamin,R64,6-3 6-4 6-1,J Kodes / K Kukal,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
444,,D Sturdza / S Tacchini,R64,7-5 6-1 6-2,B Maud / C Richey,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
445,,J Alexander / P Dent,R64,3-6 5-7 9-7 6-1 6-4,W Alvarez / J Velasco,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
446,,E Drossart / P Hombergen,R64,3-6 5-2 Retired,D Contet / F Jauffret,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
447,,G Di Maso / I Molina,R64,6-1 6-0 6-2,T Okker / M Riessen,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
448,,A Cassaigne / E Derasse,R64,WO,G Merlo / P Rodriguez,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
449,,W Gasiorek / S Koudelka,R64,6-2 6-4 7-5,P Barthes / N Pilic,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
450,,G Goven / W N'Godrella,R64,4-6 6-4 7-9 6-4 6-1,I Gulyas / N Kalogeropoulos,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
451,,E Gorostiaga / M Hickey,R64,6-3 6-3 6-2,B Hewitt / F McMillan,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
452,,S Dron / P Marmureanu,R64,6-3 6-2 6-2,C Crealy / S Stone,1969-05-26,https://matchstat.com/tennis/tournaments/m/FO%20-%20RG/1969,FO - RG,clay
