,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
76,,S Davis / M Keil,SFQ,7-5 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Adelaide/1995,Adelaide,M Barnard / B Haygarth,hard
77,H2H 2-2,Magnus Larsson,F,7-6 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Stefan Edberg,hard
78,H2H 6-1,Henri Leconte,SF,6-2 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Stefan Edberg,hard
79,H2H 3-6,Michael Stich,SF,6-3 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Magnus Larsson,hard
80,H2H 2-0,Karim Alami,QF,6-1 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Stefan Edberg,hard
81,H2H 3-0,Javier Sanchez,QF,4-6 6-4 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Henri Leconte,hard
82,H2H 1-0,Markus Zoecke,QF,7-6 4-6 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Magnus Larsson,hard
83,H2H 5-0,Jan Siemerink,QF,6-3 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Michael Stich,hard
84,H2H 2-0,Adrian Voinea,R16,6-7 6-3 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Stefan Edberg,hard
85,H2H 5-8,Younes El Aynaoui,R16,7-5 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Karim Alami,hard
86,H2H 2-0,Karsten Braasch,R16,6-7 6-0 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Javier Sanchez,hard
87,H2H 1-1,Filip De Wulf,R16,6-3 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Henri Leconte,hard
88,H2H 1-0,Shuzo Matsuoka,R16,6-1 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Markus Zoecke,hard
89,H2H 4-0,Jonas Bjorkman,R16,6-2 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Magnus Larsson,hard
90,H2H 3-0,Guy Forget,R16,6-3 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Jan Siemerink,hard
91,H2H 1-0,Oliver Gross,R16,6-4 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Michael Stich,hard
92,H2H 3-0,Ronald Agenor,R32,6-2 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Stefan Edberg,hard
93,H2H 1-1,Jeff Tarango,R32,6-7 7-6 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Adrian Voinea,hard
94,H2H 1-1,Lars Jonsson,R32,2-6 6-4 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Younes El Aynaoui,hard
95,H2H 1-1,Paul Haarhuis,R32,5-7 6-3 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Karim Alami,hard
96,H2H 3-0,Jacco Eltingh,R32,3-6 6-2 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Javier Sanchez,hard
97,H2H 1-1,Sandor Noszaly,R32,3-6 6-3 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Karsten Braasch,hard
98,H2H 1-0,Patrik Kuhnen,R32,6-3 4-6 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Filip De Wulf,hard
99,H2H 3-0,Alexander Volkov,R32,4-6 7-6 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Henri Leconte,hard
100,H2H 1-0,Bernd Karbacher,R32,4-6 6-3 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Markus Zoecke,hard
101,H2H 1-0,Jan Apell,R32,7-6 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Shuzo Matsuoka,hard
102,H2H 1-1,Alexander Mronz,R32,7-5 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Jonas Bjorkman,hard
103,H2H 3-1,Karol Kucera,R32,6-1 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Magnus Larsson,hard
104,H2H 2-1,Patrick McEnroe,R32,7-5 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Guy Forget,hard
105,H2H 3-2,Andrei Olhovskiy,R32,6-1 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Jan Siemerink,hard
106,H2H 2-1,Gilbert Schaller,R32,4-6 7-6 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Oliver Gross,hard
107,H2H 4-0,Olivier Delaitre,R32,6-3 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Michael Stich,hard
108,,A Olhovskiy / J Siemerink,F,7-6 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,S Edberg / M Larsson,hard
109,,J Eltingh / P Haarhuis,SF,7-5 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,A Olhovskiy / J Siemerink,hard
110,,O Delaitre / G Forget,SF,6-3 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,S Edberg / M Larsson,hard
111,,F Montana / B Talbot,QF,6-3 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,J Eltingh / P Haarhuis,hard
112,,P McEnroe / J Tarango,QF,2-6 6-1 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,A Olhovskiy / J Siemerink,hard
113,,H Davids / M Oosting,QF,6-3 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,S Edberg / M Larsson,hard
114,,L Bale / J de Jager,QF,7-6 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,O Delaitre / G Forget,hard
115,,P Kuhnen / A Mronz,R16,6-1 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,J Eltingh / P Haarhuis,hard
116,,L Jensen / M Jensen,R16,6-3 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,F Montana / B Talbot,hard
117,,U Riglewski / J Sanchez,R16,3-6 6-1 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,A Olhovskiy / J Siemerink,hard
118,,X Daufresne / F De Wulf,R16,6-3 5-7 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,P McEnroe / J Tarango,hard
119,,R Agenor / H Leconte,R16,6-1 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,S Edberg / M Larsson,hard
120,,K Alami / T El Sawy,R16,7-6 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,H Davids / M Oosting,hard
121,,S Cannon / J Pugh,R16,6-3 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,O Delaitre / G Forget,hard
122,,J Apell / J Bjorkman,R16,6-2 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,L Bale / J de Jager,hard
123,H2H 1-0,Roland Burtscher,FQ,6-3 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Oliver Gross,hard
124,H2H 2-0,Radomir Vasek,FQ,6-3 7-5,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Adrian Voinea,hard
125,H2H 1-0,Patrick Baur,FQ,7-6 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Filip De Wulf,hard
126,H2H 2-1,Hicham Arazi,FQ,6-2 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Sandor Noszaly,hard
127,H2H 1-0,Thomas Hogstedt,SFQ,6-1 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Oliver Gross,hard
128,H2H 1-0,Tamer El Sawy,SFQ,4-6 6-2 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Roland Burtscher,hard
129,H2H 1-0,Jorg Schors,SFQ,6-3 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Radomir Vasek,hard
130,H2H 2-0,Luke Jensen,SFQ,6-2 6-7 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Adrian Voinea,hard
131,H2H 1-0,Menno Oosting,SFQ,7-6 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Filip De Wulf,hard
132,H2H 1-0,Thomas Buchmayer,SFQ,6-3 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Patrick Baur,hard
133,H2H 1-0,Daniel Courcol,SFQ,6-1 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Sandor Noszaly,hard
134,H2H 1-0,Arnd Caspari,SFQ,6-1 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Hicham Arazi,hard
135,H2H 1-0,Libor Pimek,QFQ,6-2 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Oliver Gross,hard
136,H2H 1-0,Branislav Stankovic,QFQ,4-6 6-4 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Thomas Hogstedt,hard
137,H2H 1-0,Hendrik-Jan Davids,QFQ,6-4 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Roland Burtscher,hard
138,H2H 1-0,Mahesh Bhupathi,QFQ,6-4 7-6,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Tamer El Sawy,hard
139,H2H 1-0,Francisco Montana,QFQ,6-2 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Radomir Vasek,hard
140,H2H 1-0,Sultan Khalfan Al Alawi,QFQ,6-0 6-0,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Jorg Schors,hard
141,H2H 1-0,Shelby Cannon,QFQ,6-1 6-0,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Luke Jensen,hard
142,H2H 1-0,Udo Riglewski,QFQ,6-4 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Adrian Voinea,hard
143,H2H 2-0,Xavier Daufresne,QFQ,7-5 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Filip De Wulf,hard
144,H2H 1-0,Othman Al Anazi,QFQ,6-3 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Menno Oosting,hard
145,H2H 1-0,Nasser-Ghanim Al Khulaifi,QFQ,6-3 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Thomas Buchmayer,hard
146,H2H 1-0,Burkhard Scholz,QFQ,7-6 6-3,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Patrick Baur,hard
147,H2H 1-0,Stephane Matheu,QFQ,7-5 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Sandor Noszaly,hard
148,H2H 1-0,Sascha Bandermann,QFQ,4-6 6-0 6-2,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Daniel Courcol,hard
149,H2H 1-0,Gilles Bastie,QFQ,6-3 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Arnd Caspari,hard
150,H2H 1-0,Esam Abdulaal,QFQ,6-0 6-1,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,Hicham Arazi,hard
151,,T Buchmayer / G Schaller,FQ,4-6 6-4 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,X Daufresne / F De Wulf,hard
152,,K Kucera / L Pimek,SFQ,6-4 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,X Daufresne / F De Wulf,hard
153,,S Noszaly / R Vasek,SFQ,6-4 6-4,1995-01-02,https://matchstat.com/tennis/tournaments/m/Doha/1995,Doha,T Buchmayer / G Schaller,hard
154,H2H 2-5,Richard Fromberg,F,6-2 7-6,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Patrick McEnroe,hard
155,H2H 3-0,Renzo Furlan,SF,6-4 6-3,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Richard Fromberg,hard
156,H2H 1-1,Andrea Gaudenzi,SF,6-3 6-4,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Patrick McEnroe,hard
157,H2H 2-7,Mark Woodforde,QF,7-6 6-3,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Richard Fromberg,hard
158,H2H 1-1,Jamie Morgan,QF,6-4 7-6,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Renzo Furlan,hard
159,H2H 1-2,Richard Krajicek,QF,7-5 6-1,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Patrick McEnroe,hard
160,H2H 1-0,Michael Tebbutt,QF,6-4 6-4,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Andrea Gaudenzi,hard
161,H2H 1-0,Aaron Krickstein,R16,6-3 6-3,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Richard Fromberg,hard
162,H2H 1-0,Karel Novacek,R16,6-3 6-4,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Mark Woodforde,hard
163,H2H 1-0,Todd Woodbridge,R16,4-6 6-4 7-5,1995-01-09,https://matchstat.com/tennis/tournaments/m/Sydney/1995,Sydney,Jamie Morgan,hard
