,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 5-13,Bjorn Borg,F,6-4 1-6 6-4,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Jimmy Connors,carpet
1,H2H 1-2,Guillermo Vilas,SF,6-3 6-3,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Bjorn Borg,carpet
2,H2H 15-2,Brian Gottfried,SF,6-4 3-6 6-3,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Jimmy Connors,carpet
3,H2H 1-1,Jimmy Connors,RR A,6-4 3-6 7-5,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Guillermo Vilas,carpet
4,H2H 1-0,Guillermo Vilas,RR A,-Walkover - -,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Eddie Dibbs,carpet
5,H2H 2-0,Manuel Orantes,RR A,6-2 6-3,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Jimmy Connors,carpet
6,H2H 14-1,Eddie Dibbs,RR A,7-5 6-2,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Jimmy Connors,carpet
7,H2H 2-0,Eddie Dibbs,RR A,7-6 7-5,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Manuel Orantes,carpet
8,H2H 1-0,Manuel Orantes,RR A,6-4 6-1,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Guillermo Vilas,carpet
9,H2H 4-4,Roscoe Tanner,RR B,7-5 6-2,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Brian Gottfried,carpet
10,H2H 3-7,Bjorn Borg,RR B,-Walkover - -,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Brian Gottfried,carpet
11,H2H 10-2,Roscoe Tanner,RR B,6-4 6-7 6-3,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Bjorn Borg,carpet
12,H2H 6-3,Raul Ramirez,RR B,6-2 6-4,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Bjorn Borg,carpet
13,H2H 10-8,Raul Ramirez,RR B,6-7 6-2 6-4,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Brian Gottfried,carpet
14,H2H 3-4,Roscoe Tanner,RR B,6-4 6-4,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20World%20Tour%20Finals/1978,ATP World Tour Finals,Raul Ramirez,carpet
15,,B Lutz / S Smith,F,7-5 7-6 6-3,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1978,ATP Finals Doubles,B Hewitt / F McMillan,
16,,B Gottfried / R Ramirez,SF,4-6 6-3 7-6,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1978,ATP Finals Doubles,B Lutz / S Smith,
17,,J Alexander / P Dent,SF,7-6 7-6,1978-01-02,https://matchstat.com/tennis/tournaments/m/ATP%20Finals%20Doubles/1978,ATP Finals Doubles,B Hewitt / F McMillan,
18,H2H 6-1,Dick Stockton,F,7-6 7-5,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Bjorn Borg,carpet
19,H2H 16-0,Vitas Gerulaitis,SF,6-4 7-6,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Bjorn Borg,carpet
20,H2H 2-3,Eddie Dibbs,SF,6-3 6-3,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Dick Stockton,carpet
21,H2H 10-2,Roscoe Tanner,QF,6-4 7-6,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Bjorn Borg,carpet
22,H2H 4-3,Raul Ramirez,QF,6-2 6-3,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Vitas Gerulaitis,carpet
23,H2H 5-4,Terry Moor,QF,6-4 6-2,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Eddie Dibbs,carpet
24,H2H 4-2,Brian Gottfried,QF,6-3 3-6 7-6,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Dick Stockton,carpet
25,H2H 2-0,Cliff Drysdale,R16,7-5 6-4,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Bjorn Borg,carpet
26,H2H 4-0,Nick Saviano,R16,6-3 6-2,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Roscoe Tanner,carpet
27,H2H 2-0,Frew McMillan,R16,6-4 6-2,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Vitas Gerulaitis,carpet
28,H2H 4-3,Wojtek Fibak,R16,7-6 3-6 6-2,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Raul Ramirez,carpet
29,H2H 2-3,I. Nastase,R16,2-6 6-3 6-3,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Terry Moor,carpet
30,H2H 3-2,Sandy Mayer,R16,6-4 3-6 6-1,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Eddie Dibbs,carpet
31,H2H 3-1,Peter Fleming,R16,7-5 6-2,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Dick Stockton,carpet
32,H2H 3-3,J. Alexander,R16,6-4 6-3,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Brian Gottfried,carpet
33,H2H 12-0,Harold Solomon,R32,6-2 6-4,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Bjorn Borg,carpet
34,H2H 3-0,Crealy,R32,7-6 6-3,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Cliff Drysdale,carpet
35,H2H 1-0,Antonio Zugarelli,R32,6-4 6-3,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Nick Saviano,carpet
36,H2H 1-2,Christopher Mottram,R32,6-4 4-6 6-3,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Roscoe Tanner,carpet
37,H2H 4-0,M. Cox,R32,6-2 6-4,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Vitas Gerulaitis,carpet
38,H2H 2-0,Hubertus Hoyt,R32,6-0 6-2,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Frew McMillan,carpet
39,H2H 1-0,Mike Cahill,R32,6-2 7-5,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Wojtek Fibak,carpet
40,H2H 3-0,Z. Franulovic,R32,6-1 6-1,1978-01-09,"https://matchstat.com/tennis/tournaments/m/Birmingham,%20AL/1978","Birmingham, AL",Raul Ramirez,carpet
