,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 2-0,Jimmy Arias,F,3-6 6-2 7-5,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Thomas Muster,hard
1,H2H 12-3,Sergio Bruguera,SF,2-6 6-2 7-6,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Thomas Muster,hard
2,H2H 2-0,Jean-Philippe Fleurian,SF,6-2 6-3,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Jimmy Arias,hard
3,H2H 3-4,Michael Stich,QF,6-7 6-0 6-4,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Sergio Bruguera,hard
4,H2H 1-0,Mark Kratzmann,QF,7-5 6-4,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Thomas Muster,hard
5,H2H 1-1,M. Koevermans,QF,6-3 6-4,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Jimmy Arias,hard
6,H2H 1-0,Jerome Potier,QF,6-3 3-6 6-1,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Jean-Philippe Fleurian,hard
7,H2H 1-0,Broderick Dyke,R16,6-7 6-2 6-3,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Sergio Bruguera,hard
8,H2H 2-2,Michiel Schapers,R16,6-4 6-3,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Michael Stich,hard
9,H2H 1-0,John Fitzgerald,R16,6-2 7-6,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Thomas Muster,hard
10,H2H 2-1,Paul Annacone,R16,6-4 6-4,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Mark Kratzmann,hard
11,H2H 1-3,Patrik Kuhnen,R16,6-3 3-6 6-1,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,M. Koevermans,hard
12,H2H 1-2,Alexander Volkov,R16,6-4 7-6,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Jimmy Arias,hard
13,H2H 1-0,Marc Rosset,R16,6-4 6-4,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Jerome Potier,hard
14,H2H 1-0,Udo Riglewski,R16,6-3 6-4,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Jean-Philippe Fleurian,hard
15,H2H 1-0,Per Henricsson,R32,7-6 6-2,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Sergio Bruguera,hard
16,H2H 1-0,Gary Muller,R32,6-4 6-4,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Broderick Dyke,hard
17,H2H 1-0,Niclas Kroon,R32,6-4 6-3,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Michael Stich,hard
18,H2H 1-2,Petr Korda,R32,6-3 6-4,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Michiel Schapers,hard
19,H2H 3-1,Claudio Pistolesi,R32,6-4 4-6 6-3,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Thomas Muster,hard
20,H2H 2-0,Xavier Daufresne,R32,2-6 7-5 6-2,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,John Fitzgerald,hard
21,H2H 1-3,Jason Stoltenberg,R32,5-7 4-3 Retired,1990-01-01,https://matchstat.com/tennis/tournaments/m/Adelaide/1990,Adelaide,Mark Kratzmann,hard
