,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
50,H2H 1-1,Julie Heldman,R16,4-6 6-3 6-4,clay,Marijke Schaar,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
51,H2H 1-0,Lea Pericoli,R16,6-2 6-2,clay,Evonne Cawley,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
52,H2H 1-4,Betty Stove,R16,7-5 5-7 6-4,clay,Francoise Durr,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
53,H2H 1-2,Winnie Shaw,R16,6-1 6-2,clay,Lesley Bowrey,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
54,H2H 2-0,Laura Rossouw,R16,7-5 6-2,clay,Nancy Richey,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
55,H2H 1-0,Kazuko Sawamatsu,R16,3-6 6-2 7-5,clay,Helen Gourlay,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
56,H2H 1-0,Margaret Court,R16,6-3 6-4,clay,Gail Lovera Benedetti,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
57,H2H 1-0,Ingrid Bentzer,R32,7-5 6-2,clay,Linda Tuero,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
58,H2H 1-0,Judith Szorenyi,R32,6-3 4-6 6-1,clay,Maria-Teresa Nasuelli,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
59,H2H 1-0,Becky Vest,R32,6-2 8-6,clay,Julie Heldman,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
60,H2H 1-0,Gertruida Walhof,R32,3-6 6-4 6-1,clay,Marijke Schaar,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
61,H2H 1-0,Wendy Gilchrist,R32,6-1 6-1,clay,Evonne Cawley,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
62,H2H 2-0,Esme Emanuel,R32,6-4 6-1,clay,Lea Pericoli,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
63,H2H 1-0,Pamela Austin,R32,6-1 6-0,clay,Francoise Durr,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
64,H2H 1-0,Valerie Ziegenfuss,R32,9-7 6-2,clay,Betty Stove,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
65,H2H 1-0,Daniele Bouteleux,R32,6-3 6-1,clay,Lesley Bowrey,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
66,H2H 1-0,Aleksandra Ivanova,R32,6-3 6-2,clay,Winnie Shaw,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
67,H2H 1-0,Katja Ebbinghaus,R32,6-3 4-6 6-3,clay,Laura Rossouw,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
68,H2H 4-1,Lesley Hunt,R32,7-5 6-0,clay,Nancy Richey,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
69,H2H 1-1,Christina Sandberg,R32,5-7 7-5 6-3,clay,Helen Gourlay,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
70,H2H 1-2,Olga Morozova,R32,6-4 6-3,clay,Kazuko Sawamatsu,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
71,H2H 1-0,Alena Palmeova,R32,6-1 6-1,clay,Gail Lovera Benedetti,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
72,H2H 5-0,Kerry Reid,R32,6-2 6-1,clay,Margaret Court,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
73,H2H 1-1,Virginia Wade,R64,7-5 Retired,clay,Linda Tuero,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
74,H2H 1-0,Kristy Pigeon,R64,4-6 6-4 9-7,clay,Ingrid Bentzer,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
75,H2H 1-0,Marie Pinterova,R64,7-5 4-6 9-7,clay,Judith Szorenyi,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
76,H2H 1-1,Fiorella Bonicelli,R64,6-4 3-6 6-4,clay,Maria-Teresa Nasuelli,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
77,H2H 1-0,Sharon Van Brandis,R64,6-0 6-0,clay,Julie Heldman,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
78,H2H 1-0,Kerry Harris,R64,6-2 9-7,clay,Becky Vest,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
79,H2H 1-0,Odile De Roubin,R64,4-6 6-4 6-4,clay,Marijke Schaar,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
80,H2H 1-0,Lita Sugiarto,R64,9-7 6-4,clay,Gertruida Walhof,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
81,H2H 1-0,Joan Koudelka,R64,6-3 6-1,clay,Evonne Cawley,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
82,H2H 1-0,Rosy Darmon,R64,6-4 6-2,clay,Wendy Gilchrist,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
83,H2H 1-0,Eva Szabo,R64,6-1 6-6 Retired,clay,Esme Emanuel,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
84,H2H 1-0,Tory-Ann Fretz,R64,5-7 7-5 8-6,clay,Lea Pericoli,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
85,H2H 2-0,Miroslava Holubova,R64,6-2 8-6,clay,Francoise Durr,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
86,H2H 1-0,Sonja Pachta,R64,6-2 5-7 6-2,clay,Pamela Austin,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
87,H2H 1-0,Katalin Borka,R64,6-2 6-2,clay,Valerie Ziegenfuss,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
88,H2H 1-0,Lany Kaligis,R64,6-0 6-1,clay,Betty Stove,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
89,H2H 1-0,Faye Moore,R64,6-3 4-6 6-1,clay,Daniele Bouteleux,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
90,H2H 1-0,Daniela Porzio,R64,6-1 6-3,clay,Lesley Bowrey,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
91,H2H 1-0,Daphne Pattison,R64,6-1 6-2,clay,Winnie Shaw,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
92,H2H 0-0,Helga Masthoff,R64,WO,clay,Aleksandra Ivanova,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
93,H2H 1-0,Jill Cooper,R64,3-6 6-1 6-3,clay,Laura Rossouw,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
94,H2H 0-0,Christiane Spinoza,R64,WO,clay,Katja Ebbinghaus,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
95,H2H 1-0,Francoise Repoux,R64,6-1 6-0,clay,Lesley Hunt,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
96,H2H 1-0,Isabel Fernandez-De Soto,R64,6-4 6-1,clay,Nancy Richey,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
97,H2H 1-0,Cecilia Martinez,R64,6-1 6-4,clay,Helen Gourlay,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
98,H2H 1-0,Marilyn Greenwood,R64,6-2 7-5,clay,Christina Sandberg,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
99,H2H 1-0,Brenda Kirk,R64,6-4 6-3,clay,Kazuko Sawamatsu,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
100,H2H 1-0,Nathalie Fuchs,R64,6-2 6-0,clay,Olga Morozova,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
101,H2H 1-0,Ana-Maria Pinto-Bravo,R64,6-2 6-3,clay,Alena Palmeova,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
102,H2H 1-0,Pam Teeguarden,R64,6-2 6-2,clay,Gail Lovera Benedetti,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
103,H2H 1-0,Raquel Giscafre,R64,6-0 6-2,clay,Kerry Reid,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
104,H2H 1-0,Eva Wennerstrom,R64,6-0 6-1,clay,Margaret Court,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
105,,H Gourlay / K Harris,F,6-4 6-1,clay,G Lovera Benedetti / F Durr,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
106,,M Court / E Cawley,SF,WO,clay,H Gourlay / K Harris,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
107,,L Bowrey / L Hunt,SF,6-4 6-2,clay,G Lovera Benedetti / F Durr,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
108,,F Bonicelli / I Fernandez-de Soto,QF,WO,clay,M Court / E Cawley,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
109,,M Schaar / G Walhof,QF,6-2 6-2,clay,H Gourlay / K Harris,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
110,,I Bentzer / C Sandberg,QF,6-8 8-6 6-0,clay,L Bowrey / L Hunt,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
111,,W Shaw / B Stove,QF,6-3 7-5,clay,G Lovera Benedetti / F Durr,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
112,,R Giscafre / A Pinto-bravo,R16,6-1 6-3,clay,M Court / E Cawley,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
113,,L Pericoli / P Teeguarden,R16,WO,clay,F Bonicelli / I Fernandez-de Soto,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
114,,O Morozova / V Wade,R16,WO,clay,M Schaar / G Walhof,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
115,,J Heldman / V Ziegenfuss,R16,6-2 6-3,clay,H Gourlay / K Harris,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
116,,R Darmon / J Lieffrig,R16,6-1 6-3,clay,L Bowrey / L Hunt,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
117,,N Richey / K Reid,R16,3-6 6-4 6-0,clay,I Bentzer / C Sandberg,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
118,,E Emanuel / C Martinez,R16,6-3 6-1,clay,W Shaw / B Stove,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
119,,B Kirk / L Rossouw,R16,6-0 6-1,clay,G Lovera Benedetti / F Durr,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
120,,B Lindstrom / E Wennerstrom,R32,6-0 6-0,clay,M Court / E Cawley,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
121,,J Cooper / M Greenwood,R32,WO,clay,R Giscafre / A Pinto-bravo,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
122,,M Holubova / M Pinterova,R32,WO,clay,L Pericoli / P Teeguarden,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
123,,T Fretz / W Gilchrist,R32,6-4 3-6 7-5,clay,F Bonicelli / I Fernandez-de Soto,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
124,,M Hollingsworth / N Niox-chateau,R32,WO,clay,O Morozova / V Wade,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
125,,A Cassaigne / S Rual,R32,6-1 6-0,clay,M Schaar / G Walhof,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
126,,J Sawamatsu / K Sawamatsu,R32,6-0 6-2,clay,J Heldman / V Ziegenfuss,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
127,,L Kaligis / L Sugiarto,R32,6-3 7-9 7-5,clay,H Gourlay / K Harris,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
128,,P Austin / L Tuero,R32,3-6 6-4 6-3,clay,R Darmon / J Lieffrig,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
129,,C Mandarino / M Boulle,R32,6-1 6-2,clay,L Bowrey / L Hunt,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
130,,M Brochard / N Fuchs,R32,6-3 6-1,clay,I Bentzer / C Sandberg,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
131,,M Nasuelli / D Porzio,R32,6-2 6-2,clay,N Richey / K Reid,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
132,,D Bouteleux / C Rouire,R32,6-1 6-1,clay,E Emanuel / C Martinez,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
133,,D Beillan / F Guedy,R32,6-1 6-1,clay,W Shaw / B Stove,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
134,,S Barman / B Vest,R32,6-3 6-1,clay,B Kirk / L Rossouw,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
135,,K Ranga-rao / C Spinoza,R32,WO,clay,G Lovera Benedetti / F Durr,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
136,,O De Roubin / M Pegel,R64,6-3 6-4,clay,L Kaligis / L Sugiarto,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
137,,C Chang / Y Matsuda,R64,6-2 6-3,clay,P Austin / L Tuero,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
138,H2H 1-0,Nicole Niox-Chateau,FQ,6-4 6-1,clay,Katalin Borka,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
139,H2H 1-0,Janine Lieffrig,FQ,6-1 9-7,clay,Joan Koudelka,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
140,H2H 0-0,Anne-Marie Rouchon,FQ,WO,clay,Ana-Maria Pinto-Bravo,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
141,H2H 0-0,Michele Mizen,FQ,WO,clay,Sharon Van Brandis,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
142,H2H 0-0,Chantal Langanay,FQ,WO,clay,Lany Kaligis,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
143,H2H 1-0,Frances Taylor,FQ,6-3 7-5,clay,Daphne Pattison,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
144,H2H 1-0,Ching-Ling Chang,FQ,9-7 6-0,clay,Becky Vest,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
145,H2H 1-0,Birgitta Lindstrom,FQ,7-5 4-6 6-3,clay,Isabel Fernandez-De Soto,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
146,H2H 1-0,Junko Sawamatsu,FQ,6-0 6-4,clay,Nathalie Fuchs,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
147,H2H 1-0,Claudine Rouire,FQ,6-8 6-1 6-2,clay,Wendy Gilchrist,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
148,H2H 0-0,Johanne Venturino,FQ,WO,clay,Francoise Repoux,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
149,H2H 1-0,Michele Gurdal,FQ,6-1 6-4,clay,Raquel Giscafre,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
150,H2H 1-0,Michelle Boulle,FQ,6-4 7-5,clay,Katja Ebbinghaus,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
151,H2H 0-0,Nicole Bimes,FQ,WO,clay,Sonja Pachta,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
152,H2H 1-0,Shari Barman,SFQ,6-2 6-3,clay,Nicole Niox-Chateau,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
153,H2H 1-0,Jacqueline Berson,SFQ,6-0 6-2,clay,Joan Koudelka,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
154,H2H 0-0,Aline Nenot,SFQ,WO,clay,Anne-Marie Rouchon,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
155,H2H 1-0,Sylvie Rual,SFQ,6-0 3-6 6-4,clay,Sharon Van Brandis,1971-05-24,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1971,FO - RG
