,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
0,H2H 2-3,Chris Evert,F,6-7 7-6 6-4,clay,Margaret Court,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
1,H2H 2-0,Francoise Durr,SF,6-1 6-0,clay,Chris Evert,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
2,H2H 5-2,Evonne Cawley,SF,6-3 7-6,clay,Margaret Court,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
3,H2H 3-0,Helga Masthoff,QF,6-3 6-3,clay,Chris Evert,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
4,H2H 1-0,Odile De Roubin,QF,6-0 1-6 6-1,clay,Francoise Durr,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
5,H2H 3-10,Martina Navratilova,QF,7-6 6-4,clay,Evonne Cawley,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
6,H2H 1-0,Katja Ebbinghaus,QF,6-2 6-3,clay,Margaret Court,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
7,H2H 3-0,Renata Tomanova,R16,6-2 6-3,clay,Chris Evert,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
8,H2H 1-0,Patricia Pretorius,R16,6-2 4-6 6-2,clay,Helga Masthoff,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
9,H2H 1-0,Virginia Wade,R16,1-6 6-2 6-3,clay,Odile De Roubin,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
10,H2H 2-0,Fiorella Bonicelli,R16,6-2 6-1,clay,Francoise Durr,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
11,H2H 1-0,Nancy Richey,R16,6-3 6-3,clay,Martina Navratilova,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
12,H2H 1-0,Nathalie Fuchs,R16,6-0 6-3,clay,Evonne Cawley,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
13,H2H 1-0,Patricia Bostrom,R16,6-2 6-3,clay,Katja Ebbinghaus,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
14,H2H 2-0,Betty Stove,R16,6-3 6-2,clay,Margaret Court,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
15,H2H 1-0,Hideko Goto,R32,6-0 6-1,clay,Chris Evert,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
16,H2H 1-0,Kazuko Sawamatsu,R32,3-6 6-1 7-5,clay,Renata Tomanova,1973-05-21,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1973,FO - RG
