,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
0,H2H 3-1,Brenda Schultz-McCarthy,F,7-6 7-6,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Helena Sukova
1,H2H 5-0,Patty Fendick,SF,6-2 6-4,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Helena Sukova
2,H2H 2-0,Jenny Byrne,SF,6-1 2-6 6-4,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Brenda Schultz-McCarthy
3,H2H 4-3,Catherine Tanvier,QF,6-4 6-4,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Helena Sukova
4,H2H 3-5,Jana Novotna,QF,6-4 6-1,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Patty Fendick
5,H2H 2-1,Anne Minter,QF,6-0 2-6 6-3,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Jenny Byrne
6,H2H 1-0,Gretchen Magers,QF,6-3 7-6,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Brenda Schultz-McCarthy
7,H2H 6-0,Dianne Balestrat,R16,3-6 7-5 6-2,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Helena Sukova
8,H2H 1-0,Nathalie Herreman,R16,6-3 6-0,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Catherine Tanvier
9,H2H 1-1,Rene Simpson,R16,6-1 6-2,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Patty Fendick
10,H2H 4-1,Catarina Lindqvist,R16,6-1 2-6 7-6,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Jana Novotna
11,H2H 1-1,Claudia Porwik,R16,6-3 6-2,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Jenny Byrne
12,H2H 1-0,Dianne  Van Rensburg,R16,6-4 7-6,1989-01-02,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1989,Brisbane,Anne Minter
