,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
0,H2H 4-0,Florencia Labat,F,6-1 2-6 6-3,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Lindsay Davenport
1,H2H 1-3,Magdalena Maleeva,SF,WO,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Florencia Labat
2,H2H 3-0,Shi-Ting Wang,SF,6-2 6-4,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Lindsay Davenport
3,H2H 5-0,Rachel McQuillan,QF,6-2 7-5,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Magdalena Maleeva
4,H2H 2-0,Michelle Jaggard-Lai,QF,7-6 6-4,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Florencia Labat
5,H2H 1-1,Natalia Medvedeva,QF,6-1 3-6 6-2,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Shi-Ting Wang
6,H2H 3-0,Barbara Rittner,QF,6-4 6-0,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Lindsay Davenport
7,H2H 1-0,Natalia Baudone-Furlan,R16,6-0 6-2,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Magdalena Maleeva
8,H2H 1-2,Fang Li,R16,6-4 6-3,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Rachel McQuillan
9,H2H 1-0,Sabine Hack,R16,7-6 6-0,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Michelle Jaggard-Lai
10,H2H 2-0,Rika Hiraki,R16,6-3 6-2,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Florencia Labat
11,H2H 1-0,Linda Ferrando,R16,7-6 6-2,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Shi-Ting Wang
12,H2H 1-0,Irina Spirlea,R16,6-3 7-6,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Natalia Medvedeva
13,H2H 1-0,Rene Simpson,R16,6-3 5-7 6-2,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Barbara Rittner
14,H2H 3-0,Ann Wunderlich,R16,6-0 6-2,1994-01-03,hard,https://matchstat.com/tennis/tournaments/w/Brisbane/1994,Brisbane,Lindsay Davenport
