,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 6-0,Juan Ignacio Chela,F,6-3 6-3,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Roger Federer,hard
1,H2H 4-1,Max Mirnyi,SF,6-4 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Juan Ignacio Chela,hard
2,H2H 21-3,Andy Roddick,SF,7-6(3) 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Roger Federer,hard
3,H2H 4-1,Julien Boutter,QF,6-4 6-2,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Max Mirnyi,hard
4,H2H 2-0,Nicolas Escude,QF,WO,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Juan Ignacio Chela,hard
5,H2H 10-1,Hyung-Taik Lee,QF,6-7(3) 6-3 7-5,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Andy Roddick,hard
6,H2H 2-0,Marcelo Rios,QF,6-7(2) 7-6(4) 6-3,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Roger Federer,hard
7,H2H 4-2,Paradorn Srichaphan,R16,6-2 6-3,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Max Mirnyi,hard
8,H2H 1-1,Rainer Schuettler,R16,6-4 7-6(3),2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Julien Boutter,hard
9,H2H 2-0,Guillermo Canas,R16,6-4 6-1,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Nicolas Escude,hard
10,H2H 2-1,Wayne Ferreira,R16,6-4 1-6 7-6(1),2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Juan Ignacio Chela,hard
11,H2H 1-0,Karol Kucera,R16,6-1 6-2,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Hyung-Taik Lee,hard
12,H2H 4-0,Bohdan Ulihrach,R16,6-0 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Andy Roddick,hard
13,H2H 7-1,Andrei Pavel,R16,6-1 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Marcelo Rios,hard
14,H2H 10-1,Xavier Malisse,R16,6-2 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Roger Federer,hard
15,H2H 1-2,Sebastien Grosjean,R32,6-3 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Paradorn Srichaphan,hard
16,H2H 2-1,Wayne Arthurs,R32,7-5 7-6(4),2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Max Mirnyi,hard
17,H2H 4-3,Nicolas Kiefer,R32,6-2 6-2,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Rainer Schuettler,hard
18,H2H 1-1,Thomas Johansson,R32,7-6(4) 7-5,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Julien Boutter,hard
19,H2H 4-3,Ramon Delgado,R32,3-6 6-4 6-1,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Guillermo Canas,hard
20,H2H 1-0,Alberto Martin,R32,6-1 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Nicolas Escude,hard
21,H2H 3-0,Albert Costa,R32,6-0 7-6(2),2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Juan Ignacio Chela,hard
22,H2H 2-1,Arnaud Clement,R32,6-2 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Wayne Ferreira,hard
23,H2H 1-0,Carlos Moya,R32,7-6(5) 7-6(4),2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Hyung-Taik Lee,hard
24,H2H 9-2,Fabrice Santoro,R32,6-4 1-6 6-3,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Karol Kucera,hard
25,H2H 3-5,Nicolas Lapentti,R32,6-3 6-1,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Bohdan Ulihrach,hard
26,H2H 1-0,Andrew Ilie,R32,6-4 6-4,2002-01-07,https://matchstat.com/tennis/tournaments/m/Sydney/2002,Sydney,Andy Roddick,hard
