,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
0,H2H 11-10,Arantxa Sanchez Vicario,F,6-4 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Jana Novotna
1,H2H 2-2,Barbara Paulus,SF,7-5 7-6,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Jana Novotna
2,H2H 11-2,Zina Garrison-Jackson,SF,6-2 7-5,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Arantxa Sanchez Vicario
3,H2H 8-4,Mary Joe Fernandez,QF,7-5 6-3,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Jana Novotna
4,H2H 1-1,Manuela Maleeva-Fragniere,QF,7-6 6-4,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Barbara Paulus
5,H2H 5-7,Natalia Zvereva,QF,6-4 6-3,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Zina Garrison-Jackson
6,H2H 6-1,Nicole Bradtke,QF,7-5 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Arantxa Sanchez Vicario
7,H2H 1-1,Regina Rajchrtova,R16,6-3 6-0,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Mary Joe Fernandez
8,H2H 5-8,Judith Wiesner,R16,3-6 0-1 Retired,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Jana Novotna
9,H2H 1-1,Sabine Appelmans,R16,6-2 3-6 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Manuela Maleeva-Fragniere
10,H2H 1-0,Kristin Godridge,R16,6-1 6-1,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Barbara Paulus
11,H2H 4-3,Julie Halard-Decugis,R16,7-5 7-5,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Natalia Zvereva
12,H2H 7-1,Rosalyn Nideffer,R16,6-3 6-3,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Zina Garrison-Jackson
13,H2H 2-2,Amy Frazier,R16,7-5 6-4,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Nicole Bradtke
14,H2H 1-0,Carrie Cunningham,R16,6-1 6-1,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Arantxa Sanchez Vicario
15,H2H 5-0,Patricia Hy-Boulais,R32,6-4 6-1,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Mary Joe Fernandez
16,H2H 1-0,Catherine Tanvier,R32,6-2 6-3,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Regina Rajchrtova
17,H2H 3-0,Sabine Hack,R32,6-1 1-0 Retired,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Judith Wiesner
18,H2H 2-0,Petra Langrova,R32,1-6 6-4 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Jana Novotna
19,H2H 1-0,Cathy Caverzasio,R32,6-2 6-1,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Manuela Maleeva-Fragniere
20,H2H 1-0,Anne Minter,R32,6-0 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Sabine Appelmans
21,H2H 1-0,Pam Shriver,R32,7-6 4-6 6-4,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Kristin Godridge
22,H2H 3-0,Tami Whitlinger-Jones,R32,7-5 2-6 6-0,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Barbara Paulus
23,H2H 2-0,Patty Fendick,R32,6-2 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Natalia Zvereva
24,H2H 4-0,Wiltrud Probst,R32,6-1 6-0,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Julie Halard-Decugis
25,H2H 2-4,Nathalie Herreman,R32,6-2 3-6 6-4,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Rosalyn Nideffer
26,H2H 5-1,Kathy Rinaldi,R32,6-1 6-3,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Zina Garrison-Jackson
27,H2H 2-0,Erika De Lone,R32,3-6 7-5 6-3,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Amy Frazier
28,H2H 3-0,Ann Wunderlich,R32,6-4 6-7 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Nicole Bradtke
29,H2H 1-0,Laura Arraya,R32,6-1 6-1,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Carrie Cunningham
30,H2H 1-0,Alexia Dechaume-Balleret,R32,6-3 6-1,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Arantxa Sanchez Vicario
31,H2H 2-0,Mercedes Paz,R64,6-4 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Patricia Hy-Boulais
32,H2H 2-1,Elna Reinach,R64,7-5 6-3,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Catherine Tanvier
33,H2H 1-0,Claudia Porwik,R64,6-7 7-5 7-6,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Regina Rajchrtova
34,H2H 4-0,Angelica Gavaldon,R64,6-1 6-0,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Judith Wiesner
35,H2H 2-2,Natalia Medvedeva,R64,6-4 7-6,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Sabine Hack
36,H2H 1-1,Rachel McQuillan,R64,6-3 5-7 6-2,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Petra Langrova
37,H2H 1-1,Catarina Lindqvist,R64,6-4 6-3,1991-01-07,hard,https://matchstat.com/tennis/tournaments/w/Sydney/1991,Sydney,Cathy Caverzasio
