,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
0,H2H 22-37,Martina Navratilova,F,2-6 6-2 6-1,clay,Chris Evert,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
1,H2H 2-1,Janet Wright,SF,6-2 6-3,clay,Martina Navratilova,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
2,H2H 6-0,Olga Morozova,SF,6-4 6-0,clay,Chris Evert,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
3,H2H 1-0,Donna Ganz,QF,6-1 6-1,clay,Martina Navratilova,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
4,H2H 1-0,Eva Szabo,QF,6-1 6-2,clay,Janet Wright,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
5,H2H 2-0,Raquel Giscafre,QF,7-5 6-7 6-0,clay,Olga Morozova,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
6,H2H 2-0,Kazuko Sawamatsu,QF,6-2 6-2,clay,Chris Evert,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
7,H2H 4-0,Pam Teeguarden,R16,6-2 2-6 6-3,clay,Martina Navratilova,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
8,H2H 1-0,Dianne Balestrat,R16,6-3 6-4,clay,Donna Ganz,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
9,H2H 1-0,Odile De Roubin,R16,6-1 6-4,clay,Eva Szabo,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
10,H2H 1-1,Elly Vessies,R16,6-3 6-3,clay,Janet Wright,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
11,H2H 1-0,Marina Kroschina,R16,6-2 6-3,clay,Raquel Giscafre,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
12,H2H 1-1,Sue Barker,R16,6-1 6-0,clay,Olga Morozova,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
13,H2H 1-0,Fiorella Bonicelli,R16,7-6 6-3,clay,Kazuko Sawamatsu,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
14,H2H 3-0,Renata Tomanova,R16,6-3 6-2,clay,Chris Evert,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
15,H2H 1-0,Nathalie Fuchs,R32,7-5 6-3,clay,Martina Navratilova,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
16,H2H 1-0,Lita Sugiarto,R32,4-6 7-5 9-7,clay,Pam Teeguarden,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
17,H2H 1-0,Helga Masthoff,R32,3-6 6-1 6-3,clay,Dianne Balestrat,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
18,H2H 1-0,Rosy Darmon,R32,6-1 6-1,clay,Donna Ganz,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
19,H2H 1-0,Michelle Boulle,R32,6-4 6-3,clay,Odile De Roubin,1975-06-02,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1975,FO - RG
