,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 1-0,Younes El Aynaoui,F,7-6 2-6 7-6,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Petr Korda,hard
1,H2H 2-1,Thomas Muster,SF,6-4 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Younes El Aynaoui,hard
2,H2H 6-2,David Prinosil,SF,6-7 6-1 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Petr Korda,hard
3,H2H 4-1,Adrian Voinea,QF,6-2 6-2,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Thomas Muster,hard
4,H2H 1-1,Guillaume Raoux,QF,6-2 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Younes El Aynaoui,hard
5,H2H 3-3,Magnus Larsson,QF,6-4 7-5,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Petr Korda,hard
6,H2H 2-0,Nicolas Pereira,QF,6-7 6-2 6-1,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,David Prinosil,hard
7,H2H 6-3,Andrea Gaudenzi,R16,6-3 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Thomas Muster,hard
8,H2H 2-1,Nicklas Kulti,R16,7-6 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Adrian Voinea,hard
9,H2H 2-3,Thomas Enqvist,R16,3-6 6-3 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Younes El Aynaoui,hard
10,H2H 1-3,Alexander Volkov,R16,6-3 4-6 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Guillaume Raoux,hard
11,H2H 2-0,Jeff Tarango,R16,6-4 6-7 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Magnus Larsson,hard
12,H2H 6-4,Michael Stich,R16,6-3 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Petr Korda,hard
13,H2H 1-0,Karim Alami,R16,6-3 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,David Prinosil,hard
14,H2H 1-0,Boris Becker,R16,7-6 6-7 7-6,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Nicolas Pereira,hard
15,H2H 6-2,Javier Sanchez,R32,6-2 7-6,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Thomas Muster,hard
16,H2H 2-2,Sjeng Schalken,R32,6-2 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Andrea Gaudenzi,hard
17,H2H 1-0,Frederik Fetterlein,R32,6-1 6-2,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Nicklas Kulti,hard
18,H2H 2-2,Jan Siemerink,R32,6-2 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Adrian Voinea,hard
19,H2H 3-2,Hicham Arazi,R32,6-2 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Thomas Enqvist,hard
20,H2H 2-0,Tomas Carbonell,R32,6-4 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Younes El Aynaoui,hard
21,H2H 1-2,Marc-Kevin Goellner,R32,6-3 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Guillaume Raoux,hard
22,H2H 2-2,Paul Haarhuis,R32,7-5 7-6,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Alexander Volkov,hard
23,H2H 1-0,Sultan Khalfan Al Alawi,R32,6-0 6-1,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Magnus Larsson,hard
24,H2H 1-2,Bohdan Ulihrach,R32,7-6 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Jeff Tarango,hard
25,H2H 3-0,Filip De Wulf,R32,6-3 6-2,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Petr Korda,hard
26,H2H 1-0,Christian Ruud,R32,3-6 6-2 7-5,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Michael Stich,hard
27,H2H 1-1,Gilbert Schaller,R32,6-0 6-2,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,David Prinosil,hard
28,H2H 1-0,Andrei Olhovskiy,R32,6-2 2-6 7-5,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Karim Alami,hard
29,H2H 1-0,Jan Apell,R32,6-3 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Nicolas Pereira,hard
30,H2H 25-10,Stefan Edberg,R32,6-2 7-5,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,Boris Becker,hard
31,,J Eltingh / P Haarhuis,F,7-6 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,M Knowles / D Nestor,hard
32,,M Goellner / D Prinosil,SF,7-5 5-7 7-6,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,J Eltingh / P Haarhuis,hard
33,,P Galbraith / A Olhovskiy,SF,5-7 6-4 6-2,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,M Knowles / D Nestor,hard
34,,J de Jager / G Raoux,QF,6-4 6-2,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,J Eltingh / P Haarhuis,hard
35,,M Keil / J Tarango,QF,1-6 6-4 6-4,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,M Goellner / D Prinosil,hard
36,,S Edberg / P Korda,QF,6-2 6-3,1996-01-01,https://matchstat.com/tennis/tournaments/m/Doha/1996,Doha,P Galbraith / A Olhovskiy,hard
