,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
56,H2H 1-0,Susie Mehmedbasich,R64,7-5 6-3,clay,Antonella Rosa,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
57,H2H 1-1,Michelle Tyler,R64,6-4 6-4,clay,Regina Marsikova,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
58,H2H 1-1,Maria-Teresa Nasuelli,R64,7-5 6-2,clay,Fiorella Bonicelli,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
59,H2H 1-0,Brigette Cuypers,R64,6-0 6-0,clay,Glynis Coles,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
60,H2H 1-0,Maria Victoria Baldovinos Cibeira,R64,7-5 6-1,clay,Mariana Simionescu,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
61,H2H 1-0,Cecilia Martinez,R64,6-3 6-0,clay,Carmen Perea-Alcala,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
62,H2H 2-0,Nerida Gregory,R64,6-3 6-3,clay,Sue Barker,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
63,,K Harter / H Masthoff,F,6-4 1-6 6-3,clay,F Bonicelli / G Lovera Benedetti,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
64,,R Marsikova / R Tomanova,SF,2-6 7-5 6-2,clay,F Bonicelli / G Lovera Benedetti,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
65,,L Boshoff / I Kloss,SF,6-2 3-6 10-8,clay,K Harter / H Masthoff,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
66,,M Gurdal / M Van Haver,QF,6-3 7-5,clay,F Bonicelli / G Lovera Benedetti,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
67,,V Ruzici / E Vessies,QF,6-2 6-7 6-0,clay,R Marsikova / R Tomanova,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
68,,C Doerner / W Turnbull,QF,6-2 6-2,clay,K Harter / H Masthoff,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
69,,G Coles / F Mihai,QF,7-6 5-7 9-7,clay,L Boshoff / I Kloss,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
70,,S Villaverde / E Weisenberger,R16,6-3 7-5,clay,F Bonicelli / G Lovera Benedetti,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
71,,I Bentzer / V Ziegenfuss,R16,3-6 7-6 6-4,clay,M Gurdal / M Van Haver,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
72,,I Fernandez-de Soto / M Jausovec,R16,6-1 7-6,clay,V Ruzici / E Vessies,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
73,,H Anliot / M Simionescu,R16,4-6 6-2 6-1,clay,R Marsikova / R Tomanova,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
74,,S Barker / M Tyler,R16,6-2 7-6,clay,C Doerner / W Turnbull,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
75,,K Kuykendall / M Nasuelli,R16,6-2 6-3,clay,K Harter / H Masthoff,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
76,,S Mehmedbasich / M Redondo,R16,6-1 6-3,clay,G Coles / F Mihai,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
77,,M Holubova / C Zeeman,R16,6-2 6-2,clay,L Boshoff / I Kloss,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
78,,C Martinez / J Stratton,R32,1-6 7-5 6-3,clay,S Villaverde / E Weisenberger,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
79,,B Simon-glinel / F Thibault,R32,6-1 7-5,clay,V Ruzici / E Vessies,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
80,,B Cuypers / L Du Pont,R32,WO,clay,H Anliot / M Simionescu,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
81,,N Fuchs / F Guedy,R32,6-2 6-0,clay,C Doerner / W Turnbull,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
82,,P Bianchi / S Rual,R32,6-0 6-2,clay,K Kuykendall / M Nasuelli,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
83,,M Baldovinos Cibeira / C Perea-alcala,R32,6-7 6-4 6-3,clay,M Holubova / C Zeeman,1976-05-31,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1976,FO - RG
84,H2H 9-5,Evonne Cawley,F,6-3 4-6 8-6,grass,Chris Evert,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
85,H2H 22-37,Martina Navratilova,SF,6-3 4-6 6-4,grass,Chris Evert,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
86,H2H 11-1,Virginia Wade,SF,6-1 6-2,grass,Evonne Cawley,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
87,H2H 6-0,Olga Morozova,QF,6-3 6-0,grass,Chris Evert,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
88,H2H 12-1,Sue Barker,QF,6-3 3-6 7-5,grass,Martina Navratilova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
89,H2H 10-1,Kerry Reid,QF,6-4 6-2,grass,Virginia Wade,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
90,H2H 5-0,Rosie Casals,QF,7-5 6-3,grass,Evonne Cawley,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
91,H2H 10-0,Betty Stove,R16,6-2 6-2,grass,Chris Evert,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
92,H2H 1-0,Natasha Chmyreva,R16,6-4 4-6 6-1,grass,Olga Morozova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
93,H2H 3-0,Francoise Durr,R16,2-6 6-3 7-5,grass,Martina Navratilova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
94,H2H 1-0,Maria Bueno,R16,2-6 6-2 6-1,grass,Sue Barker,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
95,H2H 3-1,Greer Stevens,R16,3-6 6-3 6-1,grass,Kerry Reid,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
96,H2H 1-1,Marise Kruger,R16,2-6 6-3 7-5,grass,Virginia Wade,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
97,H2H 3-2,Mima Jausovec,R16,6-2 7-5,grass,Rosie Casals,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
98,H2H 7-1,Dianne Balestrat,R16,6-3 6-0,grass,Evonne Cawley,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
99,H2H 5-0,Lesley Hunt,R32,6-1 6-0,grass,Chris Evert,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
100,H2H 1-0,Beth Norton,R32,6-3 6-2,grass,Betty Stove,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
101,H2H 1-1,Regina Marsikova,R32,6-4 6-1,grass,Olga Morozova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
102,H2H 1-0,Ilana Kloss,R32,7-5 6-4,grass,Natasha Chmyreva,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
103,H2H 4-0,Lea Antonoplis,R32,6-1 6-4,grass,Martina Navratilova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
104,H2H 1-1,Joanne Russell,R32,6-4 6-4,grass,Francoise Durr,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
105,H2H 1-0,Valerie Ziegenfuss,R32,3-6 7-5 6-2,grass,Sue Barker,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
106,H2H 1-0,Mona Guerrant,R32,6-4 3-6 6-3,grass,Maria Bueno,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
107,H2H 1-0,Renata Tomanova,R32,6-2 5-7 9-7,grass,Greer Stevens,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
108,H2H 3-0,Cynthia Doerner,R32,7-5 4-2 Retired,grass,Kerry Reid,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
109,H2H 3-0,Wendy Turnbull,R32,8-6 6-4,grass,Marise Kruger,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
110,H2H 1-0,Peggy Michel,R32,6-3 6-3,grass,Virginia Wade,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
111,H2H 1-0,Aleida Spex,R32,8-6 6-0,grass,Mima Jausovec,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
112,H2H 6-0,Terry Holladay,R32,6-4 6-2,grass,Rosie Casals,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
113,H2H 2-0,Julie Anthony,R32,6-4 9-8,grass,Dianne Balestrat,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
114,H2H 2-0,Corinne Molesworth,R32,6-1 6-1,grass,Evonne Cawley,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
115,H2H 1-0,Annette Coe,R64,6-0 6-0,grass,Chris Evert,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
116,H2H 1-2,Winnie Shaw,R64,6-0 6-4,grass,Lesley Hunt,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
117,H2H 1-0,Sue Saliba,R64,6-1 6-2,grass,Betty Stove,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
118,H2H 1-0,Elizabeth Vlotman,R64,6-3 9-8,grass,Beth Norton,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
119,H2H 1-0,Mary Mclean,R64,6-2 6-0,grass,Olga Morozova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
120,H2H 1-0,Tory-Ann Fretz,R64,6-2 6-4,grass,Regina Marsikova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
121,H2H 1-0,Mareen Harper,R64,6-2 6-2,grass,Ilana Kloss,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
122,H2H 1-0,Jeanne Evert,R64,6-1 6-3,grass,Natasha Chmyreva,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
123,H2H 1-0,Michele Gurdal,R64,6-2 6-1,grass,Martina Navratilova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
124,H2H 1-0,Iris Riedel,R64,6-3 6-2,grass,Lea Antonoplis,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
125,H2H 1-0,Jackie Fayter,R64,3-6 6-3 7-5,grass,Francoise Durr,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
126,H2H 1-0,Janice Metcalf,R64,6-4 6-1,grass,Joanne Russell,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
127,H2H 1-0,Cecilia Martinez,R64,6-4 7-5,grass,Sue Barker,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
128,H2H 1-0,Kathy Kuykendall,R64,3-6 6-3 6-1,grass,Valerie Ziegenfuss,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
129,H2H 1-0,Chris Newton,R64,6-1 6-1,grass,Mona Guerrant,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
130,H2H 1-0,Bunny Bruning,R64,6-4 3-6 8-6,grass,Maria Bueno,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
131,H2H 1-0,Kathleen Harter,R64,6-3 3-6 9-7,grass,Renata Tomanova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
132,H2H 1-0,Fiorella Bonicelli,R64,6-0 6-1,grass,Greer Stevens,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
133,H2H 1-0,Veronica Burton,R64,6-2 6-1,grass,Cynthia Doerner,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
134,H2H 9-0,Pam Teeguarden,R64,6-4 1-6 6-2,grass,Kerry Reid,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
135,H2H 1-0,Heidi Eisterlehner,R64,6-3 6-4,grass,Marise Kruger,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
136,H2H 1-0,Patti Hogan,R64,6-2 6-4,grass,Wendy Turnbull,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
137,H2H 1-0,Brigette Cuypers,R64,6-2 6-2,grass,Peggy Michel,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
138,H2H 1-0,Sue Mappin,R64,6-1 6-0,grass,Virginia Wade,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
139,H2H 1-0,Isabel Fernandez-De Soto,R64,6-3 6-4,grass,Aleida Spex,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
140,H2H 3-0,Ingrid Bentzer,R64,4-6 6-4 6-2,grass,Mima Jausovec,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
141,H2H 2-0,Alison Mcmillan,R64,6-4 9-8,grass,Terry Holladay,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
142,H2H 1-0,Patricia Bostrom,R64,6-2 6-4,grass,Rosie Casals,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
143,H2H 2-0,Naoko Sato,R64,6-2 6-4,grass,Julie Anthony,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
144,H2H 2-0,Kathy Teacher,R64,6-0 6-4,grass,Dianne Balestrat,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
145,H2H 1-0,Annette Du Plooy,R64,2-6 7-5 7-5,grass,Corinne Molesworth,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
146,H2H 1-0,Martina Walsh,R64,6-0 7-5,grass,Evonne Cawley,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
147,H2H 1-0,Linda Thomas,R128,6-1 6-1,grass,Chris Evert,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
148,H2H 1-0,Mariana Simionescu,R128,7-5 6-0,grass,Winnie Shaw,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
149,H2H 3-2,Betsy Nagelsen,R128,6-3 6-0,grass,Betty Stove,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
150,H2H 2-0,Christine Dorey,R128,7-5 6-3,grass,Beth Norton,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
151,H2H 1-0,Ann Kiyomura,R128,6-3 6-1,grass,Olga Morozova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
152,H2H 1-0,Lindsay Blachford,R128,7-5 7-5,grass,Tory-Ann Fretz,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
153,H2H 1-0,Vicki Lancaster-Kerr,R128,6-3 6-3,grass,Mareen Harper,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
154,H2H 2-0,Belinda Thompson,R128,6-1 6-1,grass,Natasha Chmyreva,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
155,H2H 6-0,Laura Du Pont,R128,3-6 6-1 6-3,grass,Martina Navratilova,1976-06-21,https://matchstat.com/tennis/tournaments/w/Wimbledon/1976,Wimbledon
