,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 1-0,Wally Masur,F,7-5 6-0 2-6 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Chris Lewis,hard
1,H2H 4-4,John Fitzgerald,SF,5-7 7-5 7-5,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Wally Masur,hard
2,H2H 1-0,Danny Saltz,SF,7-6 7-6,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Chris Lewis,hard
3,H2H 5-0,Brad Drewett,QF,7-6 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,John Fitzgerald,hard
4,H2H 6-0,Kelly Evernden,QF,6-4 2-6 9-7,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Wally Masur,hard
5,H2H 1-0,Peter Doohan,QF,6-4 4-6 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Danny Saltz,hard
6,H2H 1-1,Glenn Layendecker,QF,7-5 6-3,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Chris Lewis,hard
7,H2H 1-0,Karl Meiler,R16,6-0 4-6 6-1,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,John Fitzgerald,hard
8,H2H 1-0,Howard Sands,R16,6-4 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Brad Drewett,hard
9,H2H 3-0,Leif Shiras,R16,6-7 6-3 6-3,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Kelly Evernden,hard
10,H2H 3-1,Broderick Dyke,R16,6-4 6-1,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Wally Masur,hard
11,H2H 1-0,Craig A. Miller,R16,6-3 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Peter Doohan,hard
12,H2H 1-0,Jeff Turpin,R16,4-6 6-4 6-3,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Danny Saltz,hard
13,H2H 2-0,Scott McCain,R16,6-1 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Chris Lewis,hard
14,H2H 1-0,John Lloyd,R16,6-4 7-6,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Glenn Layendecker,hard
15,H2H 1-0,Kelvin Belcher,R32,2-6 6-3 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,John Fitzgerald,hard
16,H2H 1-0,Mark Wooldridge,R32,2-6 6-4 6-3,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Karl Meiler,hard
17,H2H 1-0,Jonathan Canter,R32,3-6 6-3 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Howard Sands,hard
18,H2H 1-0,Russell Barlow,R32,6-2 3-6 6-3,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Brad Drewett,hard
19,H2H 1-0,David Lewis,R32,3-6 6-2 8-6,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Leif Shiras,hard
20,H2H 1-0,Mark Long,R32,6-2 6-1,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Kelly Evernden,hard
21,H2H 1-1,Jonathan Smith,R32,6-7 6-0 6-3,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Broderick Dyke,hard
22,H2H 2-0,David Mustard,R32,4-6 6-3 6-3,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Wally Masur,hard
23,H2H 2-0,Bruce Derlin,R32,6-2 6-2,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Peter Doohan,hard
24,H2H 1-0,Michael Fancutt,R32,6-2 6-1,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Craig A. Miller,hard
25,H2H 1-0,Richard Akel,R32,4-6 6-3 6-4,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Jeff Turpin,hard
26,H2H 1-0,Dan Cassidy,R32,7-5 6-3,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Danny Saltz,hard
27,H2H 1-0,Steve Guy,R32,6-4 6-1,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Chris Lewis,hard
28,H2H 1-0,Cary Stansbury,R32,6-4 7-5,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Scott McCain,hard
29,H2H 1-0,Peter Johnston,R32,2-6 6-1 9-7,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,Glenn Layendecker,hard
30,H2H 1-0,Brian Levine,R32,6-2 6-2,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,John Lloyd,hard
31,,B Dyke / W Masur,F,7-6 6-2,1985-01-07,https://matchstat.com/tennis/tournaments/m/Auckland/1985,Auckland,J Fitzgerald / C Lewis,hard
