,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,start_date,surface,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners
1042,H2H 3-0,Martina Sucha,1.0,1.0,4387241.0,96375.0,,,Martina Sucha,68.0,6.0,2.0,81.0,33.0,61.0,37.0,22.0,24.0,13.0,,,,,,1.0,142.0,,,,,R32,6-4 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Akiko Morigami,3.0,4.0,4387241.0,96376.0,,,Akiko Morigami,74.0,4.0,4.0,61.0,26.0,81.0,45.0,31.0,36.0,17.0,,,,,,2.0,142.0,,
1043,H2H 1-0,Kelly Mccain,2.0,3.0,4387242.0,96379.0,,,Kelly Mccain,53.0,5.0,2.0,58.0,21.0,58.0,33.0,20.0,25.0,12.0,,,,,,1.0,116.0,,,,,R32,6-4 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Michaella Krajicek,8.0,4.0,4387242.0,96380.0,,,Michaella Krajicek,63.0,8.0,4.0,58.0,26.0,58.0,40.0,28.0,18.0,9.0,,,,,,2.0,116.0,,
1044,H2H 2-0,Katerina Klapkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 5-7 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Yuka Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,H2H 1-0,Edina Gallovits,0.0,0.0,4387244.0,96367.0,,,Edina Gallovits,59.0,6.0,3.0,60.0,24.0,72.0,47.0,24.0,25.0,11.0,,,,,,1.0,132.0,,,,,R32,6-4 6-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Evgenia Linetskaya,2.0,1.0,4387244.0,96368.0,,,Evgenia Linetskaya,73.0,15.0,6.0,72.0,37.0,60.0,32.0,20.0,28.0,16.0,,,,,,2.0,132.0,,
1046,H2H 1-1,Mashona Washington,5.0,4.0,4387245.0,96371.0,,,Mashona Washington,54.0,4.0,1.0,64.0,21.0,52.0,37.0,26.0,15.0,7.0,,,,,,1.0,116.0,,,,,R32,6-3 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Abigail Spears,2.0,7.0,4387245.0,96372.0,,,Abigail Spears,62.0,5.0,3.0,52.0,19.0,64.0,34.0,26.0,30.0,17.0,,,,,,2.0,116.0,,
1047,H2H 2-2,Antonella Serra Zanetti,0.0,6.0,4387246.0,96383.0,,,Antonella Serra Zanetti,81.0,11.0,5.0,78.0,35.0,92.0,56.0,31.0,36.0,15.0,,,,,,1.0,170.0,,,,,R32,6-4 1-6 6-2,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Yoon-Jeong Cho,0.0,5.0,4387246.0,96384.0,,,Yoon-Jeong Cho,89.0,9.0,6.0,92.0,46.0,78.0,48.0,27.0,30.0,16.0,,,,,,2.0,170.0,,
1048,H2H 2-0,Jill Craybas,0.0,3.0,4387247.0,96363.0,,,Jill Craybas,98.0,13.0,7.0,105.0,50.0,98.0,57.0,29.0,41.0,19.0,,,,,,1.0,203.0,,,,,R32,4-6 6-4 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Hana Sromova,1.0,1.0,4387247.0,96364.0,,,Hana Sromova,105.0,16.0,8.0,98.0,50.0,105.0,74.0,34.0,31.0,21.0,,,,,,2.0,203.0,,
1049,H2H 1-2,Laura Granville,0.0,2.0,4387248.0,96377.0,,,Laura Granville,49.0,0.0,0.0,51.0,10.0,65.0,44.0,27.0,21.0,12.0,,,,,,1.0,116.0,,,,,R32,6-3 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Meghann Shaughnessy,10.0,3.0,4387248.0,96378.0,,,Meghann Shaughnessy,67.0,4.0,2.0,65.0,26.0,51.0,29.0,26.0,22.0,15.0,,,,,,2.0,116.0,,
1050,H2H 1-0,Lindsay Lee-Waters,3.0,4.0,4387249.0,96370.0,,,Lindsay Lee-Waters,44.0,3.0,0.0,54.0,13.0,55.0,31.0,18.0,24.0,13.0,,,,,,2.0,109.0,,,,,R32,6-2 6-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Nicole Vaidisova,10.0,3.0,4387249.0,96369.0,,,Nicole Vaidisova,65.0,11.0,3.0,55.0,24.0,54.0,30.0,24.0,24.0,17.0,,,,,,1.0,109.0,,
1051,H2H 2-1,Jennifer Hopkins,2.0,2.0,4387250.0,96366.0,,,Jennifer Hopkins,42.0,4.0,0.0,57.0,18.0,50.0,30.0,16.0,20.0,8.0,,,,,,2.0,107.0,,,,,R32,6-3 6-0,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Kristina Brandi,1.0,4.0,4387250.0,96365.0,,,Kristina Brandi,65.0,10.0,4.0,50.0,26.0,57.0,41.0,31.0,16.0,8.0,,,,,,1.0,107.0,,
1052,H2H 1-0,Seda Noorlander,0.0,4.0,4387251.0,96362.0,,,Seda Noorlander,56.0,8.0,3.0,61.0,24.0,66.0,36.0,15.0,30.0,17.0,,,,,,2.0,127.0,,,,,R32,7-5 6-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Sesil Karatantcheva,5.0,7.0,4387251.0,96361.0,,,Sesil Karatantcheva,71.0,12.0,6.0,66.0,34.0,61.0,32.0,24.0,29.0,13.0,,,,,,1.0,127.0,,
1053,H2H 1-0,Amy Frazier,1.0,6.0,4387252.0,96360.0,,,Amy Frazier,100.0,14.0,6.0,98.0,46.0,96.0,59.0,40.0,37.0,14.0,,,,,,2.0,194.0,,,,,R32,7-6(4) 0-6 6-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Jamea Jackson,2.0,2.0,4387252.0,96359.0,,,Jamea Jackson,94.0,11.0,5.0,96.0,42.0,98.0,63.0,37.0,35.0,15.0,,,,,,1.0,194.0,,
1054,,L Granville / A Spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6-3 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,M Saeki / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,,Y Beygelzimer / A Jidkova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-7(4) 6-3 7-6(3),2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,M Saeki / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,A Serra Zanetti / A Serra Zanetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-4 5-7 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,L Granville / A Spears,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,L Lee-Waters / K Smashey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,4-6 6-1 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,M Saeki / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,M Krajicek / M Pastikova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-1 2-0 Retired,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Y Beygelzimer / A Jidkova,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,N Grandin / K Mccain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,4-6 6-4 7-6(3),2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,L Granville / A Spears,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,S Beltrame / L Osterloh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,WO,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,A Serra Zanetti / A Serra Zanetti,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,J Craybas / L McShea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,4-6 6-4 6-1,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,L Lee-Waters / K Smashey,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,J Ditty / V Uhlirova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(6) 3-6 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,M Saeki / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,T Ashley / M Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(4) 6-0,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Y Beygelzimer / A Jidkova,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,Y Cho / M Jeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,M Krajicek / M Pastikova,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,,K Brandi / K Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,4-6 7-5 7-6(6),2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,N Grandin / K Mccain,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,E Fislova / S Hrozenska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-1,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,L Granville / A Spears,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,K Bondarenko / E Vesnina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 3-6 7-6(5),2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,S Beltrame / L Osterloh,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,J Hopkins / M Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,A Serra Zanetti / A Serra Zanetti,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,H2H 4-1,Sunitha Rao,0.0,1.0,4387233.0,96356.0,,,Sunitha Rao,41.0,1.0,0.0,50.0,12.0,51.0,36.0,20.0,15.0,9.0,,,,,,2.0,101.0,,,,,FQ,6-4 6-1,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Angela Haynes,5.0,0.0,4387233.0,96355.0,,,Angela Haynes,60.0,6.0,3.0,51.0,22.0,50.0,30.0,23.0,20.0,15.0,,,,,,1.0,101.0,,
1070,H2H 1-0,Varvara Lepchenko,4.0,4.0,4387234.0,96354.0,,,Varvara Lepchenko,81.0,7.0,5.0,86.0,39.0,84.0,58.0,32.0,26.0,10.0,,,,,,2.0,170.0,,,,,FQ,3-6 6-3 6-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Yuka Yoshida,2.0,6.0,4387234.0,96353.0,,,Yuka Yoshida,89.0,10.0,7.0,84.0,42.0,86.0,55.0,36.0,31.0,11.0,,,,,,1.0,170.0,,
1071,H2H 2-1,Edina Gallovits,2.0,8.0,4387235.0,96352.0,,,Edina Gallovits,51.0,1.0,1.0,50.0,11.0,70.0,46.0,35.0,24.0,5.0,,,,,,2.0,120.0,,,,,FQ,6-3 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Jennifer Hopkins,6.0,1.0,4387235.0,96351.0,,,Jennifer Hopkins,69.0,11.0,3.0,70.0,30.0,50.0,22.0,18.0,28.0,21.0,,,,,,1.0,120.0,,
1072,H2H 1-0,Diana Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,6-3 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Katerina Klapkova,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,H2H 3-2,Chanelle Scheepers,1.0,6.0,4387225.0,96348.0,,,Chanelle Scheepers,99.0,15.0,3.0,111.0,42.0,98.0,54.0,37.0,44.0,20.0,,,,,,2.0,209.0,,,,,SFQ,4-6 7-6(5) 6-2,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Angela Haynes,2.0,6.0,4387225.0,96347.0,,,Angela Haynes,110.0,10.0,4.0,98.0,41.0,111.0,73.0,50.0,38.0,19.0,,,,,,1.0,209.0,,
1074,H2H 1-0,Svetlana Krivencheva,0.0,2.0,4387226.0,96345.0,,,Svetlana Krivencheva,39.0,4.0,1.0,51.0,16.0,52.0,46.0,21.0,6.0,2.0,,,,,,1.0,103.0,,,,,SFQ,6-4 6-0,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Sunitha Rao,1.0,3.0,4387226.0,96346.0,,,Sunitha Rao,64.0,10.0,5.0,52.0,29.0,51.0,35.0,27.0,16.0,8.0,,,,,,2.0,103.0,,
1075,H2H 1-0,Lina Stanciute,10.0,5.0,4387227.0,96344.0,,,Lina Stanciute,71.0,4.0,1.0,77.0,26.0,78.0,45.0,29.0,33.0,16.0,,,,,,2.0,155.0,,,,,SFQ,7-5 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Yuka Yoshida,4.0,6.0,4387227.0,96343.0,,,Yuka Yoshida,84.0,6.0,3.0,78.0,33.0,77.0,41.0,31.0,36.0,20.0,,,,,,1.0,155.0,,
1076,H2H 1-1,Teryn Ashley,5.0,6.0,4387228.0,96342.0,,,Teryn Ashley,128.0,21.0,6.0,131.0,62.0,121.0,73.0,47.0,48.0,19.0,,,,,,2.0,252.0,,,,,SFQ,7-6(3) 3-6 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Varvara Lepchenko,3.0,8.0,4387228.0,96341.0,,,Varvara Lepchenko,124.0,14.0,6.0,121.0,55.0,131.0,94.0,54.0,37.0,15.0,,,,,,1.0,252.0,,
1077,H2H 1-0,Natalie Grandin,6.0,3.0,4387229.0,96340.0,,,Natalie Grandin,110.0,8.0,3.0,104.0,36.0,120.0,80.0,54.0,40.0,20.0,,,,,,2.0,224.0,,,,,SFQ,7-6(3) 3-6 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Jennifer Hopkins,10.0,6.0,4387229.0,96339.0,,,Jennifer Hopkins,114.0,9.0,3.0,120.0,46.0,104.0,59.0,46.0,45.0,22.0,,,,,,1.0,224.0,,
1078,H2H 1-0,Suchanun Viratprasert,0.0,2.0,4387230.0,96337.0,,,Suchanun Viratprasert,44.0,7.0,2.0,54.0,22.0,46.0,30.0,17.0,16.0,5.0,,,,,,1.0,100.0,,,,,SFQ,6-4 4-1 Retired,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Edina Gallovits,0.0,1.0,4387230.0,96338.0,,,Edina Gallovits,56.0,7.0,4.0,46.0,24.0,54.0,39.0,26.0,15.0,6.0,,,,,,2.0,100.0,,
1079,H2H 1-0,Stanislava Hrozenska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,7-6(3) 6-1,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Katerina Klapkova,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,H2H 2-0,Tiffany Dabek,1.0,3.0,4387232.0,96349.0,,,Tiffany Dabek,73.0,10.0,2.0,86.0,32.0,75.0,49.0,32.0,26.0,9.0,,,,,,1.0,161.0,,,,,SFQ,6-1 2-6 6-2,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Diana Ospina,2.0,3.0,4387232.0,96350.0,,,Diana Ospina,88.0,6.0,4.0,75.0,34.0,86.0,56.0,39.0,30.0,15.0,,,,,,2.0,161.0,,
1081,H2H 1-0,Jennifer Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-0 6-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Angela Haynes,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,H2H 1-0,Lauren Shumate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-0 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Chanelle Scheepers,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,H2H 1-0,Eva Fislova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-4 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Svetlana Krivencheva,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,H2H 1-2,Rosana De Los Rios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-0 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Sunitha Rao,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,H2H 1-0,Anne Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-1,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Yuka Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,H2H 1-0,Adriana Serra Zanetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-7(10) 6-2 6-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Lina Stanciute,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,H2H 1-2,Elena Vesnina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Varvara Lepchenko,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,H2H 1-0,Stacia Fonseca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Teryn Ashley,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,H2H 1-0,Georgia Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 6-2,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Jennifer Hopkins,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,H2H 1-0,Meilen Tu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Natalie Grandin,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,H2H 2-0,Salome Devidze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-2 1-6 7-6(3),2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Suchanun Viratprasert,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,H2H 1-0,Miho Saeki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 6-2,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Edina Gallovits,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,H2H 1-0,Anamika Bhargava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-1 6-1,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Katerina Klapkova,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,H2H 2-0,Mi-Ra Jeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,3-6 6-3 6-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Stanislava Hrozenska,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,H2H 1-1,Ekaterina Afinogenova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 4-6 7-5,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Tiffany Dabek,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,H2H 1-0,Katarina Kachlikova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,3-6 6-4 6-2,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,Diana Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,,S Rao / C Scheepers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FQ,7-5 3-6 6-2,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,M Saeki / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,A Haynes / A Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,8-4,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,M Saeki / Y Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,S Krivencheva / A Soukup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,8-3,2005-02-14,hard,https://matchstat.com/tennis/tournaments/w/Memphis/2005,Memphis,S Rao / C Scheepers,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,H2H 6-2,Lourdes Dominguez Lino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,7-6(4) 6-4,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Flavia Pennetta,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,H2H 1-0,Fabiola Zuluaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,7-6(7) 7-6(3),2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Lourdes Dominguez Lino,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,H2H 4-1,Clarisa Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-4 6-2,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Flavia Pennetta,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,H2H 4-1,Catalina Castano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-1,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Fabiola Zuluaga,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,H2H 4-0,Eva Birnerova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 7-6(4),2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Lourdes Dominguez Lino,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,H2H 1-1,Emmanuelle Gagliardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 6-4,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Clarisa Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,H2H 1-2,Barbora Strycova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-1,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Flavia Pennetta,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,H2H 5-2,Mariana Diaz-Oliva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-1,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Fabiola Zuluaga,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,H2H 2-0,Maria-Fernanda Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-4,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Catalina Castano,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,H2H 1-1,Maria Sanchez Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 7-6(6),2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Eva Birnerova,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,H2H 2-1,Lubomira Kurhajcova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-3,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Lourdes Dominguez Lino,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,H2H 2-0,Conchita Martinez-Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-1 6-4,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Emmanuelle Gagliardi,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,H2H 1-3,Emilie Loit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(1) 7-5,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Clarisa Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,H2H 1-0,Zsofia Gubacsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-0,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Barbora Strycova,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,H2H 4-2,Agnes Szavay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-2,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Flavia Pennetta,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,H2H 1-1,Marie-Eve Pelletier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-1 6-1,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Fabiola Zuluaga,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,H2H 2-0,Melissa Torres-Sandoval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,6-2 6-3,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Mariana Diaz-Oliva,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,H2H 1-2,Aleksandra Wozniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R32,7-6(4) 6-3,2005-02-14,clay,https://matchstat.com/tennis/tournaments/w/Bogota/2005,Bogota,Catalina Castano,,,,,,,,,,,,,,,,,,,,,,,,,,
