,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 3-2,A. Ashe,F,6-1 7-5 6-3,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,K. Rosewall,grass
1,H2H 5-0,B. Lutz,SF,6-4 6-4 7-6,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,A. Ashe,grass
2,H2H 2-0,Tom Okker,SF,6-2 7-6 6-4,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,K. Rosewall,grass
3,H2H 2-0,M. Cox,QF,6-2 6-1 6-2,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,B. Lutz,grass
4,H2H 2-1,Cliff Drysdale,QF,7-6 7-6 2-6 6-2,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,A. Ashe,grass
5,H2H 1-0,M. Riessen,QF,6-3 6-3 6-3,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,Tom Okker,grass
6,H2H 4-0,R. Emerson,QF,6-4 6-4 6-3,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,K. Rosewall,grass
7,H2H 1-2,R. Laver,R16,6-3 4-6 6-3 7-6,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,M. Cox,grass
8,H2H 2-1,R. Taylor,R16,6-7 6-1 3-6 6-3 6-2,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,B. Lutz,grass
9,H2H 1-1,F. Stolle,R16,5-7 6-1 6-3 6-4,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,A. Ashe,grass
10,H2H 1-1,T. Roche,R16,4-6 6-4 6-7 7-6 6-1,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,Cliff Drysdale,grass
11,H2H 2-1,J. Newcombe,R16,6-7 6-1 7-6 7-6,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,M. Riessen,grass
12,H2H 3-0,Bob Giltinan,R16,6-3 6-2 6-4,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,Tom Okker,grass
13,H2H 3-0,Dennis Ralston,R16,6-3 2-6 6-3 6-4,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,R. Emerson,grass
14,H2H 3-0,Ismail El Shafei,R16,6-0 6-2 7-6,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,K. Rosewall,grass
15,H2H 2-1,Colin Dibley,R32,7-5 6-3 6-1,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,R. Laver,grass
16,H2H 1-0,John Cooper,R32,6-3 7-6 6-4,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,M. Cox,grass
17,H2H 2-0,P. Dent,R32,6-3 7-6 6-4,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,R. Taylor,grass
18,H2H 1-0,A. Gimeno,R32,6-4 7-5 7-5,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,B. Lutz,grass
19,H2H 4-0,R. Ruffels,R32,6-4 6-1 6-7 0-6 7-5,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,A. Ashe,grass
20,H2H 1-0,F. Sedgman,R32,7-5 7-6 7-6,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,F. Stolle,grass
21,H2H 1-1,B. Fairlie,R32,6-1 6-7 7-6 7-6,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,Cliff Drysdale,grass
22,H2H 3-0,Ray Moore,R32,6-3 7-6 6-1,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,T. Roche,grass
23,H2H 4-0,C. Pasarell,R32,7-6 3-6 6-4 7-5,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,J. Newcombe,grass
24,H2H 2-0,M. Anderson,R32,7-6 6-4 2-3 Retired,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,M. Riessen,grass
25,H2H 0-0,Niki Pilic,R32,WO,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,Bob Giltinan,grass
26,H2H 2-0,B. Phillips-Moore,R32,6-4 6-2 6-3,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,Tom Okker,grass
27,H2H 2-1,Davidson,R32,7-5 6-3 6-2,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,R. Emerson,grass
28,H2H 1-0,Syd Ball,R32,6-4 6-4 6-3,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,Dennis Ralston,grass
29,H2H 4-2,Crealy,R32,6-4 7-5 6-1,1971-01-04,https://matchstat.com/tennis/tournaments/m/Australian%20Open/1971,Australian Open,Ismail El Shafei,grass
