,h2h,loser,round,score,start_date,surface,tournament_link,tournament_name,winner
0,H2H 1-2,Yvonne Vermaak,F,6-0 6-3,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Duk-Hee Lee
1,H2H 1-2,Rosalyn Nideffer,SF,6-3 7-6,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Duk-Hee Lee
2,H2H 1-0,Lea Antonoplis,SF,5-7 6-1 7-5,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Yvonne Vermaak
3,H2H 3-0,Raffaella Reggi-Concato,QF,6-4 6-1,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Rosalyn Nideffer
4,H2H 1-0,Vicki Nelson-Dunbar,QF,6-2 6-2,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Duk-Hee Lee
5,H2H 2-0,Lucia Romanov,QF,6-3 6-3,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Yvonne Vermaak
6,H2H 2-0,Susan Leo,QF,6-4 7-5,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Lea Antonoplis
7,H2H 3-0,Nancy Yeargin,R16,6-2 6-3,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Rosalyn Nideffer
8,H2H 1-0,Marjorie Blackwood,R16,7-5 6-0,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Raffaella Reggi-Concato
9,H2H 2-0,Paula Smith,R16,6-1 6-0,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Vicki Nelson-Dunbar
10,H2H 1-0,Claudia Monteiro,R16,6-2 6-4,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Duk-Hee Lee
11,H2H 3-1,Kim Sands,R16,6-2 6-3,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Yvonne Vermaak
12,H2H 1-0,Jane Preyer,R16,6-4 6-1,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Lucia Romanov
13,H2H 1-0,Barbi Bramblett,R16,6-4 6-2,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Lea Antonoplis
14,H2H 1-0,Hana Strachonova,R16,6-3 6-2,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Susan Leo
15,H2H 1-0,Barbara Jordan,R32,6-1 6-3,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Rosalyn Nideffer
16,H2H 1-0,Glynis Coles,R32,3-6 6-4 6-1,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Nancy Yeargin
17,H2H 1-0,Marianne Van Der Torre,R32,6-4 5-7 6-4,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Raffaella Reggi-Concato
18,H2H 1-1,Helena Sukova,R32,4-6 6-1 7-6,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Marjorie Blackwood
19,H2H 1-0,Barbara Hallquist,R32,6-3 6-1,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Vicki Nelson-Dunbar
20,H2H 1-1,Corinne Vanier,R32,7-6 7-5,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Paula Smith
21,H2H 1-0,Joyce Portman,R32,6-1 6-4,1982-01-04,hard,https://matchstat.com/tennis/tournaments/w/Fort%20Myers/1982,Fort Myers,Claudia Monteiro
