,h2h,loser,round,score,surface,winner,start_date,tournament_link,tournament_name
20,H2H 2-0,Barbara Hawcroft,R32,6-3 6-4,grass,Kerry Harris,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
21,H2H 1-0,Janine Whyte,R32,6-2 6-2,grass,Lesley Hunt,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
22,H2H 1-0,Wendy Gilchrist,R32,6-3 7-5,grass,Lesley Bowrey,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
23,H2H 1-0,H. Rush,R32,7-5 7-5,grass,Francoise Durr,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
24,H2H 3-0,Judy Dalton,R32,2-6 7-5 6-3,grass,Helen Gourlay,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
25,H2H 1-0,Kerryl Chute,R32,6-4 6-2,grass,Margaret Starr,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
26,H2H 1-0,Lita Sugiarto,R32,6-2 6-4,grass,Kerry Reid,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
27,H2H 1-0,Kerry Wilkinson,R32,6-2 6-1,grass,Janet Young,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
28,H2H 2-0,Gail Lovera Benedetti,R32,4-6 6-2 6-2,grass,Rosie Casals,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
29,H2H 1-0,Pamela Brand,R32,6-3 4-6 7-5,grass,Helen Amos,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
30,H2H 1-0,Judith Gohn,R32,6-0 6-0,grass,Margaret Court,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
31,,R Casals / B King,F,6-4 6-4,grass,M Court / J Dalton,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
32,,K Krantzcke / K Reid,SF,6-3 6-4,grass,R Casals / B King,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
33,,F Durr / A Haydon,SF,7-5 6-4,grass,M Court / J Dalton,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
34,,G Lovera Benedetti / L Hunt,QF,8-6 6-1,grass,R Casals / B King,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
35,,L Mansfield / H Sheedy,QF,6-1 7-5,grass,K Krantzcke / K Reid,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
36,,W Gilchrist / K Harris,QF,6-2 6-0,grass,F Durr / A Haydon,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
37,,L Kenny / M Starr,QF,6-2 6-1,grass,M Court / J Dalton,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
38,,H Amos / J Gohn,R16,WO,grass,R Casals / B King,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
39,,P Billing / L Butterfield,R16,6-1 6-3,grass,G Lovera Benedetti / L Hunt,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
40,,S Cho / K Hatanaka,R16,9-7 6-3,grass,L Mansfield / H Sheedy,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
41,,H Kayser / F Luff,R16,6-0 6-2,grass,K Krantzcke / K Reid,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
42,,L Kaligis / L Sugiarto,R16,6-4 6-4,grass,F Durr / A Haydon,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
43,,P Brand / K Chute,R16,6-1 6-2,grass,W Gilchrist / K Harris,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
44,,L Bowrey / H Gourlay,R16,WO,grass,L Kenny / M Starr,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
45,,S Hole / K Wilkinson,R16,6-1 6-1,grass,M Court / J Dalton,1969-01-20,https://matchstat.com/tennis/tournaments/w/Australian%20Open/1969,Australian Open
46,H2H 1-1,Adrianne Haydon,F,6-1 4-6 6-3,clay,Margaret Court,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
47,H2H 1-0,Lesley Bowrey,SF,6-1 6-2,clay,Adrianne Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
48,H2H 3-0,Nancy Richey,SF,6-3 4-6 7-5,clay,Margaret Court,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
49,H2H 1-0,Billie Jean King,QF,6-3 6-3,clay,Lesley Bowrey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
50,H2H 1-0,Rosie Casals,QF,6-2 6-0,clay,Adrianne Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
51,H2H 1-1,Julie Heldman,QF,6-3 9-7,clay,Nancy Richey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
52,H2H 5-0,Kerry Reid,QF,9-7 6-1,clay,Margaret Court,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
53,H2H 0-0,Monica Giorgi,R16,WO,clay,Billie Jean King,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
54,H2H 1-0,Francoise Durr,R16,4-6 6-1 6-0,clay,Lesley Bowrey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
55,H2H 1-0,Tiiu Kivi,R16,6-4 6-0,clay,Adrianne Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
56,H2H 1-0,Olga Morozova,R16,4-6 6-2 6-4,clay,Rosie Casals,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
57,H2H 1-0,Raquel Giscafre,R16,6-0 6-0,clay,Julie Heldman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
58,H2H 1-0,Eva Lundquist,R16,6-3 6-0,clay,Nancy Richey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
59,H2H 1-0,Maria-Eugenia Guzman,R16,6-1 6-3,clay,Kerry Reid,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
60,H2H 1-0,Patricia Walkden,R16,6-4 6-0,clay,Margaret Court,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
61,H2H 1-0,Laura Rossouw,R32,6-4 4-6 6-2,clay,Billie Jean King,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
62,H2H 1-0,Ana Cavadini,R32,6-3 6-4,clay,Monica Giorgi,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
63,H2H 1-1,Helen Gourlay,R32,7-9 6-4 9-7,clay,Francoise Durr,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
64,H2H 1-0,Kazuko Sawamatsu,R32,6-2 6-8 6-0,clay,Lesley Bowrey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
65,H2H 1-0,Valerie Ziegenfuss,R32,6-1 6-2,clay,Adrianne Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
66,H2H 1-0,Zaiga Yansone,R32,7-5 6-4,clay,Tiiu Kivi,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
67,H2H 5-6,Virginia Wade,R32,5-7 6-3 9-7,clay,Rosie Casals,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
68,H2H 1-0,Faye Moore,R32,6-4 7-5,clay,Olga Morozova,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
69,H2H 1-0,Ingrid Loeys,R32,11-9 6-1,clay,Raquel Giscafre,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
70,H2H 1-0,Linda Tuero,R32,6-3 6-1,clay,Julie Heldman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
71,H2H 1-0,Kerstin Seelbach,R32,5-7 6-0 6-0,clay,Eva Lundquist,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
72,H2H 2-0,Gail Lovera Benedetti,R32,6-4 6-4,clay,Nancy Richey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
73,H2H 1-0,Lany Kaligis,R32,6-1 2-6 6-4,clay,Maria-Eugenia Guzman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
74,H2H 1-0,Peaches Bartkowicz,R32,6-4 6-2,clay,Kerry Reid,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
75,H2H 1-0,Tory-Ann Fretz,R32,6-8 6-4 6-3,clay,Patricia Walkden,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
76,H2H 1-0,Monique Salfati,R32,6-3 6-1,clay,Margaret Court,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
77,H2H 1-0,Vlasta Vopickova,R64,6-3 3-6 7-5,clay,Billie Jean King,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
78,H2H 2-0,Maria-Teresa Nasuelli,R64,6-2 8-6,clay,Laura Rossouw,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
79,H2H 1-0,Erzsebet Polgar,R64,9-7 6-4,clay,Ana Cavadini,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
80,H2H 1-0,Wendy Tomlinson,R64,6-2 7-5,clay,Monica Giorgi,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
81,H2H 1-0,Dorothy Knode,R64,6-4 8-6,clay,Francoise Durr,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
82,H2H 1-0,Maryna Proctor,R64,6-0 6-3,clay,Helen Gourlay,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
83,H2H 1-0,Monique Van Haver,R64,6-0 6-0,clay,Kazuko Sawamatsu,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
84,H2H 1-0,Danuta Wieczorek,R64,6-1 6-3,clay,Lesley Bowrey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
85,H2H 1-0,Kristy Pigeon,R64,6-2 6-0,clay,Adrianne Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
86,H2H 1-0,Yaeko Matsuda,R64,6-0 6-4,clay,Valerie Ziegenfuss,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
87,H2H 1-0,Janine Lieffrig,R64,7-5 6-3,clay,Zaiga Yansone,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
88,H2H 1-0,Judith Gohn,R64,6-4 6-1,clay,Tiiu Kivi,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
89,H2H 1-0,Anne-Marie Rouchon,R64,6-0 6-2,clay,Virginia Wade,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
90,H2H 2-0,Katja Ebbinghaus,R64,6-2 7-5,clay,Rosie Casals,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
91,H2H 1-0,Rosy Darmon,R64,6-1 6-1,clay,Faye Moore,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
92,H2H 1-0,Evelyne Terras,R64,6-4 6-3,clay,Olga Morozova,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
93,H2H 1-0,Carol-Ann Kalogeropoulos,R64,6-2 6-2,clay,Raquel Giscafre,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
94,H2H 0-0,Heather Segal,R64,WO,clay,Ingrid Loeys,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
95,H2H 1-1,Lesley Hunt,R64,6-4 11-9,clay,Linda Tuero,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
96,H2H 2-0,Janet Young,R64,6-0 6-2,clay,Julie Heldman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
97,H2H 1-0,Odile De Roubin,R64,4-6 6-3 6-2,clay,Kerstin Seelbach,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
98,H2H 1-0,Judith Salome,R64,9-7 6-1,clay,Eva Lundquist,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
99,H2H 1-0,Lea Pericoli,R64,6-2 7-5,clay,Gail Lovera Benedetti,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
100,H2H 2-0,Karen Krantzcke,R64,11-9 6-0,clay,Nancy Richey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
101,H2H 0-0,Suzana Petersen,R64,WO,clay,Lany Kaligis,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
102,H2H 1-0,Brenda Kirk,R64,6-3 8-6,clay,Maria-Eugenia Guzman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
103,H2H 1-0,Lita Sugiarto,R64,6-1 6-1,clay,Peaches Bartkowicz,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
104,H2H 2-0,Christina Sandberg,R64,4-6 6-3 6-4,clay,Kerry Reid,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
105,H2H 1-0,Junko Sawamatsu,R64,7-5 6-1,clay,Patricia Walkden,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
106,H2H 1-0,Marie Pinterova,R64,6-2 6-0,clay,Tory-Ann Fretz,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
107,H2H 1-0,Nicole Bimes,R64,6-2 6-4,clay,Monique Salfati,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
108,H2H 1-0,Ana-Maria Pinto-Bravo,R64,6-1 6-2,clay,Margaret Court,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
109,,M Court / N Richey,F,6-0 4-6 7-5,clay,F Durr / A Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
110,,G Lovera Benedetti / R Darmon,SF,6-1 6-3,clay,F Durr / A Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
111,,K Krantzcke / K Reid,SF,14-12 6-3,clay,M Court / N Richey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
112,,R Casals / B King,QF,6-1 7-5,clay,G Lovera Benedetti / R Darmon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
113,,L Bowrey / V Wade,QF,5-7 6-2 6-4,clay,F Durr / A Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
114,,P Bartkowicz / J Heldman,QF,6-2 1-6 6-3,clay,K Krantzcke / K Reid,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
115,,L Rossouw / P Walkden,QF,6-3 6-0,clay,M Court / N Richey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
116,,J Gohn / E Lundquist,R16,6-4 6-2,clay,R Casals / B King,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
117,,K Pigeon / L Tuero,R16,6-2 6-2,clay,G Lovera Benedetti / R Darmon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
118,,B Kirk / W Tomlinson,R16,6-1 7-5,clay,F Durr / A Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
119,,J Sawamatsu / K Sawamatsu,R16,6-0 5-7 6-1,clay,L Bowrey / V Wade,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
120,,F Moore / C Zeeman,R16,6-1 7-5,clay,P Bartkowicz / J Heldman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
121,,H Gourlay / L Hunt,R16,6-2 8-6,clay,K Krantzcke / K Reid,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
122,,J Lieffrig / E Terras,R16,6-1 7-5,clay,L Rossouw / P Walkden,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
123,,G Moran / M Starr,R16,6-2 6-0,clay,M Court / N Richey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
124,,L Kaligis / L Sugiarto,R32,6-4 6-4,clay,R Casals / B King,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
125,,M Giorgi / L Pericoli,R32,WO,clay,J Gohn / E Lundquist,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
126,,K Hatanaka / Y Matsuda,R32,6-1 8-6,clay,G Lovera Benedetti / R Darmon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
127,,I Fraisse / J Young,R32,6-1 9-7,clay,K Pigeon / L Tuero,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
128,,J Anthony / M Aschner,R32,WO,clay,F Durr / A Haydon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
129,,I Loeys / M Van Haver,R32,WO,clay,B Kirk / W Tomlinson,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
130,,T Fretz / C Spinoza,R32,7-5 6-2,clay,L Bowrey / V Wade,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
131,,C Sandberg / M Forsgardh,R32,6-3 6-4,clay,J Sawamatsu / K Sawamatsu,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
132,,O Morozova / Z Yansone,R32,5-7 6-4 6-4,clay,F Moore / C Zeeman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
133,,A Nenot / U Sandulf,R32,WO,clay,P Bartkowicz / J Heldman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
134,,R Giscafre / A Guzman,R32,6-2 6-2,clay,H Gourlay / L Hunt,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
135,,K Ebbinghaus / K Seelbach,R32,6-3 6-0,clay,K Krantzcke / K Reid,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
136,,C Kalogeropoulos / E Polgar,R32,6-2 6-1,clay,J Lieffrig / E Terras,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
137,,A Pinto-bravo / A Cavadini,R32,6-1 6-3,clay,L Rossouw / P Walkden,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
138,,M Pinterova / V Vopickova,R32,3-6 7-5 6-3,clay,G Moran / M Starr,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
139,,D Burel / C Rouire,R32,6-0 6-0,clay,M Court / N Richey,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
140,,J Salome / D Wieczorek,R64,6-2 6-1,clay,T Fretz / C Spinoza,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
141,,O De Roubin / J Venturino,R64,WO,clay,C Sandberg / M Forsgardh,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
142,,F De La Courtie-billat / D Knode,R64,6-2 6-1,clay,J Sawamatsu / K Sawamatsu,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
143,,M Salfati / T Kivi,R64,6-2 6-0,clay,F Moore / C Zeeman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
144,,N Bimes / A Rouchon,R64,WO,clay,O Morozova / Z Yansone,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
145,H2H 1-0,Junko Sawamatsu,FQ,7-5 7-5,clay,Katja Ebbinghaus,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
146,H2H 1-0,Dorothy Knode,FQ,8-6 6-3,clay,Anne-Marie Rouchon,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
147,H2H 1-0,Johanne Venturino,FQ,6-3 7-5,clay,Maria-Eugenia Guzman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
148,H2H 1-0,Christiane Spinoza,FQ,4-6 6-3 6-4,clay,Ana-Maria Pinto-Bravo,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
149,H2H 1-0,Aline Nenot,FQ,6-1 6-1,clay,Raquel Giscafre,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
150,H2H 1-0,Ana Cavadini,FQ,9-7 9-7,clay,Janet Young,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
151,H2H 1-0,Yaeko Matsuda,FQ,6-4 6-1,clay,Nicole Bimes,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
152,H2H 0-0,Frances Taylor,FQ,WO,clay,Valerie Ziegenfuss,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
153,H2H 1-0,Margareta Forsgardh,SFQ,1-6 6-1 6-2,clay,Johanne Venturino,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
154,H2H 1-0,Francoise Repoux,SFQ,6-2 6-4,clay,Maria-Eugenia Guzman,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
155,H2H 1-0,Marilyn Aschner,SFQ,6-1 6-3,clay,Christiane Spinoza,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
156,H2H 1-0,Kimiyo Hatanaka,SFQ,6-4 6-4,clay,Ana-Maria Pinto-Bravo,1969-05-26,https://matchstat.com/tennis/tournaments/w/FO%20-%20RG/1969,FO - RG
