,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner
1657,H2H 2-1,F. Jauffret,R32,3-6 6-2 6-3,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Frank Gebert
1658,H2H 1-1,Jurgen Fassbender,R32,4-6 6-3 7-5,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Crealy
1659,H2H 1-0,Cliff Letcher,R32,6-4 6-1,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Karl Meiler
1660,H2H 1-0,R. Taylor,R32,7-6 6-4,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,F. Pala
1661,H2H 2-3,Paolo Bertolucci,R32,6-3 7-5,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Ivan Molina
1662,H2H 3-1,Werner Zirngibl,R32,6-4 6-3,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Victor Pecci
1663,H2H 2-0,Jiri Hrebec,R32,6-0 6-0,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Peter Elter
1664,H2H 1-1,Vladimir Zednik,R32,6-2 4-6 6-4,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Hans Kary
1665,H2H 1-0,Corrado Barazzutti,R32,6-4 6-0,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Niki Pilic
1666,,N Spear / J Whitlinger,F,6-3 6-4,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,F Pala / B Taroczy
1667,,Z Franulovic / N Pilic,SF,3-6 6-3 6-4,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,N Spear / J Whitlinger
1668,,P Du Pre / S Menon,SF,4-6 6-3 6-4,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,F Pala / B Taroczy
1669,,P Dominguez / F Jauffret,QF,6-7 6-2 7-6,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Z Franulovic / N Pilic
1670,,V Pecci / B Prajoux,QF,7-6 3-6 7-5,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,N Spear / J Whitlinger
1671,,R Lewis / R Taylor,QF,6-4 6-4,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,P Du Pre / S Menon
1672,,C Dowdeswell / S Schneider,QF,6-3 6-2,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,F Pala / B Taroczy
1673,,J Fassbender / K Meiler,R16,6-3 7-6,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,Z Franulovic / N Pilic
1674,,J Hrebec / H Kary,R16,6-2 7-6,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,P Dominguez / F Jauffret
1675,,J Caujolle / J Higueras,R16,6-1 5-7 7-5,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,N Spear / J Whitlinger
1676,,F Gebert / W Zirngibl,R16,6-2 7-6,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,V Pecci / B Prajoux
1677,,C Letcher / V Zednik,R16,6-4 7-6,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,P Du Pre / S Menon
1678,,K Eberhard / U Pinner,R16,3-6 6-3 6-2,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,R Lewis / R Taylor
1679,,R Benavides Saravia / I Molina,R16,6-3 6-0,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,F Pala / B Taroczy
1680,,B Carmichael / C Crealy,R16,7-6 6-4,1977-04-25,https://matchstat.com/tennis/tournaments/m/Munich/1977,Munich,C Dowdeswell / S Schneider
1681,,V Gerulaitis / A Panatta,F,7-6 7-6 4-6 6-3,1977-05-02,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1977,WCT World Doubles,V Amritraj / D Stockton
1682,,W Fibak / T Okker,SF,6-4 6-4 6-3,1977-05-02,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1977,WCT World Doubles,V Gerulaitis / A Panatta
1683,,C Barazzutti / E Dibbs,SF,6-4 6-2 6-2,1977-05-02,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1977,WCT World Doubles,V Amritraj / D Stockton
1684,,J Alexander / C Drysdale,QF,6-3 4-6 5-7 6-4 6-4,1977-05-02,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1977,WCT World Doubles,W Fibak / T Okker
1685,,B Martin / B Scanlon,QF,6-4 3-6 7-5 6-2,1977-05-02,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1977,WCT World Doubles,V Gerulaitis / A Panatta
1686,,R Moore / K Rosewall,QF,6-4 4-6 4-6 6-2 7-5,1977-05-02,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1977,WCT World Doubles,V Amritraj / D Stockton
1687,,R Case / T Roche,QF,3-6 6-3 7-6 6-4,1977-05-02,https://matchstat.com/tennis/tournaments/m/WCT%20World%20Doubles/1977,WCT World Doubles,C Barazzutti / E Dibbs
1688,H2H 3-3,Orantes,F,6-3 4-6 6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Paolo Bertolucci
1689,H2H 3-3,Christopher Mottram,SF,6-3 3-6 6-3 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Paolo Bertolucci
1690,H2H 8-5,J. Fillol,SF,6-3 1-6 6-2 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Orantes
1691,H2H 2-13,G. Vilas,QF,4-6 6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Christopher Mottram
1692,H2H 1-0,Colin Dowdeswell,QF,6-0 4-6 7-5,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Paolo Bertolucci
1693,H2H 2-0,Werner Zirngibl,QF,6-4 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J. Fillol
1694,H2H 3-1,Bob Hewitt,QF,6-2 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Orantes
1695,H2H 2-0,Jean-Francois Caujolle,R16,6-4 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,G. Vilas
1696,H2H 4-5,Balazs Taroczy,R16,6-3 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Christopher Mottram
1697,H2H 1-1,P. Dent,R16,7-6 3-6 10-8,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Colin Dowdeswell
1698,H2H 4-0,Antonio Zugarelli,R16,4-6 6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Paolo Bertolucci
1699,H2H 1-0,F. Jauffret,R16,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Werner Zirngibl
1700,H2H 7-1,Belus Prajoux,R16,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J. Fillol
1701,H2H 1-2,B. Fairlie,R16,7-5 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Bob Hewitt
1702,H2H 6-0,Kjell Johansson,R16,6-3 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Orantes
1703,H2H 2-0,Jean-Louis Haillet,R32,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,G. Vilas
1704,H2H 1-2,Karl Meiler,R32,3-6 6-4 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Jean-Francois Caujolle
1705,H2H 1-0,Ion Tiriac,R32,6-4 7-6,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Balazs Taroczy
1706,H2H 2-0,Rolf Gehring,R32,6-3 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Christopher Mottram
1707,H2H 6-0,Onny Parun,R32,7-5 6-7 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P. Dent
1708,H2H 1-0,Rolf Norberg,R32,2-6 7-5 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Colin Dowdeswell
1709,H2H 3-1,Steve Krulevitz,R32,6-3 4-6 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Antonio Zugarelli
1710,H2H 1-1,Kim Warwick,R32,3-6 7-5 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Paolo Bertolucci
1711,H2H 2-0,John Yuill,R32,5-7 6-3 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Werner Zirngibl
1712,H2H 1-1,Uli Pinner,R32,6-2 7-5,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,F. Jauffret
1713,H2H 1-1,J. Velasco,R32,6-4 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Belus Prajoux
1714,H2H 1-1,Niki Pilic,R32,7-5 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J. Fillol
1715,H2H 1-1,Crealy,R32,2-6 6-4 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Bob Hewitt
1716,H2H 1-1,Byron Bertram,R32,6-7 6-3 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B. Fairlie
1717,H2H 1-1,Mark Edmondson,R32,7-6 7-5,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Kjell Johansson
1718,H2H 1-1,Ismail El Shafei,R32,6-2 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Orantes
1719,H2H 2-0,Pavel Hutka,R64,6-1 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,G. Vilas
1720,H2H 1-0,Carlos Kirmayr,R64,6-4 1-0 Retired,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Jean-Louis Haillet
1721,H2H 1-0,Frank Gebert,R64,3-6 7-5 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Karl Meiler
1722,H2H 1-1,Victor Amaya,R64,6-2 6-7 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Jean-Francois Caujolle
1723,H2H 3-1,Klaus Eberhard,R64,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Balazs Taroczy
1724,H2H 1-0,Jurgen Fassbender,R64,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Ion Tiriac
1725,H2H 1-0,Vladimir Zednik,R64,6-3 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Christopher Mottram
1726,H2H 2-0,Jim Delaney,R64,7-5 6-0,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Rolf Gehring
1727,H2H 3-1,Pat Du Pre,R64,6-1 7-6,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P. Dent
1728,H2H 2-0,Paul Kronk,R64,6-1 6-0,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Onny Parun
1729,H2H 3-2,Jose Higueras,R64,3-6 6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Colin Dowdeswell
1730,H2H 1-0,Alvaro Betancur,R64,6-2 6-0,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Rolf Norberg
1731,H2H 2-1,F. Pala,R64,4-6 6-1 7-5,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Antonio Zugarelli
1732,H2H 2-1,Sashi Menon,R64,6-3 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Steve Krulevitz
1733,H2H 3-2,Ivan Molina,R64,6-1 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Paolo Bertolucci
1734,H2H 2-1,Ricardo Cano,R64,6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Kim Warwick
1735,H2H 1-0,Cliff Letcher,R64,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Werner Zirngibl
1736,H2H 1-0,Victor Pecci,R64,6-2 2-6 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,John Yuill
1737,H2H 2-1,Richard Lewis,R64,6-1 7-6,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Uli Pinner
1738,H2H 1-0,Marten,R64,6-4 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,F. Jauffret
1739,H2H 2-0,Robin Drysdale,R64,4-6 6-4 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J. Velasco
1740,H2H 2-3,Z. Franulovic,R64,3-6 6-4 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Belus Prajoux
1741,H2H 1-0,Julian Ganzabal,R64,6-4 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Niki Pilic
1742,H2H 3-0,Hans Kary,R64,6-3 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J. Fillol
1743,H2H 1-1,Peter Elter,R64,7-6 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Bob Hewitt
1744,H2H 1-0,Jiri Hrebec,R64,6-2 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Crealy
1745,H2H 1-0,Chico Hagey,R64,6-2 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Byron Bertram
1746,H2H 1-0,Bernie Mitton,R64,6-1 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B. Fairlie
1747,H2H 1-0,Schneider,R64,6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Kjell Johansson
1748,H2H 2-0,Bob Carmichael,R64,7-6 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Mark Edmondson
1749,H2H 1-0,Javier Soler,R64,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Ismail El Shafei
1750,H2H 2-0,Alvaro Fillol,R64,6-2 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Orantes
1751,,P Dent / K Warwick,F,3-6 6-3 6-4 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B Hewitt / K Meiler
1752,,K Johansson / R Norberg,SF,7-5 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B Hewitt / K Meiler
1753,,F Pala / B Taroczy,SF,6-4 6-7 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P Dent / K Warwick
1754,,J Caujolle / J Higueras,QF,6-3 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B Hewitt / K Meiler
1755,,E Alvarez / V Pecci,QF,6-4 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,K Johansson / R Norberg
1756,,P Bertolucci / A Zugarelli,QF,6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,F Pala / B Taroczy
1757,,B Bertram / B Mitton,QF,7-6 6-7 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P Dent / K Warwick
1758,,F Gebert / W Zirngibl,R16,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B Hewitt / K Meiler
1759,,J Delaney / S Menon,R16,6-2 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J Caujolle / J Higueras
1760,,I Tiriac / G Vilas,R16,WO,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,K Johansson / R Norberg
1761,,J Hrebec / H Kary,R16,3-6 6-4 Retired,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,F Pala / B Taroczy
1762,,I El Shafei / B Fairlie,R16,4-6 6-4 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P Bertolucci / A Zugarelli
1763,,R Drysdale / R Lewis,R16,6-4 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B Bertram / B Mitton
1764,,Z Franulovic / N Pilic,R16,0-0,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P Dent / K Warwick
1765,,C Hagey / N Spear,R32,6-7 6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B Hewitt / K Meiler
1766,,A Betancur / J Ganzabal,R32,6-3 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,F Gebert / W Zirngibl
1767,,B Carmichael / C Crealy,R32,6-4 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J Caujolle / J Higueras
1768,,P Du Pre / J Whitlinger,R32,6-3 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J Delaney / S Menon
1769,,O Orantes / J Soler,R32,6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,I Tiriac / G Vilas
1770,,C Mottram / V Zednik,R32,6-1 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,K Johansson / R Norberg
1771,,A Fillol / J Fillol,R32,0-0,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P Kronk / C Letcher
1772,,R Cano / B Prajoux,R32,6-4 7-5,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,E Alvarez / V Pecci
1773,,S Schneider / J Yuill,R32,6-4 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,J Hrebec / H Kary
1774,,C Dowdeswell / C Kachel,R32,2-6 6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,F Pala / B Taroczy
1775,,K Eberhard / R Probst,R32,6-4 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P Bertolucci / A Zugarelli
1776,,J Haillet / F Jauffret,R32,6-3 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,I El Shafei / B Fairlie
1777,,M Edmondson / S Krulevitz,R32,6-2 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,B Bertram / B Mitton
1778,,P Elter / J Fassbender,R32,3-6 6-3 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,R Drysdale / R Lewis
1779,,I Molina / J Velasco,R32,7-5 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,Z Franulovic / N Pilic
1780,,M Marten / U Pinner,R32,6-1 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/Hamburg/1977,Hamburg,P Dent / K Warwick
1781,H2H 9-2,Dick Stockton,F,6-7 6-1 6-4 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/WCT%20Finals/1977,WCT Finals,Jimmy Connors
1782,H2H 14-1,Eddie Dibbs,SF,6-4 7-5 6-1,1977-05-09,https://matchstat.com/tennis/tournaments/m/WCT%20Finals/1977,WCT Finals,Jimmy Connors
1783,H2H 1-3,Vitas Gerulaitis,SF,7-6 3-6 6-7 6-3 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/WCT%20Finals/1977,WCT Finals,Dick Stockton
1784,H2H 6-1,Adriano Panatta,QF,6-4 7-5 6-4,1977-05-09,https://matchstat.com/tennis/tournaments/m/WCT%20Finals/1977,WCT Finals,Jimmy Connors
1785,H2H 3-3,I. Nastase,QF,6-1 4-6 6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/WCT%20Finals/1977,WCT Finals,Eddie Dibbs
1786,H2H 8-3,Wojtek Fibak,QF,1-6 3-6 6-0 6-2 6-3,1977-05-09,https://matchstat.com/tennis/tournaments/m/WCT%20Finals/1977,WCT Finals,Vitas Gerulaitis
1787,H2H 1-0,Cliff Drysdale,QF,7-5 6-7 7-6 6-2,1977-05-09,https://matchstat.com/tennis/tournaments/m/WCT%20Finals/1977,WCT Finals,Dick Stockton
1788,H2H 1-0,Antonio Zugarelli,F,6-2 7-6 3-6 7-6,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Vitas Gerulaitis
1789,H2H 3-0,Brian Gottfried,SF,6-2 7-6 4-6 7-5,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Vitas Gerulaitis
1790,H2H 1-0,P. Dent,SF,6-4 5-7 6-4 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Antonio Zugarelli
1791,H2H 4-3,Adriano Panatta,QF,1-6 7-6 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Vitas Gerulaitis
1792,H2H 2-0,Kim Warwick,QF,7-5 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Brian Gottfried
1793,H2H 1-2,I. Nastase,QF,6-3 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,P. Dent
1794,H2H 2-0,Victor Pecci,QF,7-6 7-6,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Antonio Zugarelli
1795,H2H 1-0,Trey Waltke,R16,6-4 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Adriano Panatta
1796,H2H 3-1,J. Kodes,R16,6-4 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Vitas Gerulaitis
1797,H2H 2-0,N. Spear,R16,6-3 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Brian Gottfried
1798,H2H 5-0,Bill Scanlon,R16,0-6 6-1 6-1,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Kim Warwick
1799,H2H 1-0,Eric Deblicker,R16,6-1 6-4,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,P. Dent
1800,H2H 4-1,Bob Hewitt,R16,6-3 7-5,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,I. Nastase
1801,H2H 1-0,Ion Tiriac,R16,7-5 2-6 6-4,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Victor Pecci
1802,H2H 1-1,Z. Franulovic,R16,6-1 1-6 6-0,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Antonio Zugarelli
1803,H2H 2-0,Tom Gullikson,R32,6-2 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Adriano Panatta
1804,H2H 1-1,Crealy,R32,6-4 7-5,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Trey Waltke
1805,H2H 5-0,Victor Amaya,R32,6-0 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Vitas Gerulaitis
1806,H2H 1-0,John Feaver,R32,6-4 4-6 6-4,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,J. Kodes
1807,H2H 3-0,Tomas Smid,R32,6-3 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Brian Gottfried
1808,H2H 1-0,Paolo Bertolucci,R32,6-4 6-4,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,N. Spear
1809,H2H 2-5,Raul Ramirez,R32,4-6 6-4 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Kim Warwick
1810,H2H 1-1,Elio Alvarez,R32,4-6 6-4 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Bill Scanlon
1811,H2H 2-1,Brian Teacher,R32,6-1 6-4,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,P. Dent
1812,H2H 1-0,Gianni Ocleppo,R32,6-1 6-4,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Eric Deblicker
1813,H2H 2-0,Balazs Taroczy,R32,6-4 6-4,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Bob Hewitt
1814,H2H 1-1,Ricardo Cano,R32,7-6 1-6 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,I. Nastase
1815,H2H 4-1,Corrado Barazzutti,R32,7-6 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Victor Pecci
1816,H2H 1-0,Bernie Mitton,R32,6-2 7-6,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Ion Tiriac
1817,H2H 3-1,Steve Krulevitz,R32,6-3 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Antonio Zugarelli
1818,H2H 2-8,G. Vilas,R32,7-5 6-4,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Z. Franulovic
1819,H2H 1-1,Nick Saviano,R64,6-1 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Adriano Panatta
1820,H2H 1-0,Frank Gebert,R64,7-5 6-3,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Tom Gullikson
1821,H2H 3-1,John Lloyd,R64,6-1 6-2,1977-05-16,https://matchstat.com/tennis/tournaments/m/Rome%20Masters/1977,Rome Masters,Crealy
