,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner
2783,,K Wooldridge / W Shaw,R64,6-4 6-2,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,D Ralston / M Navratilova
2784,,B Teacher / C Thomas,R64,6-3 7-5,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,B Walts / K Kemmer
2785,,W Wilson / J Fayter,R64,5-7 9-8 7-5,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,J McEnroe / M Carillo
2786,,K Hirai / N Sato,R64,6-3 3-6 6-3,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,B Carmichael / I Kloss
2787,,J Holladay / T Holladay,R64,WO,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,N Fraser / J Tegart
2788,,J Yuill / S Tolleson,R64,6-3 4-6 6-4,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,C Letcher / P Whytcross
2789,,J Borowiak / P Teeguarden,R64,6-3 3-6 6-0,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,D Joubert / M Kruger
2790,,J Feaver / L Mottram,R64,6-1 6-2,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,M Riessen / F Durr
2791,,C Hagey / S Hagey,R64,6-3 4-6 6-4,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,M Machette / S Walsh
2792,,B Bowrey / K Ruddell,R64,6-4 6-2,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,C Kachel / C O'neil
2793,,F McNair / R Fox,R64,WO,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,S Mayer / R Casals
2794,,R Lewis / S Mappin,R64,6-3 6-4,1977-06-20,https://matchstat.com/tennis/tournaments/m/Wimbledon/1977,Wimbledon,R Ruffels / V Wade
2795,H2H 3-0,Jean-Francois Caujolle,F,2-6 6-1 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jeff Borowiak
2796,H2H 1-0,Frank Gebert,SF,6-3 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jean-Francois Caujolle
2797,H2H 2-4,Tomas Smid,SF,2-6 6-1 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jeff Borowiak
2798,H2H 1-0,Jurgen Fassbender,QF,6-1 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jean-Francois Caujolle
2799,H2H 1-0,Victor Pecci,QF,6-1 4-6 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Frank Gebert
2800,H2H 1-0,Schneider,QF,6-4 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jeff Borowiak
2801,H2H 5-0,Z. Franulovic,QF,7-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Tomas Smid
2802,H2H 1-0,J. Kodes,R16,6-2 5-7 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jean-Francois Caujolle
2803,H2H 1-0,Colin Dowdeswell,R16,7-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jurgen Fassbender
2804,H2H 2-1,Patrick Proisy,R16,6-4 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Victor Pecci
2805,H2H 1-0,Colin Dibley,R16,6-4 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Frank Gebert
2806,H2H 1-0,Christophe Freyss,R16,3-6 6-3 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Schneider
2807,H2H 2-0,Uli Pinner,R16,6-2 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jeff Borowiak
2808,H2H 3-0,Patrice Dominguez,R16,6-2 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Tomas Smid
2809,H2H 3-0,Deon Joubert,R16,6-2 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Z. Franulovic
2810,H2H 1-0,Belus Prajoux,R32,6-4 2-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,J. Kodes
2811,H2H 2-0,Terry Rocavert,R32,6-1 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jean-Francois Caujolle
2812,H2H 2-1,Geoff Masters,R32,6-3 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jurgen Fassbender
2813,H2H 1-1,Richard Lewis,R32,6-2 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Colin Dowdeswell
2814,H2H 3-1,Carlos Kirmayr,R32,7-5 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Victor Pecci
2815,H2H 1-0,Fernando Dalla-Fontana,R32,6-3 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Patrick Proisy
2816,H2H 1-0,Jiri Hrebec,R32,6-4 1-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Colin Dibley
2817,H2H 2-0,Christophe Casa,R32,6-3 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Frank Gebert
2818,H2H 1-0,Max Hurlimann,R32,6-2 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Christophe Freyss
2819,H2H 1-0,Bob Hewitt,R32,6-4 6-7 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Schneider
2820,H2H 1-0,R. Taylor,R32,6-2 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Uli Pinner
2821,H2H 1-1,Willem Prinsloo,R32,6-1 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Jeff Borowiak
2822,H2H 5-3,Heinz Gunthardt,R32,6-4 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Tomas Smid
2823,H2H 2-0,Karl Meiler,R32,6-4 4-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Patrice Dominguez
2824,H2H 1-1,Eliot Teltscher,R32,6-4 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Deon Joubert
2825,H2H 2-0,Niki Pilic,R32,6-7 6-3 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,Z. Franulovic
2826,,C Dowdeswell / B Hewitt,F,6-4 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,J Fassbender / K Meiler
2827,,J Kodes / R Taylor,SF,6-2 3-6 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,C Dowdeswell / B Hewitt
2828,,C Dibley / G Masters,SF,6-4 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,J Fassbender / K Meiler
2829,,F Gebert / U Pinner,QF,6-4 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,C Dowdeswell / B Hewitt
2830,,W Prinsloo / S Schneider,QF,6-3 3-2 Retired,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,J Kodes / R Taylor
2831,,D Joubert / C Kirmayr,QF,7-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,C Dibley / G Masters
2832,,V Pecci / B Prajoux,QF,4-6 6-1 8-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,J Fassbender / K Meiler
2833,,Z Franulovic / N Pilic,R16,6-4 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,C Dowdeswell / B Hewitt
2834,,P Kanderal / D Sturdza,R16,7-5 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,F Gebert / U Pinner
2835,,R Frawley / G Thomson,R16,7-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,J Kodes / R Taylor
2836,,M Fishbach / R Lewis,R16,6-4 5-7 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,W Prinsloo / S Schneider
2837,,J Borowiak / P Dominguez,R16,7-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,D Joubert / C Kirmayr
2838,,J Hrebec / T Smid,R16,6-4 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,C Dibley / G Masters
2839,,B Drewett / A Gardiner,R16,6-0 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,V Pecci / B Prajoux
2840,,J Caujolle / P Proisy,R16,4-6 6-4 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Gstaad/1977,Gstaad,J Fassbender / K Meiler
2841,H2H 5-1,Balazs Taroczy,F,7-6 6-7 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Corrado Barazzutti
2842,H2H 1-0,Antonio Zugarelli,SF,7-5 2-6 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Balazs Taroczy
2843,H2H 3-0,Kim Warwick,SF,6-3 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Corrado Barazzutti
2844,H2H 2-5,Wojtek Fibak,QF,6-1 2-6 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Balazs Taroczy
2845,H2H 1-0,Christopher Mottram,QF,6-3 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Antonio Zugarelli
2846,H2H 2-2,Mark Edmondson,QF,6-3 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Kim Warwick
2847,H2H 1-0,N. Spear,QF,2-6 6-4 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Corrado Barazzutti
2848,H2H 6-1,John Yuill,R16,6-1 5-7 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Wojtek Fibak
2849,H2H 3-0,Byron Bertram,R16,6-4 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Balazs Taroczy
2850,H2H 1-0,B. Phillips-Moore,R16,7-5 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Antonio Zugarelli
2851,H2H 1-0,Paul Kronk,R16,6-1 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Christopher Mottram
2852,H2H 1-0,Alvaro Betancur,R16,6-1 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Mark Edmondson
2853,H2H 1-0,Javier Soler,R16,7-6 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Kim Warwick
2854,H2H 1-1,F. Jauffret,R16,6-4 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,N. Spear
2855,H2H 4-2,Hans Kary,R16,5-7 6-0 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Corrado Barazzutti
2856,H2H 7-0,John Lloyd,R32,7-5 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Wojtek Fibak
2857,H2H 1-1,Louk Sanders,R32,6-4 2-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,John Yuill
2858,H2H 1-0,Elio Alvarez,R32,6-2 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Balazs Taroczy
2859,H2H 1-0,John Marks,R32,6-3 0-6 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Byron Bertram
2860,H2H 1-1,Gianni Ocleppo,R32,6-3 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Antonio Zugarelli
2861,H2H 1-0,Jan Norback,R32,3-6 7-5 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,B. Phillips-Moore
2862,H2H 1-0,Olle Palmer,R32,6-4 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Christopher Mottram
2863,H2H 2-0,Stefan Simonsson,R32,6-2 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Paul Kronk
2864,H2H 1-0,Jan Kallqvist,R32,7-5 2-6 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Alvaro Betancur
2865,H2H 1-0,Ramiro Gonzalo Benavides Saravia,R32,6-4 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Mark Edmondson
2866,H2H 1-0,Birger Andersson,R32,6-2 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Javier Soler
2867,H2H 1-1,Paolo Bertolucci,R32,6-4 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Kim Warwick
2868,H2H 1-0,Jean-Louis Haillet,R32,6-3 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,F. Jauffret
2869,H2H 2-0,Jose Higueras,R32,6-0 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,N. Spear
2870,H2H 1-0,Alvaro Fillol,R32,6-4 2-6 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Hans Kary
2871,H2H 1-0,Rolf Norberg,R32,6-4 5-7 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,Corrado Barazzutti
2872,,J Haillet / F Jauffret,F,6-4 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,M Edmondson / J Marks
2873,,E Alvarez / A Fillol,SF,6-2 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,J Haillet / F Jauffret
2874,,P Kronk / C Letcher,SF,6-4 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,M Edmondson / J Marks
2875,,P Bertolucci / W Fibak,QF,7-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,E Alvarez / A Fillol
2876,,C Mottram / B Taroczy,QF,6-2 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,J Haillet / F Jauffret
2877,,J Norback / R Norberg,QF,6-4 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,M Edmondson / J Marks
2878,,B Phillips-moore / N Spear,QF,6-4 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,P Kronk / C Letcher
2879,,J Higueras / J Soler,R16,3-6 6-3 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,P Bertolucci / W Fibak
2880,,R Benavides Saravia / A Betancur,R16,6-1 3-6 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,E Alvarez / A Fillol
2881,,B Carmichael / J Lloyd,R16,7-5 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,C Mottram / B Taroczy
2882,,M Mcmanus / D Palm,R16,6-7 6-3 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,J Haillet / F Jauffret
2883,,B Andersson / T Svensson,R16,7-5 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,J Norback / R Norberg
2884,,H Kary / K Warwick,R16,6-4 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,M Edmondson / J Marks
2885,,C Barazzutti / A Zugarelli,R16,4-6 7-5 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,B Phillips-moore / N Spear
2886,,J Kallqvist / O Palmer,R16,6-2 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Bastad/1977,Bastad,P Kronk / C Letcher
2887,H2H 4-5,Hank Pfister,F,6-4 6-4 5-7 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Tim Gullikson
2888,H2H 3-0,Ismail El Shafei,SF,6-2 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Tim Gullikson
2889,H2H 3-1,Andrew Pattison,SF,6-3 1-6 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Hank Pfister
2890,H2H 1-0,John James,QF,6-1 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Tim Gullikson
2891,H2H 1-0,Matt Mitchell,QF,6-4 6-7 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Ismail El Shafei
2892,H2H 1-0,Butch Seewagen,QF,6-3 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Hank Pfister
2893,H2H 1-1,Anand Amritraj,QF,6-3 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Andrew Pattison
2894,H2H 1-1,Crealy,R16,7-5 4-6 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,John James
2895,H2H 3-1,Tim Wilkison,R16,6-2 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Tim Gullikson
2896,H2H 2-1,Peter Fleming,R16,6-3 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Ismail El Shafei
2897,H2H 1-0,William Lofgren,R16,4-6 6-2 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Matt Mitchell
2898,H2H 1-0,John Feaver,R16,6-2 2-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Butch Seewagen
2899,H2H 1-0,Mike Machette,R16,6-3 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Hank Pfister
2900,H2H 1-0,John McEnroe,R16,6-3 1-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Anand Amritraj
2901,H2H 3-1,B. Fairlie,R16,7-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Andrew Pattison
2902,H2H 1-0,M. Santana,R32,7-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Crealy
2903,H2H 1-0,Doug Crawford,R32,6-3 3-6 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,John James
2904,H2H 1-0,William Lloyd,R32,2-6 6-2 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Tim Wilkison
2905,H2H 1-0,Larry Gottfried,R32,6-0 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Tim Gullikson
2906,H2H 1-0,Tony Graham,R32,6-4 6-7 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Peter Fleming
2907,H2H 1-0,Paul Gerken,R32,6-3 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Ismail El Shafei
2908,H2H 1-0,Chico Hagey,R32,7-5 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,William Lofgren
2909,H2H 1-0,Brian Teacher,R32,7-6 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Matt Mitchell
2910,H2H 1-0,Tom Gullikson,R32,7-6 6-1,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,John Feaver
2911,H2H 1-0,William Maze,R32,7-5 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Butch Seewagen
2912,H2H 1-1,Henry Bunis,R32,6-3 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Mike Machette
2913,H2H 1-0,Emilio Montano,R32,6-3 3-6 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Hank Pfister
2914,H2H 1-0,George Hardie,R32,6-3 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,John McEnroe
2915,H2H 1-0,Sashi Menon,R32,7-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Anand Amritraj
2916,H2H 1-0,Jorge Andrew,R32,6-3 4-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,Andrew Pattison
2917,H2H 1-0,Bruce Manson,R32,6-3 6-0,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,B. Fairlie
2918,,T Gullikson / T Gullikson,F,6-7 6-3 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,I El Shafei / B Fairlie
2919,,J Feaver / J James,SF,6-4 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,I El Shafei / B Fairlie
2920,,P Fleming / M Machette,SF,6-7 6-4 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,T Gullikson / T Gullikson
2921,,J Austin / G Hardie,QF,6-3 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,I El Shafei / B Fairlie
2922,,C Crealy / J McEnroe,QF,4-6 7-6 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,J Feaver / J James
2923,,S Menon / H Pfister,QF,6-3 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,P Fleming / M Machette
2924,,A Amritraj / W Brown,QF,7-5 6-4,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,T Gullikson / T Gullikson
2925,,W Lofgren / B Seewagen,R16,6-3 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,I El Shafei / B Fairlie
2926,,K Mcmillan / E Montano,R16,6-3 7-5,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,J Austin / G Hardie
2927,,L Gottfried / W Maze,R16,6-3 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,J Feaver / J James
2928,,J Andrew / A Pattison,R16,6-4 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,C Crealy / J McEnroe
2929,,T Graham / M Mitchell,R16,7-5 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,P Fleming / M Machette
2930,,A Amritraj / D Crawford,R16,6-3 6-3,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,S Menon / H Pfister
2931,,B Manson / T Wilkison,R16,7-6 6-2,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,T Gullikson / T Gullikson
2932,,C Hagey / W Lloyd,R16,6-3 7-6,1977-07-04,https://matchstat.com/tennis/tournaments/m/Newport/1977,Newport,A Amritraj / W Brown
2933,H2H 4-0,M. Cox,F,6-2 6-3,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Harold Solomon
2934,H2H 8-5,J. Alexander,SF,7-5 7-5,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Harold Solomon
2935,H2H 1-0,Rick Fagel,SF,4-4 Retired,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,M. Cox
2936,H2H 5-1,Terry Moor,QF,4-6 6-3 6-2,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,J. Alexander
2937,H2H 2-0,John James,QF,6-3 6-2,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Harold Solomon
2938,H2H 2-1,Ismail El Shafei,QF,6-3 7-6,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,M. Cox
2939,H2H 1-1,John McEnroe,QF,6-1 6-2,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Rick Fagel
2940,H2H 3-3,Bernie Mitton,R16,6-1 7-6,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Terry Moor
2941,H2H 1-0,Keith Richardson,R16,6-2 6-1,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,J. Alexander
2942,H2H 4-0,Hank Pfister,R16,6-4 6-3,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Harold Solomon
2943,H2H 1-0,Bob Hewitt,R16,6-2 2-6 Retired,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,John James
2944,H2H 1-1,Van Winitsky,R16,6-2 3-6 7-6,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Ismail El Shafei
2945,H2H 1-0,Crealy,R16,7-5 Retired,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,M. Cox
2946,H2H 4-2,P. Dent,R16,6-4 6-4,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,John McEnroe
2947,H2H 1-1,Gene Mayer,R16,6-2 6-4,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Rick Fagel
2948,H2H 1-2,Roscoe Tanner,R32,6-3 6-7 6-3,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Terry Moor
2949,H2H 1-1,Bruce Manson,R32,6-2 6-2,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Bernie Mitton
2950,H2H 1-0,Mike Cahill,R32,6-2 6-2,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,Keith Richardson
2951,H2H 1-0,Tony Giammalva,R32,6-4 6-1,1977-07-11,https://matchstat.com/tennis/tournaments/m/Cincinnati%20Masters/1977,Cincinnati Masters,J. Alexander
