,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,start_date,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,surface
0,H2H 2-10,Stan Wawrinka,5.0,0.0,5915990.0,401081.0,,2.5,Stan Wawrinka,81.0,5.0,2.0,83.0,27.0,88.0,52.0,32.0,36.0,22.0,,,,,,1.0,171.0,,,2.5,1.5,F,7-6(2) 7-6(3),2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Marin Cilic,2.0,1.0,5915990.0,401082.0,,1.5,Marin Cilic,90.0,8.0,2.0,88.0,34.0,83.0,47.0,34.0,36.0,22.0,,,,,,2.0,171.0,,,hard
1,H2H 1-0,Dudi Sela,0.0,4.0,5915988.0,401079.0,,3.8,Dudi Sela,100.0,6.0,3.0,88.0,34.0,105.0,69.0,48.0,36.0,18.0,,,,,,1.0,193.0,,,3.8,1.25,SF,6-4 2-6 7-5,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Stan Wawrinka,2.0,3.0,5915988.0,401080.0,,1.25,Stan Wawrinka,93.0,8.0,3.0,105.0,39.0,88.0,44.0,27.0,44.0,27.0,,,,,,2.0,193.0,,,hard
2,H2H 7-2,Janko Tipsarevic,2.0,2.0,5915989.0,139653.0,,2.7,Janko Tipsarevic,44.0,2.0,1.0,51.0,17.0,59.0,35.0,16.0,24.0,11.0,,,,,,1.0,110.0,,,2.7,1.45,SF,6-1 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Marin Cilic,6.0,2.0,5915989.0,139654.0,,1.45,Marin Cilic,66.0,9.0,5.0,59.0,32.0,51.0,26.0,22.0,25.0,12.0,,,,,,2.0,110.0,,,hard
3,H2H 5-1,Lukas Lacko,1.0,2.0,5915984.0,139605.0,,2.15,Lukas Lacko,75.0,6.0,3.0,80.0,30.0,81.0,44.0,30.0,37.0,15.0,,,,,,1.0,161.0,,,2.15,1.7,QF,7-6(3) 7-5,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Dudi Sela,1.0,4.0,5915984.0,139606.0,,1.7,Dudi Sela,86.0,10.0,4.0,81.0,36.0,80.0,44.0,33.0,36.0,17.0,,,,,,2.0,161.0,,,hard
4,H2H 1-2,Michael Berrer,2.0,2.0,5915985.0,401078.0,,3.5,Michael Berrer,64.0,5.0,1.0,69.0,21.0,70.0,47.0,34.0,23.0,9.0,,,,,,2.0,139.0,,,3.5,1.28,QF,7-6(5) 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Stan Wawrinka,6.0,2.0,5915985.0,401077.0,,1.28,Stan Wawrinka,75.0,4.0,2.0,70.0,27.0,69.0,41.0,33.0,28.0,15.0,,,,,,1.0,139.0,,,hard
5,H2H 1-1,Thiemo de Bakker,7.0,1.0,5915986.0,139607.0,,2.9,Thiemo de Bakker,70.0,7.0,3.0,71.0,27.0,80.0,51.0,31.0,29.0,12.0,,,,,,1.0,151.0,,,2.9,1.4,QF,7-5 7-5,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Janko Tipsarevic,3.0,3.0,5915986.0,139608.0,,1.4,Janko Tipsarevic,81.0,14.0,5.0,80.0,37.0,71.0,43.0,28.0,28.0,16.0,,,,,,2.0,151.0,,,hard
6,H2H 4-1,Santiago Giraldo,3.0,0.0,5915987.0,139609.0,,6.2,Santiago Giraldo,59.0,8.0,2.0,75.0,32.0,55.0,30.0,19.0,25.0,8.0,,,,,,1.0,130.0,,,6.2,1.1,QF,7-6(3) 6-1,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Marin Cilic,3.0,2.0,5915987.0,139610.0,,1.1,Marin Cilic,71.0,4.0,4.0,55.0,28.0,75.0,37.0,19.0,38.0,24.0,,,,,,2.0,130.0,,,hard
7,H2H 1-0,Robby Ginepri,4.0,1.0,5915976.0,139581.0,,1.45,Robby Ginepri,70.0,4.0,1.0,75.0,23.0,71.0,38.0,23.0,33.0,24.0,,,,,,1.0,146.0,,,1.45,2.65,R16,7-6(3) 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Lukas Lacko,11.0,1.0,5915976.0,139582.0,,2.65,Lukas Lacko,76.0,4.0,2.0,71.0,24.0,75.0,50.0,38.0,25.0,14.0,,,,,,2.0,146.0,,,hard
8,H2H 2-2,Kevin Kim,3.0,5.0,5915977.0,139583.0,,2.25,Kevin Kim,65.0,3.0,0.0,68.0,20.0,77.0,41.0,31.0,36.0,14.0,,,,,,1.0,145.0,,,2.25,1.65,R16,7-6(3) 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Dudi Sela,3.0,2.0,5915977.0,139584.0,,1.65,Dudi Sela,80.0,7.0,2.0,77.0,32.0,68.0,49.0,36.0,19.0,12.0,,,,,,2.0,145.0,,,hard
9,H2H 2-0,Michael Russell,0.0,3.0,5915978.0,401076.0,,4.2,Michael Russell,54.0,3.0,1.0,63.0,22.0,55.0,29.0,16.0,26.0,16.0,,,,,,2.0,118.0,,,4.2,1.2,R16,6-3 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Stan Wawrinka,5.0,4.0,5915978.0,401075.0,,1.2,Stan Wawrinka,64.0,6.0,3.0,55.0,23.0,63.0,33.0,24.0,30.0,17.0,,,,,,1.0,118.0,,,hard
10,H2H 3-0,Stephane Robert,2.0,1.0,5915979.0,139585.0,,2.5,Stephane Robert,65.0,4.0,1.0,69.0,20.0,73.0,32.0,21.0,41.0,24.0,,,,,,1.0,142.0,,,2.5,1.5,R16,7-6(7) 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Michael Berrer,2.0,3.0,5915979.0,139586.0,,1.5,Michael Berrer,77.0,5.0,3.0,73.0,28.0,69.0,45.0,34.0,24.0,15.0,,,,,,2.0,142.0,,,hard
11,H2H 2-1,Robin Haase,2.0,3.0,5915980.0,139558.0,,1.6,Robin Haase,50.0,2.0,2.0,54.0,18.0,58.0,36.0,23.0,22.0,9.0,,,,,,2.0,112.0,,,1.6,2.3,R16,6-3 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Thiemo de Bakker,6.0,1.0,5915980.0,139557.0,,2.3,Thiemo de Bakker,62.0,8.0,4.0,58.0,26.0,54.0,35.0,26.0,19.0,10.0,,,,,,1.0,112.0,,,hard
12,H2H 3-1,Somdev Devvarman,0.0,0.0,5915981.0,139559.0,,3.1,Somdev Devvarman,34.0,3.0,2.0,42.0,18.0,46.0,28.0,8.0,18.0,8.0,,,,,,1.0,88.0,,,3.1,1.35,R16,6-2 6-1,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Janko Tipsarevic,0.0,1.0,5915981.0,139560.0,,1.35,Janko Tipsarevic,54.0,10.0,7.0,46.0,30.0,42.0,24.0,15.0,18.0,9.0,,,,,,2.0,88.0,,,hard
13,H2H 1-0,Jan Hajek,1.0,0.0,5915982.0,139561.0,,2.2,Jan Hajek,45.0,5.0,1.0,58.0,18.0,49.0,36.0,18.0,13.0,9.0,,,,,,1.0,107.0,,,2.2,1.65,R16,6-4 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Santiago Giraldo,8.0,1.0,5915982.0,139562.0,,1.65,Santiago Giraldo,62.0,5.0,4.0,49.0,22.0,58.0,34.0,27.0,24.0,13.0,,,,,,2.0,107.0,,,hard
14,H2H 6-1,Marcel Granollers,3.0,4.0,5915983.0,139563.0,,6.0,Marcel Granollers,100.0,7.0,3.0,110.0,42.0,102.0,56.0,36.0,46.0,22.0,,,,,,1.0,212.0,,,6.0,1.1,R16,6-7(3) 6-3 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Marin Cilic,5.0,1.0,5915983.0,139564.0,,1.1,Marin Cilic,112.0,14.0,5.0,102.0,44.0,110.0,56.0,40.0,54.0,28.0,,,,,,2.0,212.0,,,hard
15,H2H 1-2,Robin Soderling,9.0,5.0,5915960.0,139499.0,,1.12,Robin Soderling,69.0,8.0,1.0,82.0,31.0,65.0,39.0,28.0,26.0,10.0,,,,,,1.0,147.0,,,1.12,6.0,R32,6-4 7-5,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Robby Ginepri,11.0,4.0,5915960.0,139500.0,,6.0,Robby Ginepri,78.0,8.0,3.0,65.0,27.0,82.0,56.0,40.0,26.0,11.0,,,,,,2.0,147.0,,,hard
16,H2H 3-2,Yen-Hsun Lu,0.0,6.0,5915961.0,139501.0,,1.85,Yen-Hsun Lu,57.0,10.0,2.0,63.0,24.0,67.0,32.0,17.0,35.0,16.0,,,,,,1.0,130.0,,,1.85,1.9,R32,6-4 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Lukas Lacko,5.0,3.0,5915961.0,139502.0,,1.9,Lukas Lacko,73.0,10.0,5.0,67.0,34.0,63.0,35.0,21.0,28.0,18.0,,,,,,2.0,130.0,,,hard
17,H2H 2-0,Daniel Brands,5.0,3.0,5915962.0,139521.0,,1.8,Daniel Brands,42.0,2.0,0.0,54.0,17.0,52.0,32.0,15.0,20.0,10.0,,,,,,1.0,106.0,,,1.8,1.95,R32,6-2 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Kevin Kim,5.0,3.0,5915962.0,139522.0,,1.95,Kevin Kim,64.0,11.0,4.0,52.0,27.0,54.0,33.0,26.0,21.0,11.0,,,,,,2.0,106.0,,,hard
18,H2H 1-1,Denis Istomin,1.0,2.0,5915963.0,139503.0,,2.1,Denis Istomin,34.0,3.0,1.0,41.0,14.0,48.0,31.0,15.0,17.0,5.0,,,,,,1.0,89.0,,,2.1,1.72,R32,6-1 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Dudi Sela,2.0,5.0,5915963.0,139504.0,,1.72,Dudi Sela,55.0,10.0,6.0,48.0,28.0,41.0,19.0,14.0,22.0,13.0,,,,,,2.0,89.0,,,hard
19,H2H 2-0,Rohan Bopanna,1.0,4.0,5915964.0,401074.0,,4.6,Rohan Bopanna,35.0,0.0,0.0,45.0,9.0,42.0,24.0,18.0,18.0,8.0,,,,,,2.0,87.0,,,4.6,1.16,R32,6-1 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Stan Wawrinka,5.0,3.0,5915964.0,401073.0,,1.16,Stan Wawrinka,52.0,6.0,3.0,42.0,16.0,45.0,26.0,22.0,19.0,14.0,,,,,,1.0,87.0,,,hard
20,H2H 3-1,Prakash Amritraj,6.0,2.0,5915965.0,139505.0,,2.25,Prakash Amritraj,38.0,3.0,0.0,47.0,11.0,51.0,35.0,25.0,16.0,2.0,,,,,,1.0,98.0,,,2.25,1.6,R32,6-3 6-1,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Michael Russell,3.0,1.0,5915965.0,139506.0,,1.6,Michael Russell,60.0,5.0,4.0,51.0,24.0,47.0,30.0,26.0,17.0,10.0,,,,,,2.0,98.0,,,hard
21,H2H 1-0,Louk Sorensen,3.0,0.0,5915966.0,139523.0,,2.4,Louk Sorensen,41.0,1.0,0.0,43.0,13.0,58.0,34.0,16.0,24.0,12.0,,,,,,1.0,101.0,,,2.4,1.55,R32,6-2 6-1,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Stephane Robert,0.0,0.0,5915966.0,139524.0,,1.55,Stephane Robert,60.0,7.0,5.0,58.0,30.0,43.0,21.0,13.0,22.0,17.0,,,,,,2.0,101.0,,,hard
22,H2H 1-1,Santiago Ventura,2.0,2.0,5915967.0,139507.0,,3.4,Santiago Ventura,43.0,2.0,0.0,51.0,13.0,56.0,29.0,17.0,27.0,13.0,,,,,,1.0,107.0,,,3.4,1.3,R32,6-3 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Michael Berrer,4.0,4.0,5915967.0,139508.0,,1.3,Michael Berrer,64.0,5.0,3.0,56.0,26.0,51.0,27.0,25.0,24.0,13.0,,,,,,2.0,107.0,,,hard
23,H2H 2-0,Rajeev Ram,7.0,2.0,5915968.0,139467.0,,1.9,Rajeev Ram,37.0,3.0,0.0,42.0,10.0,58.0,36.0,21.0,22.0,6.0,,,,,,1.0,100.0,,,1.9,1.9,R32,6-1 6-1,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Thiemo de Bakker,3.0,0.0,5915968.0,139468.0,,1.9,Thiemo de Bakker,63.0,15.0,5.0,58.0,31.0,42.0,29.0,24.0,13.0,8.0,,,,,,2.0,100.0,,,hard
24,H2H 1-0,Tsung-Hua Yang,1.0,2.0,5915969.0,781357.0,,3.3,Tsung-Hua Yang,45.0,0.0,0.0,45.0,8.0,65.0,44.0,25.0,21.0,12.0,,,,,,2.0,110.0,,,3.3,1.3,R32,6-4 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Robin Haase,10.0,2.0,5915969.0,781356.0,,1.3,Robin Haase,65.0,11.0,3.0,65.0,28.0,45.0,30.0,26.0,15.0,11.0,,,,,,1.0,110.0,,,hard
25,H2H 1-0,Rainer Schuettler,1.0,1.0,5915970.0,139510.0,,2.15,Rainer Schuettler,58.0,3.0,2.0,60.0,21.0,74.0,40.0,21.0,34.0,16.0,,,,,,2.0,134.0,,,2.15,1.7,R32,7-5 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Somdev Devvarman,1.0,2.0,5915970.0,139509.0,,1.7,Somdev Devvarman,76.0,10.0,5.0,74.0,37.0,60.0,32.0,23.0,28.0,16.0,,,,,,1.0,134.0,,,hard
26,H2H 1-1,Carlos Moya,3.0,3.0,5915971.0,139469.0,,2.7,Carlos Moya,52.0,1.0,1.0,61.0,15.0,61.0,38.0,27.0,23.0,10.0,,,,,,1.0,122.0,,,2.7,1.45,R32,6-3 7-6(2),2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Janko Tipsarevic,3.0,1.0,5915971.0,139470.0,,1.45,Janko Tipsarevic,70.0,4.0,2.0,61.0,24.0,61.0,35.0,29.0,26.0,17.0,,,,,,2.0,122.0,,,hard
27,H2H 3-2,Simon Greul,7.0,2.0,5915972.0,139471.0,,1.5,Simon Greul,79.0,3.0,2.0,77.0,26.0,91.0,55.0,40.0,36.0,13.0,,,,,,1.0,168.0,,,1.5,2.5,R32,3-6 6-2 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Jan Hajek,2.0,0.0,5915972.0,139472.0,,2.5,Jan Hajek,89.0,10.0,4.0,91.0,38.0,77.0,50.0,37.0,27.0,14.0,,,,,,2.0,168.0,,,hard
28,H2H 2-0,Bjorn Phau,4.0,3.0,5915973.0,139474.0,,1.9,Bjorn Phau,87.0,4.0,2.0,98.0,31.0,88.0,45.0,32.0,43.0,24.0,,,,,,2.0,186.0,,,1.9,1.9,R32,6-4 6-7(6) 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Santiago Giraldo,6.0,2.0,5915973.0,139473.0,,1.9,Santiago Giraldo,99.0,5.0,4.0,88.0,32.0,98.0,52.0,42.0,46.0,25.0,,,,,,1.0,186.0,,,hard
29,H2H 1-0,James Ward,6.0,4.0,5915974.0,139512.0,,2.8,James Ward,69.0,3.0,3.0,84.0,30.0,75.0,43.0,26.0,32.0,13.0,,,,,,2.0,159.0,,,2.8,1.4,R32,5-7 6-2 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Marcel Granollers,7.0,5.0,5915974.0,139511.0,,1.4,Marcel Granollers,90.0,8.0,6.0,75.0,36.0,84.0,45.0,32.0,39.0,22.0,,,,,,1.0,159.0,,,hard
30,H2H 3-0,Igor Kunitsyn,1.0,2.0,5915975.0,139475.0,,4.8,Igor Kunitsyn,46.0,0.0,0.0,48.0,11.0,65.0,33.0,27.0,32.0,8.0,,,,,,1.0,113.0,,,4.8,1.18,R32,6-2 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Marin Cilic,8.0,1.0,5915975.0,139476.0,,1.18,Marin Cilic,67.0,8.0,3.0,65.0,30.0,48.0,33.0,28.0,15.0,9.0,,,,,,2.0,113.0,,,hard
31,,Y Lu / J Tipsarevic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,7-5 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,M Granollers / S Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
32,,S Devvarman / S Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,6-3 4-6 [10-5],2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Y Lu / J Tipsarevic,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
33,,C Fleming / K Skupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,3-6 6-3 [10-8],2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,M Granollers / S Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
34,,Y Allegro / S Wawrinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Y Lu / J Tipsarevic,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
35,,J Coetzee / R Wassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-2 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,S Devvarman / S Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
36,,M Bhupathi / R Bopanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,4-6 6-3 [10-2],2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,C Fleming / K Skupski,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
37,,Y Bhambri / C Moya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,7-5 6-1,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,M Granollers / S Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
38,,E Butorac / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,3-6 6-4 [10-5],2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Y Allegro / S Wawrinka,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
39,,M Berrer / S Greul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 7-5,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Y Lu / J Tipsarevic,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
40,,R De Voest / S Lipsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 7-5,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,S Devvarman / S Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
41,,I Kunitsyn / A Qureshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-0,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,J Coetzee / R Wassen,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
42,,J Hajek / L Lacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,C Fleming / K Skupski,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
43,,J Cerretani / T Rettenmaier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 7-6(5),2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,M Bhupathi / R Bopanna,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
44,,R Ginepri / D Sela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 4-6 [10-5],2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Y Bhambri / C Moya,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
45,,M Kohlmann / R Schuettler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(5) 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,M Granollers / S Ventura,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
46,H2H 1-0,Yuki Bhambri,1.0,2.0,5915956.0,139433.0,,,Yuki Bhambri,83.0,5.0,1.0,104.0,36.0,83.0,54.0,33.0,29.0,14.0,,,,,,1.0,187.0,,,,,FQ,6-2 6-7(6) 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Louk Sorensen,3.0,0.0,5915956.0,139434.0,,,Louk Sorensen,104.0,5.0,5.0,83.0,36.0,104.0,70.0,47.0,34.0,21.0,,,,,,2.0,187.0,,,hard
47,H2H 1-0,Lars Poerschke,9.0,4.0,5915957.0,139435.0,,,Lars Poerschke,80.0,4.0,1.0,78.0,28.0,91.0,46.0,32.0,45.0,20.0,,,,,,1.0,169.0,,,,,FQ,7-6(5) 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Prakash Amritraj,9.0,1.0,5915957.0,139436.0,,,Prakash Amritraj,89.0,12.0,3.0,91.0,39.0,78.0,48.0,35.0,30.0,15.0,,,,,,2.0,169.0,,,hard
48,H2H 1-0,Dustin Brown,3.0,2.0,5915958.0,781352.0,,,Dustin Brown,53.0,4.0,1.0,66.0,21.0,58.0,29.0,19.0,29.0,13.0,,,,,,1.0,124.0,,,,,FQ,6-2 7-5,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Tsung-Hua Yang,2.0,2.0,5915958.0,781353.0,,,Tsung-Hua Yang,71.0,4.0,4.0,58.0,26.0,66.0,39.0,31.0,27.0,14.0,,,,,,2.0,124.0,,,hard
49,H2H 2-1,Noam Okun,2.0,1.0,5915959.0,139438.0,,,Noam Okun,40.0,0.0,0.0,42.0,9.0,56.0,31.0,22.0,25.0,9.0,,,,,,2.0,98.0,,,,,FQ,6-2 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,James Ward,4.0,0.0,5915959.0,139437.0,,,James Ward,58.0,8.0,4.0,56.0,25.0,42.0,23.0,18.0,19.0,15.0,,,,,,1.0,98.0,,,hard
50,H2H 2-0,Illya Marchenko,1.0,5.0,5915948.0,139179.0,,,Illya Marchenko,59.0,9.0,4.0,69.0,26.0,68.0,42.0,21.0,26.0,12.0,,,,,,1.0,137.0,,,,,SFQ,7-6(2) 6-3,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Yuki Bhambri,3.0,8.0,5915948.0,139180.0,,,Yuki Bhambri,78.0,10.0,5.0,68.0,35.0,69.0,32.0,24.0,37.0,19.0,,,,,,2.0,137.0,,,hard
51,H2H 1-1,Donald Young,1.0,6.0,5915949.0,139182.0,,,Donald Young,85.0,9.0,5.0,85.0,35.0,93.0,64.0,35.0,29.0,15.0,,,,,,2.0,178.0,,,,,SFQ,7-6(4) 7-6(8),2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Louk Sorensen,3.0,1.0,5915949.0,139181.0,,,Louk Sorensen,93.0,8.0,5.0,93.0,43.0,85.0,53.0,30.0,32.0,20.0,,,,,,1.0,178.0,,,hard
52,H2H 1-0,Rik De Voest,4.0,0.0,5915950.0,139176.0,,,Rik De Voest,96.0,5.0,3.0,96.0,36.0,101.0,57.0,39.0,44.0,21.0,,,,,,2.0,197.0,,,,,SFQ,4-6 6-3 7-5,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Lars Poerschke,6.0,7.0,5915950.0,139175.0,,,Lars Poerschke,101.0,13.0,4.0,101.0,41.0,96.0,50.0,34.0,46.0,26.0,,,,,,1.0,197.0,,,hard
53,H2H 1-0,Peter Polansky,9.0,5.0,5915951.0,139178.0,,,Peter Polansky,106.0,6.0,2.0,104.0,34.0,111.0,72.0,47.0,39.0,25.0,,,,,,2.0,215.0,,,,,SFQ,4-6 6-3 7-6(9),2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Prakash Amritraj,13.0,6.0,5915951.0,139177.0,,,Prakash Amritraj,109.0,10.0,2.0,111.0,39.0,104.0,61.0,48.0,43.0,22.0,,,,,,1.0,215.0,,,hard
54,H2H 2-0,Jan Minar,2.0,4.0,5915952.0,139160.0,,,Jan Minar,49.0,3.0,0.0,57.0,13.0,55.0,22.0,17.0,33.0,19.0,,,,,,2.0,112.0,,,,,SFQ,6-4 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Dustin Brown,13.0,2.0,5915952.0,139159.0,,,Dustin Brown,63.0,3.0,2.0,55.0,19.0,57.0,35.0,31.0,22.0,13.0,,,,,,1.0,112.0,,,hard
55,H2H 1-0,Riccardo Ghedin,7.0,6.0,5915953.0,781342.0,,,Riccardo Ghedin,54.0,4.0,1.0,66.0,23.0,51.0,32.0,26.0,19.0,5.0,,,,,,1.0,117.0,,,,,SFQ,6-3 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Tsung-Hua Yang,4.0,1.0,5915953.0,781343.0,,,Tsung-Hua Yang,63.0,4.0,3.0,51.0,20.0,66.0,39.0,25.0,27.0,18.0,,,,,,2.0,117.0,,,hard
56,H2H 2-0,Marsel Khamdamov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFQ,3-6 6-2 6-4,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,James Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
57,H2H 1-0,Tatsuma Ito,1.0,3.0,5915955.0,139184.0,,,Tatsuma Ito,39.0,2.0,0.0,52.0,16.0,46.0,22.0,11.0,24.0,12.0,,,,,,2.0,98.0,,,,,SFQ,6-2 6-2,2010-01-04,https://matchstat.com/tennis/tournaments/m/Chennai/2010,Chennai,Noam Okun,4.0,3.0,5915955.0,139183.0,,,Noam Okun,59.0,6.0,4.0,46.0,23.0,52.0,27.0,23.0,25.0,13.0,,,,,,1.0,98.0,,,hard
