,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,start_date,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners,surface
685,H2H 2-0,Somdev Devvarman,1.0,0.0,5920208.0,781422.0,,4.92,Somdev Devvarman,39.0,6.0,1.0,52.0,18.0,45.0,24.0,12.0,21.0,9.0,,,,,,1.0,97.0,,,4.92,1.23,QF,6-1 6-3,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,David Ferrer,4.0,2.0,5920208.0,781423.0,,1.225,David Ferrer,58.0,8.0,5.0,45.0,24.0,52.0,25.0,20.0,27.0,14.0,,,,,,2.0,97.0,,,hard
686,H2H 2-1,Josselin Ouanna,6.0,4.0,5920197.0,140474.0,,6.92,Josselin Ouanna,63.0,1.0,1.0,57.0,14.0,84.0,43.0,32.0,41.0,17.0,,,,,,2.0,141.0,,,6.92,1.14,R16,6-4 7-5,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Gael Monfils,12.0,6.0,5920197.0,140473.0,,1.143,Gael Monfils,78.0,16.0,3.0,84.0,35.0,57.0,34.0,31.0,23.0,12.0,,,,,,1.0,141.0,,,hard
687,H2H 1-1,Raven Klaasen,8.0,3.0,5920198.0,140475.0,,3.54,Raven Klaasen,78.0,8.0,2.0,84.0,31.0,88.0,55.0,30.0,33.0,17.0,,,,,,1.0,172.0,,,3.54,1.36,R16,6-4 7-5,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Yen-Hsun Lu,1.0,4.0,5920198.0,140476.0,,1.357,Yen-Hsun Lu,94.0,11.0,4.0,88.0,41.0,84.0,46.0,35.0,38.0,18.0,,,,,,2.0,172.0,,,hard
688,H2H 1-0,Blaz Kavcic,3.0,4.0,5920199.0,140174.0,,4.64,Blaz Kavcic,59.0,3.0,0.0,72.0,20.0,60.0,40.0,31.0,20.0,8.0,,,,,,2.0,132.0,,,4.64,1.24,R16,6-2 7-6(4),2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Feliciano Lopez,10.0,4.0,5920199.0,140173.0,,1.244,Feliciano Lopez,73.0,2.0,2.0,60.0,21.0,72.0,37.0,33.0,35.0,19.0,,,,,,1.0,132.0,,,hard
689,H2H 1-0,Bjorn Phau,4.0,7.0,5920200.0,140175.0,,1.833,Bjorn Phau,79.0,2.0,2.0,80.0,26.0,83.0,41.0,30.0,42.0,23.0,,,,,,1.0,163.0,,,1.83,2.11,R16,7-6(10) 7-6(2),2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Rajeev Ram,14.0,6.0,5920200.0,140176.0,,2.11,Rajeev Ram,84.0,5.0,2.0,83.0,30.0,80.0,45.0,33.0,35.0,21.0,,,,,,2.0,163.0,,,hard
690,H2H 1-1,Izak Van der Merwe,4.0,1.0,5920201.0,140446.0,,3.01,Izak Van der Merwe,57.0,6.0,0.0,76.0,24.0,52.0,23.0,18.0,29.0,15.0,,,,,,2.0,128.0,,,3.01,1.46,R16,7-6(7) 6-1,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Stephane Robert,1.0,4.0,5920201.0,140445.0,,1.455,Stephane Robert,71.0,2.0,2.0,52.0,19.0,76.0,46.0,35.0,30.0,17.0,,,,,,1.0,128.0,,,hard
691,H2H 1-0,Laurent Recouderc,2.0,3.0,5920202.0,140435.0,,2.09,Laurent Recouderc,51.0,0.0,0.0,49.0,9.0,66.0,33.0,25.0,33.0,17.0,,,,,,1.0,115.0,,,2.09,1.85,R16,6-4 6-4,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Dustin Brown,14.0,1.0,5920202.0,140436.0,,1.847,Dustin Brown,64.0,6.0,2.0,66.0,24.0,49.0,29.0,27.0,20.0,13.0,,,,,,2.0,115.0,,,hard
692,H2H 1-0,Thiago Alves,2.0,1.0,5920203.0,781419.0,,2.56,Thiago Alves,38.0,3.0,0.0,47.0,9.0,56.0,39.0,22.0,17.0,7.0,,,,,,2.0,103.0,,,2.56,1.59,R16,6-4 6-1,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Somdev Devvarman,6.0,0.0,5920203.0,781418.0,,1.588,Somdev Devvarman,65.0,6.0,3.0,56.0,27.0,47.0,35.0,29.0,12.0,9.0,,,,,,1.0,103.0,,,hard
693,H2H 1-0,Filip Prpic,3.0,5.0,5920204.0,781420.0,,9.35,Filip Prpic,76.0,6.0,1.0,76.0,31.0,81.0,49.0,35.0,32.0,10.0,,,,,,1.0,157.0,,,9.35,1.1,R16,6-3 6-4,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,David Ferrer,2.0,3.0,5920204.0,781421.0,,1.095,David Ferrer,81.0,9.0,3.0,81.0,36.0,76.0,42.0,31.0,34.0,14.0,,,,,,2.0,157.0,,,hard
694,H2H 3-2,Dominik Hrbaty,0.0,3.0,5920181.0,140420.0,,6.6,Dominik Hrbaty,36.0,4.0,1.0,49.0,16.0,46.0,22.0,9.0,24.0,11.0,,,,,,2.0,95.0,,,6.6,1.09,R32,6-2 6-1,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Gael Monfils,7.0,4.0,5920181.0,140419.0,,1.09,Gael Monfils,59.0,11.0,5.0,46.0,26.0,49.0,25.0,23.0,24.0,10.0,,,,,,1.0,95.0,,,hard
695,H2H 1-1,Harel Levy,2.0,2.0,5920182.0,140385.0,,2.3,Harel Levy,45.0,0.0,0.0,53.0,8.0,53.0,37.0,31.0,16.0,6.0,,,,,,1.0,106.0,,,2.3,1.6,R32,7-6(4) 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Josselin Ouanna,8.0,1.0,5920182.0,140386.0,,1.6,Josselin Ouanna,61.0,2.0,2.0,53.0,16.0,53.0,29.0,29.0,24.0,16.0,,,,,,2.0,106.0,,,hard
696,H2H 1-0,David Guez,0.0,3.0,5920183.0,140388.0,,1.3,David Guez,53.0,4.0,0.0,63.0,17.0,60.0,28.0,21.0,32.0,15.0,,,,,,2.0,123.0,,,1.3,3.4,R32,6-4 6-3,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Raven Klaasen,5.0,3.0,5920183.0,140387.0,,3.4,Raven Klaasen,70.0,7.0,2.0,60.0,24.0,63.0,41.0,31.0,22.0,15.0,,,,,,1.0,123.0,,,hard
697,H2H 3-1,Jarkko Nieminen,2.0,3.0,5920184.0,140389.0,,1.4,Jarkko Nieminen,48.0,9.0,2.0,65.0,26.0,49.0,26.0,15.0,23.0,7.0,,,,,,1.0,114.0,,,1.4,2.9,R32,6-3 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Yen-Hsun Lu,4.0,2.0,5920184.0,140390.0,,2.9,Yen-Hsun Lu,66.0,10.0,5.0,49.0,27.0,65.0,36.0,27.0,29.0,12.0,,,,,,2.0,114.0,,,hard
698,H2H 1-0,Benjamin Balleret,7.0,2.0,5920185.0,140392.0,,5.37,Benjamin Balleret,82.0,3.0,2.0,90.0,28.0,97.0,54.0,32.0,43.0,22.0,,,,,,2.0,187.0,,,5.37,1.2,R32,6-1 6-7(5) 6-3,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Feliciano Lopez,4.0,6.0,5920185.0,140391.0,,1.2,Feliciano Lopez,105.0,10.0,5.0,97.0,43.0,90.0,52.0,44.0,38.0,18.0,,,,,,1.0,187.0,,,hard
699,H2H 2-0,Thierry Ascione,0.0,4.0,5920186.0,140350.0,,2.4,Thierry Ascione,86.0,10.0,5.0,89.0,38.0,89.0,49.0,31.0,40.0,17.0,,,,,,2.0,178.0,,,2.4,1.55,R32,1-6 7-5 6-3,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Blaz Kavcic,6.0,5.0,5920186.0,140349.0,,1.55,Blaz Kavcic,92.0,11.0,5.0,89.0,41.0,89.0,62.0,41.0,27.0,10.0,,,,,,1.0,178.0,,,hard
700,H2H 1-0,Fritz Wolmarans,15.0,2.0,5920187.0,140393.0,,2.6,Fritz Wolmarans,67.0,7.0,0.0,77.0,24.0,66.0,47.0,34.0,19.0,9.0,,,,,,1.0,143.0,,,2.6,1.45,R32,6-4 7-5,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Bjorn Phau,1.0,3.0,5920187.0,140394.0,,1.45,Bjorn Phau,76.0,4.0,2.0,66.0,23.0,77.0,42.0,32.0,35.0,21.0,,,,,,2.0,143.0,,,hard
701,H2H 4-2,Rik De Voest,5.0,3.0,5920188.0,140363.0,,1.7,Rik De Voest,90.0,6.0,2.0,95.0,33.0,101.0,71.0,43.0,30.0,14.0,,,,,,1.0,196.0,,,1.7,2.1,R32,6-7(3) 6-3 6-3,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Rajeev Ram,16.0,2.0,5920188.0,140364.0,,2.1,Rajeev Ram,106.0,8.0,5.0,101.0,44.0,95.0,52.0,40.0,43.0,22.0,,,,,,2.0,196.0,,,hard
702,H2H 2-0,Brendan Evans,3.0,8.0,5920189.0,140352.0,,3.0,Brendan Evans,74.0,5.0,3.0,78.0,30.0,89.0,44.0,30.0,45.0,14.0,,,,,,2.0,167.0,,,3.0,1.35,R32,3-6 6-2 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Stephane Robert,5.0,3.0,5920189.0,140351.0,,1.35,Stephane Robert,93.0,13.0,6.0,89.0,45.0,78.0,46.0,34.0,32.0,14.0,,,,,,1.0,167.0,,,hard
703,H2H 1-1,Noam Okun,4.0,4.0,5920190.0,140396.0,,1.6,Noam Okun,73.0,3.0,1.0,73.0,20.0,85.0,52.0,36.0,33.0,17.0,,,,,,2.0,158.0,,,1.6,2.25,R32,7-6(5) 7-6(2),2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Izak Van der Merwe,12.0,4.0,5920190.0,140395.0,,2.25,Izak Van der Merwe,85.0,3.0,1.0,85.0,32.0,73.0,47.0,36.0,26.0,17.0,,,,,,1.0,158.0,,,hard
704,H2H 1-2,Steve Darcis,6.0,3.0,5920191.0,140365.0,,1.35,Steve Darcis,94.0,13.0,4.0,106.0,43.0,93.0,58.0,35.0,35.0,16.0,,,,,,1.0,199.0,,,1.35,3.0,R32,3-6 6-3 6-4,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Laurent Recouderc,4.0,2.0,5920191.0,140366.0,,3.0,Laurent Recouderc,105.0,8.0,5.0,93.0,42.0,106.0,56.0,39.0,50.0,24.0,,,,,,2.0,199.0,,,hard
705,H2H 2-0,Marco Chiudinelli,5.0,6.0,5920192.0,140398.0,,1.3,Marco Chiudinelli,86.0,12.0,1.0,96.0,32.0,73.0,50.0,41.0,23.0,13.0,,,,,,2.0,169.0,,,1.3,3.4,R32,6-4 3-6 6-4,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Dustin Brown,13.0,6.0,5920192.0,140397.0,,3.4,Dustin Brown,83.0,2.0,2.0,73.0,19.0,96.0,51.0,46.0,45.0,18.0,,,,,,1.0,169.0,,,hard
706,H2H 3-0,Xavier Malisse,1.0,2.0,5920193.0,140399.0,,1.5,Xavier Malisse,57.0,5.0,1.0,70.0,27.0,55.0,33.0,20.0,22.0,10.0,,,,,,1.0,125.0,,,1.5,2.5,R32,6-4 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Somdev Devvarman,2.0,1.0,5920193.0,140400.0,,2.5,Somdev Devvarman,68.0,6.0,4.0,55.0,25.0,70.0,42.0,27.0,28.0,16.0,,,,,,2.0,125.0,,,hard
707,H2H 1-1,Alexandr Dolgopolov,17.0,6.0,5920194.0,781411.0,,1.55,Alexandr Dolgopolov,91.0,10.0,2.0,93.0,32.0,101.0,59.0,43.0,42.0,16.0,,,,,,2.0,194.0,,,1.55,2.4,R32,5-7 6-2 6-3,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Thiago Alves,8.0,3.0,5920194.0,781410.0,,2.4,Thiago Alves,103.0,13.0,5.0,101.0,42.0,93.0,59.0,40.0,34.0,21.0,,,,,,1.0,194.0,,,hard
708,H2H 2-1,Ivan Navarro,7.0,1.0,5920195.0,140402.0,,1.769,Ivan Navarro,57.0,5.0,0.0,66.0,18.0,61.0,45.0,31.0,16.0,8.0,,,,,,2.0,127.0,,,1.77,2.2,R32,6-3 7-5,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Filip Prpic,5.0,2.0,5920195.0,140401.0,,2.2,Filip Prpic,70.0,3.0,2.0,61.0,22.0,66.0,45.0,34.0,21.0,14.0,,,,,,1.0,127.0,,,hard
709,H2H 3-0,Karol Beck,1.0,3.0,5920196.0,781412.0,,6.5,Karol Beck,51.0,2.0,1.0,56.0,16.0,67.0,35.0,23.0,32.0,12.0,,,,,,1.0,123.0,,,6.5,1.1,R32,6-1 7-5,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,David Ferrer,1.0,0.0,5920196.0,781413.0,,1.1,David Ferrer,72.0,11.0,4.0,67.0,32.0,56.0,32.0,23.0,24.0,17.0,,,,,,2.0,123.0,,,hard
710,,K Beck / H Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,2-6 6-3 [10-5],2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,R Bopanna / A Qureshi,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
711,,S Darcis / X Malisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,7-5 4-6 [10-7],2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,K Beck / H Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
712,,E Butorac / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,7-6(5) 6-4,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,R Bopanna / A Qureshi,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
713,,S Ratiwatana / S Ratiwatana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,3-6 6-4 [10-8],2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,S Darcis / X Malisse,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
714,,R Klaasen / I Van der Merwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 2-6 [10-8],2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,K Beck / H Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
715,,P Amritraj / J Cerretani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-4 7-6(6),2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,E Butorac / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
716,,J Brunstrom / J Rojer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,3-6 6-3 [9-9] Default,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,R Bopanna / A Qureshi,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
717,,W Moodie / K Ullyett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(2) 7-6(3),2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,S Darcis / X Malisse,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
718,,L Recouderc / S Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,S Ratiwatana / S Ratiwatana,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
719,,J Coetzee / R Wassen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,4-6 6-2 [10-8],2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,R Klaasen / I Van der Merwe,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
720,,T Bednarek / M Kowalczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,5-7 6-4 [10-7],2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,K Beck / H Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
721,,R Roelofse / N Scholtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-4 6-1,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,P Amritraj / J Cerretani,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
722,,P Marx / I Zelenay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(6) 6-3,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,E Butorac / R Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
723,,Y Allegro / M Chiudinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,4-6 6-3 [10-5],2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,R Bopanna / A Qureshi,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
724,,R De Voest / Y Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-3 6-4,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,J Brunstrom / J Rojer,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
725,H2H 1-0,Edouard Roger-Vasselin,2.0,3.0,5920177.0,140343.0,,1.45,Edouard Roger-Vasselin,74.0,2.0,2.0,83.0,30.0,74.0,50.0,32.0,24.0,12.0,,,,,,1.0,157.0,,,1.45,2.55,FQ,4-6 6-2 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Fritz Wolmarans,17.0,4.0,5920177.0,140344.0,,2.55,Fritz Wolmarans,83.0,10.0,5.0,74.0,30.0,83.0,57.0,40.0,26.0,13.0,,,,,,2.0,157.0,,,hard
726,H2H 1-1,Andreas Haider-Maurer,4.0,4.0,5920178.0,140325.0,,1.65,Andreas Haider-Maurer,40.0,7.0,1.0,57.0,19.0,45.0,25.0,15.0,20.0,6.0,,,,,,1.0,102.0,,,1.65,2.2,FQ,6-1 6-3,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Filip Prpic,0.0,2.0,5920178.0,140326.0,,2.2,Filip Prpic,62.0,10.0,5.0,45.0,24.0,57.0,39.0,30.0,18.0,8.0,,,,,,2.0,102.0,,,hard
727,H2H 1-0,Roman Valent,1.0,2.0,5920179.0,140345.0,,2.55,Roman Valent,62.0,8.0,2.0,83.0,31.0,59.0,38.0,18.0,21.0,13.0,,,,,,1.0,142.0,,,2.55,1.45,FQ,6-3 7-5,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Noam Okun,2.0,4.0,5920179.0,140346.0,,1.45,Noam Okun,80.0,5.0,4.0,59.0,28.0,83.0,41.0,29.0,42.0,23.0,,,,,,2.0,142.0,,,hard
728,H2H 1-0,Alexander Sadecky,2.0,5.0,5920180.0,140348.0,,1.6,Alexander Sadecky,70.0,2.0,0.0,72.0,21.0,73.0,41.0,36.0,32.0,13.0,,,,,,2.0,145.0,,,1.6,2.25,FQ,6-4 7-6(6),2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Benjamin Balleret,3.0,3.0,5920180.0,140347.0,,2.25,Benjamin Balleret,75.0,4.0,1.0,73.0,24.0,72.0,51.0,40.0,21.0,11.0,,,,,,1.0,145.0,,,hard
729,H2H 1-0,Benjamin Janse van Rensburg,4.0,5.0,5920169.0,140272.0,,,Benjamin Janse van Rensburg,47.0,1.0,0.0,50.0,14.0,65.0,33.0,23.0,32.0,10.0,,,,,,2.0,115.0,,,,,SFQ,6-2 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Edouard Roger-Vasselin,6.0,1.0,5920169.0,140271.0,,,Edouard Roger-Vasselin,68.0,13.0,4.0,65.0,32.0,50.0,33.0,25.0,17.0,11.0,,,,,,1.0,115.0,,,hard
730,H2H 0-0,Eric Butorac,0.0,0.0,5920170.0,140291.0,,,Eric Butorac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,,,,,SFQ,WO,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Fritz Wolmarans,0.0,0.0,5920170.0,140292.0,,,Fritz Wolmarans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,0.0,,,hard
731,H2H 1-0,Ruan Roelofse,4.0,2.0,5920171.0,140294.0,,,Ruan Roelofse,36.0,6.0,0.0,51.0,15.0,42.0,26.0,17.0,16.0,4.0,,,,,,2.0,93.0,,,,,SFQ,6-3 6-1,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Andreas Haider-Maurer,0.0,4.0,5920171.0,140293.0,,,Andreas Haider-Maurer,57.0,5.0,4.0,42.0,21.0,51.0,31.0,23.0,20.0,13.0,,,,,,1.0,93.0,,,hard
732,H2H 2-0,George Bastl,4.0,2.0,5920172.0,140273.0,,,George Bastl,25.0,0.0,0.0,36.0,4.0,42.0,22.0,17.0,20.0,4.0,,,,,,1.0,78.0,,,,,SFQ,6-2 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Filip Prpic,5.0,0.0,5920172.0,140274.0,,,Filip Prpic,53.0,6.0,4.0,42.0,21.0,36.0,22.0,20.0,14.0,12.0,,,,,,2.0,78.0,,,hard
733,H2H 1-0,Prakash Amritraj,4.0,3.0,5920173.0,140295.0,,,Prakash Amritraj,46.0,1.0,1.0,44.0,13.0,64.0,36.0,26.0,28.0,7.0,,,,,,1.0,108.0,,,,,SFQ,6-4 6-1,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Roman Valent,3.0,2.0,5920173.0,140296.0,,,Roman Valent,62.0,11.0,5.0,64.0,31.0,44.0,31.0,23.0,13.0,8.0,,,,,,2.0,108.0,,,hard
734,H2H 1-0,Chris Eaton,5.0,5.0,5920174.0,140297.0,,,Chris Eaton,57.0,4.0,0.0,52.0,13.0,83.0,49.0,29.0,34.0,15.0,,,,,,1.0,135.0,,,,,SFQ,6-3 6-2,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Noam Okun,3.0,1.0,5920174.0,140298.0,,,Noam Okun,78.0,17.0,3.0,83.0,39.0,52.0,31.0,22.0,21.0,17.0,,,,,,2.0,135.0,,,hard
735,H2H 1-0,Jeff Coetzee,0.0,4.0,5920175.0,140300.0,,,Jeff Coetzee,56.0,3.0,1.0,56.0,15.0,71.0,40.0,25.0,31.0,16.0,,,,,,2.0,127.0,,,,,SFQ,6-3 6-4,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Benjamin Balleret,4.0,1.0,5920175.0,140299.0,,,Benjamin Balleret,71.0,10.0,3.0,71.0,30.0,56.0,37.0,28.0,19.0,13.0,,,,,,1.0,127.0,,,hard
736,H2H 1-0,Aisam Qureshi,13.0,4.0,5920176.0,140301.0,,,Aisam Qureshi,69.0,3.0,0.0,80.0,25.0,69.0,37.0,29.0,32.0,15.0,,,,,,1.0,149.0,,,,,SFQ,7-6(5) 6-4,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Alexander Sadecky,17.0,4.0,5920176.0,140302.0,,,Alexander Sadecky,80.0,2.0,1.0,69.0,25.0,80.0,45.0,35.0,35.0,20.0,,,,,,2.0,149.0,,,hard
737,H2H 1-0,Rohan Bopanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QFQ,6-3 7-5,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Benjamin Janse van Rensburg,,,,,,,,,,,,,,,,,,,,,,,,,,,hard
738,H2H 1-0,Nikala Scholtz,15.0,4.0,5920155.0,140225.0,,,Nikala Scholtz,91.0,6.0,1.0,102.0,32.0,89.0,54.0,44.0,35.0,15.0,,,,,,1.0,191.0,,,,,QFQ,6-7(4) 6-2 7-5,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Eric Butorac,7.0,7.0,5920155.0,140226.0,,,Eric Butorac,100.0,7.0,4.0,89.0,30.0,102.0,52.0,38.0,50.0,32.0,,,,,,2.0,191.0,,,hard
739,H2H 2-0,Hendrik Coertzen,0.0,2.0,5920158.0,140228.0,,,Hendrik Coertzen,84.0,13.0,3.0,92.0,35.0,84.0,42.0,26.0,42.0,23.0,,,,,,2.0,176.0,,,,,QFQ,7-6(4) 7-6(4),2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Ruan Roelofse,3.0,5.0,5920158.0,140227.0,,,Ruan Roelofse,92.0,5.0,3.0,84.0,35.0,92.0,53.0,43.0,39.0,14.0,,,,,,1.0,176.0,,,hard
740,H2H 1-0,James Cerretani,2.0,3.0,5920159.0,140230.0,,,James Cerretani,34.0,1.0,1.0,46.0,16.0,44.0,30.0,13.0,14.0,5.0,,,,,,2.0,90.0,,,,,QFQ,6-4 6-0,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,George Bastl,0.0,4.0,5920159.0,140229.0,,,George Bastl,56.0,6.0,5.0,44.0,26.0,46.0,27.0,22.0,19.0,8.0,,,,,,1.0,90.0,,,hard
741,H2H 1-0,Kevin Ullyett,0.0,4.0,5920162.0,140232.0,,,Kevin Ullyett,32.0,2.0,0.0,41.0,11.0,45.0,25.0,15.0,20.0,6.0,,,,,,2.0,86.0,,,,,QFQ,6-2 6-1,2010-02-01,https://matchstat.com/tennis/tournaments/m/Johannesburg/2010,Johannesburg,Roman Valent,1.0,1.0,5920162.0,140231.0,,,Roman Valent,54.0,8.0,5.0,45.0,24.0,41.0,31.0,23.0,10.0,7.0,,,,,,1.0,86.0,,,hard
