,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,start_date,surface,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners
0,H2H 2-2,Eugenie Bouchard,0.0,2.0,4871319.0,59869.0,,2.18,Eugenie Bouchard,106.0,15.0,3.0,121.0,48.0,105.0,58.0,35.0,47.0,23.0,,,,,,1.0,226.0,,,2.18,1.8,SF,7-5 6-7(5) 6-3,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Alize Cornet,1.0,6.0,4871319.0,59870.0,,1.8,Alize Cornet,120.0,10.0,6.0,105.0,47.0,121.0,82.0,52.0,39.0,21.0,,,,,,2.0,226.0,,
1,H2H 1-2,Flavia Pennetta,2.0,8.0,4871320.0,59897.0,,1.476,Flavia Pennetta,69.0,7.0,4.0,75.0,33.0,69.0,30.0,22.0,39.0,14.0,,,,,,1.0,144.0,,,1.48,2.92,SF,1-6 6-3 6-1,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Lucie Hradecka,5.0,9.0,4871320.0,59898.0,,2.92,Lucie Hradecka,75.0,11.0,6.0,69.0,33.0,75.0,38.0,29.0,37.0,13.0,,,,,,2.0,144.0,,
2,H2H 1-0,Anna Tatishvili,0.0,1.0,4871315.0,59304.0,,3.15,Anna Tatishvili,39.0,2.0,1.0,56.0,19.0,40.0,28.0,15.0,12.0,5.0,,,,,,2.0,96.0,,,3.15,1.42,QF,6-3 6-2,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Eugenie Bouchard,2.0,0.0,4871315.0,59303.0,,1.42,Eugenie Bouchard,57.0,5.0,4.0,40.0,20.0,56.0,31.0,22.0,25.0,15.0,,,,,,1.0,96.0,,
3,H2H 2-2,Chanelle Scheepers,0.0,4.0,4871316.0,59308.0,,2.32,Chanelle Scheepers,42.0,10.0,3.0,49.0,22.0,56.0,39.0,17.0,17.0,3.0,,,,,,2.0,105.0,,,2.32,1.7,QF,6-3 6-1,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Alize Cornet,0.0,1.0,4871316.0,59307.0,,1.7,Alize Cornet,63.0,13.0,7.0,56.0,36.0,49.0,27.0,13.0,22.0,14.0,,,,,,1.0,105.0,,
4,H2H 1-0,Misaki Doi,0.0,2.0,4871317.0,59306.0,,4.8,Misaki Doi,62.0,6.0,3.0,73.0,28.0,70.0,45.0,25.0,25.0,9.0,,,,,,2.0,143.0,,,4.8,1.23,QF,7-5 6-3,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Flavia Pennetta,5.0,2.0,4871317.0,59305.0,,1.23,Flavia Pennetta,81.0,9.0,5.0,70.0,36.0,73.0,36.0,25.0,37.0,20.0,,,,,,1.0,143.0,,
5,H2H 1-1,Johanna Larsson,1.0,2.0,4871318.0,59310.0,,2.42,Johanna Larsson,58.0,3.0,2.0,66.0,23.0,59.0,32.0,22.0,27.0,13.0,,,,,,2.0,125.0,,,2.42,1.65,QF,7-5 6-3,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Lucie Hradecka,9.0,2.0,4871318.0,59309.0,,1.65,Lucie Hradecka,67.0,6.0,4.0,59.0,24.0,66.0,44.0,31.0,22.0,12.0,,,,,,1.0,125.0,,
6,H2H 2-1,Camila Giorgi,0.0,7.0,4871307.0,58733.0,,2.18,Camila Giorgi,40.0,3.0,1.0,42.0,16.0,57.0,30.0,17.0,27.0,7.0,,,,,,1.0,99.0,,,2.18,1.75,R16,6-3 6-0,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Eugenie Bouchard,1.0,0.0,4871307.0,58734.0,,1.75,Eugenie Bouchard,59.0,8.0,6.0,57.0,33.0,42.0,23.0,16.0,19.0,10.0,,,,,,2.0,99.0,,
7,H2H 1-1,Monica Niculescu,0.0,1.0,4871308.0,58738.0,,1.35,Monica Niculescu,80.0,13.0,5.0,79.0,35.0,96.0,84.0,39.0,12.0,6.0,,,,,,2.0,175.0,,,1.35,3.45,R16,4-6 6-3 6-2,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Anna Tatishvili,1.0,4.0,4871308.0,58737.0,,3.45,Anna Tatishvili,95.0,15.0,8.0,96.0,51.0,79.0,50.0,31.0,29.0,13.0,,,,,,1.0,175.0,,
8,H2H 1-0,Magda Linette,0.0,2.0,4871309.0,58750.0,,3.45,Magda Linette,61.0,9.0,3.0,78.0,34.0,56.0,39.0,20.0,17.0,7.0,,,,,,2.0,134.0,,,3.45,1.35,R16,6-3 6-4,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Alize Cornet,0.0,3.0,4871309.0,58749.0,,1.35,Alize Cornet,73.0,6.0,5.0,56.0,29.0,78.0,55.0,36.0,23.0,8.0,,,,,,1.0,134.0,,
9,H2H 1-0,Shelby Rogers,6.0,0.0,4871310.0,58747.0,,3.15,Shelby Rogers,84.0,10.0,3.0,90.0,35.0,82.0,54.0,33.0,28.0,16.0,,,,,,1.0,172.0,,,3.15,1.4,R16,2-6 6-3 6-4,1969-12-29,clay,https://matchstat.com/tennis/tournaments/w/Strasbourg/1970,Strasbourg,Chanelle Scheepers,1.0,2.0,4871310.0,58748.0,,1.4,Chanelle Scheepers,88.0,5.0,3.0,82.0,33.0,90.0,71.0,47.0,19.0,8.0,,,,,,2.0,172.0,,
