,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 3-1,Mark Edmondson,F,6-4 6-4,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,G. Vilas,grass
1,H2H 7-2,P. Dent,SF,6-0 6-2,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,G. Vilas,grass
2,H2H 2-1,Stone,SF,6-4 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Mark Edmondson,grass
3,H2H 3-0,Terry Rocavert,QF,6-0 6-2,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,G. Vilas,grass
4,H2H 4-0,Chris Kachel,QF,6-3 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P. Dent,grass
5,H2H 3-0,Bob Giltinan,QF,6-2 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Mark Edmondson,grass
6,H2H 3-2,Bob Carmichael,QF,1-6 7-6 14-12,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Stone,grass
7,H2H 1-0,Peter Campbell,R16,6-4 6-2,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,G. Vilas,grass
8,H2H 1-1,Peter McNamara,R16,6-3 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Terry Rocavert,grass
9,H2H 1-0,Ion Tiriac,R16,6-7 6-4 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P. Dent,grass
10,H2H 1-1,Syd Ball,R16,6-3 6-1,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Chris Kachel,grass
11,H2H 1-0,John Trickey,R16,6-3 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Mark Edmondson,grass
12,H2H 1-0,Brad Drewett,R16,7-6 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Bob Giltinan,grass
13,H2H 1-0,Cliff Letcher,R16,6-4 6-4,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Bob Carmichael,grass
14,H2H 1-0,Victor Eke,R16,6-3 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Stone,grass
15,H2H 1-0,Noel Phillips,R32,6-2 6-4,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,G. Vilas,grass
16,H2H 1-0,B. Phillips-Moore,R32,6-4 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Peter Campbell,grass
17,H2H 1-0,Ian Bersan,R32,6-3 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Terry Rocavert,grass
18,H2H 2-0,Ernie Ewert,R32,6-7 6-0 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Peter McNamara,grass
19,H2H 5-1,John Marks,R32,6-4 4-6 6-1,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P. Dent,grass
20,H2H 1-0,Alan Rae,R32,6-4 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Ion Tiriac,grass
21,H2H 1-0,Paul Dougherty,R32,6-1 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Syd Ball,grass
22,H2H 4-1,Alvin Gardiner,R32,7-5 6-4,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Chris Kachel,grass
23,H2H 2-0,David Carter,R32,4-6 7-6 6-4,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Mark Edmondson,grass
24,H2H 1-0,Warren Maher,R32,7-6 6-4,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,John Trickey,grass
25,H2H 1-0,Crealy,R32,6-3 6-1,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Brad Drewett,grass
26,H2H 1-0,David Whyte,R32,7-6 7-5,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Bob Giltinan,grass
27,H2H 1-0,Stephen Myers,R32,6-3 6-2,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Cliff Letcher,grass
28,H2H 1-0,Greg Braun,R32,6-3 6-4,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Bob Carmichael,grass
29,H2H 1-0,R. Ruffels,R32,6-7 6-2 7-5,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Victor Eke,grass
30,H2H 1-0,Tim Clements,R32,6-1 6-1,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,Stone,grass
31,,I Tiriac / G Vilas,F,8-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P Dent / B Giltinan,grass
32,,M Edmondson / J Marks,SF,8-2,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P Dent / B Giltinan,grass
33,,P McNamara / J Trickey,SF,8-2,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,I Tiriac / G Vilas,grass
34,,T Clements / S Myers,QF,6-0 6-0,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,M Edmondson / J Marks,grass
35,,G Braun / P Campbell,QF,6-1 6-4,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P Dent / B Giltinan,grass
36,,V Eke / E Ewert,QF,6-3 4-6 6-0,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,I Tiriac / G Vilas,grass
37,,R Ruffels / S Stone,QF,6-3 3-6 12-10,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P McNamara / J Trickey,grass
38,,S Ball / B Carmichael,R16,4-6 6-3 7-5,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,M Edmondson / J Marks,grass
39,,W Girle / A Rae,R16,6-2 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,T Clements / S Myers,grass
40,,W Maher / N Phillips,R16,6-7 6-3 8-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P Dent / B Giltinan,grass
41,,B Phillips-moore / C Stansbury,R16,6-1 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,G Braun / P Campbell,grass
42,,B Drewett / A Gardiner,R16,7-5 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,V Eke / E Ewert,grass
43,,P Dougherty / T Rocavert,R16,6-4 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,I Tiriac / G Vilas,grass
44,,C Kachel / C Letcher,R16,7-6 6-3,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,P McNamara / J Trickey,grass
45,,T Stone / D Whyte,R16,6-7 6-4 6-0,1979-01-01,https://matchstat.com/tennis/tournaments/m/Hobart/1979,Hobart,R Ruffels / S Stone,grass
46,H2H 3-0,Peter Feigl,F,6-3 6-7 6-4 2-6 6-2,1979-01-01,https://matchstat.com/tennis/tournaments/m/Auckland/1979,Auckland,Tim Wilkison,hard
47,H2H 1-0,Andrew Jarrett,SF,6-2 7-6,1979-01-01,https://matchstat.com/tennis/tournaments/m/Auckland/1979,Auckland,Peter Feigl,hard
48,H2H 1-0,Richard Lewis,SF,6-2 6-1,1979-01-01,https://matchstat.com/tennis/tournaments/m/Auckland/1979,Auckland,Tim Wilkison,hard
