,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 4-1,Jason Stoltenberg,F,3-6 6-3 7-6,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Lleyton Hewitt,hard
1,H2H 5-5,Todd Woodbridge,SF,6-4 6-1,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jason Stoltenberg,hard
2,H2H 4-4,Andre Agassi,SF,7-6 7-6,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Lleyton Hewitt,hard
3,H2H 1-0,Nicolas Escude,QF,6-7 6-1 7-5,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jason Stoltenberg,hard
4,H2H 2-0,Jerome Golmard,QF,2-6 6-4 6-4,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Todd Woodbridge,hard
5,H2H 6-0,Vince Spadea,QF,7-5 3-6 6-1,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Lleyton Hewitt,hard
6,H2H 1-1,Brett Steven,QF,1-6 6-1 6-1,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Andre Agassi,hard
7,H2H 4-4,Jonas Bjorkman,R16,7-5 6-1,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jason Stoltenberg,hard
8,H2H 4-0,Thomas Johansson,R16,4-6 6-4 6-4,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Nicolas Escude,hard
9,H2H 3-1,Magnus Norman,R16,1-6 6-2 0-1 Retired,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jerome Golmard,hard
10,H2H 1-0,Jens Knippschild,R16,6-7 6-2 6-4,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Todd Woodbridge,hard
11,H2H 1-1,Slava Dosedel,R16,6-1 6-2,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Vince Spadea,hard
12,H2H 5-1,Mark Woodforde,R16,4-6 7-6 6-1,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Lleyton Hewitt,hard
13,H2H 6-1,Jan Siemerink,R16,6-4 6-3,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Andre Agassi,hard
14,H2H 1-0,Gustavo Kuerten,R16,6-3 6-3,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Brett Steven,hard
15,H2H 5-0,Grant Stafford,R32,6-4 6-2,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jonas Bjorkman,hard
16,H2H 1-0,Juan-Antonio Marin,R32,6-4 6-1,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jason Stoltenberg,hard
17,H2H 1-1,Alexandru Radulescu,R32,6-0 7-5,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Nicolas Escude,hard
18,H2H 3-0,Byron Black,R32,7-5 6-3,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Thomas Johansson,hard
19,H2H 3-1,Christian Ruud,R32,6-3 1-6 6-4,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Magnus Norman,hard
20,H2H 1-1,Dirk Dier,R32,6-3 6-4,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jerome Golmard,hard
21,H2H 1-0,Richard Fromberg,R32,3-6 6-3 7-5,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jens Knippschild,hard
22,H2H 3-1,Martin Damm,R32,7-5 4-6 6-3,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Todd Woodbridge,hard
23,H2H 3-2,Nicolas Kiefer,R32,6-3 4-6 6-4,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Vince Spadea,hard
24,H2H 2-3,Andrea Gaudenzi,R32,4-6 6-2 6-1,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Slava Dosedel,hard
25,H2H 1-0,Scott Draper,R32,6-4 6-4,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Lleyton Hewitt,hard
26,H2H 5-5,Jim Courier,R32,7-5 6-2,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Mark Woodforde,hard
27,H2H 2-1,Dominik Hrbaty,R32,6-3 6-7 6-3,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Jan Siemerink,hard
28,H2H 7-0,Sargis Sargsian,R32,4-6 6-3 6-3,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Andre Agassi,hard
29,H2H 3-0,Lionel Roux,R32,6-3 6-3,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Brett Steven,hard
30,H2H 1-0,Kenneth Carlsen,R32,7-6 7-5,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,Gustavo Kuerten,hard
31,,E Ferreira / R Leach,F,6-4 6-7 6-3,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,J Eagle / A Florent,hard
32,,B Black / N Kulti,SF,6-3 7-6,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,J Eagle / A Florent,hard
33,,W Black / A Kratzmann,SF,6-2 6-1,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,E Ferreira / R Leach,hard
34,,T Woodbridge / M Woodforde,QF,6-3 6-7 7-6,1998-01-05,https://matchstat.com/tennis/tournaments/m/Adelaide/1998,Adelaide,J Eagle / A Florent,hard
