,h2h,loser,round,score,start_date,tournament_link,tournament_name,winner,surface
0,H2H 3-1,Tim Wilkison,F,6-4 3-6 6-3 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,John Sadri,hard
1,H2H 3-0,Rod Frawley,SF,6-1 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,John Sadri,hard
2,H2H 3-0,Peter Feigl,SF,6-7 7-6 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Tim Wilkison,hard
3,H2H 3-0,Russell Simpson,QF,6-4 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,John Sadri,hard
4,H2H 1-1,John Austin,QF,2-6 6-4 7-5,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Rod Frawley,hard
5,H2H 1-1,Paul McNamee,QF,6-4 3-6 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Peter Feigl,hard
6,H2H 1-1,Crealy,QF,6-2 7-6,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Tim Wilkison,hard
7,H2H 1-0,David Carter,R16,7-6 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,John Sadri,hard
8,H2H 1-0,Rand Evett,R16,6-2 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Russell Simpson,hard
9,H2H 2-1,Kim Warwick,R16,4-6 6-4 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,John Austin,hard
10,H2H 1-0,Kelly Evernden,R16,6-2 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Rod Frawley,hard
11,H2H 1-0,Mark Lewis,R16,7-6 7-6,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Paul McNamee,hard
12,H2H 1-0,Peter Hampton,R16,7-5 6-1,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Peter Feigl,hard
13,H2H 1-0,Dale Collings,R16,4-6 6-0 9-7,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Crealy,hard
14,H2H 4-1,Steve Docherty,R16,2-6 6-2 6-2,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Tim Wilkison,hard
15,H2H 1-0,Filip Krajzic,R32,6-3 6-2,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,John Sadri,hard
16,H2H 1-0,Peter Lamb,R32,1-6 6-1 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,David Carter,hard
17,H2H 1-0,Chris Gunning,R32,6-2 7-5,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Russell Simpson,hard
18,H2H 1-1,Matt Mitchell,R32,6-3 3-6 6-0,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Rand Evett,hard
19,H2H 1-0,David Mustard,R32,6-1 6-1,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Kim Warwick,hard
20,H2H 1-0,Chris Lewis,R32,6-3 6-1,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,John Austin,hard
21,H2H 1-0,Jeff Simpson,R32,7-6 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Kelly Evernden,hard
22,H2H 1-0,Jay Harvey,R32,6-1 6-1,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Rod Frawley,hard
23,H2H 1-0,Doug Ditmer,R32,6-2 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Paul McNamee,hard
24,H2H 1-0,Brett Hibbert,R32,6-4 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Mark Lewis,hard
25,H2H 1-0,Bill Gilmour,R32,1-6 6-1 6-1,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Peter Hampton,hard
26,H2H 1-0,Cary Stansbury,R32,6-1 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Peter Feigl,hard
27,H2H 1-0,Bruce Derlin,R32,6-2 7-6,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Dale Collings,hard
28,H2H 1-0,Claude England,R32,6-3 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Crealy,hard
29,H2H 1-0,Chris Bradnam,R32,6-2 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Steve Docherty,hard
30,H2H 1-0,Peter Langsford,R32,7-6 6-0,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,Tim Wilkison,hard
31,,J Sadri / T Wilkison,F,6-2 7-5,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,P Feigl / R Frawley,hard
32,,D Collings / C Crealy,SF,6-7 6-4 7-5,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,J Sadri / T Wilkison,hard
33,,S Harley / B Hibbert,SF,3-6 7-6 6-2,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,P Feigl / R Frawley,hard
34,,B Derlin / M Lewis,QF,6-3 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,J Sadri / T Wilkison,hard
35,,C Gunning / C Stansbury,QF,6-3 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,D Collings / C Crealy,hard
36,,S Docherty / C Lewis,QF,6-4 6-7 6-2,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,S Harley / B Hibbert,hard
37,,G Ayre / M Bates,QF,6-4 7-5,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,P Feigl / R Frawley,hard
38,,D Ditmer / R Evett,R16,7-5 6-4,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,J Sadri / T Wilkison,hard
39,,E Ewinizky / F Krajzic,R16,6-4 7-6,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,B Derlin / M Lewis,hard
40,,P Langsford / P Smith,R16,7-6 6-3,1979-12-31,https://matchstat.com/tennis/tournaments/m/Auckland/1980,Auckland,D Collings / C Crealy,hard
