,h2h,loser,loser_aces,loser_double_faults,loser_match,loser_match_stats_id,loser_net_approaches,loser_odds,loser_player_fullname,loser_points_won,loser_return_break_points_total,loser_return_break_points_won,loser_return_points_total,loser_return_points_won,loser_serve_1st_attempts,loser_serve_1st_total,loser_serve_1st_won,loser_serve_2nd_total,loser_serve_2nd_won,loser_serve_games_total,loser_serve_games_won,loser_serve_speed_1st_avg,loser_serve_speed_2nd_avg,loser_serve_speed_fastest,loser_team,loser_total_points,loser_unforced_errors,loser_winners,odds_loser,odds_winner,round,score,start_date,surface,tournament_link,tournament_name,winner,winner_aces,winner_double_faults,winner_match,winner_match_stats_id,winner_net_approaches,winner_odds,winner_player_fullname,winner_points_won,winner_return_break_points_total,winner_return_break_points_won,winner_return_points_total,winner_return_points_won,winner_serve_1st_attempts,winner_serve_1st_total,winner_serve_1st_won,winner_serve_2nd_total,winner_serve_2nd_won,winner_serve_games_total,winner_serve_games_won,winner_serve_speed_1st_avg,winner_serve_speed_2nd_avg,winner_serve_speed_fastest,winner_team,winner_total_points,winner_unforced_errors,winner_winners
0,H2H 2-0,Alison Riske,1.0,0.0,8346501.0,3508622.0,,9.0,Alison Riske,48.0,2.0,0.0,63.0,20.0,52.0,30.0,16.0,22.0,12.0,8.0,,,,,2.0,115.0,,,9.0,1.08,F,6-3 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Agnieszka Radwanska,9.0,2.0,8346501.0,3508621.0,,1.08,Agnieszka Radwanska,67.0,7.0,3.0,52.0,24.0,61.0,45.0,35.0,16.0,8.0,9.0,,,,,1.0,115.0,,
1,H2H 2-0,Anna-Lena Friedsam,1.0,3.0,8346357.0,3508508.0,,10.0,Anna-Lena Friedsam,44.0,1.0,1.0,49.0,14.0,57.0,36.0,23.0,21.0,7.0,9.0,,,,,2.0,109.0,,,10.0,1.05,SF,6-2 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Agnieszka Radwanska,2.0,1.0,8346357.0,3508507.0,,1.05,Agnieszka Radwanska,65.0,7.0,4.0,60.0,30.0,48.0,31.0,26.0,17.0,9.0,9.0,,,,,1.0,109.0,,
2,H2H 1-2,Timea Babos,6.0,3.0,8346358.0,3508497.0,,1.53,Timea Babos,53.0,6.0,2.0,57.0,21.0,61.0,39.0,22.0,22.0,10.0,9.0,,,,,1.0,121.0,,,1.53,2.5,SF,6-2 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Alison Riske,0.0,2.0,8346358.0,3508498.0,,2.5,Alison Riske,68.0,12.0,5.0,64.0,32.0,55.0,36.0,25.0,19.0,11.0,9.0,,,,,2.0,121.0,,
3,H2H 2-0,Qiang Wang,3.0,5.0,8346302.0,3508312.0,,14.25,Qiang Wang,44.0,2.0,0.0,53.0,15.0,48.0,31.0,20.0,17.0,9.0,8.0,,,,,2.0,106.0,,,14.25,1.01,QF,6-3 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Agnieszka Radwanska,1.0,0.0,8346302.0,3508311.0,,1.01,Agnieszka Radwanska,62.0,4.0,3.0,53.0,24.0,53.0,36.0,28.0,17.0,10.0,9.0,,,,,1.0,106.0,,
4,H2H 1-2,Katerina Siniakova,3.0,9.0,8346303.0,3508310.0,,1.83,Katerina Siniakova,75.0,4.0,3.0,59.0,21.0,88.0,58.0,42.0,30.0,12.0,13.0,,,,,2.0,156.0,,,1.83,1.95,QF,6-4 2-6 6-1,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Anna-Lena Friedsam,2.0,4.0,8346303.0,3508309.0,,1.95,Anna-Lena Friedsam,81.0,10.0,5.0,97.0,43.0,55.0,42.0,31.0,13.0,7.0,12.0,,,,,1.0,156.0,,
5,H2H 2-0,Eugenie Bouchard,6.0,3.0,8346304.0,3508307.0,,1.57,Eugenie Bouchard,64.0,5.0,0.0,73.0,23.0,63.0,38.0,26.0,25.0,15.0,10.0,,,,,1.0,139.0,,,1.57,2.35,QF,6-4 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Timea Babos,9.0,4.0,8346304.0,3508308.0,,2.35,Timea Babos,75.0,7.0,2.0,66.0,25.0,69.0,50.0,40.0,19.0,10.0,10.0,,,,,2.0,139.0,,
6,H2H 2-0,Anett Kontaveit,7.0,3.0,8346305.0,3508304.0,,1.95,Anett Kontaveit,66.0,4.0,3.0,67.0,20.0,79.0,51.0,34.0,28.0,12.0,12.0,,,,,2.0,149.0,,,1.95,1.83,QF,6-1 3-6 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Alison Riske,3.0,2.0,8346305.0,3508303.0,,1.83,Alison Riske,83.0,11.0,5.0,82.0,36.0,65.0,53.0,41.0,12.0,6.0,13.0,,,,,1.0,149.0,,
7,H2H 3-0,Shuai Zhang,2.0,1.0,8346237.0,3508120.0,,13.25,Shuai Zhang,47.0,2.0,2.0,50.0,18.0,58.0,40.0,19.0,18.0,10.0,10.0,,,,,2.0,109.0,,,13.25,1.01,R16,6-1 7-5,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Agnieszka Radwanska,3.0,1.0,8346237.0,3508119.0,,1.01,Agnieszka Radwanska,62.0,7.0,6.0,59.0,30.0,49.0,36.0,26.0,13.0,6.0,9.0,,,,,1.0,109.0,,
8,H2H 1-0,Vania King,0.0,2.0,8346238.0,3508151.0,,2.45,Vania King,80.0,6.0,2.0,88.0,34.0,79.0,48.0,32.0,31.0,14.0,10.0,,,,,1.0,169.0,,,2.45,1.53,R16,7-6(3) 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Qiang Wang,4.0,5.0,8346238.0,3508152.0,,1.53,Qiang Wang,89.0,6.0,3.0,81.0,35.0,83.0,49.0,37.0,34.0,17.0,11.0,,,,,2.0,169.0,,
9,H2H 1-0,Irina-Camelia Begu,4.0,2.0,8346099.0,3507933.0,,1.4,Irina-Camelia Begu,56.0,2.0,1.0,58.0,19.0,59.0,35.0,25.0,24.0,12.0,8.0,,,,,1.0,119.0,,,1.4,2.85,R16,7-5 3-2 Ret.,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Anna-Lena Friedsam,4.0,1.0,8346099.0,3507934.0,,2.85,Anna-Lena Friedsam,63.0,7.0,2.0,61.0,24.0,57.0,37.0,26.0,20.0,13.0,9.0,,,,,2.0,119.0,,
10,H2H 2-1,Zarina Diyas,2.0,2.0,8346118.0,3507954.0,,1.87,Zarina Diyas,41.0,4.0,2.0,54.0,21.0,48.0,31.0,16.0,17.0,4.0,8.0,,,,,2.0,104.0,,,1.87,1.91,R16,6-0 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Katerina Siniakova,2.0,4.0,8346118.0,3507953.0,,1.91,Katerina Siniakova,63.0,10.0,6.0,50.0,30.0,50.0,31.0,25.0,19.0,8.0,8.0,,,,,1.0,104.0,,
11,H2H 1-0,Nicole Gibbs,1.0,4.0,8346227.0,3508144.0,,1.95,Nicole Gibbs,46.0,2.0,2.0,49.0,19.0,51.0,33.0,20.0,18.0,7.0,9.0,,,,,2.0,104.0,,,1.95,1.83,R16,6-4 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Eugenie Bouchard,2.0,1.0,8346227.0,3508143.0,,1.83,Eugenie Bouchard,58.0,8.0,5.0,55.0,28.0,48.0,31.0,21.0,17.0,9.0,9.0,,,,,1.0,104.0,,
12,H2H 2-3,Monica Niculescu,0.0,2.0,8346100.0,3507928.0,,1.53,Monica Niculescu,60.0,10.0,2.0,87.0,38.0,48.0,36.0,19.0,12.0,3.0,8.0,,,,,2.0,137.0,,,1.53,2.45,R16,6-1 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Timea Babos,3.0,1.0,8346100.0,3507927.0,,2.45,Timea Babos,77.0,7.0,5.0,50.0,28.0,86.0,63.0,41.0,23.0,8.0,9.0,,,,,1.0,137.0,,
13,H2H 2-0,Su-Wei Hsieh,2.0,2.0,8346101.0,3507952.0,,2.0,Su-Wei Hsieh,82.0,7.0,4.0,78.0,32.0,95.0,58.0,34.0,37.0,16.0,14.0,,,,,2.0,175.0,,,2.0,1.72,R16,3-6 7-5 6-1,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Alison Riske,2.0,4.0,8346101.0,3507951.0,,1.72,Alison Riske,93.0,11.0,6.0,97.0,47.0,74.0,47.0,31.0,27.0,15.0,14.0,,,,,1.0,175.0,,
14,H2H 2-1,Saisai Zheng,0.0,1.0,8346239.0,3508136.0,,2.05,Saisai Zheng,33.0,3.0,1.0,42.0,13.0,50.0,30.0,13.0,20.0,7.0,8.0,,,,,2.0,93.0,,,2.05,1.74,R16,6-1 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Anett Kontaveit,2.0,2.0,8346239.0,3508135.0,,1.74,Anett Kontaveit,60.0,9.0,6.0,51.0,31.0,40.0,23.0,19.0,17.0,10.0,7.0,,,,,1.0,93.0,,
15,H2H 1-0,Aleksandra Krunic,3.0,1.0,8345764.0,3507496.0,,8.5,Aleksandra Krunic,41.0,3.0,0.0,49.0,8.0,52.0,31.0,24.0,21.0,9.0,9.0,,,,,2.0,102.0,,,8.5,1.05,R32,6-4 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Agnieszka Radwanska,3.0,0.0,8345764.0,3507495.0,,1.05,Agnieszka Radwanska,61.0,8.0,2.0,53.0,20.0,49.0,33.0,29.0,16.0,12.0,10.0,,,,,1.0,102.0,,
16,H2H 2-0,Irina Khromacheva,0.0,3.0,8345765.0,3507498.0,,2.55,Irina Khromacheva,39.0,1.0,1.0,45.0,12.0,50.0,29.0,16.0,21.0,11.0,9.0,,,,,2.0,98.0,,,2.55,1.49,R32,6-3 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Shuai Zhang,2.0,0.0,8345765.0,3507497.0,,1.49,Shuai Zhang,59.0,5.0,4.0,53.0,26.0,45.0,35.0,28.0,10.0,5.0,9.0,,,,,1.0,98.0,,
17,H2H 2-0,Stefanie Voegele,2.0,0.0,8345766.0,3507492.0,,1.49,Stefanie Voegele,67.0,7.0,2.0,78.0,29.0,69.0,46.0,27.0,23.0,11.0,11.0,,,,,2.0,147.0,,,1.49,2.55,R32,7-5 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Vania King,1.0,0.0,8345766.0,3507491.0,,2.55,Vania King,80.0,9.0,4.0,69.0,31.0,78.0,58.0,38.0,20.0,11.0,11.0,,,,,1.0,147.0,,
18,H2H 1-0,Johanna Konta,3.0,2.0,8345767.0,3507500.0,,1.21,Johanna Konta,77.0,5.0,3.0,89.0,33.0,66.0,45.0,32.0,21.0,12.0,13.0,,,,,2.0,157.0,,,1.21,4.2,R32,6-3 3-6 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Qiang Wang,4.0,4.0,8345767.0,3507499.0,,4.2,Qiang Wang,80.0,5.0,4.0,68.0,24.0,85.0,56.0,40.0,29.0,16.0,14.0,,,,,1.0,157.0,,
19,H2H 2-1,Lara Arruabarrena,0.0,0.0,8345768.0,3507482.0,,2.75,Lara Arruabarrena,50.0,6.0,0.0,72.0,26.0,44.0,31.0,15.0,13.0,9.0,8.0,,,,,2.0,116.0,,,2.75,1.4,R32,6-3 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Irina-Camelia Begu,7.0,1.0,8345768.0,3507481.0,,1.4,Irina-Camelia Begu,66.0,3.0,3.0,44.0,20.0,71.0,45.0,29.0,26.0,17.0,9.0,,,,,1.0,116.0,,
20,H2H 2-0,Bojana Jovanovski,3.0,1.0,8345769.0,3507483.0,,2.1,Bojana Jovanovski,33.0,0.0,0.0,45.0,12.0,44.0,24.0,15.0,20.0,6.0,7.0,,,,,1.0,90.0,,,2.1,1.66,R32,6-0 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Anna-Lena Friedsam,7.0,0.0,8345769.0,3507484.0,,1.66,Anna-Lena Friedsam,57.0,7.0,4.0,45.0,24.0,45.0,31.0,23.0,14.0,10.0,8.0,,,,,2.0,90.0,,
21,H2H 1-0,Andreea Mitu,3.0,3.0,8345770.0,3507493.0,,2.4,Andreea Mitu,47.0,3.0,0.0,58.0,16.0,50.0,31.0,17.0,19.0,14.0,9.0,,,,,1.0,111.0,,,2.4,1.54,R32,6-3 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Katerina Siniakova,11.0,2.0,8345770.0,3507494.0,,1.54,Katerina Siniakova,64.0,7.0,3.0,53.0,22.0,56.0,32.0,28.0,24.0,14.0,9.0,,,,,2.0,111.0,,
22,H2H 1-0,Kai-Lin Zhang,0.0,5.0,8345771.0,3507731.0,,2.37,Kai-Lin Zhang,63.0,4.0,3.0,63.0,24.0,67.0,48.0,28.0,19.0,11.0,11.0,,,,,1.0,135.0,,,2.37,1.53,R32,6-4 7-6(3),2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Zarina Diyas,4.0,1.0,8345771.0,3507732.0,,1.53,Zarina Diyas,72.0,6.0,4.0,72.0,33.0,62.0,51.0,33.0,11.0,6.0,11.0,,,,,2.0,135.0,,
23,H2H 1-0,Donna Vekic,3.0,4.0,8345772.0,3507490.0,,2.3,Donna Vekic,89.0,8.0,6.0,89.0,40.0,89.0,53.0,32.0,36.0,17.0,14.0,,,,,2.0,182.0,,,2.3,1.59,R32,6-4 1-6 7-5,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Eugenie Bouchard,0.0,3.0,8345772.0,3507489.0,,1.59,Eugenie Bouchard,93.0,7.0,5.0,93.0,44.0,86.0,61.0,36.0,25.0,13.0,15.0,,,,,1.0,182.0,,
24,H2H 1-0,Tereza Smitkova,1.0,3.0,8345773.0,3507730.0,,3.0,Tereza Smitkova,35.0,2.0,1.0,39.0,14.0,51.0,30.0,17.0,21.0,4.0,7.0,,,,,2.0,93.0,,,3.0,1.37,R32,6-0 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Nicole Gibbs,2.0,1.0,8345773.0,3507729.0,,1.37,Nicole Gibbs,58.0,14.0,6.0,54.0,33.0,38.0,26.0,18.0,12.0,7.0,7.0,,,,,1.0,93.0,,
25,H2H 1-0,Evgeniya Rodina,1.0,4.0,8345774.0,3507479.0,,2.37,Evgeniya Rodina,44.0,3.0,1.0,56.0,18.0,49.0,34.0,20.0,15.0,6.0,8.0,,,,,1.0,109.0,,,2.37,1.53,R32,6-3 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Timea Babos,9.0,3.0,8345774.0,3507480.0,,1.53,Timea Babos,65.0,7.0,4.0,53.0,27.0,53.0,38.0,30.0,15.0,8.0,9.0,,,,,2.0,109.0,,
26,H2H 2-1,Anastasija Sevastova,1.0,2.0,8345775.0,3507467.0,,2.62,Anastasija Sevastova,77.0,7.0,5.0,66.0,30.0,90.0,47.0,27.0,43.0,20.0,13.0,,,,,1.0,158.0,,,2.62,1.44,R32,1-6 6-4 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Monica Niculescu,1.0,2.0,8345775.0,3507468.0,,1.44,Monica Niculescu,81.0,12.0,5.0,92.0,45.0,64.0,47.0,26.0,17.0,10.0,13.0,,,,,2.0,158.0,,
27,H2H 2-0,Annika Beck,4.0,6.0,8345776.0,3507463.0,,1.57,Annika Beck,85.0,10.0,4.0,96.0,39.0,89.0,62.0,35.0,27.0,11.0,14.0,,,,,1.0,191.0,,,1.57,2.25,R32,6-7(3) 6-3 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Alison Riske,3.0,4.0,8345776.0,3507464.0,,2.25,Alison Riske,106.0,8.0,7.0,95.0,49.0,92.0,75.0,49.0,17.0,8.0,15.0,,,,,2.0,191.0,,
28,H2H 4-0,Ying-Ying Duan,9.0,9.0,8345777.0,3507476.0,,2.75,Ying-Ying Duan,66.0,7.0,1.0,71.0,23.0,64.0,42.0,31.0,22.0,12.0,11.0,,,,,2.0,144.0,,,2.75,1.4,R32,6-4 7-5,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Su-Wei Hsieh,2.0,1.0,8345777.0,3507475.0,,1.4,Su-Wei Hsieh,78.0,9.0,3.0,73.0,30.0,70.0,50.0,35.0,20.0,13.0,11.0,,,,,1.0,144.0,,
29,H2H 1-0,Yaroslava Shvedova,1.0,2.0,8345778.0,3507733.0,,1.5,Yaroslava Shvedova,74.0,4.0,2.0,72.0,28.0,79.0,52.0,28.0,27.0,18.0,11.0,,,,,1.0,153.0,,,1.5,2.5,R32,6-4 7-6(5),2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Anett Kontaveit,5.0,4.0,8345778.0,3507734.0,,2.5,Anett Kontaveit,79.0,15.0,3.0,81.0,35.0,68.0,40.0,26.0,28.0,18.0,11.0,,,,,2.0,153.0,,
30,H2H 1-0,Petra Kvitova,1.0,1.0,8345779.0,3507488.0,,1.08,Petra Kvitova,19.0,0.0,0.0,20.0,4.0,32.0,22.0,12.0,10.0,3.0,4.0,,,,,2.0,53.0,,,1.08,7.25,R32,6-2 0-0 Ret.,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Saisai Zheng,0.0,2.0,8345779.0,3507487.0,,7.25,Saisai Zheng,34.0,6.0,2.0,33.0,18.0,18.0,11.0,10.0,7.0,6.0,4.0,,,,,1.0,53.0,,
31,,Y Xu / S Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,6-1 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,V King / M Niculescu,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,C Buyukakcay / A Krunic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,7-6(3) 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Y Xu / S Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,A Mitu / P Tig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,5-7 7-6(2) 10-5,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,V King / M Niculescu,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,N Gibbs / A Riske,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,2-6 6-3 11-9,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Y Xu / S Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,C Liang / S Peng,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,3.5,QF,4-6 7-6(9) 10-0,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,C Buyukakcay / A Krunic,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,V Dushevina / K Siniakova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QF,6-3 3-6 19-17,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,A Mitu / P Tig,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,I Khromacheva / L Marozava,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.22,QF,6-2 7-6(5),2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,V King / M Niculescu,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,C Chan / K Takahata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-6(5) 6-0,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,N Gibbs / A Riske,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,M Linette / K Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,WO,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,C Buyukakcay / A Krunic,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,Y Li / Y Sheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-1,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,C Liang / S Peng,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,Z Diyas / L Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-2 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,A Mitu / P Tig,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,A Beck / E Rodina,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,1.4,R16,7-6(3) 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,V Dushevina / K Siniakova,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,V Wongteanchai / Z Yang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,6-0 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,I Khromacheva / L Marozava,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,C Chuang / O Kalashnikova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R16,7-5 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,V King / M Niculescu,,,,,,,,,,,,,,,,,,,,,,,,,,
45,H2H 1-0,Cagla Buyukakcay,1.0,3.0,8345780.0,3507436.0,,3.0,Cagla Buyukakcay,71.0,15.0,5.0,86.0,43.0,66.0,44.0,21.0,22.0,7.0,10.0,,,,,2.0,155.0,,,3.0,1.37,FQ,6-3 7-5,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Yaroslava Shvedova,0.0,5.0,8345780.0,3507435.0,,1.37,Yaroslava Shvedova,84.0,12.0,7.0,69.0,41.0,81.0,61.0,34.0,20.0,9.0,11.0,,,,,1.0,155.0,,
46,H2H 1-0,Maria-Teresa Torro-Flor,2.0,1.0,8345781.0,3507438.0,,2.55,Maria-Teresa Torro-Flor,40.0,8.0,2.0,58.0,23.0,44.0,26.0,12.0,18.0,5.0,8.0,,,,,2.0,103.0,,,2.55,1.49,FQ,6-1 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Nicole Gibbs,2.0,2.0,8345781.0,3507437.0,,1.49,Nicole Gibbs,63.0,9.0,6.0,45.0,28.0,56.0,36.0,25.0,20.0,10.0,8.0,,,,,1.0,103.0,,
47,H2H 1-0,Stefanie Voegele,3.0,3.0,8345782.0,3507433.0,,1.8,Stefanie Voegele,71.0,10.0,3.0,81.0,35.0,69.0,45.0,29.0,24.0,7.0,11.0,,,,,1.0,153.0,,,1.8,1.95,FQ,6-3 7-6(4),2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Kai-Lin Zhang,1.0,5.0,8345782.0,3507434.0,,1.95,Kai-Lin Zhang,82.0,5.0,5.0,72.0,36.0,76.0,47.0,28.0,29.0,18.0,10.0,,,,,2.0,153.0,,
48,H2H 1-0,Patricia Maria Tig,7.0,2.0,8345783.0,3507461.0,,1.833,Patricia Maria Tig,107.0,10.0,2.0,121.0,44.0,95.0,62.0,42.0,33.0,21.0,15.0,,,,,1.0,218.0,,,1.83,1.83,FQ,7-6(2) 3-6 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Tereza Smitkova,10.0,7.0,8345783.0,3507462.0,,1.833,Tereza Smitkova,111.0,6.0,2.0,97.0,34.0,114.0,74.0,55.0,40.0,22.0,15.0,,,,,2.0,218.0,,
49,H2H 1-1,Vera Dushevina,0.0,2.0,8345588.0,3507264.0,,3.4,Vera Dushevina,18.0,2.0,0.0,35.0,8.0,34.0,28.0,10.0,6.0,0.0,7.0,,,,,2.0,71.0,,,3.4,1.29,SFQ,6-0 6-1,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Yaroslava Shvedova,4.0,1.0,8345588.0,3507263.0,,1.285,Yaroslava Shvedova,53.0,9.0,6.0,36.0,26.0,34.0,27.0,20.0,7.0,7.0,6.0,,,,,1.0,71.0,,
50,H2H 1-0,Jiaxi Lu,0.0,2.0,8345589.0,3507265.0,,1.285,Jiaxi Lu,32.0,3.0,1.0,39.0,12.0,49.0,29.0,13.0,20.0,7.0,7.0,,,,,1.0,90.0,,,1.29,3.25,SFQ,6-1 6-1,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Cagla Buyukakcay,0.0,0.0,8345589.0,3507266.0,,3.25,Cagla Buyukakcay,58.0,10.0,6.0,51.0,31.0,39.0,27.0,20.0,12.0,7.0,7.0,,,,,2.0,90.0,,
51,H2H 2-0,Ling Zhang,2.0,2.0,8345590.0,3507260.0,,4.0,Ling Zhang,42.0,3.0,1.0,48.0,18.0,54.0,34.0,17.0,20.0,7.0,8.0,,,,,2.0,104.0,,,4.0,1.2,SFQ,6-1 6-2,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Nicole Gibbs,0.0,0.0,8345590.0,3507259.0,,1.2,Nicole Gibbs,62.0,11.0,6.0,56.0,32.0,48.0,29.0,19.0,19.0,11.0,7.0,,,,,1.0,104.0,,
52,H2H 2-0,Yi-Fan Xu,1.0,2.0,8345591.0,3507257.0,,1.55,Yi-Fan Xu,83.0,8.0,2.0,90.0,31.0,90.0,65.0,44.0,25.0,8.0,14.0,,,,,1.0,182.0,,,1.55,2.3,SFQ,6-3 4-6 6-3,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Maria-Teresa Torro-Flor,4.0,6.0,8345591.0,3507258.0,,2.3,Maria-Teresa Torro-Flor,99.0,7.0,4.0,92.0,40.0,84.0,52.0,42.0,32.0,17.0,14.0,,,,,2.0,182.0,,
53,H2H 1-0,Zhaoxuan Yang,0.0,6.0,8345592.0,3507252.0,,2.375,Zhaoxuan Yang,68.0,4.0,2.0,76.0,30.0,67.0,42.0,26.0,25.0,12.0,9.0,,,,,2.0,149.0,,,2.38,1.53,SFQ,6-3 6-4,2016-01-04,,https://matchstat.com/tennis/tournaments/w/Shenzhen/2016,Shenzhen,Stefanie Voegele,2.0,2.0,8345592.0,3507251.0,,1.533,Stefanie Voegele,81.0,9.0,4.0,73.0,35.0,74.0,53.0,38.0,21.0,8.0,10.0,,,,,1.0,149.0,,
